# ILM.W.U2.C.L050000.U2.EUR UNIT= Eurosystem reporting sector - Liabilities to other euro area residents denominated in euro UNIT_MULT= n=1131
TIME_PERIOD,OBS_VALUE
2005-W01,45280
2005-W02,46442
2005-W03,70117
2005-W04,69813
2005-W05,71834
2005-W06,68099
2005-W07,69868
2005-W08,88013
2005-W09,72381
2005-W10,67597
2005-W11,69773
2005-W12,81934
2005-W13,75145
2005-W14,72424
2005-W15,67654
2005-W16,79580
2005-W17,77605
2005-W18,56578
2005-W19,57205
2005-W20,59325
2005-W21,60958
2005-W22,66077
2005-W23,62738
2005-W24,62931
2005-W25,90781
2005-W26,75720
2005-W27,77782
2005-W28,65563
2005-W29,75186
2005-W30,84884
2005-W31,71192
2005-W32,67914
2005-W33,68533
2005-W34,80399
2005-W35,63465
2005-W36,61500
2005-W37,47002
2005-W38,60248
2005-W39,65427
2005-W40,48207
2005-W41,46370
2005-W42,63673
2005-W43,65261
2005-W44,56325
2005-W45,53875
2005-W46,48169
2005-W47,70164
2005-W48,50803
2005-W49,76547
2005-W50,42389
2005-W51,43476
2005-W52,41767
2006-W01,49468
2006-W02,50404
2006-W03,68107
2006-W04,72067
2006-W05,51878
2006-W06,49494
2006-W07,55539
2006-W08,74476
2006-W09,64465
2006-W10,59950
2006-W11,52036
2006-W12,66134
2006-W13,63071
2006-W14,55787
2006-W15,54445
2006-W16,68126
2006-W17,66227
2006-W18,51618
2006-W19,47957
2006-W20,55327
2006-W21,59946
2006-W22,55718
2006-W23,52657
2006-W24,52223
2006-W25,83352
2006-W26,94027
2006-W27,77497
2006-W28,72911
2006-W29,87531
2006-W30,94787
2006-W31,70400
2006-W32,66783
2006-W33,61105
2006-W34,78439
2006-W35,65183
2006-W36,65809
2006-W37,58636
2006-W38,71011
2006-W39,74471
2006-W40,68549
2006-W41,65026
2006-W42,75338
2006-W43,73924
2006-W44,57018
2006-W45,54799
2006-W46,55867
2006-W47,78971
2006-W48,44248
2006-W49,73675
2006-W50,53943
2006-W51,40510
2006-W52,53354
2007-W01,61338
2007-W02,61146
2007-W03,62496
2007-W04,68710
2007-W05,48308
2007-W06,46311
2007-W07,46874
2007-W08,68642
2007-W09,57654
2007-W10,52323
2007-W11,45701
2007-W12,62004
2007-W13,65823
2007-W14,60074
2007-W15,57564
2007-W16,64593
2007-W17,69973
2007-W18,55813
2007-W19,49302
2007-W20,49854
2007-W21,68777
2007-W22,54555
2007-W23,51054
2007-W24,50176
2007-W25,58492
2007-W26,77881
2007-W27,56892
2007-W28,50087
2007-W29,63772
2007-W30,71036
2007-W31,52874
2007-W32,44407
2007-W33,48737
2007-W34,63530
2007-W35,73187
2007-W36,68059
2007-W37,64333
2007-W38,76318
2007-W39,73572
2007-W40,67850
2007-W41,64515
2007-W42,61634
2007-W43,76606
2007-W44,58289
2007-W45,53415
2007-W46,53351
2007-W47,81545
2007-W48,75096
2007-W49,83916
2007-W50,58045
2007-W51,49857
2007-W52,46173
2008-W01,57571
2008-W02,55043
2008-W03,47068
2008-W04,71972
2008-W05,55057
2008-W06,52067
2008-W07,52586
2008-W08,66268
2008-W09,79692
2008-W10,69470
2008-W11,69703
2008-W12,78529
2008-W13,79273
2008-W14,69246
2008-W15,70600
2008-W16,72649
2008-W17,90394
2008-W18,65129
2008-W19,61588
2008-W20,72899
2008-W21,88478
2008-W22,71916
2008-W23,66496
2008-W24,65823
2008-W25,74936
2008-W26,81404
2008-W27,66893
2008-W28,59642
2008-W29,56801
2008-W30,87785
2008-W31,66414
2008-W32,63463
2008-W33,57541
2008-W34,58389
2008-W35,85026
2008-W36,68458
2008-W37,67450
2008-W38,54424
2008-W39,62326
2008-W40,79018
2008-W41,85684
2008-W42,91921
2008-W43,137722
2008-W44,109414
2008-W45,86873
2008-W46,89376
2008-W47,120054
2008-W48,142095
2008-W49,125845
2008-W50,123766
2008-W51,129675
2008-W52,116079
2009-W01,93805
2009-W02,98652
2009-W03,106609
2009-W04,130557
2009-W05,127770
2009-W06,89175
2009-W07,90904
2009-W08,114055
2009-W09,136906
2009-W10,130426
2009-W11,132708
2009-W12,145248
2009-W13,155551
2009-W14,151279
2009-W15,155768
2009-W16,149763
2009-W17,152284
2009-W18,164891
2009-W19,139090
2009-W20,142931
2009-W21,149467
2009-W22,159246
2009-W23,145038
2009-W24,152896
2009-W25,159802
2009-W26,161278
2009-W27,116826
2009-W28,132581
2009-W29,142772
2009-W30,167243
2009-W31,151699
2009-W32,124622
2009-W33,123373
2009-W34,125173
2009-W35,145255
2009-W36,145287
2009-W37,138358
2009-W38,145745
2009-W39,160743
2009-W40,151750
2009-W41,152328
2009-W42,158272
2009-W43,167352
2009-W44,182279
2009-W45,145952
2009-W46,155518
2009-W47,163603
2009-W48,166636
2009-W49,150926
2009-W50,139807
2009-W51,113295
2009-W52,133760
2009-W53,129749
2010-W01,123371
2010-W02,119094
2010-W03,133000
2010-W04,143563
2010-W05,121609
2010-W06,115701
2010-W07,131525
2010-W08,134298
2010-W09,109542
2010-W10,112946
2010-W11,121602
2010-W12,128247
2010-W13,126333
2010-W14,120445
2010-W15,125615
2010-W16,137804
2010-W17,113086
2010-W18,107857
2010-W19,117238
2010-W20,126471
2010-W21,145729
2010-W22,125371
2010-W23,130605
2010-W24,139563
2010-W25,163543
2010-W26,123841
2010-W27,108907
2010-W28,100028
2010-W29,124824
2010-W30,118125
2010-W31,83051
2010-W32,80107
2010-W33,85824
2010-W34,107959
2010-W35,103800
2010-W36,99761
2010-W37,96494
2010-W38,111463
2010-W39,104923
2010-W40,99154
2010-W41,92171
2010-W42,101509
2010-W43,116203
2010-W44,87085
2010-W45,84532
2010-W46,107963
2010-W47,118727
2010-W48,99483
2010-W49,104482
2010-W50,78247
2010-W51,87656
2010-W52,79791
2011-W01,89316
2011-W02,88211
2011-W03,112127
2011-W04,119994
2011-W05,95804
2011-W06,90178
2011-W07,91235
2011-W08,105749
2011-W09,99316
2011-W10,91690
2011-W11,84979
2011-W12,90919
2011-W13,72956
2011-W14,68378
2011-W15,65556
2011-W16,74645
2011-W17,92249
2011-W18,53692
2011-W19,50819
2011-W20,65420
2011-W21,72596
2011-W22,80724
2011-W23,78427
2011-W24,67065
2011-W25,101403
2011-W26,79476
2011-W27,72498
2011-W28,74882
2011-W29,87271
2011-W30,97406
2011-W31,62481
2011-W32,62044
2011-W33,60329
2011-W34,70910
2011-W35,53348
2011-W36,54315
2011-W37,48979
2011-W38,64405
2011-W39,59740
2011-W40,62406
2011-W41,53281
2011-W42,77221
2011-W43,75072
2011-W44,58714
2011-W45,57944
2011-W46,65302
2011-W47,97009
2011-W48,63099
2011-W49,70477
2011-W50,55271
2011-W51,77530
2011-W52,79603
2012-W01,90723
2012-W02,87509
2012-W03,108874
2012-W04,136115
2012-W05,93804
2012-W06,94255
2012-W07,110572
2012-W08,153640
2012-W09,147146
2012-W10,145954
2012-W11,152956
2012-W12,167925
2012-W13,149635
2012-W14,157631
2012-W15,169809
2012-W16,166552
2012-W17,140609
2012-W18,119887
2012-W19,110610
2012-W20,125123
2012-W21,153945
2012-W22,129026
2012-W23,124720
2012-W24,119105
2012-W25,161354
2012-W26,158474
2012-W27,147342
2012-W28,145779
2012-W29,158044
2012-W30,152124
2012-W31,144208
2012-W32,142907
2012-W33,131583
2012-W34,146295
2012-W35,110410
2012-W36,113726
2012-W37,121098
2012-W38,115778
2012-W39,119439
2012-W40,128650
2012-W41,154735
2012-W42,156892
2012-W43,151204
2012-W44,151782
2012-W45,139559
2012-W46,148236
2012-W47,178776
2012-W48,180182
2012-W49,173136
2012-W50,163924
2012-W51,145654
2012-W52,150579
2013-W01,137209
2013-W02,134864
2013-W03,117201
2013-W04,162527
2013-W05,107581
2013-W06,104011
2013-W07,103015
2013-W08,118875
2013-W09,115427
2013-W10,123043
2013-W11,108353
2013-W12,114175
2013-W13,120596
2013-W14,110740
2013-W15,110206
2013-W16,120665
2013-W17,116508
2013-W18,104863
2013-W19,95167
2013-W20,106555
2013-W21,128093
2013-W22,135235
2013-W23,106782
2013-W24,99709
2013-W25,134422
2013-W26,135334
2013-W27,109644
2013-W28,105468
2013-W29,135414
2013-W30,137115
2013-W31,99748
2013-W32,91206
2013-W33,81443
2013-W34,109457
2013-W35,108765
2013-W36,94559
2013-W37,94492
2013-W38,112793
2013-W39,119620
2013-W40,103774
2013-W41,94146
2013-W42,101543
2013-W43,119013
2013-W44,110342
2013-W45,89084
2013-W46,106442
2013-W47,117054
2013-W48,133880
2013-W49,103771
2013-W50,104310
2013-W51,81371
2013-W52,82342
2014-W01,81007
2014-W02,81776
2014-W03,98323
2014-W04,122961
2014-W05,116066
2014-W06,94110
2014-W07,86446
2014-W08,116808
2014-W09,126112
2014-W10,113875
2014-W11,83432
2014-W12,103443
2014-W13,117133
2014-W14,95093
2014-W15,99868
2014-W16,98691
2014-W17,129189
2014-W18,147698
2014-W19,139579
2014-W20,142444
2014-W21,157695
2014-W22,163008
2014-W23,141639
2014-W24,124145
2014-W25,168296
2014-W26,171568
2014-W27,141117
2014-W28,144079
2014-W29,140925
2014-W30,139923
2014-W31,105767
2014-W32,96732
2014-W33,86283
2014-W34,95070
2014-W35,93069
2014-W36,98476
2014-W37,111439
2014-W38,115820
2014-W39,116597
2014-W40,100000
2014-W41,103220
2014-W42,108549
2014-W43,134041
2014-W44,93070
2014-W45,93738
2014-W46,103366
2014-W47,120757
2014-W48,92300
2014-W49,107731
2014-W50,92307
2014-W51,106822
2014-W52,93044
2015-W01,71890
2015-W02,84915
2015-W03,94694
2015-W04,114706
2015-W05,111448
2015-W06,88426
2015-W07,91754
2015-W08,110168
2015-W09,97374
