# ILM.W.U2.C.A050200.U2.EUR UNIT= Eurosystem reporting sector - Longer-term refinancing operations UNIT_MULT= n=1131
TIME_PERIOD,OBS_VALUE
2005-W01,75000
2005-W02,75000
2005-W03,75000
2005-W04,79999
2005-W05,79999
2005-W06,79999
2005-W07,79999
2005-W08,84999
2005-W09,84999
2005-W10,84999
2005-W11,84999
2005-W12,84999
2005-W13,90002
2005-W14,90002
2005-W15,90002
2005-W16,90002
2005-W17,90000
2005-W18,90000
2005-W19,90000
2005-W20,90000
2005-W21,90002
2005-W22,90002
2005-W23,90002
2005-W24,90002
2005-W25,90002
2005-W26,90000
2005-W27,90000
2005-W28,90000
2005-W29,90000
2005-W30,89998
2005-W31,89998
2005-W32,89998
2005-W33,89998
2005-W34,89998
2005-W35,89999
2005-W36,89999
2005-W37,89999
2005-W38,89999
2005-W39,89999
2005-W40,89999
2005-W41,89999
2005-W42,89999
2005-W43,90002
2005-W44,90002
2005-W45,90002
2005-W46,90002
2005-W47,90002
2005-W48,90000
2005-W49,90000
2005-W50,90000
2005-W51,90017
2005-W52,90017
2006-W01,90017
2006-W02,90017
2006-W03,90017
2006-W04,100017
2006-W05,100017
2006-W06,100017
2006-W07,100017
2006-W08,110018
2006-W09,110018
2006-W10,110018
2006-W11,110018
2006-W12,110018
2006-W13,120000
2006-W14,120000
2006-W15,120000
2006-W16,120000
2006-W17,120002
2006-W18,120002
2006-W19,120002
2006-W20,120002
2006-W21,120003
2006-W22,120001
2006-W23,120001
2006-W24,120001
2006-W25,120001
2006-W26,120000
2006-W27,120000
2006-W28,120000
2006-W29,120000
2006-W30,120002
2006-W31,120002
2006-W32,120002
2006-W33,120002
2006-W34,120002
2006-W35,120002
2006-W36,120002
2006-W37,120002
2006-W38,120002
2006-W39,120001
2006-W40,120001
2006-W41,120001
2006-W42,120001
2006-W43,120002
2006-W44,120002
2006-W45,120002
2006-W46,120002
2006-W47,120002
2006-W48,119999
2006-W49,119999
2006-W50,119999
2006-W51,120000
2006-W52,120000
2007-W01,120000
2007-W02,120000
2007-W03,120000
2007-W04,120000
2007-W05,130001
2007-W06,130001
2007-W07,130001
2007-W08,130001
2007-W09,140000
2007-W10,140000
2007-W11,140000
2007-W12,140000
2007-W13,150001
2007-W14,150001
2007-W15,150001
2007-W16,150001
2007-W17,149999
2007-W18,149999
2007-W19,149999
2007-W20,149999
2007-W21,150000
2007-W22,150002
2007-W23,150002
2007-W24,150003
2007-W25,150003
2007-W26,150002
2007-W27,150002
2007-W28,150002
2007-W29,150002
2007-W30,150003
2007-W31,150003
2007-W32,150003
2007-W33,150003
2007-W34,190002
2007-W35,190001
2007-W36,190001
2007-W37,264999
2007-W38,264999
2007-W39,265000
2007-W40,265000
2007-W41,265004
2007-W42,265004
2007-W43,265004
2007-W44,265005
2007-W45,265005
2007-W46,265005
2007-W47,285006
2007-W48,285004
2007-W49,285004
2007-W50,270004
2007-W51,268476
2007-W52,268476
2008-W01,268487
2008-W02,268487
2008-W03,268487
2008-W04,268487
2008-W05,268491
2008-W06,268491
2008-W07,268511
2008-W08,268485
2008-W09,268479
2008-W10,268479
2008-W11,268479
2008-W12,268479
2008-W13,270000
2008-W14,295000
2008-W15,295000
2008-W16,295001
2008-W17,295001
2008-W18,295007
2008-W19,295024
2008-W20,295026
2008-W21,285028
2008-W22,285027
2008-W23,285027
2008-W24,275026
2008-W25,275043
2008-W26,275004
2008-W27,274995
2008-W28,299997
2008-W29,300016
2008-W30,300016
2008-W31,300018
2008-W32,300021
2008-W33,300007
2008-W34,300012
2008-W35,300000
2008-W36,300000
2008-W37,299998
2008-W38,299005
2008-W39,300516
2008-W40,420519
2008-W41,447179
2008-W42,447182
2008-W43,447187
2008-W44,501789
2008-W45,402168
2008-W46,462835
2008-W47,462836
2008-W48,455319
2008-W49,455321
2008-W50,616131
2008-W51,616899
2008-W52,616901
2009-W01,616924
2009-W02,610161
2009-W03,610188
2009-W04,588531
2009-W05,528617
2009-W06,528622
2009-W07,482335
2009-W08,482339
2009-W09,461795
2009-W10,452198
2009-W11,452765
2009-W12,452766
2009-W13,430745
2009-W14,430746
2009-W15,428467
2009-W16,432162
2009-W17,432163
2009-W18,419093
2009-W19,419097
2009-W20,397647
2009-W21,397648
2009-W22,403549
2009-W23,403555
2009-W24,308701
2009-W25,308703
2009-W26,728598
2009-W27,728598
2009-W28,701453
2009-W29,701456
2009-W30,701456
2009-W31,680780
2009-W32,680732
2009-W33,653646
2009-W34,653645
2009-W35,634424
2009-W36,634429
2009-W37,595862
2009-W38,595862
2009-W39,595863
2009-W40,667440
2009-W41,631850
2009-W42,628967
2009-W43,628964
2009-W44,622749
2009-W45,622748
2009-W46,595400
2009-W47,595401
2009-W48,589147
2009-W49,589146
2009-W50,572565
2009-W51,669288
2009-W52,669296
2009-W53,669297
2010-W01,669303
2010-W02,659103
2010-W03,662188
2010-W04,662159
2010-W05,662159
2010-W06,636507
2010-W07,636543
2010-W08,644680
2010-W09,644378
2010-W10,644314
2010-W11,644314
2010-W12,644314
2010-W13,661651
2010-W14,659283
2010-W15,665669
2010-W16,665670
2010-W17,667245
2010-W18,667245
2010-W19,706880
2010-W20,706881
2010-W21,708837
2010-W22,708805
2010-W23,707076
2010-W24,718199
2010-W25,718236
2010-W26,405927
2010-W27,405927
2010-W28,423722
2010-W29,423722
2010-W30,442042
2010-W31,442042
2010-W32,431791
2010-W33,431791
2010-W34,438709
2010-W35,438709
2010-W36,437465
2010-W37,437465
2010-W38,437465
2010-W39,316744
2010-W40,316744
2010-W41,331077
2010-W42,331077
2010-W43,350386
2010-W44,350386
2010-W45,326098
2010-W46,326098
2010-W47,345226
2010-W48,345226
2010-W49,349674
2010-W50,349674
2010-W51,298217
2010-W52,298217
2011-W01,298217
2011-W02,298217
2011-W03,300502
2011-W04,329170
2011-W05,329170
2011-W06,320291
2011-W07,320291
2011-W08,321835
2011-W09,321835
2011-W10,342863
2011-W11,342863
2011-W12,342863
2011-W13,322855
2011-W14,322855
2011-W15,324042
2011-W16,324042
2011-W17,316310
2011-W18,316310
2011-W19,313276
2011-W20,313276
2011-W21,321313
2011-W22,321313
2011-W23,321313
2011-W24,310303
2011-W25,310303
2011-W26,313163
2011-W27,313163
2011-W28,311509
2011-W29,311509
2011-W30,333075
2011-W31,333075
2011-W32,390830
2011-W33,390830
2011-W34,390830
2011-W35,392055
2011-W36,392055
2011-W37,369636
2011-W38,369636
2011-W39,378935
2011-W40,378935
2011-W41,379474
2011-W42,379474
2011-W43,395996
2011-W44,395996
2011-W45,392481
2011-W46,392481
2011-W47,392481
2011-W48,383053
2011-W49,383005
2011-W50,368609
2011-W51,703894
2011-W52,703894
2012-W01,703894
2012-W02,703894
2012-W03,701478
2012-W04,676505
2012-W05,676505
2012-W06,676505
2012-W07,652097
2012-W08,652097
2012-W09,1100076
2012-W10,1100076
2012-W11,1095505
2012-W12,1095505
2012-W13,1090891
2012-W14,1090891
2012-W15,1090626
