# BSI.M.U2.Y.U.A20T.A.1.U2.2240.Z01.E UNIT=EUR UNIT_MULT=6 n=139
TIME_PERIOD,OBS_VALUE
2015-01,4270237
2015-02,4275918
2015-03,4280049
2015-04,4270051
2015-05,4264917
2015-06,4271534
2015-07,4268760
2015-08,4266010
2015-09,4264135
2015-10,4265172
2015-11,4277886
2015-12,4267604
2016-01,4274796
2016-02,4287077
2016-03,4272828
2016-04,4271636
2016-05,4285951
2016-06,4294061
2016-07,4290048
2016-08,4291386
2016-09,4296764
2016-10,4301100
2016-11,4307373
2016-12,4308636
2017-01,4318397
2017-02,4326520
2017-03,4333657
2017-04,4337520
2017-05,4341565
2017-06,4316867
2017-07,4323914
2017-08,4322156
2017-09,4325758
2017-10,4347704
2017-11,4359046
2017-12,4358600
2018-01,4385026
2018-02,4380652
2018-03,4379250
2018-04,4388752
2018-05,4409177
2018-06,4421656
2018-07,4435926
2018-08,4444711
2018-09,4458734
2018-10,4464561
2018-11,4477659
2018-12,4487605
2019-01,4494164
2019-02,4508661
2019-03,4510061
2019-04,4526339
2019-05,4547180
2019-06,4555400
2019-07,4571943
2019-08,4588742
2019-09,4582767
2019-10,4590572
2019-11,4587348
2019-12,4575770
2020-01,4585306
2020-02,4588428
2020-03,4702089
2020-04,4772177
2020-05,4826967
2020-06,4828655
2020-07,4834891
2020-08,4858344
2020-09,4843804
2020-10,4845914
2020-11,4846309
2020-12,4827724
2021-01,4828718
2021-02,4838576
2021-03,4880907
2021-04,4853426
2021-05,4854305
2021-06,4850098
2021-07,4854600
2021-08,4865984
2021-09,4882189
2021-10,4905098
2021-11,4928026
2021-12,4990747
2022-01,4861581
2022-02,4872251
2022-03,4897718
2022-04,4931534
2022-05,4964820
2022-06,5001579
2022-07,5047609
2022-08,5113719
2022-09,5142127
2022-10,5161123
2022-11,5154509
2022-12,5124429
2023-01,5147750
2023-02,5147397
2023-03,5138605
2023-04,5138456
2023-05,5142318
2023-06,5133265
2023-07,5136858
2023-08,5123606
2023-09,5124691
2023-10,5124774
2023-11,5134171
2023-12,5135731
2024-01,5128980
2024-02,5129986
2024-03,5131146
2024-04,5129559
2024-05,5134196
2024-06,5144675
2024-07,5142052
2024-08,5147324
2024-09,5162788
2024-10,5164681
2024-11,5169838
2024-12,5200334
2025-01,5205740
2025-02,5213715
2025-03,5224747
2025-04,5228659
2025-05,5230311
2025-06,5250813
2025-07,5256123
2025-08,5274583
2025-09,5281678
2025-10,5290692
2025-11,5300799
2025-12,5324253
2026-01,5341167
2026-02,5356654
2026-03,5383612
2026-04,5409080
2026-05,5442410
2026-06,5466068
2026-07,5489668
