"nid","list_date","title","plazo","denominacion","auction","maturity","settlement","nominal_bid","nominal_alloc","nominal_2nd","cash_alloc","cash_2nd","btc","avg_yield","marginal_yield"
"39786","2024-10-03","Subasta de Bonos a 3 años","3 AÑOS","B 2,50%","2024-10-03","2027-05-31","2024-10-08","4049.16","1854.13","0.00","1880.90","0.00","2.18","2.277","2.280"
"39787","2024-10-03","Subasta de Bonos a 5 años","5 AÑOS","O 1,45% (VR 4a 7m)","2024-10-03","2029-04-30","2024-10-08","3906.71","1500.00","0.00","1449.95","0.00","2.60","2.378","2.382"
"39790","2024-10-03","Subasta de Obligaciones a 15 años","15 AÑOS","O 4,70% (VR 16a 10m)","2024-10-03","2041-07-30","2024-10-08","2583.38","1188.35","0.00","1401.35","0.00","2.17","3.356","3.359"
"39792","2024-10-03","Subasta de Obligaciones €i a 15 años","","O€i 2,05%","2024-10-03","2039-11-30","2024-10-08","1220.17","512.17","100.42","607.95","119.13","2.38","1.297","1.304"
"39872","2024-10-08","Subasta de Letras a 3 meses","3 MESES","","2024-10-08","2025-01-10","2024-10-11","1554.06","468.98","0.00","465.38","0.00","3.31","3.054","3.067"
"39873","2024-10-08","Subasta de Letras a 9 meses","9 MESES","","2024-10-08","2025-07-04","2024-10-11","2931.92","1416.45","0.00","1387.31","0.00","2.07","2.839","2.848"
"39891","2024-10-17","Subasta de Bonos a 5 años","5 AÑOS","O 3,10% (7A)","2024-10-17","2031-07-30","2024-10-22","2686.23","1226.21","254.70","1268.81","263.49","2.19","2.646","2.651"
"39893","2024-10-17","Subasta de Obligaciones a 10 años","10 AÑOS","O 3,45%","2024-10-17","2034-10-31","2024-10-22","4317.23","2487.17","459.85","2632.30","486.56","1.74","2.921","2.925"
"39894","2024-10-17","Subasta de Obligaciones a 30 años","30 AÑOS","O 2,70% (VR 24a)","2024-10-17","2048-10-31","2024-10-22","2622.50","1402.49","0.00","1257.00","0.00","1.87","3.507","3.515"
"40043","2024-11-05","Subasta de Letras a 6 meses","6 MESES","","2024-11-05","2025-05-09","2024-11-08","3395.33","1516.65","321.43","1495.08","316.81","2.24","2.840","2.882"
"40044","2024-11-05","Subasta de Letras a 12 meses","12 MESES","","2024-11-05","2025-11-07","2024-11-08","5352.30","3440.20","649.39","3351.39","632.56","1.56","2.610","2.631"
"40049","2024-11-07","Subasta de Bonos a 5 años","5 AÑOS","B 2,70%","2024-11-07","2030-01-31","2024-11-12","4065.57","2385.48","517.29","2379.77","515.95","1.70","2.749","2.755"
"40051","2024-11-07","Subasta de Obligaciones €i a 10 años","","O€i 0,70% (VR 9a 1m)","2024-11-07","2033-11-30","2024-11-12","1091.13","495.13","92.38","594.82","110.93","2.20","1.104","1.112"
"40053","2024-11-07","Subasta de Obligaciones a 30 años","30 AÑOS","O 4,00%","2024-11-07","2054-10-31","2024-11-12","2852.13","1612.13","338.014","1648.47","345.45","1.77","3.877","3.881"
"40133","2024-11-12","Subasta de Letras a 3 meses","3 MESES","","2024-11-12","2025-02-07","2024-11-15","2153.14","997.29","10.75","991.01","10.68","2.16","2.716","2.739"
"40134","2024-11-12","Subasta de Letras a 9 meses","9 MESES","","2024-11-12","2025-08-08","2024-11-15","2923.02","842.96","173.52","826.53","170.12","3.47","2.681","2.699"
"40160","2024-11-21","Subasta de Bonos a 5 años","5 AÑOS","O 3,10% (7A)","2024-11-21","2031-07-30","2024-11-26","3520.06","1375.00","293.56","1416.08","302.31","2.56","2.768","2.771"
"40162","2024-11-21","Subasta de Obligaciones a 15 años","15 AÑOS","O 1,00% BV (VR 17a 8m)","2024-11-21","2042-07-30","2024-11-26","2083.34","1545.34","313.86","1056.29","214.21","1.35","3.442","3.454"
"40163","2024-11-21","Subasta de Obligaciones a 15 años","15 AÑOS","O 4,20% (VR 12a 2m)","2024-11-21","2037-01-31","2024-11-26","2370.04","1160.98","248.13","1317.73","281.55","2.04","3.187","3.191"
"40430","2024-12-03","Subasta de Letras a 6 meses","6 MESES","","2024-12-03","2025-06-06","2024-12-06","3393.73","1984.21","0.00","1958.86","0.00","1.71","2.552","2.585"
"40431","2024-12-03","Subasta de Letras a 12 meses","12 MESES","","2024-12-03","2025-12-05","2024-12-06","5221.03","2800.00","0.00","2738.66","0.00","1.86","2.207","2.228"
"40434","2024-12-05","Subasta de Bonos a 5 años","5 AÑOS","B 2,70%","2024-12-05","2030-01-31","2024-12-10","2670.97","1310.95","0.00","1334.60","0.00","2.04","2.365","2.372"
"40436","2024-12-05","Subasta de Obligaciones a 10 años","10 AÑOS","O 3,45%","2024-12-05","2034-10-31","2024-12-10","2940.04","1136.03","0.00","1208.86","0.00","2.59","2.743","2.747"
"40515","2024-12-10","Subasta de Letras a 3 meses","3 MESES","","2024-12-10","2025-03-07","2024-12-13","2101.60","1041.29","0.00","1035.08","0.00","2.02","2.567","2.580"
"40516","2024-12-10","Subasta de Letras a 9 meses","9 MESES","","2024-12-10","2025-09-05","2024-12-13","3056.63","1541.12","25.06","1514.57","24.63","1.98","2.366","2.384"
"40600","2025-01-07","Subasta de Letras a 6 meses","6 MESES","","2025-01-07","2025-07-04","2025-01-10","3538.63","2025.96","0.00","2001.22","0.00","1.75","2.535","2.557"
"40601","2025-01-07","Subasta de Letras a 12 meses","12 MESES","","2025-01-07","2026-01-16","2025-01-10","5745.53","4179.23","0.00","4079.47","0.00","1.37","2.367","2.384"
"40604","2025-01-09","Subasta de Bonos a 3 años","3 AÑOS","B 2,40%","2025-01-09","2028-05-31","2025-01-14","3905.68","2595.68","0.00","2580.18","0.00","1.50","2.586","2.596"
"40605","2025-01-09","Subasta de Bonos a 5 años","5 AÑOS","O 3,10% (7A)","2025-01-09","2031-07-30","2025-01-14","4140.49","2600.46","0.00","2668.01","0.00","1.59","2.897","2.901"
"40608","2025-01-09","Subasta de Obligaciones a 15 años","15 AÑOS","O 2,90% (VR 21a 10m)","2025-01-09","2046-10-31","2025-01-14","2233.65","1025.65","0.00","908.73","0.00","2.18","3.710","3.713"
"40610","2025-01-09","Subasta de Obligaciones €i a 15 años","","O€i 2,05%","2025-01-09","2039-11-30","2025-01-14","1027.59","515.09","0.00","585.23","0.00","1.99","1.536","1.542"
"40691","2025-01-14","Subasta de Letras a 3 meses","3 MESES","","2025-01-14","2025-04-11","2025-01-17","1814.58","814.36","0.00","809.64","0.00","2.23","2.493","2.516"
"40692","2025-01-14","Subasta de Letras a 9 meses","9 MESES","","2025-01-14","2025-10-10","2025-01-17","3560.73","1725.70","268.67","1694.53","263.80","2.06","2.485","2.495"
"40697","2025-01-16","Subasta de Bonos a 5 años","5 AÑOS","B 2,70%","2025-01-16","2030-01-31","2025-01-21","3778.32","2493.12","531.8","2498.50","532.81","1.52","2.763","2.770"
"40699","2025-01-16","Subasta de Obligaciones a 15 años","15 AÑOS","O 0,85% (VR 12a 6m)","2025-01-16","2037-07-30","2025-01-21","3181.77","2145.75","454.74","1594.22","337.78","1.48","3.452","3.455"
"40700","2025-01-16","Subasta de Obligaciones a 30 años","30 AÑOS","O 1,00% (VR 25a 9m)","2025-01-16","2050-10-31","2025-01-21","2356.39","1351.39","284.36","750.30","157.76","1.74","3.727","3.732"
"40921","2025-02-04","Subasta de Letras a 6 meses","6 MESES","","2025-02-04","2025-08-08","2025-02-07","3541.61","1916.38","55.10","1893.77","54.45","1.85","2.355","2.376"
"40922","2025-02-04","Subasta de Letras a 12 meses","12 MESES","","2025-02-04","2026-02-06","2025-02-07","6101.18","3900.00","453.36","3814.14","443.34","1.56","2.221","2.235"
"40925","2025-02-06","Subasta de Bonos a 3 años","3 AÑOS","B 2,40%","2025-02-06","2028-05-31","2025-02-11","4237.05","2586.96","554.41","2592.67","555.58","1.64","2.388","2.393"
"40926","2025-02-06","Subasta de Bonos a 5 años","5 AÑOS","O 3,10% (7A)","2025-02-06","2031-07-30","2025-02-11","3405.49","1737.40","371.60","1806.19","366.24","1.96","2.705","2.709"
"40929","2025-02-06","Subasta de Obligaciones €i a 10 años","","O€i 1,15%","2025-02-06","2036-11-30","2025-02-11","1265.30","570.30","118.52","576.35","119.73","2.22","1.230","1.235"
"40931","2025-02-06","Subasta de Obligaciones a 30 años","30 AÑOS","O 4,00%","2025-02-06","2054-10-31","2025-02-11","3442.38","1867.37","396.81","1990.73","422.91","1.84","3.691","3.693"
"41027","2025-02-11","Subasta de Letras a 3 meses","3 MESES","","2025-02-11","2025-05-09","2025-02-14","2305.68","1100.00","77.76","1093.79","77.32","2.10","2.431","2.445"
"41028","2025-02-11","Subasta de Letras a 9 meses","9 MESES","","2025-02-11","2025-11-07","2025-02-14","3733.80","1450.00","0.00","1426.27","0.00","2.58","2.248","2.257"
"41048","2025-02-20","Subasta de Bonos a 3 años","3 AÑOS","B 2,40%","2025-02-20","2028-05-31","2025-02-25","3625.33","1825.30","388.81","1825.38","388.77","1.99","2.487","2.493"
"41049","2025-02-20","Subasta de Bonos a 5 años","5 AÑOS","O 2,70%","2025-02-20","2030-01-31","2025-02-25","4142.34","2182.30","458.38","2187.89","459.48","1.90","2.682","2.687"
"41052","2025-02-20","Subasta de Obligaciones a 10 años","10 AÑOS","O 3,55% (VR 8a 8m)","2025-02-20","2033-10-31","2025-02-25","3790.70","1475.70","314.65","1546.34","329.66","2.57","3.062","3.065"
"41257","2025-03-04","Subasta de Letras a 6 meses","6 MESES","","2025-03-04","2025-09-05","2025-03-07","4619.29","2181.62","0.00","2156.97","0.00","2.12","2.255","2.275"
"41258","2025-03-04","Subasta de Letras a 12 meses","12 MESES","","2025-03-04","2026-03-06","2025-03-07","6223.27","4300.00","0.00","4207.34","0.00","1.45","2.173","2.189"
"41263","2025-03-06","Subasta de Bonos a 5 años","5 AÑOS","O 3,10% (7A)","2025-03-06","2031-07-30","2025-03-11","4412.45","2532.45","540.47","2584.21","551.28","1.74","3.067","3.080"
"41265","2025-03-06","Subasta de Obligaciones a 10 años","10 AÑOS","O 3,15%","2025-03-06","2035-04-30","2025-03-11","5224.04","2774.04","582.88","2698.82","566.74","1.88","3.507","3.522"
"41267","2025-03-06","Subasta de Obligaciones €i a 10 años","","O€i 0,70% (VR 8a 9m)","2025-03-06","2033-11-30","2025-03-11","1169.14","514.14","0.00","608.02","0.00","2.27","1.271","1.280"
"41348","2025-03-11","Subasta de Letras a 3 meses","3 MESES","","2025-03-11","2025-06-06","2025-03-14","2202.47","862.04","62.51","857.31","62.16","2.55","2.359","2.379"
"41349","2025-03-11","Subasta de Letras a 9 meses","9 MESES","","2025-03-11","2025-12-05","2025-03-14","3344.51","1524.41","102.42","1499.22","100.72","2.19","2.269","2.281"
"41452","2025-03-20","Subasta de Bonos a 5 años","5 AÑOS","O 0,50% (VR 5a 1m)","2025-03-20","2030-04-30","2025-03-25","3378.60","1698.57","317.64","1525.99","285.27","1.99","2.757","2.766"
"41454","2025-03-20","Subasta de Obligaciones a 10 años","10 AÑOS","O 3,15%","2025-03-20","2035-04-30","2025-03-25","4898.83","3188.59","0.00","3140.81","0.00","1.54","3.382","3.388"
"41666","2025-04-03","Subasta de Bonos a 3 años","3 AÑOS","O 2,40%","2025-04-03","2028-05-31","2025-04-08","4084.88","3099.76","662.12","3126.75","667.75","1.32","2.292","2.301"
"41667","2025-04-03","Subasta de Bonos a 5 años","5 AÑOS","O 3,10% (7A)","2025-04-03","2031-07-30","2025-04-08","3359.63","1664.54","358.78","1727.44","372.23","2.02","2.809","2.816"
"41670","2025-04-03","Subasta de Bonos €i a 5 añoos","","O€i 1,00% (VR 5a 8m)","2025-04-03","2030-11-30","2025-04-08","1786.19","600.18","[1]","770.13","[1]","2.98","0.700","0.706"
"41672","2025-04-03","Subasta de Obligaciones a 15 años","15 AÑOS","O 3,90% (VR 14a 4m)","2025-04-03","2039-07-30","2025-04-08","3526.44","1483.59","311.19","1562.74","327.71","2.38","3.655","3.659"
"41747","2025-04-08","Subasta de Letras a 6 meses","6 MESES","","2025-04-08","2025-10-10","2025-04-11","4208.20","1812.50","0.00","1793.32","0.00","2.32","2.115","2.119"
"41748","2025-04-08","Subasta de Letras a 12 meses","12 MESES","","2025-04-08","2026-04-10","2025-04-11","6471.70","4013.79","0.00","3933.72","0.00","1.61","2.007","2.023"
"41752","2025-04-10","Subasta de Bonos a 3 años","3 AÑOS","B 3,50% (VR 4a 1m)","2025-04-10","2029-05-31","2025-04-15","3184.36","2849.28","609.18","3050.48","651.95","1.12","2.462","2.477"
"41753","2025-04-10","Subasta de Bonos a 5 años","5 AÑOS","O 2,55% (VR 7a 6m)","2025-04-10","2032-10-31","2025-04-15","2993.23","1638.23","355.44","1606.02","348.30","1.83","3.014","3.023"
"41756","2025-04-10","Subasta de Obligaciones a 10 años","10 AÑOS","O 3,15%","2025-04-10","2035-04-30","2025-04-15","3749.62","1969.61","414.25","1949.21","409.85","1.90","3.349","3.354"
"41837","2025-04-22","Subasta de Letras a 3 meses","3 MESES","","2025-04-22","2025-07-04","2025-04-25","2866.66","875.87","94.56","872.30","94.17","3.27","2.100","2.119"
"41838","2025-04-22","Subasta de Letras a 9 meses","9 MESES","","2025-04-22","2026-01-16","2025-04-25","3069.86","1848.58","0.00","1822.69","0.00","1.66","1.919","1.927"
"41920","2025-05-06","Subasta de Letras a 6 meses","6 MESES","","2025-05-06","2025-11-07","2025-05-09","4101.56","1692.28","125.02","1675.83","123.80","2.42","1.937","1.954"
"41921","2025-05-06","Subasta de Letras a 12 meses","12 MESES","","2025-05-06","2026-05-08","2025-05-09","6233.53","4075.29","635.16","3998.78","623.18","1.53","1.886","1.900"
"41924","2025-05-08","Subasta de Bonos a 3 años","3 AÑOS","B 2,40%","2025-05-08","2028-05-31","2025-05-13","3922.10","2257.03","0.00","2295.27","0.00","1.74","2.086","2.093"
"41925","2025-05-08","Subasta de Bonos a 5 años","5 AÑOS","B 2,70%","2025-05-08","2030-01-31","2025-05-13","4047.56","2277.27","0.00","2326.77","0.00","1.78","2.375","2.380"
"41928","2025-05-08","Subasta de Bonos €i a 5 años","","O€i 1,00% (VR 5a 7m)","2025-05-08","2030-11-30","2025-05-13","1453.18","672.18","0.00","867.06","0.00","2.16","0.721","0.729"
"41930","2025-05-08","Subasta de Obligaciones a 30 años","30 AÑOS","O 4,00%","2025-05-08","2054-10-31","2025-05-13","2677.55","1632.35","0.00","1673.38","0.00","1.64","3.974","3.982"
"42010","2025-05-13","Subasta de Letras a 3 meses","3 MESES","","2025-05-13","2025-08-08","2025-05-16","2589.14","1028.78","0.00","1024.05","0.00","2.52","1.976","1.989"
"42011","2025-05-13","Subasta de Letras a 9 meses","9 MESES","","2025-05-13","2026-02-06","2025-05-16","3160.28","1710.27","205.75","1685.30","202.74","1.85","2.000","2.013"
"42031","2025-05-22","Subasta de Obligaciones a 15 años","15 AÑOS","O 1,00% BV (VR 17a 2m)","2025-05-22","2042-07-30","2025-05-27","2861.73","1646.73","352.26","1078.53","230.55","1.74","3.847","3.853"
"42033","2025-05-22","Subasta de Bonos a 3 años","3 AÑOS","O 5,15% (VR 3a 5m)","2025-05-22","2028-10-31","2025-05-27","2677.48","1820.84","383.07","2046.04","430.34","1.47","2.251","2.264"
"42034","2025-05-22","Subasta de Bonos a 5 años","5 AÑOS","O 3,10% (7A)","2025-05-22","2031-07-30","2025-05-27","4498.87","2753.64","590.32","2877.59","616.77","1.63","2.750","2.755"
"42175","2025-06-03","Subasta de Letras a 6 meses","6 MESES","","2025-06-03","2025-12-05","2025-06-06","3751.94","1853.14","65.00","1835.56","64.38","2.02","1.890","1.915"
"42176","2025-06-03","Subasta de Letras a 12 meses","12 MESES","","2025-06-03","2026-06-05","2025-06-06","5682.78","3926.87","236.00","3853.45","231.57","1.45","1.878","1.893"
"42251","2025-06-05","Subasta de Obligaciones €i a 15 años","","O€i 2,05%","2025-06-05","2039-11-30","2025-06-10","1072.50","535.50","112.00","607.98","127.06","2.00","1.678","1.686"
"42253","2025-06-05","Subasta de Bonos a 3 años","3 AÑOS","B 2,40%","2025-06-05","2028-05-31","2025-06-10","3879.24","2000.00","0.00","2017.28","0.00","1.94","2.118","2.124"
"42254","2025-06-05","Subasta de Bonos a 5 años","5 AÑOS","O 0,70% (VR 6a 11m)","2025-06-05","2032-04-30","2025-06-10","3417.98","1442.98","0.00","1263.11","0.00","2.37","2.720","2.722"
"42255","2025-06-05","Subasta de Bonos a 5 años","5 AÑOS","B 2,70%","2025-06-05","2030-01-31","2025-06-10","3449.73","2044.54","0.00","2091.75","0.00","1.69","2.386","2.390"
"42351","2025-06-10","Subasta de Letras a 3 meses","3 MESES","","2025-06-10","2025-09-05","2025-06-13","2465.09","853.99","0.00","850.26","0.00","2.89","1.873","1.890"
"42352","2025-06-10","Subasta de Letras a 9 meses","9 MESES","","2025-06-10","2026-03-06","2025-06-13","3711.85","1625.78","130.13","1602.81","128.28","2.28","1.934","1.947"
"42375","2025-06-19","Subasta de Obligaciones a 10 años","10 AÑOS","O 3,20%","2025-06-19","2035-10-31","2025-06-24","3889.74","2249.68","0.00","2251.77","0.00","1.73","3.208","3.213"
"42377","2025-06-19","Subasta de Bonos a 5 años","5 AÑOS","O 3,15% (VR 7a 10m)","2025-06-19","2033-04-30","2025-06-24","2842.58","1427.58","0.00","1458.22","0.00","1.99","2.904","2.912"
"42378","2025-06-19","Subasta de Bonos a 5 años","5 AÑOS","O 1,95% (VR 5a 1m)","2025-06-19","2030-07-30","2025-06-24","3972.71","1867.67","33.51","1851.06","33.20","2.13","2.506","2.513"
"42518","2025-07-01","Subasta de Letras a 6 meses","6 MESES","","2025-07-01","2026-01-16","2025-07-04","4004.89","1292.78","0.00","1279.69","0.00","3.10","1.872","1.896"
"42519","2025-07-01","Subasta de Letras a 12 meses","12 MESES","","2025-07-01","2026-07-10","2025-07-04","7006.25","4087.00","415.40","4008.25","407.36","1.71","1.900","1.914"
"42522","2025-07-03","Subasta de Bonos a 3 años","3 AÑOS","B 2,40%","2025-07-03","2028-05-31","2025-07-08","4119.20","2159.10","456.56","2178.81","460.66","1.91","2.159","2.165"
"42524","2025-07-03","Subasta de Obligaciones €i a 10 años","","O€i 1,15%","2025-07-03","2036-11-30","2025-07-08","1575.44","735.44","12.40","739.29","12.46","2.14","1.470","1.478"
"42526","2025-07-03","Subasta de Obligaciones a 10 años","10 AÑOS","O 3,15% (VR 9a 10m)","2025-07-03","2035-04-30","2025-07-08","4047.30","2132.29","172.80","2142.17","173.56","1.90","3.163","3.167"
"42527","2025-07-03","Subasta de Obligaciones a 15 años","15 AÑOS","O 3,50%","2025-07-03","2041-01-31","2025-07-08","2958.68","1758.38","26.08","1743.87","25.85","1.68","3.671","3.676"
"42608","2025-07-08","Subasta de Letras a 3 meses","3 MESES","","2025-07-08","2025-10-10","2025-07-11","2101.31","834.07","0.00","830.07","0.00","2.52","1.905","1.914"
"42609","2025-07-08","Subasta de Letras a 9 meses","9 MESES","","2025-07-08","2026-04-10","2025-07-11","3509.19","1965.89","0.00","1937.82","0.00","1.79","1.905","1.920"
"42628","2025-07-17","Subasta de Bonos a 5 años","5 AÑOS","B 2,70%","2025-07-17","2030-01-31","2025-07-22","3391.14","1746.06","367.43","1784.31","375.36","1.94","2.479","2.488"
"42630","2025-07-17","Subasta de Obligaciones a 10 años","10 AÑOS","O 3,20%","2025-07-17","2035-10-31","2025-07-22","4726.88","2391.81","505.71","2380.66","503.23","1.98","3.303","3.306"
"42631","2025-07-17","Subasta de Obligaciones a 30 años","30 AÑOS","O 2,70% (VR 23a 3m)","2025-07-17","2048-10-31","2025-07-22","2480.87","1545.84","320.91","1281.57","265.84","1.60","3.965","3.972"
"42769","2025-08-05","Subasta de Letras a 6 meses","6 MESES","","2025-08-05","2026-02-06","2025-08-08","3121.96","1552.29","102.45","1537.23","101.45","2.01","1.932","1.950"
"42770","2025-08-05","Subasta de Letras a 12 meses","12 MESES","","2025-08-05","2026-08-07","2025-08-08","5116.77","4032.75","351.53","3954.78","344.70","1.27","1.945","1.958"
"42775","2025-08-07","Subasta de Obligaciones a 10 años","10 AÑOS","O 3,20%","2025-08-07","2035-10-31","2025-08-12","3392.31","1602.06","0.00","1611.70","0.00","2.12","3.199","3.205"
"42776","2025-08-07","Subasta de Obligaciones a 15 años","15 AÑOS","O 3,45% (20A)","2025-08-07","2043-07-30","2025-08-12","2626.29","1221.29","0.00","1173.98","0.00","2.15","3.758","3.762"
"42779","2025-08-07","Subasta de Obligaciones €i a 10 años","","O€i 1,00% (VR 5a 4m)","2025-08-07","2030-11-30","2025-08-12","1386.25","490.25","0.00","636.88","0.00","2.83","0.810","0.818"
"42781","2025-08-07","Subasta de Bonos a 3 años","3 AÑOS","B 2,40%","2025-08-07","2028-05-31","2025-08-12","3746.96","1675.00","0.00","1693.43","0.00","2.24","2.166","2.171"
"42860","2025-08-12","Subasta de Letras a 3 meses","3 MESES","","2025-08-12","2025-11-07","2025-08-15","2086.62","900.00","30.65","895.96","30.51","2.32","1.929","1.940"
"42861","2025-08-12","Subasta de Letras a 9 meses","9 MESES","","2025-08-12","2026-05-08","2025-08-15","3477.91","1624.81","147.19","1601.59","145.08","2.14","1.959","1.969"
"42956","2025-09-02","Subasta de Letras a 6 meses","6 MESES","","2025-09-02","2026-03-06","2025-09-05","3412.98","1594.07","62.59","1578.40","61.97","2.14","1.958","1.976"
"42957","2025-09-02","Subasta de Letras a 12 meses","12 MESES","","2025-09-02","2026-09-04","2025-09-05","6497.36","4174.20","617.59","4091.82","605.37","1.56","1.986","1.996"
"42960","2025-09-04","Subasta de Bonos a 3 años","3 AÑOS","O 1,40% (VR 2a 11m)","2025-09-04","2028-07-30","2025-09-09","3270.13","1555.11","323.83","1522.78","317.06","2.10","2.204","2.209"
"42961","2025-09-04","Subasta de Bonos a 5 años","5 AÑOS","O 3,10% (7A)","2025-09-04","2031-07-30","2025-09-09","3994.05","1918.82","409.14","1962.97","418.51","2.08","2.734","2.737"
"42966","2025-09-04","Subasta de Obligaciones a 10 años","10 AÑOS","O 4,20% (VR 11a 5m)","2025-09-04","2037-01-31","2025-09-09","2835.27","1480.15","306.87","1623.93","336.61","1.92","3.425","3.428"
"43046","2025-09-09","Subasta de Letras a 3 meses","3 MESES","","2025-09-09","2025-12-05","2025-09-12","2248.75","922.79","19.53","918.70","19.45","2.44","1.909","1.920"
"43047","2025-09-09","Subasta de Letras a 9 meses","9 MESES","","2025-09-09","2026-06-05","2025-09-12","2818.93","1603.63","41.81","1580.60","41.21","1.76","1.968","1.979"
"43066","2025-09-18","Subasta de Bonos a 3 años","3 AÑOS","B 2,40%","2025-09-18","2028-05-31","2025-09-23","3964.66","2079.53","0.00","2105.10","0.00","1.91","2.212","2.217"
"43068","2025-09-18","Subasta de Obligaciones a 10 años","10 AÑOS","O 3,20%","2025-09-18","2035-10-31","2025-09-23","3811.53","1976.48","0.00","1990.38","0.00","1.93","3.230","3.234"
"43069","2025-09-18","Subasta de Obligaciones a 30 años","30 AÑOS","O 4,00%","2025-09-18","2054-10-31","2025-09-23","2727.34","1380.33","0.00","1411.95","0.00","1.98","4.074","4.078"
"43207","2025-10-02","Subasta de Bonos a 5 años","5 AÑOS","O 3,00% (7A)","2025-10-02","2033-01-31","2025-10-07","4629.24","2834.14","0.00","2848.40","0.00","1.63","2.922","2.929"
"43208","2025-10-02","Subasta de Bonos a 5 años","5 AÑOS","B 2,70%","2025-10-02","2030-01-31","2025-10-07","3682.33","1447.16","17.75","1486.34","18.23","2.54","2.483","2.491"
"43211","2025-10-02","Subasta de Obligaciones a 15 años","15 AÑOS","O 1,00% BV (VR 16a 10m)","2025-10-02","2042-07-30","2025-10-07","2462.89","1057.89","0.00","702.74","0.00","2.33","3.739","3.745"
"43213","2025-10-02","Subasta de Obligaciones €i a 10 años","","O€i 1,15%","2025-10-02","2036-11-30","2025-10-07","1277.59","591.59","0.00","597.54","0.00","2.16","1.490","1.494"
"43289","2025-10-07","Subasta de Letras a 6 meses","6 MESES","","2025-10-07","2026-04-10","2025-10-10","3742.22","1812.02","81.28","1794.39","80.48","2.07","1.937","1.958"
"43290","2025-10-07","Subasta de Letras a 12 meses","12 MESES","","2025-10-07","2026-10-09","2025-10-10","6048.46","3820.10","629.60","3743.95","616.99","1.58","2.006","2.021"
"43306","2025-10-14","Subasta de Letras a 3 meses","3 MESES","","2025-10-14","2026-01-16","2025-10-17","2010.62","884.99","0.00","880.71","0.00","2.27","1.918","1.928"
"43307","2025-10-14","Subasta de Letras a 9 meses","9 MESES","","2025-10-14","2026-07-10","2025-10-17","2952.71","1350.00","0.00","1330.70","0.00","2.19","1.960","1.966"
"43310","2025-10-16","Subasta de Bonos a 5 años","5 AÑOS","O 2,55% (VR 7a)","2025-10-16","2032-10-31","2025-10-21","2398.91","1233.90","0.00","1251.24","0.00","1.94","2.716","2.727"
"43311","2025-10-16","Subasta de Bonos a 5 años","5 AÑOS","O 1,25% (VR 5a)","2025-10-16","2030-10-31","2025-10-21","2293.95","1133.87","0.00","1084.27","0.00","2.02","2.443","2.448"
"43314","2025-10-16","Subasta de Obligaciones a 10 años","10 AÑOS","O 3,20%","2025-10-16","2035-10-31","2025-10-21","3532.49","2074.33","0.00","2119.57","0.00","1.70","3.085","3.090"
"43473","2025-11-04","Subasta de Letras a 6 meses","6 MESES","","2025-11-04","2026-05-08","2025-11-07","2829.72","1428.39","53.23","1414.45","52.71","1.98","1.944","1.962"
"43474","2025-11-04","Subasta de Letras a 12 meses","12 MESES","","2025-11-04","2026-11-06","2025-11-07","5399.49","3600.00","86.80","3528.79","85.08","1.50","1.990","2.003"
"43477","2025-11-06","Subasta de Bonos a 5 años","5 AÑOS","O 3,00% (7A)","2025-11-06","2033-01-31","2025-11-11","3745.19","1815.16","0.00","1838.04","0.00","2.06","2.848","2.853"
"43479","2025-11-06","Subasta de Obligaciones a 10 años","10 AÑOS","O 1,85% (VR 9a 9m)","2025-11-06","2035-07-30","2025-11-11","3171.74","1208.24","0.00","1088.36","0.00","2.63","3.111","3.115"
"43480","2025-11-06","Subasta de Obligaciones a 15 años","15 AÑOS","O 3,50%","2025-11-06","2041-01-31","2025-11-11","3031.46","1480.43","0.00","1495.95","0.00","2.05","3.616","3.621"
"43483","2025-11-06","Subasta de Obligaciones €i a 10 años","","O€i 1,15%","2025-11-06","2036-11-30","2025-11-11","1268.98","533.98","0.00","546.33","0.00","2.38","1.392","1.397"
"43565","2025-11-11","Subasta de Letras a 3 meses","3 MESES","","2025-11-11","2026-02-06","2025-11-14","2019.26","706.40","0.00","703.26","0.00","2.86","1.908","1.926"
"43566","2025-11-11","Subasta de Letras a 9 meses","9 MESES","","2025-11-11","2026-08-07","2025-11-14","3464.72","1612.15","0.00","1589.03","0.00","2.15","1.965","1.976"
"43585","2025-11-20","Subasta de Bonos a 5 años","5 AÑOS","O 3,00% (7A)","2025-11-20","2033-01-31","2025-11-25","3393.36","1453.15","309.76","1469.57","313.17","2.34","2.885","2.891"
"43587","2025-11-20","Subasta de Obligaciones a 10 años","10 AÑOS","O 3,20%","2025-11-20","2035-10-31","2025-11-25","4321.70","2246.54","455.33","2251.26","456.15","1.92","3.199","3.204"
"43588","2025-11-20","Subasta de Obligaciones a 30 años","30 AÑOS","O 4,00%","2025-11-20","2054-10-31","2025-11-25","2386.37","1221.35","7.11","1216.38","7.08","1.95","4.038","4.043"
"43724","2025-12-02","Subasta de Letras a 6 meses","6 MESES","","2025-12-02","2026-06-05","2025-12-05","3190.45","1469.60","206.12","1455.34","204.09","2.17","1.931","1.968"
"43725","2025-12-02","Subasta de Letras a 12 meses","12 MESES","","2025-12-02","2026-12-04","2025-12-05","5517.31","3506.70","655.88","3437.31","642.85","1.57","1.990","2.004"
