# ILM.W.U2.C.L020000.U2.EUR UNIT= Eurosystem reporting sector - Liabilities to euro area credit institutions related to MPOs denominated in euro UNIT_MULT= n=1131
TIME_PERIOD,OBS_VALUE
2005-W01,132473
2005-W02,143691
2005-W03,141096
2005-W04,139686
2005-W05,138645
2005-W06,142246
2005-W07,145086
2005-W08,140881
2005-W09,142403
2005-W10,144562
2005-W11,147124
2005-W12,143999
2005-W13,142201
2005-W14,142220
2005-W15,143412
2005-W16,143675
2005-W17,139295
2005-W18,146473
2005-W19,141847
2005-W20,147973
2005-W21,144308
2005-W22,146003
2005-W23,144940
2005-W24,147508
2005-W25,146626
2005-W26,153971
2005-W27,148124
2005-W28,149684
2005-W29,150813
2005-W30,145185
2005-W31,152387
2005-W32,150852
2005-W33,149494
2005-W34,150358
2005-W35,146703
2005-W36,151508
2005-W37,151431
2005-W38,148119
2005-W39,145175
2005-W40,154294
2005-W41,150855
2005-W42,149361
2005-W43,150290
2005-W44,149055
2005-W45,152455
2005-W46,158213
2005-W47,153531
2005-W48,158322
2005-W49,154079
2005-W50,158390
2005-W51,150732
2005-W52,155535
2006-W01,153127
2006-W02,152814
2006-W03,155942
2006-W04,159972
2006-W05,150969
2006-W06,159534
2006-W07,156602
2006-W08,159766
2006-W09,158966
2006-W10,159729
2006-W11,160253
2006-W12,159926
2006-W13,156118
2006-W14,156838
2006-W15,159566
2006-W16,161751
2006-W17,154531
2006-W18,160537
2006-W19,167076
2006-W20,160049
2006-W21,162499
2006-W22,160404
2006-W23,160561
2006-W24,165846
2006-W25,162556
2006-W26,158523
2006-W27,168629
2006-W28,168307
2006-W29,168335
2006-W30,162259
2006-W31,167863
2006-W32,167427
2006-W33,169172
2006-W34,166133
2006-W35,170299
2006-W36,165145
2006-W37,168026
2006-W38,167068
2006-W39,163211
2006-W40,165847
2006-W41,165993
2006-W42,168199
2006-W43,165545
2006-W44,170212
2006-W45,172666
2006-W46,175640
2006-W47,170843
2006-W48,184044
2006-W49,168190
2006-W50,176279
2006-W51,177226
2006-W52,174051
2007-W01,180865
2007-W02,169092
2007-W03,176541
2007-W04,177871
2007-W05,182051
2007-W06,173783
2007-W07,182916
2007-W08,179129
2007-W09,183132
2007-W10,179155
2007-W11,182225
2007-W12,178813
2007-W13,181014
2007-W14,185863
2007-W15,183662
2007-W16,183775
2007-W17,183664
2007-W18,182046
2007-W19,186085
2007-W20,189855
2007-W21,187400
2007-W22,188221
2007-W23,185711
2007-W24,192101
2007-W25,189555
2007-W26,183186
2007-W27,191614
2007-W28,193115
2007-W29,190198
2007-W30,196804
2007-W31,189747
2007-W32,256769
2007-W33,210527
2007-W34,209353
2007-W35,132614
2007-W36,182577
2007-W37,276266
2007-W38,155114
2007-W39,192150
2007-W40,169941
2007-W41,231957
2007-W42,193512
2007-W43,191911
2007-W44,192208
2007-W45,191088
2007-W46,215273
2007-W47,194998
2007-W48,203794
2007-W49,173490
2007-W50,235017
2007-W51,355995
2007-W52,379181
2008-W01,144214
2008-W02,181285
2008-W03,231056
2008-W04,193199
2008-W05,199240
2008-W06,197236
2008-W07,222866
2008-W08,205768
2008-W09,194369
2008-W10,195360
2008-W11,230691
2008-W12,221668
2008-W13,226290
2008-W14,195329
