# BSI.M.U2.Y.U.A20T.A.1.U2.2250.Z01.E UNIT=EUR UNIT_MULT=6 n=139
TIME_PERIOD,OBS_VALUE
2015-01,5569501
2015-02,5570013
2015-03,5574485
2015-04,5579307
2015-05,5582569
2015-06,5590443
2015-07,5596792
2015-08,5607770
2015-09,5613334
2015-10,5632399
2015-11,5639976
2015-12,5643826
2016-01,5646928
2016-02,5655599
2016-03,5659542
2016-04,5667247
2016-05,5675777
2016-06,5682952
2016-07,5691474
2016-08,5700252
2016-09,5702481
2016-10,5713863
2016-11,5723240
2016-12,5728686
2017-01,5744126
2017-02,5758708
2017-03,5769937
2017-04,5780865
2017-05,5794880
2017-06,5801158
2017-07,5811276
2017-08,5821045
2017-09,5832324
2017-10,5843763
2017-11,5853953
2017-12,5866867
2018-01,5881716
2018-02,5893522
2018-03,5906617
2018-04,5921488
2018-05,5929430
2018-06,5942409
2018-07,5956180
2018-08,5973535
2018-09,5982345
2018-10,5996598
2018-11,6009187
2018-12,6024463
2019-01,6040435
2019-02,6054236
2019-03,6070225
2019-04,6085532
2019-05,6099493
2019-06,6115509
2019-07,6134051
2019-08,6151593
2019-09,6166987
2019-10,6181183
2019-11,6199975
2019-12,6222475
2020-01,6244158
2020-02,6264759
2020-03,6255901
2020-04,6247986
2020-05,6266234
2020-06,6276558
2020-07,6291356
2020-08,6308348
2020-09,6334275
2020-10,6357915
2020-11,6375645
2020-12,6402535
2021-01,6421637
2021-02,6438843
2021-03,6454244
2021-04,6466166
2021-05,6489416
2021-06,6512758
2021-07,6538523
2021-08,6557765
2021-09,6575123
2021-10,6597653
2021-11,6620462
2021-12,6638293
2022-01,6621833
2022-02,6648103
2022-03,6674609
2022-04,6699078
2022-05,6726956
2022-06,6748970
2022-07,6773811
2022-08,6791255
2022-09,6806314
2022-10,6819701
2022-11,6829455
2022-12,6833241
2023-01,6862990
2023-02,6867125
2023-03,6869452
2023-04,6871146
2023-05,6871401
2023-06,6869347
2023-07,6866610
2023-08,6867233
2023-09,6866243
2023-10,6866035
2023-11,6869273
2023-12,6867210
2024-01,6870108
2024-02,6871304
2024-03,6871961
2024-04,6873907
2024-05,6877792
2024-06,6879800
2024-07,6883359
2024-08,6891204
2024-09,6899678
2024-10,6908401
2024-11,6919472
2024-12,6929447
2025-01,6942801
2025-02,6956080
2025-03,6971790
2025-04,6989181
2025-05,7001997
2025-06,7016692
2025-07,7030500
2025-08,7045425
2025-09,7061065
2025-10,7073972
2025-11,7093334
2025-12,7111607
2026-01,7156315
2026-02,7175041
2026-03,7187967
2026-04,7191195
2026-05,7207412
2026-06,7224469
2026-07,7240796
