# MIR.M.U2.B.A2C.AM.R.A.2250.EUR.N UNIT=PCPA UNIT_MULT=0 n=139
TIME_PERIOD,OBS_VALUE
2015-01,2.4
2015-02,2.37
2015-03,2.29
2015-04,2.24
2015-05,2.18
2015-06,2.18
2015-07,2.22
2015-08,2.26
2015-09,2.25
2015-10,2.26
2015-11,2.27
2015-12,2.22
2016-01,2.23
2016-02,2.2
2016-03,2.11
2016-04,2.09
2016-05,2.02
2016-06,1.96
2016-07,1.92
2016-08,1.9
2016-09,1.86
2016-10,1.81
2016-11,1.79
2016-12,1.78
2017-01,1.81
2017-02,1.85
2017-03,1.85
2017-04,1.87
2017-05,1.87
2017-06,1.87
2017-07,1.88
2017-08,1.91
2017-09,1.89
2017-10,1.88
2017-11,1.87
2017-12,1.83
2018-01,1.84
2018-02,1.84
2018-03,1.84
2018-04,1.83
2018-05,1.83
2018-06,1.82
2018-07,1.81
2018-08,1.81
2018-09,1.79
2018-10,1.8
2018-11,1.81
2018-12,1.8
2019-01,1.82
2019-02,1.8
2019-03,1.79
2019-04,1.76
2019-05,1.72
2019-06,1.68
2019-07,1.62
2019-08,1.56
2019-09,1.49
2019-10,1.45
2019-11,1.47
2019-12,1.41
2020-01,1.43
2020-02,1.41
2020-03,1.39
2020-04,1.44
2020-05,1.42
2020-06,1.42
2020-07,1.4
2020-08,1.4
2020-09,1.38
2020-10,1.36
2020-11,1.35
2020-12,1.32
2021-01,1.33
2021-02,1.31
2021-03,1.31
2021-04,1.31
2021-05,1.32
2021-06,1.32
2021-07,1.31
2021-08,1.31
2021-09,1.3
2021-10,1.31
2021-11,1.32
2021-12,1.31
2022-01,1.33
2022-02,1.38
2022-03,1.47
2022-04,1.61
2022-05,1.78
2022-06,1.97
2022-07,2.15
2022-08,2.26
2022-09,2.45
2022-10,2.67
2022-11,2.89
2022-12,2.95
2023-01,3.11
2023-02,3.25
2023-03,3.38
2023-04,3.49
2023-05,3.59
2023-06,3.71
2023-07,3.77
2023-08,3.86
2023-09,3.9
2023-10,3.92
2023-11,4.03
2023-12,3.98
2024-01,3.87
2024-02,3.84
2024-03,3.8
2024-04,3.81
2024-05,3.81
2024-06,3.78
2024-07,3.75
2024-08,3.73
2024-09,3.64
2024-10,3.55
2024-11,3.47
2024-12,3.39
2025-01,3.25
2025-02,3.33
2025-03,3.32
2025-04,3.27
2025-05,3.3
2025-06,3.3
2025-07,3.28
2025-08,3.31
2025-09,3.31
2025-10,3.31
2025-11,3.3
2025-12,3.32
2026-01,3.35
2026-02,3.37
2026-03,3.35
2026-04,3.44
2026-05,3.48
2026-06,3.51
2026-07,3.54
