# ILM.W.U2.C.A070100.U2.EUR UNIT= Eurosystem reporting sector - Securities held for monetary policy purposes UNIT_MULT= n=897
TIME_PERIOD,OBS_VALUE
2009-W27,0
2009-W28,66
2009-W29,1079
2009-W30,2901
2009-W31,4232
2009-W32,5554
2009-W33,7033
2009-W34,7926
2009-W35,8787
2009-W36,10224
2009-W37,11140
2009-W38,12779
2009-W39,14239
2009-W40,15579
2009-W41,17353
2009-W42,18299
2009-W43,19746
2009-W44,20641
2009-W45,21609
2009-W46,22745
2009-W47,24172
2009-W48,25271
2009-W49,26226
2009-W50,26654
2009-W51,27679
2009-W52,28504
2009-W53,28782
2010-W01,29112
2010-W02,29894
2010-W03,32054
2010-W04,33532
2010-W05,34804
2010-W06,36114
2010-W07,37392
2010-W08,38744
2010-W09,39625
2010-W10,41543
2010-W11,42442
2010-W12,43548
2010-W13,44429
2010-W14,46107
2010-W15,47216
2010-W16,48546
2010-W17,50243
2010-W18,51648
2010-W19,68692
2010-W20,79797
2010-W21,90010
2010-W22,96178
2010-W23,103733
2010-W24,109603
2010-W25,115097
2010-W26,120062
2010-W27,120894
2010-W28,121196
2010-W29,121372
2010-W30,121454
2010-W31,121463
2010-W32,121473
2010-W33,121801
2010-W34,121943
2010-W35,122116
2010-W36,122353
2010-W37,122676
2010-W38,122773
2010-W39,124308
2010-W40,124317
2010-W41,124317
2010-W42,124317
2010-W43,124317
2010-W44,125028
2010-W45,126101
2010-W46,126773
2010-W47,128121
2010-W48,130086
2010-W49,132753
2010-W50,133356
2010-W51,134484
2010-W52,134829
2011-W01,134927
2011-W02,137165
2011-W03,137223
2011-W04,137197
2011-W05,137167
2011-W06,137167
2011-W07,137838
2011-W08,138191
2011-W09,138191
2011-W10,138191
2011-W11,137958
2011-W12,137336
2011-W13,137568
2011-W14,137513
2011-W15,136598
2011-W16,136595
2011-W17,136520
2011-W18,136513
2011-W19,136508
2011-W20,135280
2011-W21,135280
2011-W22,135280
2011-W23,135180
2011-W24,134172
2011-W25,134122
2011-W26,134350
2011-W27,134350
2011-W28,134184
2011-W29,133837
2011-W30,133739
2011-W31,133694
2011-W32,155694
2011-W33,169985
2011-W34,175309
2011-W35,188564
2011-W36,202424
2011-W37,212022
2011-W38,215905
2011-W39,219941
2011-W40,222253
2011-W41,224496
2011-W42,228691
2011-W43,232706
2011-W44,242225
2011-W45,246065
2011-W46,254365
2011-W47,263337
2011-W48,267620
