# ILM.W.U2.C.A070200.U2.EUR UNIT= Eurosystem reporting sector - Other securities UNIT_MULT= n=897
TIME_PERIOD,OBS_VALUE
2009-W27,302191
2009-W28,301652
2009-W29,300118
2009-W30,302719
2009-W31,302379
2009-W32,303272
2009-W33,304510
2009-W34,304627
2009-W35,304303
2009-W36,305199
2009-W37,305465
2009-W38,304672
2009-W39,304826
2009-W40,305177
2009-W41,305527
2009-W42,305874
2009-W43,305692
2009-W44,302899
2009-W45,302471
2009-W46,303017
2009-W47,301913
2009-W48,302599
2009-W49,301998
2009-W50,302262
2009-W51,301542
2009-W52,301042
2009-W53,299870
2010-W01,300526
2010-W02,297278
2010-W03,296793
2010-W04,297656
2010-W05,297821
2010-W06,297927
2010-W07,296460
2010-W08,297052
2010-W09,297052
2010-W10,297309
2010-W11,297817
2010-W12,299388
2010-W13,300774
2010-W14,302387
2010-W15,303788
2010-W16,303581
2010-W17,304501
2010-W18,308536
2010-W19,308619
2010-W20,307317
2010-W21,308200
2010-W22,304471
2010-W23,302729
2010-W24,300774
2010-W25,299351
2010-W26,296674
2010-W27,297143
2010-W28,295878
2010-W29,297143
2010-W30,296315
2010-W31,297261
2010-W32,298276
2010-W33,298480
2010-W34,299670
2010-W35,301746
2010-W36,303943
2010-W37,305665
2010-W38,306511
2010-W39,307011
2010-W40,309013
2010-W41,310539
2010-W42,311257
2010-W43,313002
2010-W44,313637
2010-W45,314590
2010-W46,317252
2010-W47,318391
2010-W48,320563
2010-W49,321427
2010-W50,322995
2010-W51,325065
2010-W52,322598
2011-W01,323508
2011-W02,324312
2011-W03,325757
2011-W04,327928
2011-W05,329681
2011-W06,330548
2011-W07,331249
2011-W08,331566
2011-W09,333070
2011-W10,333707
2011-W11,332480
2011-W12,333349
2011-W13,333457
2011-W14,334113
2011-W15,333823
2011-W16,335321
2011-W17,335539
2011-W18,334907
2011-W19,336206
2011-W20,336178
2011-W21,337418
2011-W22,342587
2011-W23,342702
2011-W24,342389
2011-W25,344698
2011-W26,350661
2011-W27,351858
2011-W28,351176
2011-W29,350621
2011-W30,350616
2011-W31,336092
2011-W32,336236
2011-W33,334683
2011-W34,335015
2011-W35,334470
2011-W36,336794
2011-W37,335106
2011-W38,336218
2011-W39,336721
2011-W40,338489
2011-W41,337946
2011-W42,338523
2011-W43,338634
2011-W44,336163
2011-W45,335173
2011-W46,336210
2011-W47,337590
2011-W48,338111
2011-W49,337990
2011-W50,337655
2011-W51,337588
2011-W52,344783
2012-W01,344140
2012-W02,344207
2012-W03,341753
2012-W04,342270
2012-W05,340688
2012-W06,341613
2012-W07,341649
2012-W08,342865
2012-W09,347633
2012-W10,348112
2012-W11,347047
2012-W12,346913
2012-W13,347301
2012-W14,347526
2012-W15,347032
2012-W16,328526
2012-W17,326658
2012-W18,325473
2012-W19,325603
2012-W20,324496
2012-W21,324548
2012-W22,324290
2012-W23,324423
2012-W24,323097
2012-W25,322102
2012-W26,321276
2012-W27,320520
2012-W28,320982
2012-W29,321205
2012-W30,321000
2012-W31,321570
2012-W32,321697
2012-W33,321609
2012-W34,320744
2012-W35,320259
2012-W36,319794
2012-W37,319251
2012-W38,318259
2012-W39,317448
2012-W40,316862
2012-W41,316716
2012-W42,314787
2012-W43,312723
2012-W44,311936
2012-W45,311251
2012-W46,309158
2012-W47,308954
2012-W48,309023
2012-W49,308856
2012-W50,308557
2012-W51,308408
2012-W52,308325
2013-W01,308041
2013-W02,309004
2013-W03,306478
2013-W04,307539
2013-W05,305099
2013-W06,306178
2013-W07,336546
2013-W08,337614
2013-W09,338466
2013-W10,338423
2013-W11,336688
2013-W12,337272
2013-W13,348724
2013-W14,349613
2013-W15,348949
2013-W16,347539
2013-W17,345985
2013-W18,345180
2013-W19,345482
2013-W20,345890
2013-W21,345367
2013-W22,346589
2013-W23,347614
2013-W24,349507
2013-W25,350445
2013-W26,352623
2013-W27,351974
2013-W28,350825
2013-W29,350855
2013-W30,352253
2013-W31,348213
2013-W32,350162
2013-W33,351364
2013-W34,351938
2013-W35,352979
2013-W36,354104
2013-W37,354188
