record_date,catg,close
2016-11-03,I,5469964
2016-11-04,D,14321489
2016-11-04,I,5469279
2016-11-07,D,14322369
2016-11-07,I,5474221
2016-11-08,D,14323406
2016-11-08,I,5482834
2016-11-09,D,14324109
2016-11-09,I,5469588
2016-11-10,D,14371393
2016-11-10,I,5469181
2016-11-14,D,14370899
2016-11-14,I,5471275
2016-11-15,D,14371171
2016-11-15,I,5495948
2016-11-16,D,14372638
2016-11-16,I,5485189
2016-11-17,D,14406421
2016-11-17,I,5490730
2016-11-18,D,14406544
2016-11-18,I,5489426
2016-11-21,D,14406491
2016-11-21,I,5492513
2016-11-22,D,14407163
2016-11-22,I,5500378
2016-11-23,D,14407388
2016-11-23,I,5490606
2016-11-25,D,14431144
2016-11-25,I,5496974
2016-11-28,D,14431113
2016-11-28,I,5498071
2016-11-29,D,14431428
2016-11-29,I,5499271
2016-11-30,D,14443700
2016-11-30,I,5504365
2016-12-01,D,14426958
2016-12-01,I,5474587
2016-12-02,D,14424639
2016-12-02,I,5456584
2016-12-05,D,14424538
2016-12-05,I,5461035
2016-12-06,D,14425239
2016-12-06,I,5467127
2016-12-07,D,14425439
2016-12-07,I,5465734
2016-12-08,D,14407909
2016-12-08,I,5469509
2016-12-09,D,14408013
2016-12-09,I,5468360
2016-12-12,D,14407878
2016-12-12,I,5470849
2016-12-13,D,14407842
2016-12-13,I,5476481
2016-12-14,D,14408092
2016-12-14,I,5463366
2016-12-15,D,14409960
2016-12-15,I,5465361
2016-12-16,D,14409754
2016-12-16,I,5466282
2016-12-19,D,14409251
2016-12-19,I,5473413
2016-12-20,D,14409701
2016-12-20,I,5479892
2016-12-21,D,14410281
2016-12-21,I,5468000
2016-12-22,D,14406888
2016-12-22,I,5470561
2016-12-23,D,14406979
2016-12-23,I,5480209
2016-12-27,D,14406465
2016-12-27,I,5484234
2016-12-28,D,14405853
2016-12-28,I,5473536
2016-12-29,D,14407587
2016-12-29,I,5471565
2016-12-30,D,14434842
2016-12-30,I,5541985
2017-01-03,D,14433863
2017-01-03,I,5501162
2017-01-04,D,14434184
2017-01-04,I,5518230
2017-01-05,D,14428038
2017-01-05,I,5520435
2017-01-06,D,14427907
2017-01-06,I,5524901
2017-01-09,D,14428006
2017-01-09,I,5527337
2017-01-10,D,14428296
2017-01-10,I,5535973
2017-01-11,D,14428237
2017-01-11,I,5523519
2017-01-12,D,14416901
2017-01-12,I,5524906
2017-01-13,D,14416525
2017-01-13,I,5524089
2017-01-17,D,14423557
2017-01-17,I,5536398
2017-01-18,D,14423938
2017-01-18,I,5537529
2017-01-19,D,14403769
2017-01-19,I,5540660
2017-01-20,D,14403704
2017-01-20,I,5543600
2017-01-23,D,14403352
2017-01-23,I,5546327
2017-01-24,D,14403554
2017-01-24,I,5554536
2017-01-25,D,14403833
2017-01-25,I,5546770
2017-01-26,D,14387199
2017-01-26,I,5552710
2017-01-27,D,14387268
2017-01-27,I,5551752
2017-01-30,D,14387073
2017-01-30,I,5552687
2017-01-31,D,14376139
2017-01-31,I,5561123
2017-02-01,D,14376019
2017-02-01,I,5524019
2017-02-02,D,14366132
2017-02-02,I,5536695
2017-02-03,D,14365218
2017-02-03,I,5520657
2017-02-06,D,14365258
2017-02-06,I,5525072
2017-02-07,D,14365366
2017-02-07,I,5530398
2017-02-08,D,14366066
2017-02-08,I,5518541
2017-02-09,D,14402430
2017-02-09,I,5519906
2017-02-10,D,14402526
2017-02-10,I,5518540
2017-02-13,D,14402458
2017-02-13,I,5521760
2017-02-14,D,14404013
2017-02-14,I,5528667
2017-02-15,D,14417333
2017-02-15,I,5520031
2017-02-16,D,14403393
2017-02-16,I,5523189
2017-02-17,D,14403414
2017-02-17,I,5529091
2017-02-21,D,14403611
2017-02-21,I,5531705
2017-02-22,D,14404724
2017-02-22,I,5531157
2017-02-23,D,14384082
2017-02-23,I,5529819
2017-02-24,D,14396804
2017-02-24,I,5533344
2017-02-27,D,14396789
2017-02-27,I,5534440
2017-02-28,D,14411381
2017-02-28,I,5548213
2017-03-01,D,14408363
2017-03-01,I,5512056
2017-03-02,D,14373460
2017-03-02,I,5521498
2017-03-03,D,14373225
2017-03-03,I,5505252
2017-03-06,D,14373652
2017-03-06,I,5509361
2017-03-07,D,14374138
2017-03-07,I,5515724
2017-03-08,D,14374900
2017-03-08,I,5504249
2017-03-09,D,14349789
2017-03-09,I,5505888
2017-03-10,D,14349130
2017-03-10,I,5504488
2017-03-13,D,14349636
2017-03-13,I,5508397
2017-03-14,D,14384776
2017-03-14,I,5517828
2017-03-15,D,14340716
2017-03-15,I,5505095
2017-03-16,D,14363679
2017-03-16,I,5482366
2017-03-17,D,14357102
2017-03-17,I,5488908
2017-03-20,D,14355174
2017-03-20,I,5490727
2017-03-21,D,14349928
2017-03-21,I,5495937
2017-03-22,D,14362886
2017-03-22,I,5482944
2017-03-23,D,14359346
2017-03-23,I,5486703
2017-03-24,D,14360458
2017-03-24,I,5485554
2017-03-27,D,14353361
2017-03-27,I,5492540
2017-03-28,D,14347300
2017-03-28,I,5498562
2017-03-29,D,14349735
2017-03-29,I,5496091
2017-03-30,D,14348507
2017-03-30,I,5497748
2017-03-31,D,14369682
2017-03-31,I,5476738
2017-04-03,D,14379418
2017-04-03,I,5467006
2017-04-04,D,14362462
2017-04-04,I,5483681
2017-04-05,D,14362397
2017-04-05,I,5483706
2017-04-06,D,14357828
2017-04-06,I,5488498
2017-04-07,D,14358379
2017-04-07,I,5487906
2017-04-10,D,14351473
2017-04-10,I,5494690
2017-04-11,D,14343844
2017-04-11,I,5502279
2017-04-12,D,14355665
2017-04-12,I,5490417
2017-04-13,D,14353022
2017-04-13,I,5493291
2017-04-14,D,14352103
2017-04-14,I,5494169
2017-04-17,D,14330766
2017-04-17,I,5515382
2017-04-18,D,14324047
2017-04-18,I,5522059
2017-04-19,D,14323624
2017-04-19,I,5522441
2017-04-20,D,14319510
2017-04-20,I,5526783
2017-04-21,D,14316448
2017-04-21,I,5529804
2017-04-24,D,14304727
2017-04-24,I,5541400
2017-04-25,D,14294148
2017-04-25,I,5551938
2017-04-26,D,14302205
2017-04-26,I,5543839
2017-04-27,D,14297979
2017-04-27,I,5548513
2017-04-28,D,14293345
2017-04-28,I,5552785
2017-05-01,D,14323288
2017-05-01,I,5522799
2017-05-02,D,14305283
2017-05-02,I,5540762
2017-05-03,D,14318595
2017-05-03,I,5527409
2017-05-04,D,14311633
2017-05-04,I,5534605
2017-05-05,D,14311377
2017-05-05,I,5534819
2017-05-08,D,14305062
2017-05-08,I,5541005
2017-05-09,D,14299435
2017-05-09,I,5546589
2017-05-10,D,14312904
2017-05-10,I,5533078
2017-05-11,D,14310970
2017-05-11,I,5535257
2017-05-12,D,14310534
2017-05-12,I,5535649
2017-05-15,D,14306961
2017-05-15,I,5539092
2017-05-16,D,14300695
2017-05-16,I,5545314
2017-05-17,D,14309172
2017-05-17,I,5536794
2017-05-18,D,14311292
2017-05-18,I,5534920
2017-05-19,D,14313167
2017-05-19,I,5533000
2017-05-22,D,14309116
2017-05-22,I,5536918
2017-05-23,D,14301899
2017-05-23,I,5544091
2017-05-24,D,14310455
2017-05-24,I,5535491
2017-05-25,D,14310718
2017-05-25,I,5535713
2017-05-26,D,14311671
2017-05-26,I,5534715
2017-05-30,D,14312802
2017-05-30,I,5533403
2017-05-31,D,14298976
2017-05-31,I,5546965
2017-06-01,D,14328616
2017-06-01,I,5517589
2017-06-02,D,14342786
2017-06-02,I,5503372
2017-06-05,D,14337244
2017-06-05,I,5508774
2017-06-06,D,14329360
2017-06-06,I,5516610
2017-06-07,D,14329789
2017-06-07,I,5516135
2017-06-08,D,14319153
2017-06-08,I,5527025
2017-06-09,D,14318610
2017-06-09,I,5527521
2017-06-12,D,14317140
2017-06-12,I,5528848
2017-06-13,D,14310162
2017-06-13,I,5535779
2017-06-14,D,14322551
2017-06-14,I,5523342
2017-06-15,D,14314985
2017-06-15,I,5531165
2017-06-16,D,14313434
2017-06-16,I,5532668
2017-06-19,D,14305304
2017-06-19,I,5540655
2017-06-20,D,14296914
2017-06-20,I,5548998
2017-06-21,D,14307332
2017-06-21,I,5538532
2017-06-22,D,14306623
2017-06-22,I,5539748
2017-06-23,D,14306066
2017-06-23,I,5540257
2017-06-26,D,14297091
2017-06-26,I,5549086
2017-06-27,D,14292036
2017-06-27,I,5554093
2017-06-28,D,14306867
2017-06-28,I,5539213
2017-06-29,D,14307903
2017-06-29,I,5538440
2017-06-30,D,14366186
2017-06-30,I,5478368
2017-07-03,D,14377732
2017-07-03,I,5466892
2017-07-05,D,14363322
2017-07-05,I,5481204
2017-07-06,D,14362807
2017-07-06,I,5481990
2017-07-07,D,14359969
2017-07-07,I,5484778
2017-07-10,D,14358799
2017-07-10,I,5485797
2017-07-11,D,14352259
2017-07-11,I,5492288
2017-07-12,D,14364885
2017-07-12,I,5479611
2017-07-13,D,14363443
2017-07-13,I,5481323
2017-07-14,D,14364402
2017-07-14,I,5480312
2017-07-17,D,14358888
2017-07-17,I,5485673
2017-07-18,D,14347253
2017-07-18,I,5497256
2017-07-19,D,14360486
2017-07-19,I,5483973
2017-07-20,D,14357666
2017-07-20,I,5487303
2017-07-21,D,14357122
2017-07-21,I,5487794
2017-07-24,D,14354952
2017-07-24,I,5489806
2017-07-25,D,14345435
2017-07-25,I,5499270
2017-07-26,D,14355682
2017-07-26,I,5488970
2017-07-27,D,14358390
2017-07-27,I,5486549
2017-07-28,D,14375370
2017-07-28,I,5469515
2017-07-31,D,14360944
2017-07-31,I,5483965
2017-08-01,D,14393440
2017-08-01,I,5451423
2017-08-02,D,14385611
2017-08-02,I,5459197
2017-08-03,D,14398481
2017-08-03,I,5446602
2017-08-04,D,14397066
2017-08-04,I,5447961
2017-08-07,D,14394024
2017-08-07,I,5450837
2017-08-08,D,14385878
2017-08-08,I,5458928
2017-08-09,D,14399960
2017-08-09,I,5444790
2017-08-10,D,14398550
2017-08-10,I,5446472
2017-08-11,D,14401004
2017-08-11,I,5443961
2017-08-14,D,14397795
2017-08-14,I,5447001
2017-08-15,D,14387624
2017-08-15,I,5457116
2017-08-16,D,14398782
2017-08-16,I,5445902
2017-08-17,D,14393928
2017-08-17,I,5451260
2017-08-18,D,14394276
2017-08-18,I,5450856
2017-08-21,D,14391211
2017-08-21,I,5453751
2017-08-22,D,14385379
2017-08-22,I,5459527
2017-08-23,D,14396462
2017-08-23,I,5448387
2017-08-24,D,14398772
2017-08-24,I,5446329
2017-08-25,D,14397470
2017-08-25,I,5447574
2017-08-28,D,14394393
2017-08-28,I,5450480
2017-08-29,D,14388581
2017-08-29,I,5456236
2017-08-30,D,14393272
2017-08-30,I,5451488
2017-08-31,D,14381562
2017-08-31,I,5462971
2017-09-01,D,14428250
2017-09-01,I,5416371
2017-09-05,D,14418694
2017-09-05,I,5425697
2017-09-06,D,14411301
2017-09-06,I,5433032
2017-09-07,D,14410076
2017-09-07,I,5434511
2017-09-08,D,14622661
2017-09-08,I,5539516
2017-09-11,D,14624241
2017-09-11,I,5541451
2017-09-12,D,14624439
2017-09-12,I,5549067
2017-09-13,D,14624324
2017-09-13,I,5535686
2017-09-14,D,14627259
2017-09-14,I,5538208
2017-09-15,D,14611034
2017-09-15,I,5542533
2017-09-18,D,14611843
2017-09-18,I,5548586
2017-09-19,D,14613433
2017-09-19,I,5559771
2017-09-20,D,14615130
2017-09-20,I,5549678
2017-09-21,D,14628385
2017-09-21,I,5551385
2017-09-22,D,14630331
2017-09-22,I,5551653
2017-09-25,D,14630071
2017-09-25,I,5560122
2017-09-26,D,14632475
2017-09-26,I,5568254
2017-09-27,D,14632296
2017-09-27,I,5556653
2017-09-28,D,14649195
2017-09-28,I,5554474
2017-09-29,D,14673429
2017-09-29,I,5571471
2017-10-02,D,14679490
2017-10-02,I,5668313
2017-10-03,D,14678605
2017-10-03,I,5665146
2017-10-04,D,14678620
2017-10-04,I,5668028
2017-10-05,D,14699887
2017-10-05,I,5671287
2017-10-06,D,14702051
2017-10-06,I,5671180
2017-10-10,D,14702512
2017-10-10,I,5680659
2017-10-11,D,14703236
2017-10-11,I,5672262
2017-10-12,D,14709162
2017-10-12,I,5673016
2017-10-13,D,14709006
2017-10-13,I,5675188
2017-10-16,D,14739245
2017-10-16,I,5683727
2017-10-17,D,14739563
2017-10-17,I,5693831
2017-10-18,D,14739697
2017-10-18,I,5683673
2017-10-19,D,14751486
2017-10-19,I,5681930
2017-10-20,D,14751549
2017-10-20,I,5680485
2017-10-23,D,14751842
2017-10-23,I,5683797
2017-10-24,D,14752220
2017-10-24,I,5691235
2017-10-25,D,14752404
2017-10-25,I,5687283
2017-10-26,D,14770807
2017-10-26,I,5682438
2017-10-27,D,14771762
2017-10-27,I,5682376
2017-10-30,D,14772105
2017-10-30,I,5681264
2017-10-31,D,14751446
2017-10-31,I,5691027
2017-11-01,D,14799846
2017-11-01,I,5653442
2017-11-02,D,14821642
2017-11-02,I,5663308
2017-11-03,D,14821576
2017-11-03,I,5647434
2017-11-06,D,14822172
2017-11-06,I,5652678
2017-11-07,D,14823048
2017-11-07,I,5659208
2017-11-08,D,14823147
2017-11-08,I,5648908
2017-11-09,D,14844967
2017-11-09,I,5651126
2017-11-10,D,14844847
2017-11-10,I,5622528
2017-11-13,D,14845406
2017-11-13,I,5652478
2017-11-14,D,14845582
2017-11-14,I,5658005
2017-11-15,D,14860504
2017-11-15,I,5646841
2017-11-16,D,14878275
2017-11-16,I,5650935
2017-11-17,D,14879382
2017-11-17,I,5654637
2017-11-20,D,14879996
2017-11-20,I,5658367
2017-11-21,D,14881051
2017-11-21,I,5665875
2017-11-22,D,14881228
2017-11-22,I,5652152
2017-11-24,D,14900676
2017-11-24,I,5656603
2017-11-27,D,14901319
2017-11-27,I,5662360
2017-11-28,D,14902208
2017-11-28,I,5665729
2017-11-29,D,14902566
2017-11-29,I,5661601
2017-11-30,D,14918713
2017-11-30,I,5671679
2017-12-01,D,14914018
2017-12-01,I,5617829
2017-12-04,D,14914002
2017-12-04,I,5626358
2017-12-05,D,14913710
2017-12-05,I,5632914
2017-12-06,D,14913765
2017-12-06,I,5632676
2017-12-07,D,14905961
2017-12-07,I,5635141
2017-12-08,D,14864901
2017-12-08,I,5627986
2017-12-11,D,14864792
2017-12-11,I,5627886
2017-12-12,D,14864589
2017-12-12,I,5628019
2017-12-13,D,14865185
2017-12-13,I,5622317
2017-12-14,D,14875267
2017-12-14,I,5617683
2017-12-15,D,14876465
2017-12-15,I,5616413
2017-12-18,D,14871115
2017-12-18,I,5621551
2017-12-19,D,14859375
2017-12-19,I,5633219
2017-12-20,D,14872404
2017-12-20,I,5620119
2017-12-21,D,14874301
2017-12-21,I,5618646
2017-12-22,D,14867654
2017-12-22,I,5625221
2017-12-26,D,14861711
2017-12-26,I,5630874
2017-12-27,D,14862808
2017-12-27,I,5629704
2017-12-28,D,14868636
2017-12-28,I,5624318
2017-12-29,D,14814721
2017-12-29,I,5678025
2018-01-02,D,14832792
2018-01-02,I,5659807
2018-01-03,D,14830822
2018-01-03,I,5661704
2018-01-04,D,14829337
2018-01-04,I,5664034
2018-01-05,D,14825245
2018-01-05,I,5668051
2018-01-08,D,14822329
2018-01-08,I,5670741
2018-01-09,D,14814465
2018-01-09,I,5678530
2018-01-10,D,14827222
2018-01-10,I,5665697
2018-01-11,D,14825224
2018-01-11,I,5668177
2018-01-12,D,14825673
2018-01-12,I,5667652
2018-01-16,D,14813999
2018-01-16,I,5679017
2018-01-17,D,14812558
2018-01-17,I,5680381
2018-01-18,D,14816445
2018-01-18,I,5676976
2018-01-19,D,14813369
2018-01-19,I,5679973
2018-01-22,D,14810806
2018-01-22,I,5682302
2018-01-23,D,14802829
2018-01-23,I,5690201
2018-01-24,D,14814663
2018-01-24,I,5678289
2018-01-25,D,14805838
2018-01-25,I,5687585
2018-01-26,D,14807511
2018-01-26,I,5685833
2018-01-29,D,14806706
2018-01-29,I,5686401
2018-01-30,D,14802029
2018-01-30,I,5690999
2018-01-31,D,14803170
2018-01-31,I,5690560
2018-02-01,D,14836157
2018-02-01,I,5658409
2018-02-02,D,14840770
2018-02-02,I,5653716
2018-02-05,D,14835522
2018-02-05,I,5658723
2018-02-06,D,14828789
2018-02-06,I,5665376
2018-02-07,D,14828998
2018-02-07,I,5665086
2018-02-08,D,14824327
2018-02-08,I,5670311
2018-02-09,D,14981023
2018-02-09,I,5688056
2018-02-12,D,14982037
2018-02-12,I,5691879
2018-02-13,D,14982498
2018-02-13,I,5699328
2018-02-14,D,14984393
2018-02-14,I,5685213
2018-02-15,D,15018136
2018-02-15,I,5692068
2018-02-16,D,15067670
2018-02-16,I,5692488
2018-02-20,D,15068459
2018-02-20,I,5701039
2018-02-21,D,15068302
2018-02-21,I,5695172
2018-02-22,D,15110483
2018-02-22,I,5694516
2018-02-23,D,15125266
2018-02-23,I,5695599
2018-02-26,D,15126091
2018-02-26,I,5702867
2018-02-27,D,15127328
2018-02-27,I,5710861
2018-02-28,D,15150589
2018-02-28,I,5705082
2018-03-01,D,15206809
2018-03-01,I,5667627
2018-03-02,D,15207675
2018-03-02,I,5660052
2018-03-05,D,15208406
2018-03-05,I,5664351
2018-03-06,D,15208804
2018-03-06,I,5670011
2018-03-07,D,15209278
2018-03-07,I,5670590
2018-03-08,D,15282834
2018-03-08,I,5674481
2018-03-09,D,15283143
2018-03-09,I,5673894
2018-03-12,D,15284841
2018-03-12,I,5677376
2018-03-13,D,15285268
2018-03-13,I,5687542
2018-03-14,D,15285212
2018-03-14,I,5673019
2018-03-15,D,15356368
2018-03-15,I,5674699
2018-03-16,D,15357470
2018-03-16,I,5676639
2018-03-19,D,15358185
2018-03-19,I,5686238
2018-03-20,D,15358774
2018-03-20,I,5691635
2018-03-21,D,15359115
2018-03-21,I,5673570
2018-03-22,D,15389238
2018-03-22,I,5675918
2018-03-23,D,15389677
2018-03-23,I,5679234
2018-03-26,D,15390217
2018-03-26,I,5687787
2018-03-27,D,15390844
2018-03-27,I,5694165
2018-03-28,D,15391333
2018-03-28,I,5679791
2018-03-29,D,15428255
2018-03-29,I,5685322
2018-03-30,D,15428010
2018-03-30,I,5661633
2018-04-02,D,15457245
2018-04-02,I,5662183
2018-04-03,D,15458247
2018-04-03,I,5658790
2018-04-04,D,15458648
2018-04-04,I,5659533
2018-04-05,D,15456580
2018-04-05,I,5663937
2018-04-06,D,15456890
2018-04-06,I,5663438
2018-04-09,D,15457542
2018-04-09,I,5669434
2018-04-10,D,15457815
2018-04-10,I,5676976
2018-04-11,D,15457761
2018-04-11,I,5664073
2018-04-12,D,15396110
2018-04-12,I,5666373
2018-04-13,D,15396373
2018-04-13,I,5667057
2018-04-16,D,15382519
2018-04-16,I,5688447
2018-04-17,D,15382830
2018-04-17,I,5695472
2018-04-18,D,15383526
2018-04-18,I,5696300
2018-04-19,D,15341717
2018-04-19,I,5693773
2018-04-20,D,15341935
2018-04-20,I,5696754
2018-04-23,D,15341605
2018-04-23,I,5701713
2018-04-24,D,15341957
2018-04-24,I,5720437
2018-04-25,D,15343167
2018-04-25,I,5716433
2018-04-26,D,15335203
2018-04-26,I,5720295
2018-04-27,D,15335312
2018-04-27,I,5718051
2018-04-30,D,15335128
2018-04-30,I,5733072
2018-05-01,D,15333841
2018-05-01,I,5696789
2018-05-02,D,15333905
2018-05-02,I,5711424
2018-05-03,D,15331188
2018-05-03,I,5702519
2018-05-04,D,15331483
2018-05-04,I,5706480
2018-05-07,D,15332141
2018-05-07,I,5712026
2018-05-08,D,15333104
2018-05-08,I,5721662
2018-05-09,D,15333538
2018-05-09,I,5707470
2018-05-10,D,15340545
2018-05-10,I,5710277
2018-05-11,D,15340883
2018-05-11,I,5709757
2018-05-14,D,15341597
2018-05-14,I,5712736
2018-05-15,D,15365493
2018-05-15,I,5720271
2018-05-16,D,15365901
2018-05-16,I,5708072
2018-05-17,D,15372037
2018-05-17,I,5708875
2018-05-18,D,15372216
2018-05-18,I,5708441
2018-05-21,D,15372446
2018-05-21,I,5713499
2018-05-22,D,15372576
2018-05-22,I,5722071
2018-05-23,D,15372610
2018-05-23,I,5710351
2018-05-24,D,15381629
2018-05-24,I,5704894
2018-05-25,D,15397588
2018-05-25,I,5702560
2018-05-29,D,15398398
2018-05-29,I,5704683
2018-05-30,D,15398772
2018-05-30,I,5706945
2018-05-31,D,15426913
2018-05-31,I,5718302
2018-06-01,D,15424755
2018-06-01,I,5658347
2018-06-04,D,15425287
2018-06-04,I,5665502
2018-06-05,D,15425828
2018-06-05,I,5675532
2018-06-06,D,15425885
2018-06-06,I,5676467
2018-06-07,D,15419090
2018-06-07,I,5681014
2018-06-08,D,15419575
2018-06-08,I,5669545
2018-06-11,D,15420109
2018-06-11,I,5672830
2018-06-12,D,15420381
2018-06-12,I,5679109
2018-06-13,D,15420892
2018-06-13,I,5665905
2018-06-14,D,15411280
2018-06-14,I,5669521
2018-06-15,D,15452783
2018-06-15,I,5671077
2018-06-18,D,15453290
2018-06-18,I,5678262
2018-06-19,D,15453853
2018-06-19,I,5691923
2018-06-20,D,15453997
2018-06-20,I,5680214
2018-06-21,D,15450299
2018-06-21,I,5680505
2018-06-22,D,15449506
2018-06-22,I,5681095
2018-06-25,D,15449789
2018-06-25,I,5690265
2018-06-26,D,15450004
2018-06-26,I,5699676
2018-06-27,D,15449872
2018-06-27,I,5682595
2018-06-28,D,15445345
2018-06-28,I,5683655
2018-06-29,D,15466564
2018-06-29,I,5728505
2018-07-02,D,15478026
2018-07-02,I,5728244
2018-07-03,D,15479809
2018-07-03,I,5721137
2018-07-05,D,15480335
2018-07-05,I,5722438
2018-07-06,D,15480349
2018-07-06,I,5725611
2018-07-09,D,15481266
2018-07-09,I,5726852
2018-07-10,D,15481785
2018-07-10,I,5734617
2018-07-11,D,15482230
2018-07-11,I,5725571
2018-07-12,D,15483825
2018-07-12,I,5727348
2018-07-13,D,15484167
2018-07-13,I,5726583
2018-07-16,D,15512047
2018-07-16,I,5731326
2018-07-17,D,15512500
2018-07-17,I,5742914
2018-07-18,D,15512749
2018-07-18,I,5728115
2018-07-19,D,15535664
2018-07-19,I,5724334
2018-07-20,D,15535879
2018-07-20,I,5724773
2018-07-23,D,15536461
2018-07-23,I,5727347
2018-07-24,D,15536640
2018-07-24,I,5734608
2018-07-25,D,15538269
2018-07-25,I,5727196
2018-07-26,D,15565710
2018-07-26,I,5732916
2018-07-27,D,15565835
2018-07-27,I,5732695
2018-07-30,D,15566249
2018-07-30,I,5733088
2018-07-31,D,15569493
2018-07-31,I,5743568
2018-08-01,D,15566616
2018-08-01,I,5698227
2018-08-02,D,15603785
2018-08-02,I,5709496
2018-08-03,D,15603530
2018-08-03,I,5696355
2018-08-06,D,15603767
2018-08-06,I,5701629
2018-08-07,D,15603813
2018-08-07,I,5706123
2018-08-08,D,15604133
2018-08-08,I,5694478
2018-08-09,D,15645896
2018-08-09,I,5696284
2018-08-10,D,15645938
2018-08-10,I,5694368
2018-08-13,D,15647723
2018-08-13,I,5697370
2018-08-14,D,15647844
2018-08-14,I,5703726
2018-08-15,D,15673103
2018-08-15,I,5699233
2018-08-16,D,15709903
2018-08-16,I,5697296
2018-08-17,D,15709394
2018-08-17,I,5701988
2018-08-20,D,15709291
2018-08-20,I,5704306
2018-08-21,D,15709668
2018-08-21,I,5709822
2018-08-22,D,15710916
2018-08-22,I,5695853
2018-08-23,D,15729790
2018-08-23,I,5698174
2018-08-24,D,15728711
2018-08-24,I,5699205
2018-08-27,D,15728683
2018-08-27,I,5705827
2018-08-28,D,15729417
2018-08-28,I,5712362
2018-08-29,D,15729402
2018-08-29,I,5710017
2018-08-30,D,15733949
2018-08-30,I,5708518
2018-08-31,D,15785389
2018-08-31,I,5673461
2018-09-04,D,15784224
2018-09-04,I,5671125
2018-09-05,D,15784640
2018-09-05,I,5686428
2018-09-06,D,15766688
2018-09-06,I,5687902
2018-09-07,D,15766469
2018-09-07,I,5690014
2018-09-10,D,15766124
2018-09-10,I,5693666
2018-09-11,D,15765920
2018-09-11,I,5700320
2018-09-12,D,15764644
2018-09-12,I,5686134
2018-09-13,D,15743158
2018-09-13,I,5689384
2018-09-14,D,15743000
2018-09-14,I,5689243
2018-09-17,D,15791990
2018-09-17,I,5698896
2018-09-18,D,15793118
2018-09-18,I,5706053
2018-09-19,D,15793044
2018-09-19,I,5701255
2018-09-20,D,15760417
2018-09-20,I,5707051
2018-09-21,D,15761069
2018-09-21,I,5705667
2018-09-24,D,15761156
2018-09-24,I,5714363
2018-09-25,D,15761484
2018-09-25,I,5721291
2018-09-26,D,15761091
2018-09-26,I,5709968
2018-09-27,D,15732905
2018-09-27,I,5698982
2018-09-28,D,15761155
2018-09-28,I,5754904
2018-10-01,D,15771323
2018-10-01,I,5835625
2018-10-02,D,15771880
2018-10-02,I,5846932
2018-10-03,D,15771616
2018-10-03,I,5833747
2018-10-04,D,15757097
2018-10-04,I,5842280
2018-10-05,D,15756717
2018-10-05,I,5842576
2018-10-09,D,15756517
2018-10-09,I,5845769
2018-10-10,D,15757049
2018-10-10,I,5837389
2018-10-11,D,15758218
2018-10-11,I,5831796
2018-10-12,D,15758681
2018-10-12,I,5839261
2018-10-15,D,15808043
2018-10-15,I,5846108
2018-10-16,D,15808170
2018-10-16,I,5853548
2018-10-17,D,15809609
2018-10-17,I,5844184
2018-10-18,D,15825100
2018-10-18,I,5847354
2018-10-19,D,15825176
2018-10-19,I,5846300
2018-10-22,D,15824963
2018-10-22,I,5849720
2018-10-23,D,15825729
2018-10-23,I,5856718
2018-10-24,D,15826071
2018-10-24,I,5844991
2018-10-25,D,15845223
2018-10-25,I,5850527
2018-10-26,D,15845407
2018-10-26,I,5849500
2018-10-29,D,15846152
2018-10-29,I,5851350
2018-10-30,D,15846672
2018-10-30,I,5853310
2018-10-31,D,15843329
2018-10-31,I,5859040
2018-11-01,D,15863692
2018-11-01,I,5820280
2018-11-02,D,15864356
2018-11-02,I,5812253
2018-11-05,D,15864379
2018-11-05,I,5817996
2018-11-06,D,15865072
2018-11-06,I,5826173
2018-11-07,D,15864852
2018-11-07,I,5825589
2018-11-08,D,15901257
2018-11-08,I,5832168
2018-11-09,D,15901216
2018-11-09,I,5831354
2018-11-13,D,15901578
2018-11-13,I,5832624
2018-11-14,D,15901857
2018-11-14,I,5823856
2018-11-15,D,15941678
2018-11-15,I,5822138
2018-11-16,D,15941837
2018-11-16,I,5824525
2018-11-19,D,15940719
2018-11-19,I,5831436
2018-11-20,D,15941577
2018-11-20,I,5841125
2018-11-21,D,15941660
2018-11-21,I,5827604
2018-11-23,D,15966784
2018-11-23,I,5836055
2018-11-26,D,15968042
2018-11-26,I,5843354
2018-11-27,D,15968150
2018-11-27,I,5848226
2018-11-28,D,15968009
2018-11-28,I,5833915
2018-11-29,D,15985402
2018-11-29,I,5832702
2018-11-30,D,16044318
2018-11-30,I,5805776
2018-12-03,D,16041955
2018-12-03,I,5782143
2018-12-04,D,16041646
2018-12-04,I,5795042
2018-12-05,D,16041798
2018-12-05,I,5797248
2018-12-06,D,16052955
2018-12-06,I,5798564
2018-12-07,D,16053050
2018-12-07,I,5797795
2018-12-10,D,16053118
2018-12-10,I,5801178
2018-12-11,D,16048689
2018-12-11,I,5801055
2018-12-12,D,16048946
2018-12-12,I,5787710
2018-12-13,D,16033638
2018-12-13,I,5789457
2018-12-14,D,16033761
2018-12-14,I,5787176
2018-12-17,D,16086439
2018-12-17,I,5790236
2018-12-18,D,16082126
2018-12-18,I,5803375
2018-12-19,D,16082361
2018-12-19,I,5790833
2018-12-20,D,16068046
2018-12-20,I,5795589
2018-12-21,D,16068449
2018-12-21,I,5800495
2018-12-24,D,16069487
2018-12-24,I,5793054
2018-12-26,D,16064377
2018-12-26,I,5796939
2018-12-27,D,16050098
