auctionDate,securityType,securityTerm,cusip,bidToCoverRatio,highYield,highDiscountRate,averageMedianYield,averageMedianDiscountRate,lowYield,lowDiscountRate,offeringAmount,totalAccepted,totalTendered,primaryDealerAccepted,directBidderAccepted,indirectBidderAccepted,somaAccepted,reopening,cashManagementBillCMB,tips,floatingRate
2011-07-25,Bill,13-Week,9127953Q2,4.380000,,0.060000,,0.040000,,0.010000,2700000000,2700047210,1182117521,1476077000,2222830000,8134277000,0,Yes,No,No,No
2011-07-25,Bill,26-Week,912795Y70,4.770000,,0.100000,,0.090000,,0.055000,2400000000,2400007100,1145022435,1068493500,1666157000,9943185500,0,No,No,No,No
2011-07-21,Note,10-Year,912828QV5,2.620000,0.6390,,0.595000,,0.500000,,1300000000,1300000450,3403761330,5757000000,1773000000,5373916200,0,No,No,Yes,No
2011-07-19,Bill,4-Week,9127953E9,4.490000,,0.005000,,0.000000,,0.000000,2800000000,3041829330,1282578580,1173184000,2774680000,1331789490,2418028000,Yes,No,No,No
2011-07-18,Bill,13-Week,9127952K6,4.440000,,0.020000,,0.010000,,0.000000,2700000000,2700032810,1197633962,1773198000,2972543000,5368675900,0,Yes,No,No,No
2011-07-18,Bill,26-Week,912795Y62,4.730000,,0.060000,,0.045000,,0.015000,2400000000,2400030740,1134211524,1234305000,2106905000,8332550000,0,No,No,No,No
2011-07-14,Bond,29-Year 10,912810QQ4,2.800000,4.1980,,4.170000,,4.100000,,1300000000,1300000370,3636997510,5233000000,2848528600,4909300000,0,Yes,No,No,No
2011-07-13,Note,9-Year 10-,912828QN3,3.170000,2.9180,,2.891000,,2.808000,,2100000000,2100001710,6662537110,9249646000,2914000000,8805600000,0,Yes,No,No,No
2011-07-13,Bill,14-Day,912795X63,7.550000,,0.000000,,0.000000,,0.000000,5000000000,5000354000,3776640000,4367454000,580980000,50520000,0,Yes,Yes,No,No
2011-07-12,Note,3-Year,912828QU7,3.220000,0.6700,,0.640000,,0.578000,,3200000000,3200002270,1030079502,1564415250,5266797500,1102487250,0,No,No,No,No
2011-07-12,Bill,4-Week,9127953D1,4.770000,,0.020000,,0.010000,,0.000000,2800000000,3428640610,1398716055,1458432000,2886640000,1031384860,6285071700,Yes,No,No,No
2011-07-11,Bill,13-Week,9127953P4,4.110000,,0.030000,,0.020000,,0.000000,2700000000,2700015890,1108592914,1838439500,2827922500,4709730000,0,Yes,No,No,No
2011-07-11,Bill,26-Week,9127952Y6,4.860000,,0.065000,,0.050000,,0.020000,2400000000,2400004250,1167503341,1149225000,1930830000,9196628400,0,Yes,No,No,No
2011-07-06,Bill,4-Week,9127953B5,4.790000,,0.000000,,0.000000,,0.000000,2800000000,3178420010,1378926229,1572146800,3948273000,7284983200,3781546000,Yes,No,No,No
2011-07-05,Bill,13-Week,9127953M1,4.680000,,0.025000,,0.015000,,0.000000,2700000000,2700056710,1263816621,1912478000,2455825000,3587226500,0,Yes,No,No,No
2011-07-05,Bill,26-Week,9127954A6,5.460000,,0.080000,,0.070000,,0.035000,2400000000,2400031930,1310507593,9820040000,1841320000,1093350000,0,No,No,No,No
2011-06-29,Note,7-Year,912828QT0,2.620000,2.4300,,2.360000,,2.285000,,2900000000,2993371070,7687814970,1625156100,3407000000,9324900000,933639400,No,No,No,No
2011-06-28,Bill,4-Week,912795X63,4.570000,,0.005000,,0.000000,,0.000000,2800000000,3393873570,1339123007,1604849000,3663010000,7081650000,5937991000,Yes,No,No,No
2011-06-28,Bill,52-Week,9127953W9,4.150000,,0.200000,,0.185000,,0.160000,2400000000,2400043290,9970596090,1439737600,2949776000,6545320000,0,No,No,No,No
2011-06-28,Note,5-Year,912828QR4,2.590000,1.6150,,1.550000,,1.470000,,3500000000,3612684200,9172796200,1822892500,3580000000,1315322600,1126806200,No,No,No,No
2011-06-27,Bill,13-Week,9127953L3,4.670000,,0.025000,,0.015000,,0.000000,2700000000,2700014170,1260564867,1626245000,2073097000,6733930000,0,Yes,No,No,No
2011-06-27,Bill,26-Week,9127953Z2,4.930000,,0.095000,,0.080000,,0.050000,2400000000,2400075630,1183780063,1110600000,2256526000,9012950000,0,No,No,No,No
2011-06-27,Note,2-Year,912828RA0,3.080000,0.3950,,0.359000,,0.290000,,3500000000,3612697000,1089572675,2246837500,4714467500,7668470000,1126806400,No,No,No,No
2011-06-23,Bond,29-Year 8-,912810QP6,3.020000,1.7440,,1.690000,,1.630000,,7000000000,7225388200,2138989420,3525000000,1824404000,1629550000,225361200,Yes,No,Yes,No
2011-06-21,Bill,4-Week,9127953A7,4.440000,,0.005000,,0.000000,,0.000000,2800000000,3041881910,1268288891,1998402000,3201528000,4588924600,2418028000,Yes,No,No,No
2011-06-20,Bill,13-Week,9127952F7,4.690000,,0.035000,,0.025000,,0.000000,2700000000,2700048130,1266274178,1230537500,2654590000,1110907350,0,Yes,No,No,No
2011-06-20,Bill,26-Week,9127953Y5,4.690000,,0.100000,,0.085000,,0.055000,2400000000,2400020690,1126742389,1010022000,2519708000,1045494500,0,No,No,No,No
2011-06-14,Bill,4-Week,9127952Z3,4.680000,,0.015000,,0.005000,,0.000000,2800000000,3428530770,1373056077,1488543000,2881210000,1001503300,6285071700,Yes,No,No,No
2011-06-13,Bill,13-Week,9127953K5,4.610000,,0.050000,,0.040000,,0.030000,2700000000,2700001430,1245962873,1605650000,2455127000,7473700000,0,Yes,No,No,No
2011-06-13,Bill,26-Week,9127952T7,5.030000,,0.105000,,0.095000,,0.065000,2400000000,2400011990,1208162327,1080864000,2429328000,9720169200,0,Yes,No,No,No
2011-06-09,Bond,29-Year 11,912810QQ4,2.630000,4.2380,,4.170000,,4.100000,,1300000000,1300003370,3417493820,6788512500,1208210000,4983173000,0,Yes,No,No,No
2011-06-08,Note,9-Year 11-,912828QN3,3.230000,2.9670,,2.920000,,2.808000,,2100000000,2100000650,6778208730,8608528000,1747000000,1062289120,0,Yes,No,No,No
2011-06-08,Bill,6-Day,9127957J4,5.510000,,0.040000,,0.035000,,0.010000,1500000000,1500041000,8265500000,1252734000,1795880000,677190000,0,No,Yes,No,No
2011-06-07,Note,3-Year,912828QS2,3.280000,0.7650,,0.739000,,0.657000,,3200000000,3200000820,1049258738,1765790000,2928590000,1139344440,0,No,No,No,No
2011-06-07,Bill,4-Week,9127952X8,4.460000,,0.005000,,0.000000,,0.000000,2800000000,3178167500,1286874325,1787538000,2713127500,7138357000,3781546000,Yes,No,No,No
2011-06-06,Bill,13-Week,9127953J8,4.850000,,0.045000,,0.035000,,0.000000,2700000000,2700038500,1309371900,1612663000,2815040000,6972475000,0,Yes,No,No,No
2011-06-06,Bill,26-Week,9127953X7,5.040000,,0.105000,,0.090000,,0.055000,2400000000,2400099620,1208692762,1191680000,2325920000,8588000000,0,No,No,No,No
2011-06-01,Bill,4-Week,912795X22,4.700000,,0.040000,,0.035000,,0.010000,2800000000,3393809280,1374382628,1852081000,4737230000,4552005000,5937991000,Yes,No,No,No
2011-06-01,Bill,52-Week,9127953S8,4.690000,,0.180000,,0.175000,,0.150000,2400000000,2400060150,1126457034,1305909500,2908216000,7930086100,0,No,No,No,No
2011-05-31,Bill,13-Week,9127953F6,4.660000,,0.060000,,0.045000,,0.020000,2700000000,2700006150,1258697431,1399468800,2299320000,9641871200,0,Yes,No,No,No
2011-05-31,Bill,26-Week,9127953V1,4.760000,,0.115000,,0.100000,,0.060000,2400000000,2400016560,1142338271,1078714500,2049463500,9977730000,0,No,No,No,No
2011-05-26,Note,7-Year,912828QQ6,3.240000,2.4290,,2.400000,,2.330000,,2900000000,3144090860,9634672310,1140502500,3768160500,1380777500,2440892000,No,No,No,No
2011-05-25,Note,5-Year,912828QP8,3.200000,1.8130,,1.780000,,1.720000,,3500000000,3794594310,1150936111,1536900000,3126460000,1644977200,2945904100,No,No,No,No
2011-05-24,Note,2-Year,912828QZ6,3.460000,0.5600,,0.540000,,0.470000,,3500000000,3794594660,1241482456,1727455000,6672700000,1090406100,2945904300,No,No,No,No
2011-05-24,Bill,4-Week,9127952W0,4.600000,,0.035000,,0.025000,,0.000000,2800000000,3041809250,1312618645,1682787600,3083432000,6867727300,2418028000,Yes,No,No,No
2011-05-23,Bill,13-Week,9127952A8,4.700000,,0.055000,,0.040000,,0.020000,2700000000,2700036710,1269880521,1499362500,2502989000,7605270000,0,Yes,No,No,No
2011-05-23,Bill,26-Week,9127953U3,4.970000,,0.100000,,0.090000,,0.050000,2400000000,2400095050,1192741505,1123300000,2571649000,8560305000,0,No,No,No,No
2011-05-19,Note,9-Year 8-M,912828PP9,2.660000,0.8870,,0.798000,,0.699000,,1100000000,1192585760,3017000510,6135152500,334700000,4435385000,925855500,Yes,No,Yes,No
2011-05-18,Bill,56-Day,9127952Z3,6.850000,,0.020000,,0.010000,,0.000000,5000000000,5000112500,3427500000,3950917500,525000000,524195000,0,Yes,Yes,No,No
2011-05-17,Bill,4-Week,9127952V2,4.550000,,0.025000,,0.020000,,0.000000,2800000000,3428604040,1336742194,1820025000,3958171000,5620437100,6285071700,Yes,No,No,No
2011-05-16,Bill,13-Week,9127953E9,4.390000,,0.030000,,0.020000,,0.000000,2700000000,2700013430,1185682543,1768110000,2614780000,5624535000,0,Yes,No,No,No
2011-05-16,Bill,26-Week,9127952P5,5.050000,,0.070000,,0.050000,,0.010000,2400000000,2400031400,1211972790,1418904000,2342915000,6232680000,0,Yes,No,No,No
2011-05-12,Bond,30-Year,912810QQ4,2.430000,4.3800,,4.300000,,4.230000,,1600000000,1600000350,3883311350,9303346000,1395120000,5277324000,0,No,No,No,No
2011-05-11,Note,10-Year,912828QN3,3.000000,3.2100,,3.175000,,3.096000,,2400000000,2400004420,7203288120,1061699200,2007000000,1127437100,0,No,No,No,No
2011-05-10,Note,3-Year,912828QM5,3.290000,1.0000,,0.968000,,0.882000,,3200000000,3200004150,1052578747,1660271800,4907928800,1046352000,0,No,No,No,No
2011-05-10,Bill,4-Week,9127952U4,4.800000,,0.015000,,0.010000,,0.000000,2800000000,3178158270,1381867377,1192000000,2707920000,1313612200,3781546000,Yes,No,No,No
2011-05-09,Bill,13-Week,9127953D1,4.670000,,0.025000,,0.015000,,0.000000,2900000000,2900044200,1353341020,1748388000,2438860000,7953100000,0,Yes,No,No,No
2011-05-09,Bill,26-Week,9127953T6,4.760000,,0.065000,,0.050000,,0.010000,2700000000,2700041760,1284520826,1273762500,2774835000,1004787500,0,No,No,No,No
2011-05-03,Bill,4-Week,912795W64,4.590000,,0.005000,,0.000000,,0.000000,2800000000,3393816280,1343772178,1722734000,3544135000,6917845000,5937991000,Yes,No,No,No
2011-05-03,Bill,52-Week,9127953N9,4.810000,,0.200000,,0.190000,,0.150000,2400000000,2400035240,1154378374,1445503000,2951570000,6499915000,0,No,No,No,No
2011-05-02,Bill,13-Week,9127953B5,4.750000,,0.050000,,0.030000,,0.020000,2900000000,2900074100,1376913318,1649553500,2951515000,8400559200,0,Yes,No,No,No
2011-05-02,Bill,26-Week,9127953R0,4.940000,,0.100000,,0.080000,,0.040000,2700000000,2700055500,1335115150,1076816000,2347060000,1267762000,0,No,No,No,No
2011-04-28,Note,7-Year,912828QG8,2.630000,2.7120,,2.654000,,2.566000,,2900000000,3082967380,7805879380,1536988000,2277000000,1134270000,1829665800,No,No,No,No
2011-04-27,Note,5-Year,912828QF0,2.770000,2.1240,,2.070000,,1.980000,,3500000000,3720826050,9917649050,1703677000,3905000000,1395650000,2208217400,No,No,No,No
2011-04-26,Note,2-Year,912828QE3,3.060000,0.6730,,0.640000,,0.577000,,3500000000,3720828480,1091832695,1692143200,4635895000,1313203830,2208217500,No,No,No,No
2011-04-26,Bill,4-Week,9127952S9,4.770000,,0.030000,,0.020000,,0.000000,3000000000,3241871880,1456464388,1960408000,3439000000,5741070000,2418028000,Yes,No,No,No
2011-04-25,Bill,13-Week,912795X63,4.720000,,0.065000,,0.050000,,0.040000,2900000000,2900050820,1369803442,1569834000,3037984000,8267970000,0,Yes,No,No,No
2011-04-25,Bill,26-Week,9127953Q2,4.750000,,0.115000,,0.100000,,0.070000,2700000000,2700008380,1281794538,1183110000,2362850000,1111518000,0,No,No,No,No
2011-04-21,Note,5-Year,912828QD5,2.570000,-0.1800,,-0.260000,,-0.400000,,1400000000,1400005820,3600037820,8004220000,374000000,5460310000,0,No,No,Yes,No
2011-04-19,Bill,4-Week,9127952R1,4.350000,,0.030000,,0.020000,,0.000000,3400000000,4028550440,1541958554,2085451000,3679279000,9148927800,6285071700,Yes,No,No,No
2011-04-18,Bill,13-Week,9127953A7,4.820000,,0.060000,,0.050000,,0.030000,3000000000,3000024710,1445413831,1646424000,2710984000,9519935000,0,Yes,No,No,No
2011-04-18,Bill,26-Week,9127952K6,4.790000,,0.110000,,0.095000,,0.070000,2800000000,2800032210,1340516531,1226268500,2221557500,1220837650,0,Yes,No,No,No
2011-04-14,Bond,29-Year 10,912810QN1,2.830000,4.5310,,4.495000,,4.400000,,1300000000,1363997100,3744987100,5456000000,1401000000,6129800000,639931900,Yes,No,No,No
2011-04-13,Note,9-Year 10-,912828PX2,3.130000,3.4940,,3.429000,,3.364000,,2100000000,2203377540,6682480440,1082973000,1227850000,8883641000,1033736200,Yes,No,No,No
2011-04-12,Note,3-Year,912828QC7,3.250000,1.2800,,1.249000,,1.192000,,3200000000,3357529280,1055889728,1833369500,2852225000,1076830000,1575217400,No,No,No,No
2011-04-12,Bill,4-Week,9127952Q3,4.550000,,0.025000,,0.010000,,0.000000,4000000000,4378157200,1858774220,2007768000,3221360000,1629368400,3781546000,Yes,No,No,No
2011-04-11,Bill,13-Week,9127952Z3,4.180000,,0.050000,,0.035000,,0.020000,3200000000,3200033770,1337583867,2313557000,3196471000,4345960000,0,Yes,No,No,No
2011-04-11,Bill,26-Week,9127953P4,4.450000,,0.110000,,0.090000,,0.065000,3000000000,3000065030,1334189227,1343956000,2597015000,1242947260,0,No,No,No,No
2011-04-05,Bill,4-Week,912795VE8,3.970000,,0.050000,,0.030000,,0.000000,4000000000,4593917520,1647385012,2054258000,3989560000,1513190900,5937991000,Yes,No,No,No
2011-04-05,Bill,52-Week,9127953H2,3.700000,,0.280000,,0.265000,,0.220000,2400000000,2400059420,8877441420,1766331000,4111905000,2022905000,0,No,No,No,No
2011-04-04,Bill,13-Week,9127952X8,4.340000,,0.050000,,0.030000,,0.000000,3200000000,3200022950,1389085015,1744328000,5250560000,8089547700,0,Yes,No,No,No
2011-04-04,Bill,26-Week,9127953M1,4.400000,,0.130000,,0.120000,,0.000000,3000000000,3000016350,1319905315,1806433000,2813530000,7946060000,0,No,No,No,No
2011-03-30,Note,7-Year,912828QB9,2.790000,2.8950,,2.825000,,2.769000,,2900000000,3030051550,8225125850,1211509000,2536930000,1431263700,1300514100,No,No,No,No
2011-03-29,Bill,4-Week,9127952N0,4.030000,,0.045000,,0.025000,,0.000000,4000000000,4241855740,1636685574,2283800000,5497000000,1042257100,2418028000,Yes,No,No,No
2011-03-29,Note,5-Year,912828QA1,2.790000,2.2600,,2.201000,,2.123000,,3500000000,3656958930,9914739130,1618719800,3901000000,1479050000,1569586000,No,No,No,No
2011-03-28,Bill,13-Week,912795X22,4.440000,,0.100000,,0.080000,,0.060000,3200000000,3200031400,1420558465,1736899000,3849562500,8751665000,0,Yes,No,No,No
2011-03-28,Bill,26-Week,9127953L3,4.690000,,0.170000,,0.150000,,0.130000,3000000000,3000064620,1405543588,1200845000,2550782000,1362205540,0,No,No,No,No
2011-03-28,Note,2-Year,912828QL7,3.160000,0.7890,,0.750000,,0.686000,,3500000000,3656964300,1123086430,1859350000,4608250000,1141102000,1569586100,No,No,No,No
2011-03-24,Note,9-Year 10-,912828PP9,2.970000,0.9200,,0.870000,,0.490000,,1100000000,1149333480,3318174880,7403896000,773440000,2754550000,493298400,Yes,No,Yes,No
2011-03-23,Bill,56-Day,9127952R1,6.790000,,0.055000,,0.045000,,0.020000,5000000000,5000110000,3393284000,3835560000,781710000,375000000,0,Yes,Yes,No,No
2011-03-22,Bill,4-Week,9127952M2,4.140000,,0.075000,,0.060000,,0.040000,4000000000,4628520900,1719262090,2819053500,7168465000,4294867700,6285071700,Yes,No,No,No
2011-03-21,Bill,13-Week,9127952W0,4.540000,,0.095000,,0.085000,,0.055000,3200000000,3200016150,1453689080,2065197000,3646063500,6473437000,0,Yes,No,No,No
2011-03-21,Bill,26-Week,9127952F7,4.610000,,0.150000,,0.135000,,0.100000,3000000000,3000024360,1384154276,1577628500,3487656000,9762261000,0,Yes,No,No,No
2011-03-15,Bill,4-Week,9127952L4,4.460000,,0.060000,,0.045000,,0.000000,4000000000,4378272250,1821032825,2682392000,3786080000,9060992000,3781546000,Yes,No,No,No
2011-03-14,Bill,13-Week,9127952V2,4.380000,,0.090000,,0.070000,,0.040000,3200000000,3200038760,1400912151,2286322500,3160847500,4810465000,0,Yes,No,No,No
2011-03-14,Bill,26-Week,9127953K5,4.510000,,0.135000,,0.120000,,0.090000,3000000000,3000067970,1352133397,1958540000,3285540000,5874600000,0,No,No,No,No
2011-03-10,Bond,29-Year 11,912810QN1,3.020000,4.5690,,4.530000,,4.459000,,1300000000,1300001860,3926309750,6878500000,824720100,5278001000,0,Yes,No,No,No
2011-03-09,Note,9-Year 11-,912828PX2,3.320000,3.4990,,3.475000,,3.410000,,2100000000,2100002790,6969242750,8476765000,1356000000,1109853540,0,Yes,No,No,No
2011-03-08,Note,3-Year,912828PZ7,3.220000,1.2980,,1.267000,,1.197000,,3200000000,3200000910,1030141471,1699735200,3933720000,1095889000,0,No,No,No,No
2011-03-08,Bill,4-Week,912795VD0,3.820000,,0.070000,,0.050000,,0.000000,4000000000,4593856380,1589198378,2553469500,5241527500,8836668500,5937991000,Yes,No,No,No
2011-03-08,Bill,52-Week,9127953G4,4.890000,,0.260000,,0.240000,,0.230000,2300000000,2300027200,1124701252,1080367000,3058783800,8918183000,0,No,No,No,No
2011-03-07,Bill,13-Week,9127952U4,4.430000,,0.110000,,0.100000,,0.050000,3200000000,3200006090,1418071823,1412529500,2844987500,1361738910,0,Yes,No,No,No
2011-03-07,Bill,26-Week,9127953J8,4.550000,,0.155000,,0.150000,,0.120000,3000000000,3000070920,1365303092,1674710000,3352000000,8778800000,0,No,No,No,No
2011-03-01,Bill,4-Week,9127952J9,4.220000,,0.135000,,0.120000,,0.100000,4000000000,4241913920,1712652442,2661003000,6348765000,6670299000,2418028000,Yes,No,No,No
2011-03-01,Bill,49-Day,9127952M2,5.110000,,0.125000,,0.125000,,0.100000,2500000000,2500103000,1278275000,1382867000,2592365000,8579495000,0,Yes,Yes,No,No
2011-02-28,Bill,13-Week,912795W64,4.180000,,0.145000,,0.130000,,0.100000,3200000000,3200055130,1338340833,1897256000,3406688000,8310903000,0,Yes,No,No,No
2011-02-28,Bill,26-Week,9127953F6,4.520000,,0.170000,,0.150000,,0.120000,3000000000,3000020290,1356632775,1333046000,2399930000,1303237040,0,No,No,No,No
2011-02-24,Note,7-Year,912828PY0,2.860000,2.8540,,2.790000,,2.736000,,2900000000,3059305330,8441062130,1329128000,1297364000,1439072800,1593040900,No,No,No,No
2011-02-23,Note,5-Year,912828QJ2,2.690000,2.1900,,2.120000,,2.058000,,3500000000,3692264900,9615579900,2030002500,2677825000,1192590000,1922635600,No,No,No,No
2011-02-23,Bill,49-Day,9127956Q9,4.750000,,0.125000,,0.120000,,0.110000,2500000000,2500049000,1186993900,1868200000,909550000,5404550000,0,No,Yes,No,No
2011-02-23,Bill,4-Week,9127952H3,4.150000,,0.120000,,0.110000,,0.100000,4000000000,4628661360,1722774386,2802152500,4031150000,7550545000,6285071700,Yes,No,No,No
2011-02-22,Note,2-Year,912828QK9,3.030000,0.7450,,0.714000,,0.650000,,3500000000,3692267180,1081269518,2142748000,2361000000,1085824000,1922635800,No,No,No,No
2011-02-22,Bill,13-Week,9127952S9,4.140000,,0.110000,,0.090000,,0.060000,3200000000,3200023770,1326109377,2081193000,1777735000,7381808000,0,Yes,No,No,No
2011-02-22,Bill,26-Week,9127952A8,4.290000,,0.155000,,0.140000,,0.100000,3000000000,3000044680,1287111513,1663036500,2055780500,9633650000,0,Yes,No,No,No
2011-02-17,Bond,30-Year,912810QP6,2.540000,2.1900,,2.130000,,1.999000,,9000000000,9494448900,2338281890,3684880000,320500000,4936260000,494392000,No,No,Yes,No
2011-02-15,Bill,4-Week,9127952G5,4.550000,,0.100000,,0.090000,,0.060000,3500000000,3878180080,1630966658,2193832000,4796815000,7931497000,3781546000,Yes,No,No,No
2011-02-14,Bill,13-Week,9127952R1,4.560000,,0.130000,,0.110000,,0.090000,3200000000,3200096880,1457905798,1950903000,2727319000,8369095000,0,Yes,No,No,No
2011-02-14,Bill,26-Week,9127953E9,4.720000,,0.165000,,0.150000,,0.125000,3000000000,3000161760,1415336612,1830322500,2936195000,7423383400,0,No,No,No,No
2011-02-10,Bond,30-Year,912810QN1,2.510000,4.7500,,4.670000,,4.600000,,1600000000,1636714200,4053676300,7807250000,1274900000,6875169000,367113300,No,No,No,No
2011-02-09,Note,10-Year,912828PX2,3.230000,3.6650,,3.620000,,3.510000,,2400000000,2455068010,7817623950,6731960600,118000000,1700605000,550670000,No,No,No,No
2011-02-08,Note,3-Year,912828QH6,3.010000,1.3490,,1.308000,,1.243000,,3200000000,3273422730,9716198730,1989084000,3229000000,8808800000,734226700,No,No,No,No
2011-02-08,Bill,4-Week,912795V99,4.470000,,0.135000,,0.125000,,0.100000,3500000000,4093803470,1625156097,2252440000,4419750000,7713439000,5937991000,Yes,No,No,No
2011-02-08,Bill,52-Week,9127953C3,4.720000,,0.305000,,0.295000,,0.250000,2200000000,2200087290,1039492639,1431305500,2596854000,4869700000,0,No,No,No,No
2011-02-07,Bill,13-Week,9127952Q3,4.720000,,0.150000,,0.135000,,0.110000,3200000000,3200088540,1511857254,1570362000,2985100000,1179625500,0,Yes,No,No,No
2011-02-07,Bill,26-Week,9127953D1,4.610000,,0.175000,,0.170000,,0.140000,3000000000,3000095640,1384317689,1458805000,3388570000,1055767750,0,No,No,No,No
2011-02-01,Bill,4-Week,9127952D2,4.480000,,0.160000,,0.145000,,0.120000,3500000000,3742059450,1590609945,1685833000,6031390000,1169567800,2418028000,Yes,No,No,No
2011-01-31,Bill,13-Week,912795VE8,4.210000,,0.150000,,0.130000,,0.100000,3200000000,3200185980,1347866598,1776180000,3828900000,9136000000,0,Yes,No,No,No
2011-01-31,Bill,26-Week,9127953B5,4.110000,,0.170000,,0.155000,,0.125000,3000000000,3000080330,1234401753,1310582000,3657695000,1205842800,0,No,No,No,No
2011-01-27,Note,7-Year,912828PT1,2.850000,2.7440,,2.700000,,2.637000,,2900000000,2957790010,8320002760,1223200000,1639692500,1511113000,577875100,No,No,No,No
2011-01-26,Note,5-Year,912828PS3,2.970000,2.0410,,2.000000,,1.950000,,3500000000,3569751950,1046358245,1587500000,3358745000,1570522500,697435500,No,No,No,No
2011-01-26,Bill,56-Day,9127952H3,4.750000,,0.160000,,0.150000,,0.140000,2500000000,2500222800,1187842470,1836970000,4440350000,2185340000,0,Yes,Yes,No,No
2011-01-25,Note,2-Year,912828PR5,3.470000,0.6500,,0.621000,,0.530000,,3500000000,3569758600,1220587220,2016846400,5166900000,9358500000,697435800,No,No,No,No
2011-01-25,Bill,4-Week,9127952C4,4.790000,,0.145000,,0.135000,,0.050000,2500000000,3128507250,1260054475,1719600000,3283625000,3671795000,6285071700,Yes,No,No,No
2011-01-24,Bill,13-Week,9127952N0,4.710000,,0.155000,,0.145000,,0.130000,2900000000,2900013760,1365236326,1575583500,4333120000,6743680000,0,Yes,No,No,No
2011-01-24,Bill,26-Week,912795X63,5.160000,,0.180000,,0.170000,,0.140000,2800000000,2800059850,1445258945,1164848000,4160256000,1037996800,0,Yes,No,No,No
2011-01-20,Note,10-Year,912828PP9,2.370000,1.1700,,1.040000,,0.800000,,1300000000,1325904800,3106808800,7555460000,414000000,4872745000,259047400,No,No,Yes,No
2011-01-19,Bill,4-Week,9127952B6,4.570000,,0.155000,,0.140000,,0.120000,2500000000,2878227920,1179275192,1561350000,4366260000,4683867800,3781546000,Yes,No,No,No
2011-01-19,Bill,56-Day,9127952G5,4.650000,,0.160000,,0.145000,,0.120000,2500000000,2500091250,1163680000,1742080000,2682312500,4897800000,0,Yes,Yes,No,No
2011-01-18,Bill,13-Week,9127952M2,4.340000,,0.155000,,0.140000,,0.130000,2900000000,2900069500,1259053370,1935069000,3900218000,4384897000,0,Yes,No,No,No
2011-01-18,Bill,26-Week,9127953A7,4.530000,,0.185000,,0.170000,,0.135000,2800000000,2800002050,1267615655,1302060000,3307255000,1024140000,0,No,No,No,No
2011-01-13,Bond,29-Year 10,912810QL5,2.670000,4.5150,,4.429000,,4.150000,,1300000000,1328490600,3500008350,6476372500,1604000000,4907200000,284893500,Yes,No,No,No
2011-01-12,Note,9-Year 10-,912828PC8,3.300000,3.3880,,3.350000,,3.285000,,2100000000,2146023640,6982782640,8064000000,1670210000,1122832500,460212600,Yes,No,No,No
2011-01-12,Bill,56-Day,912795V99,4.630000,,0.155000,,0.150000,,0.120000,2500000000,2500018000,1157413900,1963221000,3614630000,1751970000,0,Yes,Yes,No,No
2011-01-11,Note,3-Year,912828PQ7,3.060000,1.0270,,0.983000,,0.928000,,3200000000,3270130900,9853435900,1420795000,5173000000,1257850000,701276400,No,No,No,No
2011-01-11,Bill,4-Week,912795V40,4.910000,,0.145000,,0.130000,,0.120000,2500000000,3093914150,1286186315,1220491000,3315600000,9206798900,5937991000,Yes,No,No,No
2011-01-11,Bill,52-Week,9127952Y6,5.340000,,0.275000,,0.270000,,0.250000,2200000000,2200022590,1175564859,1090776000,3773160000,7121185000,0,No,No,No,No
2011-01-10,Bill,13-Week,9127952L4,4.350000,,0.150000,,0.135000,,0.085000,2900000000,2900149950,1262318495,1759725000,3013050000,6875825000,0,Yes,No,No,No
2011-01-10,Bill,26-Week,9127952Z3,4.530000,,0.180000,,0.170000,,0.130000,2800000000,2800015970,1268727447,1711194000,3547326000,6109449000,0,No,No,No,No
2011-01-05,Bill,56-Day,9127952D2,4.660000,,0.140000,,0.130000,,0.105000,2500000000,2500093750,1164781500,1887525000,3640012500,2482525000,0,Yes,Yes,No,No
2011-01-04,Bill,4-Week,912795Y21,4.730000,,0.120000,,0.105000,,0.090000,2500000000,2741843730,1206068498,1311747000,3878442500,7750033700,2418028000,Yes,No,No,No
2011-01-03,Bill,13-Week,912795VD0,4.630000,,0.150000,,0.135000,,0.100000,2900000000,2900014030,1342649249,1501007500,3524962500,9214916900,0,Yes,No,No,No
2011-01-03,Bill,26-Week,9127952X8,4.660000,,0.190000,,0.180000,,0.150000,2800000000,2800005180,1304312058,1343260000,4144160000,9245386000,0,No,No,No,No
2012-12-26,Bill,4-Week,9127957C9,3.800000,,0.045000,,0.030000,,0.000000,4000000000,4000105510,1519409551,2964246000,2567640000,6564866000,0,Yes,No,No,No
2012-12-26,Bill,13-Week,912795Z61,4.060000,,0.085000,,0.070000,,0.005000,3200000000,3200039230,1299935523,1892841000,2583430000,9004043000,0,Yes,No,No,No
2012-12-26,Bill,26-Week,9127956W6,4.500000,,0.130000,,0.115000,,0.100000,2800000000,2800077370,1259817757,1214934000,965128000,1344425800,0,Yes,No,No,No
2012-12-20,Note,4-Year 4-M,912828SQ4,2.700000,-1.4960,,-1.550000,,-1.590000,,1400000000,1400003420,3781130620,5641000000,1491728000,6847370000,0,Yes,No,Yes,No
2012-12-19,Note,7-Year,912828UF5,2.720000,1.2330,,1.200000,,1.149000,,2900000000,2900000340,7883119340,1072000000,6694000000,1155771000,0,No,No,No,No
2012-12-18,Note,5-Year,912828UE8,2.720000,0.7690,,0.738000,,0.688000,,3500000000,3500002560,9512012560,1297745000,1061658000,1133147000,0,No,No,No,No
