auctionDate,securityType,securityTerm,cusip,bidToCoverRatio,highYield,highDiscountRate,averageMedianYield,averageMedianDiscountRate,lowYield,lowDiscountRate,offeringAmount,totalAccepted,totalTendered,primaryDealerAccepted,directBidderAccepted,indirectBidderAccepted,somaAccepted,reopening,cashManagementBillCMB,tips,floatingRate
2019-04-11,Bill,4-Week,912796VB2,2.880000,,2.375000,,2.350000,,2.330000,5000000000,5000008390,1437914139,2518585000,1200000000,2221222480,0,Yes,No,No,No
2019-04-11,Bill,8-Week,912796VF3,2.990000,,2.375000,,2.350000,,2.320000,3500000000,3500038270,1044969202,2303221250,1100000000,1063397500,0,No,No,No,No
2019-04-11,Bond,29-Year 10,912810SF6,2.250000,2.9300,,2.870000,,2.488000,,1600000000,1600224740,3602071990,4021640000,2303362500,9672215000,2223100,Yes,No,No,No
2019-04-10,Note,9-Year 10-,9128286B1,2.550000,2.4660,,2.425000,,2.088000,,2400000000,2400337050,6129205500,4706537500,2880000000,1639576300,3334700,Yes,No,No,No
2019-04-09,Note,3-Year,9128286M7,2.490000,2.3010,,2.275000,,1.988000,,3800000000,3800530500,9454054500,1458804000,7074000000,1615452000,5280000,No,No,No,No
2019-04-08,Bill,13-Week,912796RZ4,3.070000,,2.375000,,2.350000,,2.320000,4200000000,4200005480,1288935098,2267982000,1687130000,1632156100,0,Yes,No,No,No
2019-04-08,Bill,26-Week,912796RF8,3.140000,,2.395000,,2.370000,,2.340000,3600000000,3600010850,1131066117,2134364000,3200000000,1025147170,0,Yes,No,No,No
2019-04-04,Bill,4-Week,912796VA4,2.960000,,2.390000,,2.360000,,2.340000,5000000000,5000053180,1480548018,2515494000,1350000000,2210313090,0,Yes,No,No,No
2019-04-04,Bill,8-Week,912796VE6,3.350000,,2.380000,,2.360000,,2.340000,3500000000,3500018020,1173651722,1902712000,1100000000,1464887950,0,No,No,No,No
2019-04-01,Bill,13-Week,912796RW1,2.680000,,2.380000,,2.350000,,2.300000,4500000000,4500030790,1206906289,2672184400,1550000000,1562839630,0,Yes,No,No,No
2019-04-01,Bill,26-Week,912796SL4,2.920000,,2.380000,,2.355000,,2.330000,3900000000,3900044060,1138594006,2038164000,4470000000,1297620100,0,No,No,No,No
2019-03-28,Bill,4-Week,912796UZ0,3.010000,,2.400000,,2.380000,,2.360000,5000000000,5000084660,1505316066,1742948000,1450000000,2979253820,0,Yes,No,No,No
2019-03-28,Bill,8-Week,912796VD8,3.110000,,2.395000,,2.380000,,2.350000,3500000000,3500025320,1088308732,1773815000,1300000000,1533960500,0,No,No,No,No
2019-03-28,Note,7-Year,9128286L9,2.540000,2.2810,,2.241000,,2.150000,,3200000000,3200000090,8139656090,4733080000,6627400000,2063172000,0,No,No,No,No
2019-03-27,Note,5-Year,912828W71,2.350000,2.1720,,2.125000,,2.050000,,4100000000,4100002110,9628963390,9737000000,7063000000,2416800220,0,Yes,No,No,No
2019-03-27,Note,1-Year 10-,9128285Y2,3.780000,,,,,,,1800000000,1800038660,6800370860,8272038000,100000000,9617873000,0,Yes,No,No,Yes
2019-03-26,Note,2-Year,912828C57,2.600000,2.2610,,2.230000,,1.888000,,4000000000,4000002320,1041445232,1213190000,5243000000,2214120500,0,Yes,No,No,No
2019-03-26,Bill,52-Week,912796SH3,3.690000,,2.360000,,2.340000,,2.310000,2600000000,2600035100,9604045980,1228284000,1850000000,1116040820,0,No,No,No,No
2019-03-25,Bill,13-Week,912796RV3,2.870000,,2.410000,,2.380000,,2.360000,4800000000,4800037630,1377167363,1939600000,1300000000,2523017400,0,Yes,No,No,No
2019-03-25,Bill,26-Week,912796SK6,2.880000,,2.415000,,2.390000,,2.360000,3900000000,3900032230,1122731763,2231992500,625000000,1412603600,0,No,No,No,No
2019-03-21,Note,9-Year 10-,9128285W6,2.430000,0.5780,,0.518000,,0.464000,,1100000000,1100000510,2675627510,1913730000,618000000,8452332000,0,Yes,No,Yes,No
2019-03-21,Bill,4-Week,912796UY3,2.300000,,2.470000,,2.425000,,2.380000,6000000000,6000050800,1381734330,3862707500,1050000000,1824543950,0,Yes,No,No,No
2019-03-21,Bill,8-Week,912796VC0,2.890000,,2.420000,,2.400000,,2.370000,3500000000,3500049220,1013002894,1702670000,500000000,1727960280,0,No,No,No,No
2019-03-18,Bill,13-Week,912796QM4,2.700000,,2.410000,,2.380000,,2.360000,4800000000,4800009900,1297238130,2151017000,1559560000,2369538400,0,Yes,No,No,No
2019-03-18,Bill,26-Week,912796SJ9,2.860000,,2.450000,,2.430000,,2.390000,3900000000,3900068840,1114964856,2276467000,1065000000,1393421680,0,No,No,No,No
2019-03-14,Bill,4-Week,912796UX5,2.430000,,2.420000,,2.390000,,2.350000,6000000000,6000000770,1460704177,4545741000,1207180000,1160853660,0,Yes,No,No,No
2019-03-14,Bill,8-Week,912796VB2,3.090000,,2.400000,,2.385000,,2.350000,3500000000,3500020740,1080713794,1828266000,888530000,1552763800,0,No,No,No,No
2019-03-13,Bond,29-Year 11,912810SF6,2.250000,3.0140,,2.950000,,2.588000,,1600000000,1600001020,3605624690,4501463000,2248300000,9248035300,0,Yes,No,No,No
2019-03-12,Note,9-Year 11-,9128286B1,2.590000,2.6150,,2.585000,,2.188000,,2400000000,2400012960,6216609420,5152777600,2178000000,1665912280,0,Yes,No,No,No
2019-03-11,Note,3-Year,9128286H8,2.560000,2.4480,,2.410000,,2.320000,,3800000000,3800007210,9736436960,1552561500,3557000000,1872848750,0,No,No,No,No
2019-03-11,Bill,13-Week,912796RU5,3.020000,,2.405000,,2.385000,,2.350000,4800000000,4800030790,1447521894,2097206500,1050000000,2477011650,0,Yes,No,No,No
2019-03-11,Bill,26-Week,912796RA9,3.090000,,2.455000,,2.440000,,2.400000,3900000000,3900046490,1204268019,1964989750,1502135000,1653378050,0,Yes,No,No,No
2019-03-07,Bill,4-Week,912796UW7,2.880000,,2.405000,,2.380000,,2.350000,6000000000,6000021890,1729451289,2897457000,1050000000,2858795220,0,Yes,No,No,No
2019-03-07,Bill,8-Week,912796VA4,3.540000,,2.400000,,2.390000,,2.350000,3500000000,3500094240,1240373814,1577808250,1015390000,1792180550,0,No,No,No,No
2019-03-05,Bill,42-Day,912796RH4,3.060000,,2.410000,,2.400000,,2.360000,3000000000,3000000500,9191784700,1701428500,850000000,1213287300,0,Yes,Yes,No,No
2019-03-04,Bill,13-Week,912796RS0,2.760000,,2.410000,,2.380000,,2.350000,4800000000,4800033810,1323866161,2486071250,1180000000,2090247840,0,Yes,No,No,No
2019-03-04,Bill,26-Week,912796SG5,3.030000,,2.460000,,2.440000,,2.400000,3900000000,3900066940,1180053504,1992892500,1175675000,1676937200,0,No,No,No,No
2019-02-28,Bill,4-Week,912796UV9,2.780000,,2.410000,,2.380000,,2.350000,6000000000,6000025030,1669197303,2990336000,700000000,2812587600,0,Yes,No,No,No
2019-02-28,Bill,8-Week,912796UZ0,3.020000,,2.410000,,2.395000,,2.350000,3500000000,3500007900,1055291250,2016241000,700000000,1292264400,0,No,No,No,No
2019-02-28,Bill,41-Day,912796RG6,3.340000,,2.400000,,2.380000,,2.340000,2300000000,2300032500,7685900000,1268480500,650000000,9665520000,0,Yes,Yes,No,No
2019-02-26,Bill,52-Week,912796SD2,3.600000,,2.470000,,2.450000,,2.430000,2600000000,2600013100,9352041160,1114161700,1268087500,1263786490,0,No,No,No,No
2019-02-26,Note,7-Year,9128286F2,2.600000,2.5380,,2.500000,,2.441000,,3200000000,3354010200,8467574680,5246000000,9090235200,1764676500,1540024400,No,No,No,No
2019-02-25,Bill,13-Week,912796RR2,2.970000,,2.405000,,2.380000,,2.360000,4800000000,4800062700,1423288810,2150442000,1025000000,2343919140,0,Yes,No,No,No
2019-02-25,Bill,26-Week,912796SF7,3.170000,,2.455000,,2.440000,,2.400000,3900000000,3900058830,1237624203,1808844000,1365000000,1763173800,0,No,No,No,No
2019-02-25,Note,2-Year,9128286D7,2.500000,2.5030,,2.485000,,2.400000,,4000000000,4192508410,1021052605,1533079000,8946000000,1523607360,1925030500,No,No,No,No
2019-02-25,Note,5-Year,9128286G0,2.400000,2.4890,,2.462000,,2.370000,,4100000000,4297315630,1005479675,8122448800,9223000000,2361748740,1973156300,No,No,No,No
2019-02-21,Bond,30-Year,912810SG4,2.460000,1.0930,,1.040000,,0.888000,,8000000000,8385013000,2004503530,1198818300,237000000,6554259400,385006000,No,No,Yes,No
2019-02-21,Bill,4-Week,912796UU1,2.830000,,2.390000,,2.370000,,2.330000,5000000000,5000105120,1416863632,3010277000,1000000000,1708912450,0,Yes,No,No,No
2019-02-21,Bill,8-Week,912796UY3,3.170000,,2.400000,,2.390000,,2.370000,3500000000,3500086880,1108726258,1735829000,650000000,1667232800,0,No,No,No,No
2019-02-20,Note,1-Year 11-,9128285Y2,2.700000,,,,,,,1800000000,1800000660,4863095660,8624050000,75000000,9287000000,0,Yes,No,No,Yes
2019-02-19,Bill,13-Week,912796QH5,2.990000,,2.395000,,2.370000,,2.350000,4500000000,4500015520,1347223332,2256060000,1325000000,1984508660,0,Yes,No,No,No
2019-02-19,Bill,26-Week,912796SE0,3.080000,,2.455000,,2.430000,,2.400000,3900000000,3900009930,1201271043,2088322500,1163820000,1553598840,0,No,No,No,No
2019-02-14,Bill,4-Week,912796UT4,2.850000,,2.395000,,2.370000,,2.330000,5000000000,5000026570,1424278707,2118325000,1000000000,2556738060,0,Yes,No,No,No
2019-02-14,Bill,8-Week,912796UX5,2.950000,,2.400000,,2.380000,,2.350000,3500000000,3500006590,1034007847,1849459000,975910000,1508186220,0,No,No,No,No
2019-02-11,Bill,13-Week,912796RQ4,2.960000,,2.400000,,2.380000,,2.350000,4500000000,4500023620,1330601922,2035462000,1250000000,2184111900,0,Yes,No,No,No
2019-02-11,Bill,26-Week,912796QV4,2.950000,,2.450000,,2.420000,,2.390000,3900000000,3900066260,1150733526,2081466000,870000000,1576781500,0,Yes,No,No,No
2019-02-07,Bond,30-Year,912810SF6,2.270000,3.0220,,2.972000,,2.588000,,1900000000,2357563160,4763231840,5060310000,3229100000,1070287320,4575618500,No,No,No,No
2019-02-07,Bill,4-Week,912796US6,2.790000,,2.390000,,2.370000,,2.330000,5000000000,5000015690,1394183569,2971100000,1750000000,1717515220,0,Yes,No,No,No
2019-02-07,Bill,8-Week,912796UW7,3.210000,,2.385000,,2.370000,,2.330000,3500000000,3500044640,1123091314,1980312500,1050000000,1392119000,0,No,No,No,No
2019-02-06,Note,10-Year,9128286B1,2.350000,2.6890,,2.640000,,2.585000,,2700000000,3350220010,6992673610,7648410000,3286000000,1603465900,6502194700,No,No,No,No
2019-02-06,Bill,18-Day,912796XJ3,3.000000,,2.395000,,2.380000,,2.300000,5000000000,5000029400,1501065260,2554080000,1200000000,2324726800,0,No,Yes,No,No
2019-02-05,Note,3-Year,9128286C9,2.550000,2.5020,,2.474000,,2.400000,,3800000000,4715129280,1061760428,1356125000,6980000000,1727950000,9151237200,No,No,No,No
2019-02-04,Bill,13-Week,912796RP6,3.030000,,2.385000,,2.360000,,2.320000,4500000000,4500012280,1362969168,2161721700,1655000000,2036130900,0,Yes,No,No,No
2019-02-04,Bill,26-Week,912796SC4,2.660000,,2.440000,,2.400000,,2.370000,3900000000,3900020980,1038183673,2492659250,1320000000,1150984510,0,No,No,No,No
2019-01-31,Bill,4-Week,912796UR8,2.650000,,2.390000,,2.360000,,2.320000,5000000000,5000003350,1327464535,3085163000,1475000000,1641077820,0,Yes,No,No,No
2019-01-31,Bill,8-Week,912796UV9,2.690000,,2.400000,,2.370000,,2.320000,3500000000,3500010360,9405341610,2534668750,750000000,8590000000,0,No,No,No,No
2019-01-29,Bill,52-Week,912796RY7,3.160000,,2.515000,,2.500000,,2.450000,2600000000,2600000000,8206670500,1440207500,1375000000,9062596000,0,No,No,No,No
2019-01-29,Note,2-Year,9128285Y2,2.890000,,,,,,,2000000000,2000018160,5782870160,1040224000,50000000,9518440000,0,No,No,No,Yes
2019-01-29,Note,7-Year,9128286A3,2.540000,2.6250,,2.580000,,2.500000,,3200000000,3200010620,8116194300,5382401500,7966555000,1863688670,0,No,No,No,No
2019-01-28,Bill,13-Week,912796RJ0,3.270000,,2.375000,,2.350000,,2.320000,4200000000,4200046650,1374284215,2228873000,1685995000,1680610630,0,Yes,No,No,No
2019-01-28,Bill,26-Week,912796SB6,3.090000,,2.450000,,2.435000,,2.400000,3900000000,3900045470,1203250157,1650210300,4095000000,1647501660,0,No,No,No,No
2019-01-28,Note,2-Year,9128285X4,2.560000,2.6000,,2.577000,,2.500000,,4000000000,4000005280,1025728528,1088620000,7572000000,2112360000,0,No,No,No,No
2019-01-28,Note,5-Year,9128285Z9,2.410000,2.5760,,2.540000,,2.470000,,4100000000,4100006540,9875297130,1006564410,6238000000,2466164000,0,No,No,No,No
2019-01-24,Bill,4-Week,912796UQ0,2.780000,,2.355000,,2.330000,,2.300000,4500000000,4500003750,1249649475,2592217000,850000000,1682092150,0,Yes,No,No,No
2019-01-24,Bill,8-Week,912796UU1,2.740000,,2.370000,,2.345000,,2.310000,3500000000,3500015480,9581696230,2489781250,701730000,9143149000,0,No,No,No,No
2019-01-22,Bill,13-Week,912796QC6,3.020000,,2.390000,,2.360000,,2.330000,4200000000,4200002900,1267055533,2456116500,2783327500,1354421020,0,Yes,No,No,No
2019-01-22,Bill,26-Week,912796SA8,3.100000,,2.450000,,2.430000,,2.400000,3900000000,3900080380,1207771358,1729300000,1645000000,1810287400,0,No,No,No,No
2019-01-17,Note,10-Year,9128285W6,2.420000,0.9190,,0.870000,,0.800000,,1300000000,1300000970,3142484770,2153000000,1854000000,8948260500,0,No,No,Yes,No
2019-01-17,Bill,4-Week,912796UP2,3.050000,,2.370000,,2.350000,,2.320000,4000000000,4000035180,1221216118,2303776000,3300000000,1244633230,0,Yes,No,No,No
2019-01-17,Bill,8-Week,912796UT4,3.470000,,2.365000,,2.350000,,2.300000,3000000000,3000033170,1039744117,2092628000,2335000000,6534640000,0,No,No,No,No
2019-01-14,Bill,13-Week,912796RH4,2.900000,,2.405000,,2.380000,,2.350000,3900000000,3900011040,1132909154,2341422500,2875000000,1138316800,0,Yes,No,No,No
2019-01-14,Bill,26-Week,912796QR3,3.220000,,2.460000,,2.440000,,2.410000,3600000000,3600001400,1160413600,1712652500,1403388000,1537552000,0,Yes,No,No,No
2019-01-10,Bill,4-Week,912796UN7,3.070000,,2.380000,,2.360000,,2.330000,4000000000,4000001200,1227999528,2287100000,4150000000,1160619340,0,Yes,No,No,No
2019-01-10,Bill,8-Week,912796US6,3.250000,,2.390000,,2.370000,,2.340000,3000000000,3000017150,9762751050,2006764600,2067965000,7539050000,0,No,No,No,No
2019-01-10,Bond,29-Year 10,912810SE9,2.190000,3.0350,,2.990000,,2.588000,,1600000000,1600000350,3505931920,4275503000,2550100000,9167181300,0,Yes,No,No,No
2019-01-09,Note,9-Year 10-,9128285M8,2.510000,2.7280,,2.690000,,2.288000,,2400000000,2400000460,6023732550,5357000000,4981000000,1365662410,0,Yes,No,No,No
2019-01-08,Note,3-Year,9128285V8,2.440000,2.5590,,2.523000,,2.400000,,3800000000,3800006210,9260472920,1527197000,6710000000,1585293290,0,No,No,No,No
2019-01-07,Bill,13-Week,912796RG6,3.060000,,2.410000,,2.390000,,2.350000,3900000000,3900018000,1194217750,1987743000,3550000000,1417458700,0,Yes,No,No,No
2019-01-07,Bill,26-Week,912796RZ4,2.980000,,2.470000,,2.440000,,2.410000,3600000000,3600025760,1071712876,2057571000,1666660000,1266331000,0,No,No,No,No
2019-01-03,Bill,4-Week,912796UM9,2.810000,,2.390000,,2.350000,,2.300000,4000000000,4000027760,1122055226,2624641500,3849170000,8710125700,0,Yes,No,No,No
2019-01-03,Bill,8-Week,912796UR8,3.140000,,2.375000,,2.355000,,2.320000,3000000000,3000021470,9428903720,1695739750,2150090000,1067169000,0,No,No,No,No
2020-12-31,Bill,4-Week,912796B65,3.060000,,0.080000,,0.070000,,0.040000,3000000000,3241510760,9415991080,1833781600,1869840000,7906041400,2415064200,Yes,No,No,No
2020-12-31,Bill,8-Week,912796C23,2.840000,,0.085000,,0.070000,,0.050000,3500000000,3781823120,1020762312,2016009500,1639425000,1202548000,2817574800,Yes,No,No,No
2020-12-30,Bill,105-Day,912796D97,3.550000,,0.090000,,0.080000,,0.055000,2500000000,2500021820,8881968600,1402793500,1138700000,9831741200,0,Yes,Yes,No,No
2020-12-30,Bill,154-Day,912796G86,3.520000,,0.090000,,0.080000,,0.055000,3000000000,3000018900,1055132460,1849027000,1484100000,1002357300,0,No,Yes,No,No
2020-12-29,Bill,42-Day,9127964C0,3.660000,,0.085000,,0.080000,,0.060000,3000000000,3000095450,1098755870,1387430500,750000000,1533936450,0,Yes,Yes,No,No
2020-12-29,Bill,119-Day,9127964Z9,3.730000,,0.095000,,0.090000,,0.065000,3000000000,3000071780,1120510690,1187750000,658280000,1743936880,0,Yes,Yes,No,No
2020-12-29,Bill,52-Week,912796A90,3.210000,,0.110000,,0.100000,,0.055000,3400000000,3973157830,1147054243,1972647500,3981700000,1009080400,5731065700,No,No,No,No
2020-12-29,Note,7-Year,91282CBB6,2.310000,0.6620,,0.608000,,0.550000,,5900000000,6797651510,1455527857,1338468200,1001745140,3559215600,8976507000,No,No,No,No
2020-12-28,Bill,13-Week,9127964P1,2.810000,,0.095000,,0.085000,,0.040000,5400000000,6310258480,1610377271,2244559750,2590375000,2747412820,9102281000,Yes,No,No,No
2020-12-28,Bill,26-Week,912796B40,3.100000,,0.100000,,0.080000,,0.050000,5100000000,5959815170,1665014033,1775223950,1997125000,2988024630,8596598600,No,No,No,No
2020-12-28,Note,2-Year,91282CBD2,2.450000,0.1370,,0.110000,,0.050000,,5800000000,6682441410,1511050266,1926163250,1013000000,2848396500,8824362800,No,No,No,No
2020-12-28,Note,5-Year,91282CBC4,2.390000,0.3940,,0.350000,,0.080000,,5900000000,6797655490,1500275053,1469960000,1059600000,3368537960,8976507000,No,No,No,No
2020-12-24,Bill,4-Week,912796A82,3.370000,,0.080000,,0.070000,,0.040000,3000000000,3293309380,1040711788,1400450500,2621755000,1196018750,2932909300,Yes,No,No,No
2020-12-24,Bill,8-Week,912796B99,3.270000,,0.090000,,0.080000,,0.040000,3500000000,3842207250,1177799007,1597884000,1412725000,1685010680,3421727500,Yes,No,No,No
2020-12-23,Bill,105-Day,912796D89,3.620000,,0.090000,,0.085000,,0.050000,2500000000,2500026000,9052076500,1032167500,2391150000,1228676000,0,Yes,Yes,No,No
2020-12-23,Bill,154-Day,912796G37,3.480000,,0.095000,,0.090000,,0.050000,3000000000,3000038180,1043160020,1258549500,1659675000,1574993480,0,No,Yes,No,No
2020-12-23,Note,1-Year 10-,91282CAS0,2.830000,,,,,,,2400000000,2400010520,6788638620,1177521400,484165000,1172484000,0,Yes,No,No,Yes
2020-12-22,Note,4-Year 10-,91282CAQ4,2.860000,-1.5750,,-1.620000,,-2.000000,,1500000000,1728230050,4522326080,4062000000,1301279700,9617911500,2282162700,Yes,No,Yes,No
2020-12-22,Bill,42-Day,9127963W7,3.380000,,0.080000,,0.070000,,0.050000,3000000000,3000067000,1014990460,1667144500,2457115000,1082946400,0,Yes,Yes,No,No
2020-12-22,Bill,119-Day,9127962Q1,3.420000,,0.090000,,0.080000,,0.060000,3000000000,3000006750,1024574980,1604446500,1614870000,1231328450,0,Yes,Yes,No,No
2020-12-21,Bond,19-Year 11,912810ST6,2.390000,1.4700,,1.411000,,0.870000,,2400000000,2765153980,6112576610,6247706000,4248000000,1350373770,3651460500,Yes,No,No,No
2020-12-21,Bill,13-Week,9127962F5,2.820000,,0.090000,,0.080000,,0.050000,5400000000,5609984910,1546352791,2667677500,3380325000,2273190700,2099094300,Yes,No,No,No
2020-12-21,Bill,26-Week,912796B32,3.150000,,0.090000,,0.080000,,0.060000,5100000000,5298326380,1625072118,1816780000,1397200000,3082187900,1982477800,No,No,No,No
2020-12-17,Bill,4-Week,912796A74,3.540000,,0.075000,,0.065000,,0.040000,3000000000,3283548630,1090344763,1192078000,3375800000,1324297630,2835196000,Yes,No,No,No
2020-12-17,Bill,8-Week,912796B81,3.380000,,0.080000,,0.070000,,0.050000,3500000000,3830870710,1216308961,1364328750,2557785000,1832231350,3307728500,Yes,No,No,No
2020-12-17,Bill,8-Day,9127965F2,6.530000,,0.060000,,0.050000,,0.050000,25000000,25000400,163300000,25000400,0,0,0,Yes,Yes,No,No
2020-12-16,Bill,105-Day,912796D71,3.820000,,0.085000,,0.080000,,0.050000,2500000000,2500023250,9538167500,1079053000,718105000,1348492250,0,Yes,Yes,No,No
2020-12-16,Bill,154-Day,912796G29,3.280000,,0.090000,,0.085000,,0.060000,3000000000,3000079900,9827012400,1893039500,2064810000,9005470000,0,No,Yes,No,No
2020-12-15,Bill,42-Day,912796UC1,3.210000,,0.075000,,0.070000,,0.045000,3000000000,3000094640,9631786600,1683209350,3437075000,9706911900,0,Yes,Yes,No,No
2020-12-15,Bill,119-Day,9127964Y2,3.470000,,0.085000,,0.075000,,0.055000,3000000000,3000060040,1039819120,1687157400,2350000000,1075378940,0,Yes,Yes,No,No
2020-12-14,Bill,13-Week,9127964N6,2.900000,,0.075000,,0.070000,,0.030000,5400000000,5952972000,1621192377,2577557300,3970890000,2319961680,5529386300,Yes,No,No,No
2020-12-14,Bill,26-Week,9127963H0,3.160000,,0.085000,,0.075000,,0.040000,5100000000,5622416290,1661916283,2436996800,2656200000,2322373580,5222198100,Yes,No,No,No
2020-12-10,Bill,4-Week,912796A66,3.640000,,0.065000,,0.060000,,0.030000,3000000000,3289701580,1120645583,1812407500,2182725000,8296276200,2896756700,Yes,No,No,No
2020-12-10,Bill,8-Week,912796B73,3.380000,,0.075000,,0.065000,,0.045000,3500000000,3838046530,1215959283,1807218200,2150000000,1439235500,3379549300,Yes,No,No,No
2020-12-10,Bond,29-Year 11,912810SS8,2.480000,1.6650,,1.626000,,0.080000,,2400000000,2502224420,6056403190,4166000000,4024034400,1580724290,1022237200,Yes,No,No,No
2020-12-09,Bill,105-Day,912796D22,3.700000,,0.085000,,0.075000,,0.050000,2500000000,2500002250,9255864000,1427881500,1503175000,9213392500,0,Yes,Yes,No,No
2020-12-09,Bill,154-Day,912796F95,3.510000,,0.090000,,0.085000,,0.055000,3000000000,3000103840,1053728720,1693512900,1756270000,1130726740,0,No,Yes,No,No
2020-12-09,Note,9-Year 11-,91282CAV3,2.330000,0.9510,,0.904000,,0.080000,,3800000000,3961855950,9011834250,8734669000,5587000000,2367254800,1618542400,Yes,No,No,No
2020-12-08,Note,3-Year,91282CBA8,2.280000,0.2110,,0.187000,,0.080000,,5600000000,5838532010,1297960891,1951328100,8878000000,2755760500,2385220400,No,No,No,No
2020-12-08,Bill,42-Day,9127963V9,3.810000,,0.070000,,0.065000,,0.040000,3000000000,3000049400,1143102820,1467823000,1979220000,1333276200,0,Yes,Yes,No,No
2020-12-08,Bill,119-Day,9127964X4,3.580000,,0.080000,,0.075000,,0.050000,3000000000,3000119380,1075519360,1571525250,2963807500,1130994780,0,Yes,Yes,No,No
2020-12-07,Bill,13-Week,9127964M8,3.110000,,0.080000,,0.075000,,0.040000,5400000000,5864575800,1723259275,1849809000,6803140000,2754422450,4644659000,Yes,No,No,No
2020-12-07,Bill,26-Week,912796B24,3.320000,,0.090000,,0.080000,,0.050000,5100000000,5538749070,1737697789,1527257500,4172675000,3081128580,4386622200,No,No,No,No
2020-12-03,Bill,4-Week,912796A58,3.370000,,0.075000,,0.065000,,0.040000,3000000000,3242529280,1034631928,1737162000,2147180000,9015541400,2424309500,Yes,No,No,No
2020-12-03,Bill,8-Week,912796B65,3.350000,,0.075000,,0.070000,,0.040000,3500000000,3782876550,1200857643,1308100400,885650000,2047614820,2828361000,Yes,No,No,No
2020-12-02,Bill,105-Day,912796C98,3.940000,,0.085000,,0.080000,,0.050000,2500000000,2500044200,9860304200,1180625000,1129625000,1206352500,0,Yes,Yes,No,No
2020-12-02,Bill,154-Day,912796F87,3.840000,,0.090000,,0.080000,,0.060000,3000000000,3000017800,1150807100,1311121600,653360000,1623389200,0,No,Yes,No,No
2020-12-01,Bill,42-Day,9127963U1,3.340000,,0.080000,,0.070000,,0.050000,3000000000,3000116100,1001017860,2005425000,2279250000,7644075000,0,Yes,Yes,No,No
2020-12-01,Bill,119-Day,9127964P1,3.570000,,0.090000,,0.080000,,0.050000,3000000000,3000117960,1071806020,1957424000,857200000,9554235600,0,Yes,Yes,No,No
2020-12-01,Bill,52-Week,9127965G0,3.730000,,0.110000,,0.105000,,0.070000,3400000000,3898775620,1317708181,1628543500,897590000,1654258210,4986354600,No,No,No,No
2020-11-30,Bill,13-Week,9127964F3,2.930000,,0.085000,,0.075000,,0.040000,5400000000,6191974220,1663634813,2520155000,3256925000,2451333090,7919504500,Yes,No,No,No
2020-11-30,Bill,26-Week,912796A41,3.200000,,0.090000,,0.085000,,0.040000,5100000000,5847964120,1706531027,2087474800,1180565000,2837764780,7479532100,No,No,No,No
2020-11-25,Bill,4-Week,9127965F2,3.380000,,0.080000,,0.070000,,0.040000,3000000000,3293909940,1044759124,1429932500,1940595000,1232988810,2938597100,Yes,No,No,No
2020-11-25,Bill,8-Week,912796A82,3.470000,,0.080000,,0.075000,,0.040000,3500000000,3842887800,1249871840,1473502500,556310000,1855625900,3428363200,Yes,No,No,No
2020-11-25,Bill,105-Day,912796C80,4.350000,,0.085000,,0.080000,,0.060000,2500000000,2500148600,1086775750,9500505000,820545000,1467636100,0,Yes,Yes,No,No
2020-11-25,Bill,154-Day,912796F79,3.650000,,0.090000,,0.090000,,0.060000,3000000000,3000173180,1093686090,1214969500,902770000,1694856580,0,No,Yes,No,No
2020-11-24,Note,7-Year,91282CAY7,2.370000,0.6530,,0.600000,,0.080000,,5600000000,6376888620,1406914612,1090702500,8465700000,3662422500,7768863800,No,No,No,No
2020-11-24,Bill,41-Day,9127963T4,3.150000,,0.075000,,0.065000,,0.030000,3000000000,3000068650,9447049900,2103550000,2550000000,6398687500,0,Yes,Yes,No,No
2020-11-24,Bill,118-Day,9127962F5,3.480000,,0.090000,,0.085000,,0.055000,3000000000,3000031400,1043256760,1646720100,1050000000,1246318700,0,Yes,Yes,No,No
2020-11-24,Note,1-Year 11-,91282CAS0,2.900000,,,,,,,2400000000,2400008850,6964333850,1129175000,1300000000,1139400000,0,Yes,No,No,Yes
2020-11-23,Note,2-Year,91282CAX9,2.710000,0.1650,,0.140000,,0.080000,,5600000000,6376918550,1596537560,2137371250,8772000000,2573125300,7768863900,No,No,No,No
2020-11-23,Note,5-Year,91282CAZ4,2.380000,0.3970,,0.349000,,0.250000,,5700000000,6490762370,1437193847,1664730000,8163076500,3217596250,7907593600,No,No,No,No
2020-11-23,Bill,13-Week,912796XE4,2.670000,,0.085000,,0.070000,,0.050000,5400000000,5857412830,1488743283,3043668000,5625000000,1634127000,4573495700,Yes,No,No,No
2020-11-23,Bill,26-Week,912796A33,3.570000,,0.090000,,0.080000,,0.040000,5100000000,5532082330,1865763823,1937780000,5160000000,2501338200,4319412500,No,No,No,No
2020-11-19,Note,9-Year 8-M,912828ZZ6,2.710000,-0.8670,,-0.915000,,-1.080000,,1200000000,1366477480,3416083140,1695000000,1982100000,8312398400,1664756500,Yes,No,Yes,No
2020-11-19,Bill,4-Week,9127965D7,3.530000,,0.070000,,0.060000,,0.020000,3000000000,3284117490,1088606789,1613388600,1957900000,1038447730,2840636200,Yes,No,No,No
2020-11-19,Bill,8-Week,912796A74,3.230000,,0.070000,,0.060000,,0.040000,3500000000,3831424700,1164797810,1976868000,2690800000,1209309600,3314075500,Yes,No,No,No
2020-11-18,Bond,20-Year,912810ST6,2.270000,1.4220,,1.362000,,0.080000,,2700000000,3074571430,6505666340,6341402000,4129000000,1652856890,3745702100,No,No,No,No
