orr_id,ORR_KEY,ORR_OPERATION_DATE,ORR_DEADLINE,ORR_SETTLEMENT_DATE,ORR_MATURITY_DATE,ORR_OFFERED_AMOUNT,ORR_ALLOCATED_AMOUNT,ORR_FIXED_RATE
HIST_ORR_32,HIST_ORR_32,2022-04-18,10:45,2022-04-18,2022-04-19,10439,5844,1.000
HIST_ORR_33,HIST_ORR_33,2022-04-19,10:45,2022-04-19,2022-04-20,11362,6085,1.000
HIST_ORR_34,HIST_ORR_34,2022-04-20,10:45,2022-04-20,2022-04-21,12740,6466,1.000
HIST_ORR_35,HIST_ORR_35,2022-04-21,10:45,2022-04-21,2022-04-22,12353,7904,1.000
HIST_ORR_36,HIST_ORR_36,2022-04-22,10:45,2022-04-22,2022-04-25,12027,7848,1.000
HIST_ORR_37,HIST_ORR_37,2022-04-25,10:45,2022-04-25,2022-04-26,19076,7072,1.000
HIST_ORR_38,HIST_ORR_38,2022-04-26,10:45,2022-04-26,2022-04-27,18866,7872,1.000
HIST_ORR_39,HIST_ORR_39,2022-04-27,10:45,2022-04-27,2022-04-28,17591,8068,1.000
HIST_ORR_40,HIST_ORR_40,2022-04-28,10:45,2022-04-28,2022-04-29,18320,6558,1.000
HIST_ORR_41,HIST_ORR_41,2022-04-29,10:45,2022-04-29,2022-05-02,20430,6393,1.000
HIST_ORR_42,HIST_ORR_42,2022-05-02,10:45,2022-05-02,2022-05-03,18941,9739,1.000
HIST_ORR_43,HIST_ORR_43,2022-05-03,10:45,2022-05-03,2022-05-04,19311,10618,1.000
HIST_ORR_44,HIST_ORR_44,2022-05-04,10:45,2022-05-04,2022-05-05,20401,8067,1.000
HIST_ORR_45,HIST_ORR_45,2022-05-05,10:45,2022-05-05,2022-05-06,20548,7119,1.000
HIST_ORR_46,HIST_ORR_46,2022-05-06,10:45,2022-05-06,2022-05-09,21002,7437,1.000
HIST_ORR_47,HIST_ORR_47,2022-05-09,10:45,2022-05-09,2022-05-10,20713,9813,1.000
HIST_ORR_48,HIST_ORR_48,2022-05-10,10:45,2022-05-10,2022-05-11,18099,5365,1.000
HIST_ORR_49,HIST_ORR_49,2022-05-11,10:45,2022-05-11,2022-05-12,20408,4857,1.000
HIST_ORR_50,HIST_ORR_50,2022-05-12,10:45,2022-05-12,2022-05-13,19873,5783,1.000
HIST_ORR_51,HIST_ORR_51,2022-05-13,10:45,2022-05-13,2022-05-16,21050,4760,1.000
HIST_ORR_52,HIST_ORR_52,2022-05-16,10:45,2022-05-16,2022-05-17,20369,5149,1.000
HIST_ORR_53,HIST_ORR_53,2022-05-17,10:45,2022-05-17,2022-05-18,21710,7724,1.000
HIST_ORR_54,HIST_ORR_54,2022-05-18,10:45,2022-05-18,2022-05-19,21011,9472,1.000
HIST_ORR_55,HIST_ORR_55,2022-05-19,10:45,2022-05-19,2022-05-20,20055,10202,1.000
HIST_ORR_56,HIST_ORR_56,2022-05-20,10:45,2022-05-20,2022-05-24,20853,12305,1.000
HIST_ORR_57,HIST_ORR_57,2022-05-24,10:45,2022-05-24,2022-05-25,17315,6773,1.000
HIST_ORR_58,HIST_ORR_58,2022-05-25,10:45,2022-05-25,2022-05-26,20775,11073,1.000
HIST_ORR_59,HIST_ORR_59,2022-05-26,10:45,2022-05-26,2022-05-27,18413,11479,1.000
HIST_ORR_60,HIST_ORR_60,2022-05-27,10:45,2022-05-27,2022-05-30,19182,10382,1.000
HIST_ORR_61,HIST_ORR_61,2022-05-30,10:45,2022-05-30,2022-05-31,18874,8887,1.000
HIST_ORR_62,HIST_ORR_62,2022-05-31,10:45,2022-05-31,2022-06-01,20460,10429,1.000
HIST_ORR_63,HIST_ORR_63,2022-06-01,10:45,2022-06-01,2022-06-02,20455,9666,1.000
HIST_ORR_64,HIST_ORR_64,2022-06-02,10:45,2022-06-02,2022-06-03,19408,9834,1.500
HIST_ORR_65,HIST_ORR_65,2022-06-03,10:45,2022-06-03,2022-06-06,19022,9257,1.500
HIST_ORR_66,HIST_ORR_66,2022-06-06,10:45,2022-06-06,2022-06-07,18401,8942,1.500
HIST_ORR_67,HIST_ORR_67,2022-06-07,10:45,2022-06-07,2022-06-08,20052,9331,1.500
HIST_ORR_68,HIST_ORR_68,2022-06-08,10:45,2022-06-08,2022-06-09,19403,8717,1.500
HIST_ORR_69,HIST_ORR_69,2022-06-09,10:45,2022-06-09,2022-06-10,18774,9805,1.500
HIST_ORR_70,HIST_ORR_70,2022-06-10,10:45,2022-06-10,2022-06-13,18334,9561,1.500
HIST_ORR_71,HIST_ORR_71,2022-06-13,10:45,2022-06-13,2022-06-14,18484,8739,1.500
HIST_ORR_72,HIST_ORR_72,2022-06-14,10:45,2022-06-14,2022-06-15,19607,10028,1.500
HIST_ORR_73,HIST_ORR_73,2022-06-15,10:45,2022-06-15,2022-06-16,21005,10402,1.500
HIST_ORR_74,HIST_ORR_74,2022-06-16,10:45,2022-06-16,2022-06-17,23670,11678,1.500
HIST_ORR_75,HIST_ORR_75,2022-06-17,10:45,2022-06-17,2022-06-20,20652,10341,1.500
14002002825,14002002825,2022-06-20,10:45,2022-06-20,2022-06-21,21911,10149,1.500
14002002840,14002002840,2022-06-21,10:45,2022-06-21,2022-06-22,20067,10146,1.500
14002002841,14002002841,2022-06-22,10:45,2022-06-22,2022-06-23,23042,10521,1.500
14002002842,14002002842,2022-06-23,10:45,2022-06-23,2022-06-24,20940,7419,1.500
14002002843,14002002843,2022-06-24,10:45,2022-06-24,2022-06-27,21704,8652,1.500
14002002879,14002002879,2022-06-27,10:45,2022-06-27,2022-06-28,21558,9269,1.500
14002002899,14002002899,2022-06-28,10:45,2022-06-28,2022-06-29,22305,10369,1.500
14002002900,14002002900,2022-06-29,10:45,2022-06-29,2022-06-30,21878,4895,1.500
14002002901,14002002901,2022-06-30,10:45,2022-06-30,2022-07-04,23384,7523,1.500
14002003279,14002003279,2022-07-04,10:45,2022-07-04,2022-07-05,21743,8364,1.500
14002003679,14002003679,2022-07-05,10:45,2022-07-05,2022-07-06,22648,6943,1.500
14002003280,14002003280,2022-07-06,10:45,2022-07-06,2022-07-07,22860,8033,1.500
14002003281,14002003281,2022-07-07,10:45,2022-07-07,2022-07-08,23012,7219,1.500
14002004079,14002004079,2022-07-08,10:45,2022-07-08,2022-07-11,24092,8380,1.500
14002004479,14002004479,2022-07-11,10:45,2022-07-11,2022-07-12,24438,9257,1.500
14002004879,14002004879,2022-07-12,10:45,2022-07-12,2022-07-13,24575,8617,1.500
14002004880,14002004880,2022-07-13,10:45,2022-07-13,2022-07-14,22920,7190,1.500
14002004881,14002004881,2022-07-14,10:45,2022-07-14,2022-07-15,21361,7076,2.500
14002004882,14002004882,2022-07-15,10:45,2022-07-15,2022-07-18,22206,7444,2.500
14002005279,14002005279,2022-07-18,10:45,2022-07-18,2022-07-19,22591,6381,2.500
14002005280,14002005280,2022-07-19,10:45,2022-07-19,2022-07-20,23740,6341,2.500
14002005679,14002005679,2022-07-20,10:45,2022-07-20,2022-07-21,23683,7374,2.500
14002005680,14002005680,2022-07-21,10:45,2022-07-21,2022-07-22,23280,7164,2.500
14002005681,14002005681,2022-07-22,10:45,2022-07-22,2022-07-25,24485,7448,2.500
14002006079,14002006079,2022-07-25,10:45,2022-07-25,2022-07-26,23305,5706,2.500
14002005682,14002005682,2022-07-26,10:45,2022-07-26,2022-07-27,24564,5337,2.500
14002005683,14002005683,2022-07-27,10:45,2022-07-27,2022-07-28,23423,7759,2.500
14002006080,14002006080,2022-07-28,10:45,2022-07-28,2022-07-29,25979,9879,2.500
14002006081,14002006081,2022-07-29,10:45,2022-07-29,2022-08-02,23983,2930,2.500
14002006082,14002006082,2022-08-02,10:45,2022-08-02,2022-08-03,23901,4431,2.500
14002005684,14002005684,2022-08-03,10:45,2022-08-03,2022-08-04,23634,3987,2.500
14002005685,14002005685,2022-08-04,10:45,2022-08-04,2022-08-05,26234,4613,2.500
14002005686,14002005686,2022-08-05,10:45,2022-08-05,2022-08-08,25291,3630,2.500
14002006083,14002006083,2022-08-08,10:45,2022-08-08,2022-08-09,27988,4155,2.500
14002006084,14002006084,2022-08-09,10:45,2022-08-09,2022-08-10,28461,1860,2.500
14002005687,14002005687,2022-08-10,10:45,2022-08-10,2022-08-11,29117,0,2.500
14002005688,14002005688,2022-08-11,10:45,2022-08-11,2022-08-12,28855,1940,2.500
14002006085,14002006085,2022-08-12,10:45,2022-08-12,2022-08-15,28939,0,2.500
14002005689,14002005689,2022-08-15,10:45,2022-08-15,2022-08-16,29296,45,2.500
14002005690,14002005690,2022-08-16,10:45,2022-08-16,2022-08-17,29730,0,2.500
14002006086,14002006086,2022-08-17,10:45,2022-08-17,2022-08-18,31522,650,2.500
14002005691,14002005691,2022-08-18,10:45,2022-08-18,2022-08-19,27663,1342,2.500
14002005692,14002005692,2022-08-19,10:45,2022-08-19,2022-08-22,31282,500,2.500
14002006087,14002006087,2022-08-22,10:45,2022-08-22,2022-08-23,31029,10,2.500
14002005693,14002005693,2022-08-23,10:45,2022-08-23,2022-08-24,32949,10,2.500
14002005694,14002005694,2022-08-24,10:45,2022-08-24,2022-08-25,31598,10,2.500
14002006088,14002006088,2022-08-25,10:45,2022-08-25,2022-08-26,32136,5,2.500
14002006479,14002006479,2022-08-26,10:45,2022-08-26,2022-08-29,32850,0,2.500
14002006480,14002006480,2022-08-29,10:45,2022-08-29,2022-08-30,31851,0,2.500
14002006879,14002006879,2022-08-30,10:45,2022-08-30,2022-08-31,32721,0,2.500
14002006481,14002006481,2022-08-31,10:45,2022-08-31,2022-09-01,32506,0,2.500
14002006880,14002006880,2022-09-01,10:45,2022-09-01,2022-09-02,27270,0,2.500
14002006881,14002006881,2022-09-02,10:45,2022-09-02,2022-09-06,26443,0,2.500
14002006482,14002006482,2022-09-06,10:45,2022-09-06,2022-09-07,27527,0,2.500
14002006882,14002006882,2022-09-07,10:45,2022-09-07,2022-09-08,27793,700,2.500
14002006883,14002006883,2022-09-08,10:45,2022-09-08,2022-09-09,25494,783,3.250
14002007279,14002007279,2022-09-09,10:45,2022-09-09,2022-09-12,26519,1852,3.250
14002007299,14002007299,2022-09-12,10:45,2022-09-12,2022-09-13,25757,2116,3.250
14002007300,14002007300,2022-09-13,10:45,2022-09-13,2022-09-14,27049,2325,3.250
14002007319,14002007319,2022-09-14,10:45,2022-09-14,2022-09-15,28836,1877,3.250
14002007320,14002007320,2022-09-15,10:45,2022-09-15,2022-09-16,28830,2004,3.250
14002007301,14002007301,2022-09-16,10:45,2022-09-16,2022-09-19,30172,1549,3.250
14002007302,14002007302,2022-09-19,10:45,2022-09-19,2022-09-20,30465,2608,3.250
14002007303,14002007303,2022-09-20,10:45,2022-09-20,2022-09-21,31030,2509,3.250
14002007304,14002007304,2022-09-21,10:45,2022-09-21,2022-09-22,29419,2324,3.250
14002007305,14002007305,2022-09-22,10:45,2022-09-22,2022-09-23,28062,1662,3.250
14002007306,14002007306,2022-09-23,10:45,2022-09-23,2022-09-26,29943,2896,3.250
14002007321,14002007321,2022-09-26,10:45,2022-09-26,2022-09-27,29982,1714,3.250
14002007322,14002007322,2022-09-27,10:45,2022-09-27,2022-09-28,29482,2003,3.250
