bond_id,AUC_BOND_S_AUCTION_DATE,AUC_BOND_S_ISIN,AUC_BOND_S_MATURITY_DATE,AUC_BOND_S_COUPON_RATE,AUC_BOND_S_BID_DEADLINE,AUC_BOND_S_SETTLEMENT_DATE,AUC_BOND_S_CUTOFF_SPREAD,AUC_BOND_S_CONVERSION_RATIO,AUC_BOND_S_AMOUNT_REPURCHASED
HIST_BOND_S_546,2005-03-09,CA135087XB51,2011-06-01,6.000,10:30,2005-03-14,-40.5,0.0000,265.000
HIST_BOND_S_547,2005-03-09,CA135087SH86,2011-06-01,8.500,10:30,2005-03-14,0.0,0.0000,
HIST_BOND_S_545,2005-03-09,CA135087XH22,2012-06-01,5.250,10:30,2005-03-14,-26.4,0.0000,35.000
HIST_BOND_S_544,2005-03-09,CA135087TH77,2014-03-15,10.250,10:30,2005-03-14,-17.0,0.0000,143.000
HIST_BOND_S_543,2005-03-09,CA135087TZ75,2021-03-15,10.500,10:30,2005-03-14,0.0,0.0000,
HIST_BOND_S_542,2005-03-09,CA135087UE28,2021-06-01,9.750,10:30,2005-03-14,0.0,0.0000,
HIST_BOND_S_541,2005-03-09,CA135087UM44,2022-06-01,9.250,10:30,2005-03-14,0.0,0.0000,
HIST_BOND_S_540,2005-03-09,CA135087UT96,2023-06-01,8.000,10:30,2005-03-14,0.0,0.0000,
HIST_BOND_S_539,2005-03-09,CA135087VH40,2025-06-01,9.000,10:30,2005-03-14,37.0,0.0000,56.726
HIST_BOND_S_538,2005-03-09,CA135087VW17,2027-06-01,8.000,10:30,2005-03-14,0.0,0.0000,
HIST_BOND_S_42,2005-04-06,CA135087XW98,2037-06-01,5.000,10:30,,,,
HIST_BOND_S_554,2005-04-06,CA135087TZ75,2021-03-15,10.500,10:30,2005-04-11,0.0,0.9389,
HIST_BOND_S_553,2005-04-06,CA135087UE28,2021-06-01,9.750,10:30,2005-04-11,0.0,0.9389,
HIST_BOND_S_552,2005-04-06,CA135087UM44,2022-06-01,9.250,10:30,2005-04-11,0.0,0.9389,
HIST_BOND_S_551,2005-04-06,CA135087UT96,2023-06-01,8.000,10:30,2005-04-11,-2.6,0.9389,40.000
HIST_BOND_S_550,2005-04-06,CA135087VH40,2025-06-01,9.000,10:30,2005-04-11,2.3,0.9389,206.150
HIST_BOND_S_549,2005-04-06,CA135087VW17,2027-06-01,8.000,10:30,2005-04-11,4.6,0.9389,50.000
HIST_BOND_S_548,2005-04-06,CA135087WL43,2029-06-01,5.750,10:30,2005-04-11,0.0,0.9389,
HIST_BOND_S_43,2005-04-21,CA135087XY54,2010-09-01,4.000,10:30,,,,
HIST_BOND_S_566,2005-04-21,CA135087QL17,2008-10-01,11.750,10:30,2005-04-26,0.0,0.0000,
HIST_BOND_S_565,2005-04-21,CA135087QQ04,2009-03-01,11.500,10:30,2005-04-26,0.0,0.0000,
HIST_BOND_S_563,2005-04-21,CA135087WR13,2009-06-01,5.500,10:30,2005-04-26,-24.7,0.0000,154.400
HIST_BOND_S_564,2005-04-21,CA135087RD81,2009-06-01,11.000,10:30,2005-04-26,0.0,0.0000,
HIST_BOND_S_562,2005-04-21,CA135087QV98,2009-10-01,10.750,10:30,2005-04-26,0.0,0.0000,
HIST_BOND_S_561,2005-04-21,CA135087RQ94,2010-03-01,9.750,10:30,2005-04-26,0.0,0.0000,
HIST_BOND_S_559,2005-04-21,CA135087WX80,2010-06-01,5.500,10:30,2005-04-26,-4.8,0.0000,136.075
HIST_BOND_S_560,2005-04-21,CA135087RS50,2010-06-01,9.500,10:30,2005-04-26,0.0,0.0000,
HIST_BOND_S_558,2005-04-21,CA135087RW62,2010-10-01,8.750,10:30,2005-04-26,0.0,0.0000,
HIST_BOND_S_557,2005-04-21,CA135087RY29,2011-03-01,9.000,10:30,2005-04-26,4.2,0.0000,30.600
HIST_BOND_S_555,2005-04-21,CA135087XB51,2011-06-01,6.000,10:30,2005-04-26,0.0,0.0000,
HIST_BOND_S_556,2005-04-21,CA135087SH86,2011-06-01,8.500,10:30,2005-04-26,0.0,0.0000,
HIST_BOND_S_44,2005-06-16,CA135087XX71,2015-06-01,4.500,10:30,,,,
HIST_BOND_S_575,2005-06-16,CA135087XB51,2011-06-01,6.000,10:30,2005-06-21,0.0,0.0000,
HIST_BOND_S_576,2005-06-16,CA135087SH86,2011-06-01,8.500,10:30,2005-06-21,0.0,0.0000,
HIST_BOND_S_574,2005-06-16,CA135087XH22,2012-06-01,5.250,10:30,2005-06-21,-24.4,0.0000,61.727
HIST_BOND_S_573,2005-06-16,CA135087TH77,2014-03-15,10.250,10:30,2005-06-21,0.0,0.0000,
HIST_BOND_S_572,2005-06-16,CA135087TZ75,2021-03-15,10.500,10:30,2005-06-21,0.0,0.0000,
HIST_BOND_S_571,2005-06-16,CA135087UE28,2021-06-01,9.750,10:30,2005-06-21,0.0,0.0000,
HIST_BOND_S_570,2005-06-16,CA135087UM44,2022-06-01,9.250,10:30,2005-06-21,0.0,0.0000,
HIST_BOND_S_569,2005-06-16,CA135087UT96,2023-06-01,8.000,10:30,2005-06-21,32.5,0.0000,61.727
HIST_BOND_S_568,2005-06-16,CA135087VH40,2025-06-01,9.000,10:30,2005-06-21,38.3,0.0000,130.863
HIST_BOND_S_567,2005-06-16,CA135087VW17,2027-06-01,8.000,10:30,2005-06-21,41.1,0.0000,20.000
HIST_BOND_S_45,2005-07-13,CA135087XY54,2010-09-01,4.000,10:30,,,,
HIST_BOND_S_589,2005-07-13,CA135087QL17,2008-10-01,11.750,10:30,2005-07-18,0.0,0.0000,
HIST_BOND_S_588,2005-07-13,CA135087QQ04,2009-03-01,11.500,10:30,2005-07-18,0.0,0.0000,
HIST_BOND_S_586,2005-07-13,CA135087WR13,2009-06-01,5.500,10:30,2005-07-18,-18.7,0.0000,357.000
HIST_BOND_S_587,2005-07-13,CA135087RD81,2009-06-01,11.000,10:30,2005-07-18,0.0,0.0000,
HIST_BOND_S_585,2005-07-13,CA135087QV98,2009-10-01,10.750,10:30,2005-07-18,0.0,0.0000,
HIST_BOND_S_584,2005-07-13,CA135087RQ94,2010-03-01,9.750,10:30,2005-07-18,0.0,0.0000,
HIST_BOND_S_582,2005-07-13,CA135087WX80,2010-06-01,5.500,10:30,2005-07-18,0.0,0.0000,
HIST_BOND_S_583,2005-07-13,CA135087RS50,2010-06-01,9.500,10:30,2005-07-18,0.0,0.0000,
HIST_BOND_S_581,2005-07-13,CA135087RW62,2010-10-01,8.750,10:30,2005-07-18,0.0,0.0000,
HIST_BOND_S_580,2005-07-13,CA135087RY29,2011-03-01,9.000,10:30,2005-07-18,0.0,0.0000,
HIST_BOND_S_578,2005-07-13,CA135087XB51,2011-06-01,6.000,10:30,2005-07-18,11.1,0.0000,179.548
HIST_BOND_S_579,2005-07-13,CA135087SH86,2011-06-01,8.500,10:30,2005-07-18,0.0,0.0000,
HIST_BOND_S_577,2005-07-13,CA135087XH22,2012-06-01,5.250,10:30,2005-07-18,0.0,0.0000,
HIST_BOND_S_46,2005-07-27,CA135087YA69,2007-12-01,2.750,10:30,,,,
HIST_BOND_S_601,2005-07-27,CA135087PT51,2007-03-01,13.750,10:30,2005-07-29,0.0,0.0000,
HIST_BOND_S_600,2005-07-27,CA135087XJ87,2007-09-01,4.500,10:30,2005-07-29,0.0,0.0000,
HIST_BOND_S_599,2005-07-27,CA135087PW80,2007-10-01,13.000,10:30,2005-07-29,0.0,0.0000,
HIST_BOND_S_598,2005-07-27,CA135087QB35,2008-03-01,12.750,10:30,2005-07-29,0.0,0.0000,
HIST_BOND_S_597,2005-07-27,CA135087QL17,2008-10-01,11.750,10:30,2005-07-29,0.0,0.0000,
HIST_BOND_S_596,2005-07-27,CA135087QQ04,2009-03-01,11.500,10:30,2005-07-29,0.0,0.0000,
HIST_BOND_S_594,2005-07-27,CA135087WR13,2009-06-01,5.500,10:30,2005-07-29,23.0,0.0000,80.000
HIST_BOND_S_595,2005-07-27,CA135087RD81,2009-06-01,11.000,10:30,2005-07-29,0.0,0.0000,
HIST_BOND_S_593,2005-07-27,CA135087QV98,2009-10-01,10.750,10:30,2005-07-29,0.0,0.0000,
HIST_BOND_S_592,2005-07-27,CA135087RQ94,2010-03-01,9.750,10:30,2005-07-29,0.0,0.0000,
HIST_BOND_S_590,2005-07-27,CA135087WX80,2010-06-01,5.500,10:30,2005-07-29,38.5,0.0000,35.000
HIST_BOND_S_591,2005-07-27,CA135087RS50,2010-06-01,9.500,10:30,2005-07-29,0.0,0.0000,
HIST_BOND_S_47,2005-09-21,CA135087XX71,2015-06-01,4.500,10:30,,,,
HIST_BOND_S_610,2005-09-21,CA135087XB51,2011-06-01,6.000,10:30,2005-09-26,0.0,0.0000,
HIST_BOND_S_611,2005-09-21,CA135087SH86,2011-06-01,8.500,10:30,2005-09-26,0.0,0.0000,
HIST_BOND_S_609,2005-09-21,CA135087XH22,2012-06-01,5.250,10:30,2005-09-26,0.0,0.0000,
HIST_BOND_S_608,2005-09-21,CA135087TH77,2014-03-15,10.250,10:30,2005-09-26,0.0,0.0000,
HIST_BOND_S_607,2005-09-21,CA135087TZ75,2021-03-15,10.500,10:30,2005-09-26,0.0,0.0000,
HIST_BOND_S_606,2005-09-21,CA135087UE28,2021-06-01,9.750,10:30,2005-09-26,0.0,0.0000,
HIST_BOND_S_605,2005-09-21,CA135087UM44,2022-06-01,9.250,10:30,2005-09-26,0.0,0.0000,
HIST_BOND_S_604,2005-09-21,CA135087UT96,2023-06-01,8.000,10:30,2005-09-26,0.0,0.0000,
HIST_BOND_S_603,2005-09-21,CA135087VH40,2025-06-01,9.000,10:30,2005-09-26,0.0,0.0000,
HIST_BOND_S_602,2005-09-21,CA135087VW17,2027-06-01,8.000,10:30,2005-09-26,33.5,0.0000,172.406
HIST_BOND_S_48,2005-10-05,CA135087XY54,2010-09-01,4.000,10:30,,,,
HIST_BOND_S_624,2005-10-05,CA135087QL17,2008-10-01,11.750,10:30,2005-10-11,0.0,0.7128,
HIST_BOND_S_623,2005-10-05,CA135087QQ04,2009-03-01,11.500,10:30,2005-10-11,0.0,0.7128,
HIST_BOND_S_621,2005-10-05,CA135087WR13,2009-06-01,5.500,10:30,2005-10-11,0.0,0.7128,
HIST_BOND_S_622,2005-10-05,CA135087RD81,2009-06-01,11.000,10:30,2005-10-11,0.0,0.7128,
HIST_BOND_S_620,2005-10-05,CA135087QV98,2009-10-01,10.750,10:30,2005-10-11,0.0,0.7128,
HIST_BOND_S_619,2005-10-05,CA135087RQ94,2010-03-01,9.750,10:30,2005-10-11,0.0,0.7128,
HIST_BOND_S_617,2005-10-05,CA135087WX80,2010-06-01,5.500,10:30,2005-10-11,3.1,0.7128,304.290
HIST_BOND_S_618,2005-10-05,CA135087RS50,2010-06-01,9.500,10:30,2005-10-11,0.0,0.7128,
HIST_BOND_S_616,2005-10-05,CA135087RW62,2010-10-01,8.750,10:30,2005-10-11,0.0,0.7128,
HIST_BOND_S_615,2005-10-05,CA135087RY29,2011-03-01,9.000,10:30,2005-10-11,0.0,0.7128,
HIST_BOND_S_613,2005-10-05,CA135087XB51,2011-06-01,6.000,10:30,2005-10-11,0.0,0.7128,
HIST_BOND_S_614,2005-10-05,CA135087SH86,2011-06-01,8.500,10:30,2005-10-11,0.0,0.7128,
HIST_BOND_S_612,2005-10-05,CA135087XH22,2012-06-01,5.250,10:30,2005-10-11,0.0,0.7128,
HIST_BOND_S_49,2005-10-13,CA135087XW98,2037-06-01,5.000,10:30,,,,
HIST_BOND_S_631,2005-10-13,CA135087TZ75,2021-03-15,10.500,10:30,2005-10-18,0.0,0.8690,
HIST_BOND_S_630,2005-10-13,CA135087UE28,2021-06-01,9.750,10:30,2005-10-18,0.0,0.8690,
HIST_BOND_S_629,2005-10-13,CA135087UM44,2022-06-01,9.250,10:30,2005-10-18,0.0,0.8690,
HIST_BOND_S_628,2005-10-13,CA135087UT96,2023-06-01,8.000,10:30,2005-10-18,0.0,0.8690,
HIST_BOND_S_627,2005-10-13,CA135087VH40,2025-06-01,9.000,10:30,2005-10-18,2.4,0.8690,305.365
HIST_BOND_S_626,2005-10-13,CA135087VW17,2027-06-01,8.000,10:30,2005-10-18,0.0,0.8690,
HIST_BOND_S_625,2005-10-13,CA135087WL43,2029-06-01,5.750,10:30,2005-10-18,0.0,0.8690,
HIST_BOND_S_50,2005-12-07,CA135087YB43,2016-06-01,4.000,10:30,,,,
HIST_BOND_S_641,2005-12-07,CA135087XH22,2012-06-01,5.250,10:30,2005-12-12,0.0,0.7020,
HIST_BOND_S_640,2005-12-07,CA135087XM17,2013-06-01,5.250,10:30,2005-12-12,0.0,0.7020,
HIST_BOND_S_639,2005-12-07,CA135087TH77,2014-03-15,10.250,10:30,2005-12-12,0.0,0.7020,
HIST_BOND_S_638,2005-12-07,CA135087TZ75,2021-03-15,10.500,10:30,2005-12-12,0.0,0.7020,
HIST_BOND_S_637,2005-12-07,CA135087UE28,2021-06-01,9.750,10:30,2005-12-12,0.0,0.7020,
HIST_BOND_S_636,2005-12-07,CA135087UM44,2022-06-01,9.250,10:30,2005-12-12,0.0,0.7020,
HIST_BOND_S_635,2005-12-07,CA135087UT96,2023-06-01,8.000,10:30,2005-12-12,0.0,0.7020,
HIST_BOND_S_634,2005-12-07,CA135087VH40,2025-06-01,9.000,10:30,2005-12-12,13.2,0.7020,181.480
HIST_BOND_S_633,2005-12-07,CA135087VW17,2027-06-01,8.000,10:30,2005-12-12,0.0,0.7020,
HIST_BOND_S_632,2005-12-07,CA135087WL43,2029-06-01,5.750,10:30,2005-12-12,0.0,0.7020,
HIST_BOND_S_51,2006-01-18,CA135087YC26,2011-09-01,3.750,10:30,,,,
HIST_BOND_S_652,2006-01-18,CA135087WR13,2009-06-01,5.500,10:30,2006-01-23,0.0,0.0000,
HIST_BOND_S_653,2006-01-18,CA135087RD81,2009-06-01,11.000,10:30,2006-01-23,0.0,0.0000,
HIST_BOND_S_651,2006-01-18,CA135087QV98,2009-10-01,10.750,10:30,2006-01-23,0.0,0.0000,
HIST_BOND_S_650,2006-01-18,CA135087RQ94,2010-03-01,9.750,10:30,2006-01-23,0.0,0.0000,
HIST_BOND_S_648,2006-01-18,CA135087WX80,2010-06-01,5.500,10:30,2006-01-23,-4.0,0.0000,40.000
HIST_BOND_S_649,2006-01-18,CA135087RS50,2010-06-01,9.500,10:30,2006-01-23,0.0,0.0000,
HIST_BOND_S_647,2006-01-18,CA135087RW62,2010-10-01,8.750,10:30,2006-01-23,-2.9,0.0000,2.413
HIST_BOND_S_646,2006-01-18,CA135087RY29,2011-03-01,9.000,10:30,2006-01-23,-1.9,0.0000,4.100
HIST_BOND_S_644,2006-01-18,CA135087XB51,2011-06-01,6.000,10:30,2006-01-23,-1.7,0.0000,25.000
HIST_BOND_S_645,2006-01-18,CA135087SH86,2011-06-01,8.500,10:30,2006-01-23,0.0,0.0000,
HIST_BOND_S_643,2006-01-18,CA135087XH22,2012-06-01,5.250,10:30,2006-01-23,0.0,0.0000,
HIST_BOND_S_642,2006-01-18,CA135087XM17,2013-06-01,5.250,10:30,2006-01-23,2.7,0.0000,196.150
HIST_BOND_S_52,2006-03-08,CA135087YB43,2016-06-01,4.000,10:30,,,,
HIST_BOND_S_663,2006-03-08,CA135087XH22,2012-06-01,5.250,10:30,2006-03-13,0.0,0.6920,
HIST_BOND_S_662,2006-03-08,CA135087XM17,2013-06-01,5.250,10:30,2006-03-13,-5.0,0.6920,9.196
HIST_BOND_S_661,2006-03-08,CA135087TH77,2014-03-15,10.250,10:30,2006-03-13,-6.5,0.6920,45.000
HIST_BOND_S_660,2006-03-08,CA135087TZ75,2021-03-15,10.500,10:30,2006-03-13,4.5,0.6920,19.567
HIST_BOND_S_659,2006-03-08,CA135087UE28,2021-06-01,9.750,10:30,2006-03-13,4.5,0.6920,5.025
HIST_BOND_S_658,2006-03-08,CA135087UM44,2022-06-01,9.250,10:30,2006-03-13,0.0,0.6920,
HIST_BOND_S_657,2006-03-08,CA135087UT96,2023-06-01,8.000,10:30,2006-03-13,0.0,0.6920,
HIST_BOND_S_656,2006-03-08,CA135087VH40,2025-06-01,9.000,10:30,2006-03-13,6.4,0.6920,134.527
HIST_BOND_S_655,2006-03-08,CA135087VW17,2027-06-01,8.000,10:30,2006-03-13,0.0,0.6920,
HIST_BOND_S_654,2006-03-08,CA135087WL43,2029-06-01,5.750,10:30,2006-03-13,0.0,0.6920,
HIST_BOND_S_53,2006-03-15,CA135087YD09,2008-06-01,3.750,10:30,,,,
HIST_BOND_S_678,2006-03-15,CA135087PW80,2007-10-01,13.000,10:30,2006-03-17,-5.4,0.7735,50.000
HIST_BOND_S_677,2006-03-15,CA135087QB35,2008-03-01,12.750,10:30,2006-03-17,0.0,0.7735,
HIST_BOND_S_676,2006-03-15,CA135087XN99,2008-09-01,4.250,10:30,2006-03-17,0.0,0.7735,
HIST_BOND_S_675,2006-03-15,CA135087QL17,2008-10-01,11.750,10:30,2006-03-17,0.0,0.7735,
HIST_BOND_S_674,2006-03-15,CA135087QQ04,2009-03-01,11.500,10:30,2006-03-17,0.0,0.7735,
HIST_BOND_S_672,2006-03-15,CA135087WR13,2009-06-01,5.500,10:30,2006-03-17,0.0,0.7735,
HIST_BOND_S_673,2006-03-15,CA135087RD81,2009-06-01,11.000,10:30,2006-03-17,0.0,0.7735,
HIST_BOND_S_671,2006-03-15,CA135087QV98,2009-10-01,10.750,10:30,2006-03-17,0.0,0.7735,
HIST_BOND_S_670,2006-03-15,CA135087RQ94,2010-03-01,9.750,10:30,2006-03-17,0.0,0.7735,
HIST_BOND_S_668,2006-03-15,CA135087WX80,2010-06-01,5.500,10:30,2006-03-17,12.4,0.7735,265.727
HIST_BOND_S_669,2006-03-15,CA135087RS50,2010-06-01,9.500,10:30,2006-03-17,0.0,0.7735,
HIST_BOND_S_667,2006-03-15,CA135087RW62,2010-10-01,8.750,10:30,2006-03-17,0.0,0.7735,
HIST_BOND_S_666,2006-03-15,CA135087RY29,2011-03-01,9.000,10:30,2006-03-17,0.0,0.7735,
HIST_BOND_S_664,2006-03-15,CA135087XB51,2011-06-01,6.000,10:30,2006-03-17,16.0,0.7735,25.000
HIST_BOND_S_665,2006-03-15,CA135087SH86,2011-06-01,8.500,10:30,2006-03-17,0.0,0.7735,
HIST_BOND_S_54,2006-04-26,CA135087XW98,2037-06-01,5.000,10:30,,,,
HIST_BOND_S_685,2006-04-26,CA135087TZ75,2021-03-15,10.500,10:30,2006-05-01,5.9,0.8521,8.000
HIST_BOND_S_684,2006-04-26,CA135087UE28,2021-06-01,9.750,10:30,2006-05-01,5.9,0.8521,51.600
HIST_BOND_S_683,2006-04-26,CA135087UM44,2022-06-01,9.250,10:30,2006-05-01,0.0,0.8521,
HIST_BOND_S_682,2006-04-26,CA135087UT96,2023-06-01,8.000,10:30,2006-05-01,0.0,0.8521,
HIST_BOND_S_681,2006-04-26,CA135087VH40,2025-06-01,9.000,10:30,2006-05-01,8.2,0.8521,190.635
HIST_BOND_S_680,2006-04-26,CA135087VW17,2027-06-01,8.000,10:30,2006-05-01,8.5,0.8521,10.000
HIST_BOND_S_679,2006-04-26,CA135087WL43,2029-06-01,5.750,10:30,2006-05-01,6.9,0.8521,60.000
HIST_BOND_S_55,2006-06-07,CA135087YB43,2016-06-01,4.000,10:30,,,,
HIST_BOND_S_695,2006-06-07,CA135087XH22,2012-06-01,5.250,10:30,2006-06-12,-10.2,0.6827,390.000
HIST_BOND_S_694,2006-06-07,CA135087XM17,2013-06-01,5.250,10:30,2006-06-12,0.0,0.6827,
HIST_BOND_S_693,2006-06-07,CA135087TH77,2014-03-15,10.250,10:30,2006-06-12,0.0,0.6827,
HIST_BOND_S_692,2006-06-07,CA135087TZ75,2021-03-15,10.500,10:30,2006-06-12,0.0,0.6827,
HIST_BOND_S_691,2006-06-07,CA135087UE28,2021-06-01,9.750,10:30,2006-06-12,0.0,0.6827,
HIST_BOND_S_690,2006-06-07,CA135087UM44,2022-06-01,9.250,10:30,2006-06-12,0.0,0.6827,
HIST_BOND_S_689,2006-06-07,CA135087UT96,2023-06-01,8.000,10:30,2006-06-12,6.1,0.6827,51.357
HIST_BOND_S_688,2006-06-07,CA135087VH40,2025-06-01,9.000,10:30,2006-06-12,6.7,0.6827,16.000
HIST_BOND_S_687,2006-06-07,CA135087VW17,2027-06-01,8.000,10:30,2006-06-12,0.0,0.6827,
HIST_BOND_S_686,2006-06-07,CA135087WL43,2029-06-01,5.750,10:30,2006-06-12,0.0,0.6827,
HIST_BOND_S_56,2006-06-21,CA135087YC26,2011-09-01,3.750,10:30,,,,
HIST_BOND_S_705,2006-06-21,CA135087QV98,2009-10-01,10.750,10:30,2006-06-27,-6.0,0.7473,10.461
HIST_BOND_S_704,2006-06-21,CA135087RQ94,2010-03-01,9.750,10:30,2006-06-27,0.0,0.7473,
HIST_BOND_S_702,2006-06-21,CA135087WX80,2010-06-01,5.500,10:30,2006-06-27,-3.5,0.7473,220.082
HIST_BOND_S_703,2006-06-21,CA135087RS50,2010-06-01,9.500,10:30,2006-06-27,0.0,0.7473,
HIST_BOND_S_701,2006-06-21,CA135087RW62,2010-10-01,8.750,10:30,2006-06-27,0.0,0.7473,
HIST_BOND_S_700,2006-06-21,CA135087RY29,2011-03-01,9.000,10:30,2006-06-27,0.0,0.7473,
HIST_BOND_S_698,2006-06-21,CA135087XB51,2011-06-01,6.000,10:30,2006-06-27,-1.3,0.7473,290.872
HIST_BOND_S_699,2006-06-21,CA135087SH86,2011-06-01,8.500,10:30,2006-06-27,0.0,0.7473,
HIST_BOND_S_697,2006-06-21,CA135087XH22,2012-06-01,5.250,10:30,2006-06-27,0.5,0.7473,15.462
HIST_BOND_S_696,2006-06-21,CA135087XM17,2013-06-01,5.250,10:30,2006-06-27,0.0,0.7473,
HIST_BOND_S_57,2006-07-06,CA135087YE81,2008-12-01,4.250,10:30,,,,
HIST_BOND_S_717,2006-07-06,CA135087QB35,2008-03-01,12.750,10:30,2006-07-10,0.0,0.7627,
HIST_BOND_S_716,2006-07-06,CA135087XN99,2008-09-01,4.250,10:30,2006-07-10,-0.9,0.7627,532.671
HIST_BOND_S_715,2006-07-06,CA135087QL17,2008-10-01,11.750,10:30,2006-07-10,0.0,0.7627,
HIST_BOND_S_714,2006-07-06,CA135087QQ04,2009-03-01,11.500,10:30,2006-07-10,0.0,0.7627,
HIST_BOND_S_713,2006-07-06,CA135087QV98,2009-10-01,10.750,10:30,2006-07-10,0.0,0.7627,13.428
HIST_BOND_S_712,2006-07-06,CA135087RQ94,2010-03-01,9.750,10:30,2006-07-10,0.0,0.7627,
HIST_BOND_S_710,2006-07-06,CA135087WX80,2010-06-01,5.500,10:30,2006-07-10,0.0,0.7627,
HIST_BOND_S_711,2006-07-06,CA135087RS50,2010-06-01,9.500,10:30,2006-07-10,0.0,0.7627,
HIST_BOND_S_709,2006-07-06,CA135087RW62,2010-10-01,8.750,10:30,2006-07-10,0.0,0.7627,
HIST_BOND_S_708,2006-07-06,CA135087RY29,2011-03-01,9.000,10:30,2006-07-10,0.0,0.7627,
HIST_BOND_S_706,2006-07-06,CA135087XB51,2011-06-01,6.000,10:30,2006-07-10,0.0,0.7627,
HIST_BOND_S_707,2006-07-06,CA135087SH86,2011-06-01,8.500,10:30,2006-07-10,0.0,0.7627,
HIST_BOND_S_58,2006-07-26,CA135087YC26,2011-09-01,3.750,10:30,,,,
HIST_BOND_S_727,2006-07-26,CA135087QV98,2009-10-01,10.750,10:30,2006-07-31,0.0,0.0000,
HIST_BOND_S_726,2006-07-26,CA135087RQ94,2010-03-01,9.750,10:30,2006-07-31,0.0,0.0000,
HIST_BOND_S_724,2006-07-26,CA135087WX80,2010-06-01,5.500,10:30,2006-07-31,-4.6,0.0000,338.811
HIST_BOND_S_725,2006-07-26,CA135087RS50,2010-06-01,9.500,10:30,2006-07-31,0.0,0.0000,
HIST_BOND_S_723,2006-07-26,CA135087RW62,2010-10-01,8.750,10:30,2006-07-31,0.0,0.0000,
HIST_BOND_S_722,2006-07-26,CA135087RY29,2011-03-01,9.000,10:30,2006-07-31,-1.5,0.0000,6.000
HIST_BOND_S_720,2006-07-26,CA135087XB51,2011-06-01,6.000,10:30,2006-07-31,-0.6,0.0000,218.040
HIST_BOND_S_721,2006-07-26,CA135087SH86,2011-06-01,8.500,10:30,2006-07-31,0.0,0.0000,
HIST_BOND_S_719,2006-07-26,CA135087XH22,2012-06-01,5.250,10:30,2006-07-31,0.0,0.0000,
HIST_BOND_S_718,2006-07-26,CA135087XM17,2013-06-01,5.250,10:30,2006-07-31,0.0,0.0000,
HIST_BOND_S_59,2006-09-14,CA135087YB43,2016-06-01,4.000,10:30,,,,
HIST_BOND_S_738,2006-09-14,CA135087XH22,2012-06-01,5.250,10:30,2006-09-19,-6.6,0.6622,21.000
HIST_BOND_S_737,2006-09-14,CA135087XM17,2013-06-01,5.250,10:30,2006-09-19,-6.5,0.6622,385.000
HIST_BOND_S_736,2006-09-14,CA135087TH77,2014-03-15,10.250,10:30,2006-09-19,-6.2,0.6622,47.701
HIST_BOND_S_735,2006-09-14,CA135087XS86,2014-06-01,5.000,10:30,2006-09-19,-4.0,0.6622,50.000
HIST_BOND_S_734,2006-09-14,CA135087TZ75,2021-03-15,10.500,10:30,2006-09-19,0.0,0.6622,
HIST_BOND_S_733,2006-09-14,CA135087UE28,2021-06-01,9.750,10:30,2006-09-19,0.0,0.6622,
HIST_BOND_S_732,2006-09-14,CA135087UM44,2022-06-01,9.250,10:30,2006-09-19,0.0,0.6622,
HIST_BOND_S_731,2006-09-14,CA135087UT96,2023-06-01,8.000,10:30,2006-09-19,0.0,0.6622,
HIST_BOND_S_730,2006-09-14,CA135087VH40,2025-06-01,9.000,10:30,2006-09-19,0.0,0.6622,
HIST_BOND_S_729,2006-09-14,CA135087VW17,2027-06-01,8.000,10:30,2006-09-19,0.0,0.6622,
HIST_BOND_S_728,2006-09-14,CA135087WL43,2029-06-01,5.750,10:30,2006-09-19,0.0,0.6622,
HIST_BOND_S_60,2006-10-26,CA135087XW98,2037-06-01,5.000,10:30,,,,
HIST_BOND_S_745,2006-10-26,CA135087TZ75,2021-03-15,10.500,10:30,2006-10-31,0.0,0.7990,
HIST_BOND_S_744,2006-10-26,CA135087UE28,2021-06-01,9.750,10:30,2006-10-31,4.4,0.7990,1.000
HIST_BOND_S_743,2006-10-26,CA135087UM44,2022-06-01,9.250,10:30,2006-10-31,5.4,0.7990,1.000
HIST_BOND_S_742,2006-10-26,CA135087UT96,2023-06-01,8.000,10:30,2006-10-31,0.0,0.7990,
HIST_BOND_S_741,2006-10-26,CA135087VH40,2025-06-01,9.000,10:30,2006-10-31,7.6,0.7990,225.570
HIST_BOND_S_740,2006-10-26,CA135087VW17,2027-06-01,8.000,10:30,2006-10-31,7.8,0.7990,55.000
HIST_BOND_S_739,2006-10-26,CA135087WL43,2029-06-01,5.750,10:30,2006-10-31,6.8,0.7990,40.000
HIST_BOND_S_61,2006-11-22,CA135087YF56,2017-06-01,4.000,10:30,,,,
HIST_BOND_S_755,2006-11-22,CA135087XM17,2013-06-01,5.250,10:30,2006-11-27,0.0,0.6997,
HIST_BOND_S_754,2006-11-22,CA135087TH77,2014-03-15,10.250,10:30,2006-11-27,-7.8,0.6997,12.468
HIST_BOND_S_753,2006-11-22,CA135087XS86,2014-06-01,5.000,10:30,2006-11-27,-5.7,0.6997,175.000
HIST_BOND_S_752,2006-11-22,CA135087TZ75,2021-03-15,10.500,10:30,2006-11-27,4.9,0.6997,18.000
HIST_BOND_S_751,2006-11-22,CA135087UE28,2021-06-01,9.750,10:30,2006-11-27,5.5,0.6997,7.200
HIST_BOND_S_750,2006-11-22,CA135087UM44,2022-06-01,9.250,10:30,2006-11-27,6.6,0.6997,27.000
