date,cb_score,cb_label,fi_score,fi_label,reserves,reserves_level,net_liq_wow,govt_account,fiscal_7d,fiscal_z,stress_bps,stress_level,fwd_5,fwd_10,fwd_20
2007-01-03,-1.33,DRAIN,0.0,NEUTRAL,20324.0,CRISIS,-0.9726,,6702.0,0.9669,7.8,STRESS,0.1648,-1.4042,-1.318
2007-01-10,-2.0,DRAIN,0.0,NEUTRAL,19589.0,CRISIS,-3.2214,,6702.0,0.9669,-1.75,SAFE,-1.5689,-1.498,-0.8616
2007-01-17,-2.0,DRAIN,0.0,NEUTRAL,18437.0,CRISIS,-6.4136,,6702.0,0.9669,5.71,STRESS,0.071,0.0861,0.9168
2007-01-24,-1.33,DRAIN,0.0,NEUTRAL,18219.0,CRISIS,-1.2579,,6702.0,0.9669,5.08,STRESS,0.0152,0.6363,0.9329
2007-01-31,-1.33,DRAIN,0.0,NEUTRAL,17255.0,CRISIS,-0.2416,,-3981.0,-2.4418,7.37,STRESS,0.6211,0.8307,0.657
2007-02-07,-1.33,DRAIN,0.0,NEUTRAL,17343.0,CRISIS,0.7266,,-3981.0,-2.4418,-2.33,SAFE,0.2095,0.2966,1.4505
2007-02-14,-1.33,DRAIN,0.0,NEUTRAL,17955.0,CRISIS,-1.4645,,-3981.0,-2.4418,7.32,STRESS,0.0871,-0.1737,0.91
2007-02-21,-1.33,DRAIN,0.0,NEUTRAL,17716.0,CRISIS,0.0665,,-3981.0,-2.4418,7.48,STRESS,-0.2608,1.1539,-0.7551
2007-02-28,-1.33,DRAIN,-1.0,DRAIN,17669.0,CRISIS,0.4212,,-934.0,-0.5814,6.78,STRESS,1.4147,1.0837,-0.2756
2007-03-07,-1.33,DRAIN,-1.0,DRAIN,16129.0,CRISIS,0.883,,-934.0,-0.5814,-2.31,SAFE,-0.331,-1.909,-2.1375
2007-03-14,-1.33,DRAIN,-1.0,DRAIN,17854.0,CRISIS,0.2626,,-934.0,-0.5814,7.72,STRESS,-1.578,-1.3593,-2.7304
2007-03-21,-1.33,DRAIN,-1.0,DRAIN,18310.0,CRISIS,0.9603,,-934.0,-0.5814,5.46,STRESS,0.2187,-0.2285,-1.6635
2007-03-28,-1.33,DRAIN,-1.0,DRAIN,18454.0,CRISIS,0.735,,-934.0,-0.5814,4.69,STRESS,-0.4472,-1.3711,-1.8523
2007-04-04,-1.33,DRAIN,0.0,NEUTRAL,18172.0,CRISIS,0.515,,5628.0,1.2813,0.46,WATCH,-0.9239,-1.4351,-0.9289
2007-04-11,-0.67,DRAIN,0.0,NEUTRAL,17767.0,CRISIS,2.0068,,5628.0,1.2813,6.82,STRESS,-1.1703,-0.6346,-0.1614
2007-04-18,-1.33,DRAIN,0.0,NEUTRAL,19011.0,CRISIS,0.1884,,5628.0,1.2813,3.33,STRESS,0.5357,0.7366,1.4233
2007-04-25,-2.0,DRAIN,0.0,NEUTRAL,17642.0,CRISIS,-3.6348,,5628.0,1.2813,2.86,WATCH,0.201,0.4732,0.3571
2007-05-02,-1.33,DRAIN,0.0,NEUTRAL,17276.0,CRISIS,-0.1517,,6175.0,-0.4183,3.01,STRESS,0.2722,0.6866,-0.1657
2007-05-09,-0.67,DRAIN,0.0,NEUTRAL,17940.0,CRISIS,1.1724,,6175.0,-0.4183,0.61,WATCH,0.3841,-0.1361,0.7746
2007-05-16,-1.33,DRAIN,-1.0,DRAIN,18475.0,CRISIS,0.8369,,6175.0,-0.4183,4.45,STRESS,-0.5202,-0.1922,-0.0862
2007-05-23,-2.0,DRAIN,-1.0,DRAIN,16229.0,CRISIS,-3.7433,,6175.0,-0.4183,7.73,STRESS,0.3281,0.9108,-0.5174
2007-05-30,-0.67,DRAIN,-1.0,DRAIN,17797.0,CRISIS,4.7512,,6175.0,-0.4183,6.69,STRESS,-0.1211,0.4459,-1.2259
2007-06-06,-1.33,DRAIN,0.0,NEUTRAL,18145.0,CRISIS,-1.3297,,9066.0,0.5111,4.94,WATCH,0.567,-0.5991,-1.4936
2007-06-13,-1.33,DRAIN,0.0,NEUTRAL,17636.0,CRISIS,0.4278,,9066.0,0.5111,6.1,STRESS,-1.1662,-1.6717,-2.9765
2007-06-20,-0.67,DRAIN,0.0,NEUTRAL,18623.0,CRISIS,1.278,,9066.0,0.5111,4.38,STRESS,-0.5056,-0.8944,-2.84
2007-06-27,-2.0,DRAIN,0.0,NEUTRAL,17355.0,CRISIS,-2.2713,,9066.0,0.5111,0.68,WATCH,-0.3889,-1.3048,-2.1636
2007-07-04,-2.0,DRAIN,0.0,NEUTRAL,36558.0,CRISIS,-10.2862,,5017.0,0.6085,11.4,CRISIS,-0.9159,-1.9456,-1.0981
2007-07-11,-0.67,DRAIN,0.0,NEUTRAL,17571.0,CRISIS,12.2811,,5017.0,0.6085,5.57,STRESS,-1.0297,-0.8589,-0.0493
2007-07-18,-0.67,DRAIN,0.0,NEUTRAL,17769.0,CRISIS,1.3459,,5017.0,0.6085,4.68,STRESS,0.1708,0.8475,3.3886
