KEY,FREQ,REF_AREA,BS_REP_SECTOR,BS_ITEM,COUNT_AREA,CURRENCY_TRANS,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK,OBS_COM,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DISS_ORG,PUBL_ECB,PUBL_MU,PUBL_PUBLIC,AGG_EQUN,COMPILATION,COVERAGE,DECIMALS,SOURCE_AGENCY,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
ILM.W.U2.C.A050100.U2.EUR,W,U2,C,A050100,U2,EUR,2026-W21,13810,A,F,,,P7D,,E,,,,,,,,,0,,Main refinancing operation - Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - Main refinancing operation, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.W.U2.C.A050100.U2.EUR,W,U2,C,A050100,U2,EUR,2026-W22,14936,A,F,,,P7D,,E,,,,,,,,,0,,Main refinancing operation - Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - Main refinancing operation, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.W.U2.C.A050100.U2.EUR,W,U2,C,A050100,U2,EUR,2026-W23,11823,A,F,,,P7D,,E,,,,,,,,,0,,Main refinancing operation - Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - Main refinancing operation, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.W.U2.C.A050100.U2.EUR,W,U2,C,A050100,U2,EUR,2026-W24,12910,A,F,,,P7D,,E,,,,,,,,,0,,Main refinancing operation - Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - Main refinancing operation, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.W.U2.C.A050100.U2.EUR,W,U2,C,A050100,U2,EUR,2026-W25,15727,A,F,,,P7D,,E,,,,,,,,,0,,Main refinancing operation - Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - Main refinancing operation, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.W.U2.C.A050100.U2.EUR,W,U2,C,A050100,U2,EUR,2026-W26,18183,A,F,,,P7D,,E,,,,,,,,,0,,Main refinancing operation - Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - Main refinancing operation, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.W.U2.C.A050100.U2.EUR,W,U2,C,A050100,U2,EUR,2026-W27,11825,A,F,,,P7D,,E,,,,,,,,,0,,Main refinancing operation - Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - Main refinancing operation, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.W.U2.C.A050100.U2.EUR,W,U2,C,A050100,U2,EUR,2026-W28,12499,A,F,,,P7D,,E,,,,,,,,,0,,Main refinancing operation - Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - Main refinancing operation, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.W.U2.C.A050100.U2.EUR,W,U2,C,A050100,U2,EUR,2026-W29,12655,A,F,,,P7D,,E,,,,,,,,,0,,Main refinancing operation - Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - Main refinancing operation, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.W.U2.C.A050100.U2.EUR,W,U2,C,A050100,U2,EUR,2026-W30,17355,A,F,,,P7D,,E,,,,,,,,,0,,Main refinancing operation - Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - Main refinancing operation, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.W.U2.C.A050100.U2.EUR,W,U2,C,A050100,U2,EUR,2026-W31,21939,A,F,,,P7D,,E,,,,,,,,,0,,Main refinancing operation - Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - Main refinancing operation, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.W.U2.C.A050100.U2.EUR,W,U2,C,A050100,U2,EUR,2026-W32,15862,A,F,,,P7D,,E,,,,,,,,,0,,Main refinancing operation - Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - Main refinancing operation, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.W.U2.C.A050100.U2.EUR,W,U2,C,A050100,U2,EUR,2026-W33,16494,A,F,,,P7D,,E,,,,,,,,,0,,Main refinancing operation - Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - Main refinancing operation, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.W.U2.C.A050100.U2.EUR,W,U2,C,A050100,U2,EUR,2026-W34,16709,A,F,,,P7D,,E,,,,,,,,,0,,Main refinancing operation - Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - Main refinancing operation, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.W.U2.C.A050100.U2.EUR,W,U2,C,A050100,U2,EUR,2026-W35,18005,A,F,,,P7D,,E,,,,,,,,,0,,Main refinancing operation - Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - Main refinancing operation, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.W.U2.C.A050100.U2.EUR,W,U2,C,A050100,U2,EUR,2026-W36,13866,A,F,,,P7D,,E,,,,,,,,,0,,Main refinancing operation - Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - Main refinancing operation, Euro - Euro area (changing composition) counterpart",EUR,6
