KEY,FREQ,REF_AREA,BS_REP_SECTOR,BS_ITEM,COUNT_AREA,CURRENCY_TRANS,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK,OBS_COM,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DISS_ORG,PUBL_ECB,PUBL_MU,PUBL_PUBLIC,AGG_EQUN,COMPILATION,COVERAGE,DECIMALS,SOURCE_AGENCY,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
ILM.W.U2.C.L050100.U2.EUR,W,U2,C,L050100,U2,EUR,2026-W21,93656,A,F,,,P7D,,E,,,,,,,,,0,,Central government deposits with the Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - General government liabilities denominated in euro, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.W.U2.C.L050100.U2.EUR,W,U2,C,L050100,U2,EUR,2026-W22,102611,A,F,,,P7D,,E,,,,,,,,,0,,Central government deposits with the Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - General government liabilities denominated in euro, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.W.U2.C.L050100.U2.EUR,W,U2,C,L050100,U2,EUR,2026-W23,91119,A,F,,,P7D,,E,,,,,,,,,0,,Central government deposits with the Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - General government liabilities denominated in euro, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.W.U2.C.L050100.U2.EUR,W,U2,C,L050100,U2,EUR,2026-W24,94614,A,F,,,P7D,,E,,,,,,,,,0,,Central government deposits with the Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - General government liabilities denominated in euro, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.W.U2.C.L050100.U2.EUR,W,U2,C,L050100,U2,EUR,2026-W25,88562,A,F,,,P7D,,E,,,,,,,,,0,,Central government deposits with the Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - General government liabilities denominated in euro, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.W.U2.C.L050100.U2.EUR,W,U2,C,L050100,U2,EUR,2026-W26,93787,A,F,,,P7D,,E,,,,,,,,,0,,Central government deposits with the Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - General government liabilities denominated in euro, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.W.U2.C.L050100.U2.EUR,W,U2,C,L050100,U2,EUR,2026-W27,90266,A,F,,,P7D,,E,,,,,,,,,0,,Central government deposits with the Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - General government liabilities denominated in euro, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.W.U2.C.L050100.U2.EUR,W,U2,C,L050100,U2,EUR,2026-W28,90080,A,F,,,P7D,,E,,,,,,,,,0,,Central government deposits with the Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - General government liabilities denominated in euro, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.W.U2.C.L050100.U2.EUR,W,U2,C,L050100,U2,EUR,2026-W29,103055,A,F,,,P7D,,E,,,,,,,,,0,,Central government deposits with the Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - General government liabilities denominated in euro, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.W.U2.C.L050100.U2.EUR,W,U2,C,L050100,U2,EUR,2026-W30,95687,A,F,,,P7D,,E,,,,,,,,,0,,Central government deposits with the Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - General government liabilities denominated in euro, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.W.U2.C.L050100.U2.EUR,W,U2,C,L050100,U2,EUR,2026-W31,98537,A,F,,,P7D,,E,,,,,,,,,0,,Central government deposits with the Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - General government liabilities denominated in euro, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.W.U2.C.L050100.U2.EUR,W,U2,C,L050100,U2,EUR,2026-W32,91230,A,F,,,P7D,,E,,,,,,,,,0,,Central government deposits with the Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - General government liabilities denominated in euro, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.W.U2.C.L050100.U2.EUR,W,U2,C,L050100,U2,EUR,2026-W33,92729,A,F,,,P7D,,E,,,,,,,,,0,,Central government deposits with the Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - General government liabilities denominated in euro, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.W.U2.C.L050100.U2.EUR,W,U2,C,L050100,U2,EUR,2026-W34,86605,A,F,,,P7D,,E,,,,,,,,,0,,Central government deposits with the Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - General government liabilities denominated in euro, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.W.U2.C.L050100.U2.EUR,W,U2,C,L050100,U2,EUR,2026-W35,91497,A,F,,,P7D,,E,,,,,,,,,0,,Central government deposits with the Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - General government liabilities denominated in euro, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.W.U2.C.L050100.U2.EUR,W,U2,C,L050100,U2,EUR,2026-W36,89275,A,F,,,P7D,,E,,,,,,,,,0,,Central government deposits with the Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - General government liabilities denominated in euro, Euro - Euro area (changing composition) counterpart",EUR,6
