KEY,FREQ,REF_AREA,BS_REP_SECTOR,BS_ITEM,COUNT_AREA,CURRENCY_TRANS,TIME_PER_COLLECT,TIME_PERIOD,OBS_VALUE,OBS_STATUS,CONF_STATUS,PRE_BREAK_VALUE,COMMENT_OBS,TIME_FORMAT,BREAKS,COLLECTION,COMMENT_TS,COMPILING_ORG,COVERAGE,DATA_COMP,DECIMALS,DISS_ORG,PUBL_ECB,PUBL_MU,PUBL_PUBLIC,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
TGB.M.FR.N.A094T.U2.EUR.E,M,FR,N,A094T,U2,EUR,E,2014-10,-15034.94,E,F,,,P1M,,E,Monthly TARGET balances for France,,,,2,,,,,TARGET balances (end of month position),,EUR,6
TGB.M.FR.N.A094T.U2.EUR.E,M,FR,N,A094T,U2,EUR,E,2014-11,-20398.17,E,F,,,P1M,,E,Monthly TARGET balances for France,,,,2,,,,,TARGET balances (end of month position),,EUR,6
TGB.M.FR.N.A094T.U2.EUR.E,M,FR,N,A094T,U2,EUR,E,2014-12,-17008.66,E,F,,,P1M,,E,Monthly TARGET balances for France,,,,2,,,,,TARGET balances (end of month position),,EUR,6
TGB.M.FR.N.A094T.U2.EUR.E,M,FR,N,A094T,U2,EUR,E,2015-01,-53584.08,E,F,,,P1M,,E,Monthly TARGET balances for France,,,,2,,,,,TARGET balances (end of month position),,EUR,6
TGB.M.FR.N.A094T.U2.EUR.E,M,FR,N,A094T,U2,EUR,E,2015-02,-55131.02,E,F,,,P1M,,E,Monthly TARGET balances for France,,,,2,,,,,TARGET balances (end of month position),,EUR,6
TGB.M.FR.N.A094T.U2.EUR.E,M,FR,N,A094T,U2,EUR,E,2015-03,-16365.2,E,F,,,P1M,,E,Monthly TARGET balances for France,,,,2,,,,,TARGET balances (end of month position),,EUR,6
TGB.M.FR.N.A094T.U2.EUR.E,M,FR,N,A094T,U2,EUR,E,2015-04,-58764.17,E,F,,,P1M,,E,Monthly TARGET balances for France,,,,2,,,,,TARGET balances (end of month position),,EUR,6
TGB.M.FR.N.A094T.U2.EUR.E,M,FR,N,A094T,U2,EUR,E,2015-05,-72757.66,E,F,,,P1M,,E,Monthly TARGET balances for France,,,,2,,,,,TARGET balances (end of month position),,EUR,6
TGB.M.FR.N.A094T.U2.EUR.E,M,FR,N,A094T,U2,EUR,E,2015-06,-26205.88,E,F,,,P1M,,E,Monthly TARGET balances for France,,,,2,,,,,TARGET balances (end of month position),,EUR,6
TGB.M.FR.N.A094T.U2.EUR.E,M,FR,N,A094T,U2,EUR,E,2015-07,-47986.4,E,F,,,P1M,,E,Monthly TARGET balances for France,,,,2,,,,,TARGET balances (end of month position),,EUR,6
TGB.M.FR.N.A094T.U2.EUR.E,M,FR,N,A094T,U2,EUR,E,2015-08,-57261.55,E,F,,,P1M,,E,Monthly TARGET balances for France,,,,2,,,,,TARGET balances (end of month position),,EUR,6
TGB.M.FR.N.A094T.U2.EUR.E,M,FR,N,A094T,U2,EUR,E,2015-09,-35235.52,E,F,,,P1M,,E,Monthly TARGET balances for France,,,,2,,,,,TARGET balances (end of month position),,EUR,6
TGB.M.FR.N.A094T.U2.EUR.E,M,FR,N,A094T,U2,EUR,E,2015-10,-64101.63,E,F,,,P1M,,E,Monthly TARGET balances for France,,,,2,,,,,TARGET balances (end of month position),,EUR,6
TGB.M.FR.N.A094T.U2.EUR.E,M,FR,N,A094T,U2,EUR,E,2015-11,-73457.24,E,F,,,P1M,,E,Monthly TARGET balances for France,,,,2,,,,,TARGET balances (end of month position),,EUR,6
TGB.M.FR.N.A094T.U2.EUR.E,M,FR,N,A094T,U2,EUR,E,2015-12,-29241.5,E,F,,,P1M,,E,Monthly TARGET balances for France,,,,2,,,,,TARGET balances (end of month position),,EUR,6
TGB.M.FR.N.A094T.U2.EUR.E,M,FR,N,A094T,U2,EUR,E,2016-01,-42048.5,E,F,,,P1M,,E,Monthly TARGET balances for France,,,,2,,,,,TARGET balances (end of month position),,EUR,6
TGB.M.FR.N.A094T.U2.EUR.E,M,FR,N,A094T,U2,EUR,E,2016-02,-68080.97,E,F,,,P1M,,E,Monthly TARGET balances for France,,,,2,,,,,TARGET balances (end of month position),,EUR,6
TGB.M.FR.N.A094T.U2.EUR.E,M,FR,N,A094T,U2,EUR,E,2016-03,-24619.95,E,F,,,P1M,,E,Monthly TARGET balances for France,,,,2,,,,,TARGET balances (end of month position),,EUR,6
TGB.M.FR.N.A094T.U2.EUR.E,M,FR,N,A094T,U2,EUR,E,2016-04,-68523.89,E,F,,,P1M,,E,Monthly TARGET balances for France,,,,2,,,,,TARGET balances (end of month position),,EUR,6
TGB.M.FR.N.A094T.U2.EUR.E,M,FR,N,A094T,U2,EUR,E,2016-05,-44690.26,E,F,,,P1M,,E,Monthly TARGET balances for France,,,,2,,,,,TARGET balances (end of month position),,EUR,6
TGB.M.FR.N.A094T.U2.EUR.E,M,FR,N,A094T,U2,EUR,E,2016-06,-16901.44,E,F,,,P1M,,E,Monthly TARGET balances for France,,,,2,,,,,TARGET balances (end of month position),,EUR,6
TGB.M.FR.N.A094T.U2.EUR.E,M,FR,N,A094T,U2,EUR,E,2016-07,-33487.64,E,F,,,P1M,,E,Monthly TARGET balances for France,,,,2,,,,,TARGET balances (end of month position),,EUR,6
TGB.M.FR.N.A094T.U2.EUR.E,M,FR,N,A094T,U2,EUR,E,2016-08,-10578.22,E,F,,,P1M,,E,Monthly TARGET balances for France,,,,2,,,,,TARGET balances (end of month position),,EUR,6
