KEY,FREQ,REF_AREA,ADJUSTMENT,BS_REP_SECTOR,BS_ITEM,MATURITY_ORIG,DATA_TYPE,COUNT_AREA,BS_COUNT_SECTOR,CURRENCY_TRANS,BS_SUFFIX,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK,OBS_COM,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DISS_ORG,DOM_SER_IDS,PUBL_ECB,PUBL_MU,PUBL_PUBLIC,UNIT_INDEX_BASE,COMPILATION,DECIMALS,NAT_TITLE,SOURCE_AGENCY,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
BSI.M.U2.Y.U.A20T.A.1.U2.2240.Z01.E,M,U2,Y,U,A20T,A,1,U2,2240,Z01,E,2014-10,4376133,A,F,,,P1M,,E,,,,,,,,,2,,,"Adjusted loans to euro area NFCs granted by MFIs, Stocks","Euro area (changing composition), Outstanding amounts at the end of the period (stocks), Monetary Financial Institutions (MFIs) reporting sector - Adjusted loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Non-Financial corporations (S.11) sector, denominated in Euro, data Working day and seasonally adjusted",EUR,6
BSI.M.U2.Y.U.A20T.A.1.U2.2240.Z01.E,M,U2,Y,U,A20T,A,1,U2,2240,Z01,E,2014-11,4369259,A,F,,,P1M,,E,,,,,,,,,2,,,"Adjusted loans to euro area NFCs granted by MFIs, Stocks","Euro area (changing composition), Outstanding amounts at the end of the period (stocks), Monetary Financial Institutions (MFIs) reporting sector - Adjusted loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Non-Financial corporations (S.11) sector, denominated in Euro, data Working day and seasonally adjusted",EUR,6
BSI.M.U2.Y.U.A20T.A.1.U2.2240.Z01.E,M,U2,Y,U,A20T,A,1,U2,2240,Z01,E,2014-12,4263442,A,F,,,P1M,,E,,,,,,,,,2,,,"Adjusted loans to euro area NFCs granted by MFIs, Stocks","Euro area (changing composition), Outstanding amounts at the end of the period (stocks), Monetary Financial Institutions (MFIs) reporting sector - Adjusted loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Non-Financial corporations (S.11) sector, denominated in Euro, data Working day and seasonally adjusted",EUR,6
BSI.M.U2.Y.U.A20T.A.1.U2.2240.Z01.E,M,U2,Y,U,A20T,A,1,U2,2240,Z01,E,2015-01,4270237,A,F,,,P1M,,E,,,,,,,,,2,,,"Adjusted loans to euro area NFCs granted by MFIs, Stocks","Euro area (changing composition), Outstanding amounts at the end of the period (stocks), Monetary Financial Institutions (MFIs) reporting sector - Adjusted loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Non-Financial corporations (S.11) sector, denominated in Euro, data Working day and seasonally adjusted",EUR,6
BSI.M.U2.Y.U.A20T.A.1.U2.2240.Z01.E,M,U2,Y,U,A20T,A,1,U2,2240,Z01,E,2015-02,4275918,A,F,,,P1M,,E,,,,,,,,,2,,,"Adjusted loans to euro area NFCs granted by MFIs, Stocks","Euro area (changing composition), Outstanding amounts at the end of the period (stocks), Monetary Financial Institutions (MFIs) reporting sector - Adjusted loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Non-Financial corporations (S.11) sector, denominated in Euro, data Working day and seasonally adjusted",EUR,6
BSI.M.U2.Y.U.A20T.A.1.U2.2240.Z01.E,M,U2,Y,U,A20T,A,1,U2,2240,Z01,E,2015-03,4280049,A,F,,,P1M,,E,,,,,,,,,2,,,"Adjusted loans to euro area NFCs granted by MFIs, Stocks","Euro area (changing composition), Outstanding amounts at the end of the period (stocks), Monetary Financial Institutions (MFIs) reporting sector - Adjusted loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Non-Financial corporations (S.11) sector, denominated in Euro, data Working day and seasonally adjusted",EUR,6
BSI.M.U2.Y.U.A20T.A.1.U2.2240.Z01.E,M,U2,Y,U,A20T,A,1,U2,2240,Z01,E,2015-04,4270051,A,F,,,P1M,,E,,,,,,,,,2,,,"Adjusted loans to euro area NFCs granted by MFIs, Stocks","Euro area (changing composition), Outstanding amounts at the end of the period (stocks), Monetary Financial Institutions (MFIs) reporting sector - Adjusted loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Non-Financial corporations (S.11) sector, denominated in Euro, data Working day and seasonally adjusted",EUR,6
BSI.M.U2.Y.U.A20T.A.1.U2.2240.Z01.E,M,U2,Y,U,A20T,A,1,U2,2240,Z01,E,2015-05,4264917,A,F,,,P1M,,E,,,,,,,,,2,,,"Adjusted loans to euro area NFCs granted by MFIs, Stocks","Euro area (changing composition), Outstanding amounts at the end of the period (stocks), Monetary Financial Institutions (MFIs) reporting sector - Adjusted loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Non-Financial corporations (S.11) sector, denominated in Euro, data Working day and seasonally adjusted",EUR,6
BSI.M.U2.Y.U.A20T.A.1.U2.2240.Z01.E,M,U2,Y,U,A20T,A,1,U2,2240,Z01,E,2015-06,4271534,A,F,,,P1M,,E,,,,,,,,,2,,,"Adjusted loans to euro area NFCs granted by MFIs, Stocks","Euro area (changing composition), Outstanding amounts at the end of the period (stocks), Monetary Financial Institutions (MFIs) reporting sector - Adjusted loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Non-Financial corporations (S.11) sector, denominated in Euro, data Working day and seasonally adjusted",EUR,6
BSI.M.U2.Y.U.A20T.A.1.U2.2240.Z01.E,M,U2,Y,U,A20T,A,1,U2,2240,Z01,E,2015-07,4268760,A,F,,,P1M,,E,,,,,,,,,2,,,"Adjusted loans to euro area NFCs granted by MFIs, Stocks","Euro area (changing composition), Outstanding amounts at the end of the period (stocks), Monetary Financial Institutions (MFIs) reporting sector - Adjusted loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Non-Financial corporations (S.11) sector, denominated in Euro, data Working day and seasonally adjusted",EUR,6
BSI.M.U2.Y.U.A20T.A.1.U2.2240.Z01.E,M,U2,Y,U,A20T,A,1,U2,2240,Z01,E,2015-08,4266010,A,F,,,P1M,,E,,,,,,,,,2,,,"Adjusted loans to euro area NFCs granted by MFIs, Stocks","Euro area (changing composition), Outstanding amounts at the end of the period (stocks), Monetary Financial Institutions (MFIs) reporting sector - Adjusted loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Non-Financial corporations (S.11) sector, denominated in Euro, data Working day and seasonally adjusted",EUR,6
BSI.M.U2.Y.U.A20T.A.1.U2.2240.Z01.E,M,U2,Y,U,A20T,A,1,U2,2240,Z01,E,2015-09,4264135,A,F,,,P1M,,E,,,,,,,,,2,,,"Adjusted loans to euro area NFCs granted by MFIs, Stocks","Euro area (changing composition), Outstanding amounts at the end of the period (stocks), Monetary Financial Institutions (MFIs) reporting sector - Adjusted loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Non-Financial corporations (S.11) sector, denominated in Euro, data Working day and seasonally adjusted",EUR,6
BSI.M.U2.Y.U.A20T.A.1.U2.2240.Z01.E,M,U2,Y,U,A20T,A,1,U2,2240,Z01,E,2015-10,4265172,A,F,,,P1M,,E,,,,,,,,,2,,,"Adjusted loans to euro area NFCs granted by MFIs, Stocks","Euro area (changing composition), Outstanding amounts at the end of the period (stocks), Monetary Financial Institutions (MFIs) reporting sector - Adjusted loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Non-Financial corporations (S.11) sector, denominated in Euro, data Working day and seasonally adjusted",EUR,6
BSI.M.U2.Y.U.A20T.A.1.U2.2240.Z01.E,M,U2,Y,U,A20T,A,1,U2,2240,Z01,E,2015-11,4277886,A,F,,,P1M,,E,,,,,,,,,2,,,"Adjusted loans to euro area NFCs granted by MFIs, Stocks","Euro area (changing composition), Outstanding amounts at the end of the period (stocks), Monetary Financial Institutions (MFIs) reporting sector - Adjusted loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Non-Financial corporations (S.11) sector, denominated in Euro, data Working day and seasonally adjusted",EUR,6
BSI.M.U2.Y.U.A20T.A.1.U2.2240.Z01.E,M,U2,Y,U,A20T,A,1,U2,2240,Z01,E,2015-12,4267604,A,F,,,P1M,,E,,,,,,,,,2,,,"Adjusted loans to euro area NFCs granted by MFIs, Stocks","Euro area (changing composition), Outstanding amounts at the end of the period (stocks), Monetary Financial Institutions (MFIs) reporting sector - Adjusted loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Non-Financial corporations (S.11) sector, denominated in Euro, data Working day and seasonally adjusted",EUR,6
BSI.M.U2.Y.U.A20T.A.1.U2.2240.Z01.E,M,U2,Y,U,A20T,A,1,U2,2240,Z01,E,2016-01,4274796,A,F,,,P1M,,E,,,,,,,,,2,,,"Adjusted loans to euro area NFCs granted by MFIs, Stocks","Euro area (changing composition), Outstanding amounts at the end of the period (stocks), Monetary Financial Institutions (MFIs) reporting sector - Adjusted loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Non-Financial corporations (S.11) sector, denominated in Euro, data Working day and seasonally adjusted",EUR,6
BSI.M.U2.Y.U.A20T.A.1.U2.2240.Z01.E,M,U2,Y,U,A20T,A,1,U2,2240,Z01,E,2016-02,4287077,A,F,,,P1M,,E,,,,,,,,,2,,,"Adjusted loans to euro area NFCs granted by MFIs, Stocks","Euro area (changing composition), Outstanding amounts at the end of the period (stocks), Monetary Financial Institutions (MFIs) reporting sector - Adjusted loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Non-Financial corporations (S.11) sector, denominated in Euro, data Working day and seasonally adjusted",EUR,6
