KEY,FREQ,REF_AREA,ADJUSTMENT,BS_REP_SECTOR,BS_ITEM,MATURITY_ORIG,DATA_TYPE,COUNT_AREA,BS_COUNT_SECTOR,CURRENCY_TRANS,BS_SUFFIX,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK,OBS_COM,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DISS_ORG,DOM_SER_IDS,PUBL_ECB,PUBL_MU,PUBL_PUBLIC,UNIT_INDEX_BASE,COMPILATION,DECIMALS,NAT_TITLE,SOURCE_AGENCY,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
BSI.M.U2.Y.V.M30.X.I.U2.2300.Z01.A,M,U2,Y,V,M30,X,I,U2,2300,Z01,A,2014-10,2.506764044337273,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M3, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M3, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M30.X.I.U2.2300.Z01.A,M,U2,Y,V,M30,X,I,U2,2300,Z01,A,2014-11,3.0417564667663433,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M3, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M3, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M30.X.I.U2.2300.Z01.A,M,U2,Y,V,M30,X,I,U2,2300,Z01,A,2014-12,3.7410660970265575,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M3, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M3, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M30.X.I.U2.2300.Z01.A,M,U2,Y,V,M30,X,I,U2,2300,Z01,A,2015-01,3.7037822019731603,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M3, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M3, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M30.X.I.U2.2300.Z01.A,M,U2,Y,V,M30,X,I,U2,2300,Z01,A,2015-02,3.9998097896100315,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M3, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M3, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M30.X.I.U2.2300.Z01.A,M,U2,Y,V,M30,X,I,U2,2300,Z01,A,2015-03,4.310922932712691,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M3, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M3, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M30.X.I.U2.2300.Z01.A,M,U2,Y,V,M30,X,I,U2,2300,Z01,A,2015-04,5.213736746514663,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M3, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M3, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M30.X.I.U2.2300.Z01.A,M,U2,Y,V,M30,X,I,U2,2300,Z01,A,2015-05,4.704387582717295,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M3, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M3, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M30.X.I.U2.2300.Z01.A,M,U2,Y,V,M30,X,I,U2,2300,Z01,A,2015-06,4.6357136197861415,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M3, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M3, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M30.X.I.U2.2300.Z01.A,M,U2,Y,V,M30,X,I,U2,2300,Z01,A,2015-07,4.927629094069785,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M3, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M3, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
