KEY,FREQ,REF_AREA,BS_REP_SECTOR,BS_ITEM,MATURITY_NOT_IRATE,DATA_TYPE_MIR,AMOUNT_CAT,BS_COUNT_SECTOR,CURRENCY_TRANS,IR_BUS_COV,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK,OBS_COM,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DISS_ORG,DOM_SER_IDS,PUBL_ECB,PUBL_MU,PUBL_PUBLIC,UNIT_INDEX_BASE,COMPILATION,COVERAGE,DECIMALS,NAT_TITLE,SOURCE_AGENCY,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2018-07,1.63,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2018-08,1.63,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2018-09,1.65,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2018-10,1.64,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2018-11,1.66,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2018-12,1.64,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2019-01,1.63,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2019-02,1.65,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2019-03,1.65,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2019-04,1.62,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2019-05,1.57,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2019-06,1.55,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2019-07,1.57,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2019-08,1.52,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2019-09,1.54,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2019-10,1.56,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2019-11,1.55,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2019-12,1.56,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2020-01,1.55,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2020-02,1.52,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2020-03,1.46,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2020-04,1.47,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2020-05,1.46,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2020-06,1.5,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2020-07,1.52,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2020-08,1.51,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2020-09,1.52,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2020-10,1.54,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2020-11,1.52,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2020-12,1.51,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2021-01,1.5,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2021-02,1.49,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2021-03,1.4,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2021-04,1.56,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2021-05,1.47,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2021-06,1.47,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2021-07,1.48,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2021-08,1.44,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2021-09,1.49,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2021-10,1.44,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2021-11,1.39,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2021-12,1.36,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2022-01,1.43,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2022-02,1.42,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2022-03,1.49,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.U2.B.A2I.AM.R.A.2240.EUR.N,M,U2,B,A2I,AM,R,A,2240,EUR,N,2022-04,1.51,A,F,,,P1M,,A,,,,,,,,,,4,,4F0,Cost of borrowing for corporations ,"Euro area (changing composition), Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans (defined for cost of borrowing purposes, sum of A2A and A2Z (both related to non-financial corporations)), Total calculated by weighting the volumes with a moving average (defined for cost of borrowing purposes), New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
