KEY,FREQ,REF_AREA,BS_REP_SECTOR,BS_ITEM,COUNT_AREA,CURRENCY_TRANS,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK,OBS_COM,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DISS_ORG,PUBL_ECB,PUBL_MU,PUBL_PUBLIC,AGG_EQUN,COMPILATION,COVERAGE,DECIMALS,SOURCE_AGENCY,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
ILM.D.U2.C.MRR.U2.EUR,D,U2,C,MRR,U2,EUR,2026-07-28,173861,A,F,,,P1D,,E,,,,,,,,,0,,Minimum reserve requirements - Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - Minimum reserve requirements, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.D.U2.C.MRR.U2.EUR,D,U2,C,MRR,U2,EUR,2026-07-29,174661,A,F,,,P1D,,E,,,,,,,,,0,,Minimum reserve requirements - Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - Minimum reserve requirements, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.D.U2.C.MRR.U2.EUR,D,U2,C,MRR,U2,EUR,2026-07-30,174661,A,F,,,P1D,,E,,,,,,,,,0,,Minimum reserve requirements - Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - Minimum reserve requirements, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.D.U2.C.MRR.U2.EUR,D,U2,C,MRR,U2,EUR,2026-07-31,174661,A,F,,,P1D,,E,,,,,,,,,0,,Minimum reserve requirements - Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - Minimum reserve requirements, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.D.U2.C.MRR.U2.EUR,D,U2,C,MRR,U2,EUR,2026-08-01,174661,A,F,,,P1D,,E,,,,,,,,,0,,Minimum reserve requirements - Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - Minimum reserve requirements, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.D.U2.C.MRR.U2.EUR,D,U2,C,MRR,U2,EUR,2026-08-02,174661,A,F,,,P1D,,E,,,,,,,,,0,,Minimum reserve requirements - Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - Minimum reserve requirements, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.D.U2.C.MRR.U2.EUR,D,U2,C,MRR,U2,EUR,2026-08-03,174661,A,F,,,P1D,,E,,,,,,,,,0,,Minimum reserve requirements - Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - Minimum reserve requirements, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.D.U2.C.MRR.U2.EUR,D,U2,C,MRR,U2,EUR,2026-08-04,174661,A,F,,,P1D,,E,,,,,,,,,0,,Minimum reserve requirements - Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - Minimum reserve requirements, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.D.U2.C.MRR.U2.EUR,D,U2,C,MRR,U2,EUR,2026-08-05,174661,A,F,,,P1D,,E,,,,,,,,,0,,Minimum reserve requirements - Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - Minimum reserve requirements, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.D.U2.C.MRR.U2.EUR,D,U2,C,MRR,U2,EUR,2026-08-06,174661,A,F,,,P1D,,E,,,,,,,,,0,,Minimum reserve requirements - Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - Minimum reserve requirements, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.D.U2.C.MRR.U2.EUR,D,U2,C,MRR,U2,EUR,2026-08-07,174661,A,F,,,P1D,,E,,,,,,,,,0,,Minimum reserve requirements - Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - Minimum reserve requirements, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.D.U2.C.MRR.U2.EUR,D,U2,C,MRR,U2,EUR,2026-08-08,174661,A,F,,,P1D,,E,,,,,,,,,0,,Minimum reserve requirements - Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - Minimum reserve requirements, Euro - Euro area (changing composition) counterpart",EUR,6
ILM.D.U2.C.MRR.U2.EUR,D,U2,C,MRR,U2,EUR,2026-08-09,174661,A,F,,,P1D,,E,,,,,,,,,0,,Minimum reserve requirements - Eurosystem,"Euro area (changing composition), Eurosystem reporting sector - Minimum reserve requirements, Euro - Euro area (changing composition) counterpart",EUR,6
