KEY,FREQ,ADJUSTMENT,REF_AREA,COUNTERPART_AREA,REF_SECTOR,COUNTERPART_SECTOR,CONSOLIDATION,ACCOUNTING_ENTRY,STO,INSTR_ASSET,MATURITY,EXPENDITURE,UNIT_MEASURE,CURRENCY_DENOM,VALUATION,PRICES,TRANSFORMATION,CUST_BREAKDOWN,TIME_PERIOD,OBS_VALUE,OBS_STATUS,CONF_STATUS,PRE_BREAK_VALUE,COMMENT_OBS,EMBARGO_DATE,OBS_EDP_WBB,TIME_FORMAT,COLL_PERIOD,COMMENT_TS,COMPILING_ORG,CURRENCY,CUST_BREAKDOWN_LB,DATA_COMP,DECIMALS,DISS_ORG,GFS_ECOFUNC,GFS_TAXCAT,LAST_UPDATE,REF_PERIOD_DETAIL,REF_YEAR_PRICE,REPYEAREND,REPYEARSTART,TABLE_IDENTIFIER,TIME_PER_COLLECT,TITLE,TITLE_COMPL,UNIT_MULT,COMMENT_DSET
GFS.Q.N.I9.W0.S13.S1._Z.B.B9P._Z._Z._Z.XDC_R_B1GQ_CY._Z.S.V.CY._T,Q,N,I9,W0,S13,S1,_Z,B,B9P,_Z,_Z,_Z,XDC_R_B1GQ_CY,_Z,S,V,CY,_T,2017-Q2,0.7446,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023 - Net lending/net borrowing excluding interest payable (primary deficit or surplus) - Balance - counterpart area: World (all areas, including reference area, including IO), counterpart sector: Total economy, Current prices, Standard valuation based on SNA/ESA - Domestic currency (incl. conversion to current currency made using a fix parity); ratio to the annual moving sum of gross domestic product, Neither seasonally adjusted nor calendar adjusted data - ESA 2010",4F0,,,,3,,,,,,,,,,S,"Government primary deficit(-) or surplus(+), percent of GDP",,0,
GFS.Q.N.I9.W0.S13.S1._Z.B.B9P._Z._Z._Z.XDC_R_B1GQ_CY._Z.S.V.CY._T,Q,N,I9,W0,S13,S1,_Z,B,B9P,_Z,_Z,_Z,XDC_R_B1GQ_CY,_Z,S,V,CY,_T,2017-Q3,0.8484,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023 - Net lending/net borrowing excluding interest payable (primary deficit or surplus) - Balance - counterpart area: World (all areas, including reference area, including IO), counterpart sector: Total economy, Current prices, Standard valuation based on SNA/ESA - Domestic currency (incl. conversion to current currency made using a fix parity); ratio to the annual moving sum of gross domestic product, Neither seasonally adjusted nor calendar adjusted data - ESA 2010",4F0,,,,3,,,,,,,,,,S,"Government primary deficit(-) or surplus(+), percent of GDP",,0,
GFS.Q.N.I9.W0.S13.S1._Z.B.B9P._Z._Z._Z.XDC_R_B1GQ_CY._Z.S.V.CY._T,Q,N,I9,W0,S13,S1,_Z,B,B9P,_Z,_Z,_Z,XDC_R_B1GQ_CY,_Z,S,V,CY,_T,2017-Q4,0.9506,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023 - Net lending/net borrowing excluding interest payable (primary deficit or surplus) - Balance - counterpart area: World (all areas, including reference area, including IO), counterpart sector: Total economy, Current prices, Standard valuation based on SNA/ESA - Domestic currency (incl. conversion to current currency made using a fix parity); ratio to the annual moving sum of gross domestic product, Neither seasonally adjusted nor calendar adjusted data - ESA 2010",4F0,,,,3,,,,,,,,,,S,"Government primary deficit(-) or surplus(+), percent of GDP",,0,
GFS.Q.N.I9.W0.S13.S1._Z.B.B9P._Z._Z._Z.XDC_R_B1GQ_CY._Z.S.V.CY._T,Q,N,I9,W0,S13,S1,_Z,B,B9P,_Z,_Z,_Z,XDC_R_B1GQ_CY,_Z,S,V,CY,_T,2018-Q1,1.0992,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023 - Net lending/net borrowing excluding interest payable (primary deficit or surplus) - Balance - counterpart area: World (all areas, including reference area, including IO), counterpart sector: Total economy, Current prices, Standard valuation based on SNA/ESA - Domestic currency (incl. conversion to current currency made using a fix parity); ratio to the annual moving sum of gross domestic product, Neither seasonally adjusted nor calendar adjusted data - ESA 2010",4F0,,,,3,,,,,,,,,,S,"Government primary deficit(-) or surplus(+), percent of GDP",,0,
GFS.Q.N.I9.W0.S13.S1._Z.B.B9P._Z._Z._Z.XDC_R_B1GQ_CY._Z.S.V.CY._T,Q,N,I9,W0,S13,S1,_Z,B,B9P,_Z,_Z,_Z,XDC_R_B1GQ_CY,_Z,S,V,CY,_T,2018-Q2,1.3982,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023 - Net lending/net borrowing excluding interest payable (primary deficit or surplus) - Balance - counterpart area: World (all areas, including reference area, including IO), counterpart sector: Total economy, Current prices, Standard valuation based on SNA/ESA - Domestic currency (incl. conversion to current currency made using a fix parity); ratio to the annual moving sum of gross domestic product, Neither seasonally adjusted nor calendar adjusted data - ESA 2010",4F0,,,,3,,,,,,,,,,S,"Government primary deficit(-) or surplus(+), percent of GDP",,0,
GFS.Q.N.I9.W0.S13.S1._Z.B.B9P._Z._Z._Z.XDC_R_B1GQ_CY._Z.S.V.CY._T,Q,N,I9,W0,S13,S1,_Z,B,B9P,_Z,_Z,_Z,XDC_R_B1GQ_CY,_Z,S,V,CY,_T,2018-Q3,1.5218,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023 - Net lending/net borrowing excluding interest payable (primary deficit or surplus) - Balance - counterpart area: World (all areas, including reference area, including IO), counterpart sector: Total economy, Current prices, Standard valuation based on SNA/ESA - Domestic currency (incl. conversion to current currency made using a fix parity); ratio to the annual moving sum of gross domestic product, Neither seasonally adjusted nor calendar adjusted data - ESA 2010",4F0,,,,3,,,,,,,,,,S,"Government primary deficit(-) or surplus(+), percent of GDP",,0,
GFS.Q.N.I9.W0.S13.S1._Z.B.B9P._Z._Z._Z.XDC_R_B1GQ_CY._Z.S.V.CY._T,Q,N,I9,W0,S13,S1,_Z,B,B9P,_Z,_Z,_Z,XDC_R_B1GQ_CY,_Z,S,V,CY,_T,2018-Q4,1.3928,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023 - Net lending/net borrowing excluding interest payable (primary deficit or surplus) - Balance - counterpart area: World (all areas, including reference area, including IO), counterpart sector: Total economy, Current prices, Standard valuation based on SNA/ESA - Domestic currency (incl. conversion to current currency made using a fix parity); ratio to the annual moving sum of gross domestic product, Neither seasonally adjusted nor calendar adjusted data - ESA 2010",4F0,,,,3,,,,,,,,,,S,"Government primary deficit(-) or surplus(+), percent of GDP",,0,
GFS.Q.N.I9.W0.S13.S1._Z.B.B9P._Z._Z._Z.XDC_R_B1GQ_CY._Z.S.V.CY._T,Q,N,I9,W0,S13,S1,_Z,B,B9P,_Z,_Z,_Z,XDC_R_B1GQ_CY,_Z,S,V,CY,_T,2019-Q1,1.2738,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023 - Net lending/net borrowing excluding interest payable (primary deficit or surplus) - Balance - counterpart area: World (all areas, including reference area, including IO), counterpart sector: Total economy, Current prices, Standard valuation based on SNA/ESA - Domestic currency (incl. conversion to current currency made using a fix parity); ratio to the annual moving sum of gross domestic product, Neither seasonally adjusted nor calendar adjusted data - ESA 2010",4F0,,,,3,,,,,,,,,,S,"Government primary deficit(-) or surplus(+), percent of GDP",,0,
GFS.Q.N.I9.W0.S13.S1._Z.B.B9P._Z._Z._Z.XDC_R_B1GQ_CY._Z.S.V.CY._T,Q,N,I9,W0,S13,S1,_Z,B,B9P,_Z,_Z,_Z,XDC_R_B1GQ_CY,_Z,S,V,CY,_T,2019-Q2,1.17,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023 - Net lending/net borrowing excluding interest payable (primary deficit or surplus) - Balance - counterpart area: World (all areas, including reference area, including IO), counterpart sector: Total economy, Current prices, Standard valuation based on SNA/ESA - Domestic currency (incl. conversion to current currency made using a fix parity); ratio to the annual moving sum of gross domestic product, Neither seasonally adjusted nor calendar adjusted data - ESA 2010",4F0,,,,3,,,,,,,,,,S,"Government primary deficit(-) or surplus(+), percent of GDP",,0,
GFS.Q.N.I9.W0.S13.S1._Z.B.B9P._Z._Z._Z.XDC_R_B1GQ_CY._Z.S.V.CY._T,Q,N,I9,W0,S13,S1,_Z,B,B9P,_Z,_Z,_Z,XDC_R_B1GQ_CY,_Z,S,V,CY,_T,2019-Q3,0.9918,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023 - Net lending/net borrowing excluding interest payable (primary deficit or surplus) - Balance - counterpart area: World (all areas, including reference area, including IO), counterpart sector: Total economy, Current prices, Standard valuation based on SNA/ESA - Domestic currency (incl. conversion to current currency made using a fix parity); ratio to the annual moving sum of gross domestic product, Neither seasonally adjusted nor calendar adjusted data - ESA 2010",4F0,,,,3,,,,,,,,,,S,"Government primary deficit(-) or surplus(+), percent of GDP",,0,
GFS.Q.N.I9.W0.S13.S1._Z.B.B9P._Z._Z._Z.XDC_R_B1GQ_CY._Z.S.V.CY._T,Q,N,I9,W0,S13,S1,_Z,B,B9P,_Z,_Z,_Z,XDC_R_B1GQ_CY,_Z,S,V,CY,_T,2019-Q4,1.0944,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023 - Net lending/net borrowing excluding interest payable (primary deficit or surplus) - Balance - counterpart area: World (all areas, including reference area, including IO), counterpart sector: Total economy, Current prices, Standard valuation based on SNA/ESA - Domestic currency (incl. conversion to current currency made using a fix parity); ratio to the annual moving sum of gross domestic product, Neither seasonally adjusted nor calendar adjusted data - ESA 2010",4F0,,,,3,,,,,,,,,,S,"Government primary deficit(-) or surplus(+), percent of GDP",,0,
GFS.Q.N.I9.W0.S13.S1._Z.B.B9P._Z._Z._Z.XDC_R_B1GQ_CY._Z.S.V.CY._T,Q,N,I9,W0,S13,S1,_Z,B,B9P,_Z,_Z,_Z,XDC_R_B1GQ_CY,_Z,S,V,CY,_T,2020-Q1,0.4727,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023 - Net lending/net borrowing excluding interest payable (primary deficit or surplus) - Balance - counterpart area: World (all areas, including reference area, including IO), counterpart sector: Total economy, Current prices, Standard valuation based on SNA/ESA - Domestic currency (incl. conversion to current currency made using a fix parity); ratio to the annual moving sum of gross domestic product, Neither seasonally adjusted nor calendar adjusted data - ESA 2010",4F0,,,,3,,,,,,,,,,S,"Government primary deficit(-) or surplus(+), percent of GDP",,0,
GFS.Q.N.I9.W0.S13.S1._Z.B.B9P._Z._Z._Z.XDC_R_B1GQ_CY._Z.S.V.CY._T,Q,N,I9,W0,S13,S1,_Z,B,B9P,_Z,_Z,_Z,XDC_R_B1GQ_CY,_Z,S,V,CY,_T,2020-Q2,-2.2672,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023 - Net lending/net borrowing excluding interest payable (primary deficit or surplus) - Balance - counterpart area: World (all areas, including reference area, including IO), counterpart sector: Total economy, Current prices, Standard valuation based on SNA/ESA - Domestic currency (incl. conversion to current currency made using a fix parity); ratio to the annual moving sum of gross domestic product, Neither seasonally adjusted nor calendar adjusted data - ESA 2010",4F0,,,,3,,,,,,,,,,S,"Government primary deficit(-) or surplus(+), percent of GDP",,0,
GFS.Q.N.I9.W0.S13.S1._Z.B.B9P._Z._Z._Z.XDC_R_B1GQ_CY._Z.S.V.CY._T,Q,N,I9,W0,S13,S1,_Z,B,B9P,_Z,_Z,_Z,XDC_R_B1GQ_CY,_Z,S,V,CY,_T,2020-Q3,-3.6363,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023 - Net lending/net borrowing excluding interest payable (primary deficit or surplus) - Balance - counterpart area: World (all areas, including reference area, including IO), counterpart sector: Total economy, Current prices, Standard valuation based on SNA/ESA - Domestic currency (incl. conversion to current currency made using a fix parity); ratio to the annual moving sum of gross domestic product, Neither seasonally adjusted nor calendar adjusted data - ESA 2010",4F0,,,,3,,,,,,,,,,S,"Government primary deficit(-) or surplus(+), percent of GDP",,0,
GFS.Q.N.I9.W0.S13.S1._Z.B.B9P._Z._Z._Z.XDC_R_B1GQ_CY._Z.S.V.CY._T,Q,N,I9,W0,S13,S1,_Z,B,B9P,_Z,_Z,_Z,XDC_R_B1GQ_CY,_Z,S,V,CY,_T,2020-Q4,-5.4956,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023 - Net lending/net borrowing excluding interest payable (primary deficit or surplus) - Balance - counterpart area: World (all areas, including reference area, including IO), counterpart sector: Total economy, Current prices, Standard valuation based on SNA/ESA - Domestic currency (incl. conversion to current currency made using a fix parity); ratio to the annual moving sum of gross domestic product, Neither seasonally adjusted nor calendar adjusted data - ESA 2010",4F0,,,,3,,,,,,,,,,S,"Government primary deficit(-) or surplus(+), percent of GDP",,0,
GFS.Q.N.I9.W0.S13.S1._Z.B.B9P._Z._Z._Z.XDC_R_B1GQ_CY._Z.S.V.CY._T,Q,N,I9,W0,S13,S1,_Z,B,B9P,_Z,_Z,_Z,XDC_R_B1GQ_CY,_Z,S,V,CY,_T,2021-Q1,-6.5,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023 - Net lending/net borrowing excluding interest payable (primary deficit or surplus) - Balance - counterpart area: World (all areas, including reference area, including IO), counterpart sector: Total economy, Current prices, Standard valuation based on SNA/ESA - Domestic currency (incl. conversion to current currency made using a fix parity); ratio to the annual moving sum of gross domestic product, Neither seasonally adjusted nor calendar adjusted data - ESA 2010",4F0,,,,3,,,,,,,,,,S,"Government primary deficit(-) or surplus(+), percent of GDP",,0,
GFS.Q.N.I9.W0.S13.S1._Z.B.B9P._Z._Z._Z.XDC_R_B1GQ_CY._Z.S.V.CY._T,Q,N,I9,W0,S13,S1,_Z,B,B9P,_Z,_Z,_Z,XDC_R_B1GQ_CY,_Z,S,V,CY,_T,2021-Q2,-5.234,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023 - Net lending/net borrowing excluding interest payable (primary deficit or surplus) - Balance - counterpart area: World (all areas, including reference area, including IO), counterpart sector: Total economy, Current prices, Standard valuation based on SNA/ESA - Domestic currency (incl. conversion to current currency made using a fix parity); ratio to the annual moving sum of gross domestic product, Neither seasonally adjusted nor calendar adjusted data - ESA 2010",4F0,,,,3,,,,,,,,,,S,"Government primary deficit(-) or surplus(+), percent of GDP",,0,
GFS.Q.N.I9.W0.S13.S1._Z.B.B9P._Z._Z._Z.XDC_R_B1GQ_CY._Z.S.V.CY._T,Q,N,I9,W0,S13,S1,_Z,B,B9P,_Z,_Z,_Z,XDC_R_B1GQ_CY,_Z,S,V,CY,_T,2021-Q3,-4.6085,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023 - Net lending/net borrowing excluding interest payable (primary deficit or surplus) - Balance - counterpart area: World (all areas, including reference area, including IO), counterpart sector: Total economy, Current prices, Standard valuation based on SNA/ESA - Domestic currency (incl. conversion to current currency made using a fix parity); ratio to the annual moving sum of gross domestic product, Neither seasonally adjusted nor calendar adjusted data - ESA 2010",4F0,,,,3,,,,,,,,,,S,"Government primary deficit(-) or surplus(+), percent of GDP",,0,
GFS.Q.N.I9.W0.S13.S1._Z.B.B9P._Z._Z._Z.XDC_R_B1GQ_CY._Z.S.V.CY._T,Q,N,I9,W0,S13,S1,_Z,B,B9P,_Z,_Z,_Z,XDC_R_B1GQ_CY,_Z,S,V,CY,_T,2021-Q4,-3.6591,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023 - Net lending/net borrowing excluding interest payable (primary deficit or surplus) - Balance - counterpart area: World (all areas, including reference area, including IO), counterpart sector: Total economy, Current prices, Standard valuation based on SNA/ESA - Domestic currency (incl. conversion to current currency made using a fix parity); ratio to the annual moving sum of gross domestic product, Neither seasonally adjusted nor calendar adjusted data - ESA 2010",4F0,,,,3,,,,,,,,,,S,"Government primary deficit(-) or surplus(+), percent of GDP",,0,
GFS.Q.N.I9.W0.S13.S1._Z.B.B9P._Z._Z._Z.XDC_R_B1GQ_CY._Z.S.V.CY._T,Q,N,I9,W0,S13,S1,_Z,B,B9P,_Z,_Z,_Z,XDC_R_B1GQ_CY,_Z,S,V,CY,_T,2022-Q1,-2.6022,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023 - Net lending/net borrowing excluding interest payable (primary deficit or surplus) - Balance - counterpart area: World (all areas, including reference area, including IO), counterpart sector: Total economy, Current prices, Standard valuation based on SNA/ESA - Domestic currency (incl. conversion to current currency made using a fix parity); ratio to the annual moving sum of gross domestic product, Neither seasonally adjusted nor calendar adjusted data - ESA 2010",4F0,,,,3,,,,,,,,,,S,"Government primary deficit(-) or surplus(+), percent of GDP",,0,
GFS.Q.N.I9.W0.S13.S1._Z.B.B9P._Z._Z._Z.XDC_R_B1GQ_CY._Z.S.V.CY._T,Q,N,I9,W0,S13,S1,_Z,B,B9P,_Z,_Z,_Z,XDC_R_B1GQ_CY,_Z,S,V,CY,_T,2022-Q2,-1.5079,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023 - Net lending/net borrowing excluding interest payable (primary deficit or surplus) - Balance - counterpart area: World (all areas, including reference area, including IO), counterpart sector: Total economy, Current prices, Standard valuation based on SNA/ESA - Domestic currency (incl. conversion to current currency made using a fix parity); ratio to the annual moving sum of gross domestic product, Neither seasonally adjusted nor calendar adjusted data - ESA 2010",4F0,,,,3,,,,,,,,,,S,"Government primary deficit(-) or surplus(+), percent of GDP",,0,
GFS.Q.N.I9.W0.S13.S1._Z.B.B9P._Z._Z._Z.XDC_R_B1GQ_CY._Z.S.V.CY._T,Q,N,I9,W0,S13,S1,_Z,B,B9P,_Z,_Z,_Z,XDC_R_B1GQ_CY,_Z,S,V,CY,_T,2022-Q3,-1.4502,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023 - Net lending/net borrowing excluding interest payable (primary deficit or surplus) - Balance - counterpart area: World (all areas, including reference area, including IO), counterpart sector: Total economy, Current prices, Standard valuation based on SNA/ESA - Domestic currency (incl. conversion to current currency made using a fix parity); ratio to the annual moving sum of gross domestic product, Neither seasonally adjusted nor calendar adjusted data - ESA 2010",4F0,,,,3,,,,,,,,,,S,"Government primary deficit(-) or surplus(+), percent of GDP",,0,
GFS.Q.N.I9.W0.S13.S1._Z.B.B9P._Z._Z._Z.XDC_R_B1GQ_CY._Z.S.V.CY._T,Q,N,I9,W0,S13,S1,_Z,B,B9P,_Z,_Z,_Z,XDC_R_B1GQ_CY,_Z,S,V,CY,_T,2022-Q4,-1.7183,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023 - Net lending/net borrowing excluding interest payable (primary deficit or surplus) - Balance - counterpart area: World (all areas, including reference area, including IO), counterpart sector: Total economy, Current prices, Standard valuation based on SNA/ESA - Domestic currency (incl. conversion to current currency made using a fix parity); ratio to the annual moving sum of gross domestic product, Neither seasonally adjusted nor calendar adjusted data - ESA 2010",4F0,,,,3,,,,,,,,,,S,"Government primary deficit(-) or surplus(+), percent of GDP",,0,
