# ILM.W.U2.C.L020000.U2.EUR UNIT=EUR UNIT_MULT=6 n=400
TIME_PERIOD,OBS_VALUE
2019-W02,2026368
2019-W03,1988284
2019-W04,1985093
2019-W05,2015125
2019-W06,2024866
2019-W07,1977144
2019-W08,1971094
2019-W09,2021248
2019-W10,2044612
2019-W11,1994994
2019-W12,1971652
2019-W13,1948193
2019-W14,2035964.34063648
2019-W15,2028310
2019-W16,1980338
2019-W17,1989569
2019-W18,2037622
2019-W19,2041231
2019-W20,1986716
2019-W21,1967298
2019-W22,2014529
2019-W23,2043521
2019-W24,2003052
2019-W25,1911384
2019-W26,1891408
2019-W27,1935414
2019-W28,1909231
2019-W29,1845241
2019-W30,1848691
2019-W31,1916333
2019-W32,1907138
2019-W33,1865809
2019-W34,1836862
2019-W35,1873150
2019-W36,1916862
2019-W37,1894704
2019-W38,1859371
2019-W39,1828529
2019-W40,1863582
2019-W41,1851906
2019-W42,1832492
2019-W43,1846176
2019-W44,1900384
2019-W45,1949238
2019-W46,1915502
2019-W47,1888274
2019-W48,1925858
2019-W49,1941576
2019-W50,1927311
2019-W51,1876973
2019-W52,1850572
2020-W01,1867247
2020-W02,1907557
2020-W03,1906468
2020-W04,1889144
2020-W05,1900381
2020-W06,1925619
2020-W07,1881733
2020-W08,1851716
2020-W09,1866221
2020-W10,1910025
2020-W11,1883650
2020-W12,1913354
2020-W13,2021477
2020-W14,2116407
2020-W15,2129528
2020-W16,2133806
2020-W17,2133154
2020-W18,2188720
2020-W19,2262251
2020-W20,2237409
2020-W21,2244987
2020-W22,2274324
2020-W23,2323240
2020-W24,2327064
2020-W25,2253349
2020-W26,2830220
2020-W27,2919398
2020-W28,2957816
2020-W29,2916119
2020-W30,2928619
2020-W31,2997848
2020-W32,3051009
2020-W33,3035650
2020-W34,3045881
2020-W35,3025591
2020-W36,3115085
2020-W37,3123225
2020-W38,3060908
2020-W39,3056067
2020-W40,3303063
2020-W41,3338155
2020-W42,3322898
2020-W43,3360579
2020-W44,3370170
2020-W45,3456298
2020-W46,3470125
2020-W47,3429718
2020-W48,3463830
2020-W49,3559122
2020-W50,3610372
2020-W51,3600556
2020-W52,3570863
2020-W53,3489194
2021-W01,3637300
2021-W02,3688621
2021-W03,3702671
2021-W04,3687981
2021-W05,3735436
2021-W06,3740027
2021-W07,3703787
2021-W08,3739602
2021-W09,3842975
2021-W10,3840532
2021-W11,3785425
2021-W12,4089134
2021-W13,4134285
2021-W14,4213741
2021-W15,4183485
2021-W16,4183571
2021-W17,4237151
2021-W18,4321383
2021-W19,4305591
2021-W20,4281293
2021-W21,4264373
2021-W22,4350112
2021-W23,4361304
2021-W24,4271571
2021-W25,4377764
2021-W26,4441795
2021-W27,4464950
2021-W28,4430580
2021-W29,4391443
2021-W30,4440036
2021-W31,4492552.807
2021-W32,4488284
2021-W33,4471755
2021-W34,4454530
2021-W35,4543236
2021-W36,4567522
2021-W37,4523080
2021-W38,4475995
2021-W39,4534889
2021-W40,4588293
2021-W41,4564017
2021-W42,4575089
2021-W43,4567805
2021-W44,4642703
2021-W45,4636003
2021-W46,4557024
2021-W47,4539643
2021-W48,4623125
2021-W49,4600804
2021-W50,4504662
2021-W51,4439888
2021-W52,4293938
2022-W01,4541490
2022-W02,4599773
2022-W03,4623801
2022-W04,4598243
2022-W05,4700541
2022-W06,4679420
2022-W07,4637096
2022-W08,4636935
2022-W09,4656721
2022-W10,4648016
