# ILM.W.U2.C.A070100.U2.EUR UNIT=EUR UNIT_MULT=6 n=400
TIME_PERIOD,OBS_VALUE
2019-W02,2651270
2019-W03,2651190
2019-W04,2651869
2019-W05,2644529
2019-W06,2646756
2019-W07,2649520
2019-W08,2646301
2019-W09,2639725
2019-W10,2643158
2019-W11,2639074
2019-W12,2637125
2019-W13,2629673
2019-W14,2634894.06316176
2019-W15,2634919
2019-W16,2635755
2019-W17,2633675
2019-W18,2624806
2019-W19,2628052
2019-W20,2631216
2019-W21,2634330
2019-W22,2628857
2019-W23,2629978
2019-W24,2624913
2019-W25,2624956
2019-W26,2620288
2019-W27,2615580
2019-W28,2619880
2019-W29,2616050
2019-W30,2617913
2019-W31,2610542
2019-W32,2612247
2019-W33,2612969
2019-W34,2613726
2019-W35,2614240
2019-W36,2612631
2019-W37,2611076
2019-W38,2609934
2019-W39,2612426
2019-W40,2609146
2019-W41,2609919
2019-W42,2606529
2019-W43,2604680
2019-W44,2601954
2019-W45,2610949
2019-W46,2615318
2019-W47,2621921
2019-W48,2623998
2019-W49,2627046
2019-W50,2631985
2019-W51,2639401
2019-W52,2639190
2020-W01,2631887
2020-W02,2636985
2020-W03,2641405
2020-W04,2649279
2020-W05,2652191
2020-W06,2655269
2020-W07,2663057
2020-W08,2669508
2020-W09,2671935
2020-W10,2674724
2020-W11,2680011
2020-W12,2697393
2020-W13,2721018
2020-W14,2754993
2020-W15,2791798
2020-W16,2812311
2020-W17,2846776
2020-W18,2865929
2020-W19,2910758
2020-W20,2954087
2020-W21,2995536
2020-W22,3019918
2020-W23,3058835
2020-W24,3094934
2020-W25,3123202
2020-W26,3162462
2020-W27,3188411
2020-W28,3213480
2020-W29,3232470
2020-W30,3259653
2020-W31,3274697
2020-W32,3296161
2020-W33,3316087
2020-W34,3335266
2020-W35,3351231
2020-W36,3366167
2020-W37,3388232
2020-W38,3412980
2020-W39,3442496
2020-W40,3454455
2020-W41,3478639
2020-W42,3494890
2020-W43,3519144
2020-W44,3529936
2020-W45,3546190
2020-W46,3576021
2020-W47,3607763
2020-W48,3622512
2020-W49,3654374
2020-W50,3681075
2020-W51,3699982
2020-W52,3704857
2020-W53,3694642
2021-W01,3703448
2021-W02,3729380
2021-W03,3746143
2021-W04,3765333
2021-W05,3784107
2021-W06,3809129
2021-W07,3832402
2021-W08,3846077
2021-W09,3858454
2021-W10,3877756
2021-W11,3906430
2021-W12,3930425
2021-W13,3936654
2021-W14,3956817
2021-W15,3973107
2021-W16,4005087
2021-W17,4019929
2021-W18,4044095
2021-W19,4072703
2021-W20,4101165
2021-W21,4116490
2021-W22,4140463
2021-W23,4154017
2021-W24,4182576
2021-W25,4214475
2021-W26,4228233
2021-W27,4252282
2021-W28,4280153
2021-W29,4312960
2021-W30,4321959
2021-W31,4341141.147
2021-W32,4363925
2021-W33,4384639
2021-W34,4398485
2021-W35,4412844
2021-W36,4430684
2021-W37,4452228
2021-W38,4478650
2021-W39,4484193
2021-W40,4507603
2021-W41,4532573
2021-W42,4560739
2021-W43,4568264
2021-W44,4586612
2021-W45,4611120
2021-W46,4640364
2021-W47,4662532
2021-W48,4675984
2021-W49,4699883
2021-W50,4713719
2021-W51,4723797
2021-W52,4713478
2022-W01,4723123
2022-W02,4748670
2022-W03,4761333
2022-W04,4783364
2022-W05,4800273
2022-W06,4820172
2022-W07,4836866
2022-W08,4839449
2022-W09,4848748
2022-W10,4862394
2022-W11,4873057
2022-W12,4883686
2022-W13,4877500
2022-W14,4892628
2022-W15,4914121
2022-W16,4915320
2022-W17,4919153
2022-W18,4927793
2022-W19,4940617
2022-W20,4949440
2022-W21,4952651
2022-W22,4954460
2022-W23,4956140
2022-W24,4959185
2022-W25,4963708
2022-W26,4963479
2022-W27,4956883
2022-W28,4953862
2022-W29,4956687
2022-W30,4958861
2022-W31,4952164
2022-W32,4953355
2022-W33,4956661
2022-W34,4955485
2022-W35,4956492
2022-W36,4955256
2022-W37,4945694
2022-W38,4949864
2022-W39,4943021
2022-W40,4943640
2022-W41,4953312
2022-W42,4950956
2022-W43,4946862
2022-W44,4942053
2022-W45,4945131
2022-W46,4949814
2022-W47,4944304
2022-W48,4946337
2022-W49,4952318
2022-W50,4940790
2022-W51,4944054
2022-W52,4937199
2023-W01,4942284
2023-W02,4949719
2023-W03,4938351
2023-W04,4945147
2023-W05,4940606
2023-W06,4945207
2023-W07,4942562
2023-W08,4942856
2023-W09,4937643
2023-W10,4936352
2023-W11,4930103
2023-W12,4928183
2023-W13,4909661
2023-W14,4914784
2023-W15,4905057
2023-W16,4894980
2023-W17,4895702
2023-W18,4892472
2023-W19,4900131
2023-W20,4895189
2023-W21,4879321
2023-W22,4881088
2023-W23,4880154
2023-W24,4867787
2023-W25,4866224
2023-W26,4858893
2023-W27,4860145
2023-W28,4860563
2023-W29,4841785
2023-W30,4837338
2023-W31,4822370
2023-W32,4824719
2023-W33,4808763
2023-W34,4808251
2023-W35,4809518
2023-W36,4810228
2023-W37,4793209
2023-W38,4789176
2023-W39,4779822
2023-W40,4777790
2023-W41,4772883
2023-W42,4753997
2023-W43,4734630
2023-W44,4724581
2023-W45,4721702
2023-W46,4720859
2023-W47,4715691
2023-W48,4709408
2023-W49,4710483
2023-W50,4701403
2023-W51,4701284
2023-W52,4694347
2024-W01,4690974
2024-W02,4693319
2024-W03,4671229
2024-W04,4673400
2024-W05,4661851
2024-W06,4663933
2024-W07,4646704
2024-W08,4644638
2024-W09,4628664
2024-W10,4630121
2024-W11,4624733
2024-W12,4618051
2024-W13,4595027
2024-W14,4579409
2024-W15,4582783
2024-W16,4571440
2024-W17,4572595
2024-W18,4562201
2024-W19,4566627
2024-W20,4547173
2024-W21,4548182
2024-W22,4522378
2024-W23,4521375
2024-W24,4513289
2024-W25,4510518
2024-W26,4496026
2024-W27,4489036
2024-W28,4488704
2024-W29,4472526
2024-W30,4465521
