# ILM.W.U2.C.A070200.U2.EUR UNIT=EUR UNIT_MULT=6 n=400
TIME_PERIOD,OBS_VALUE
2019-W02,247157
2019-W03,246839
2019-W04,247255
2019-W05,245696
2019-W06,245912
2019-W07,245788
2019-W08,245408
2019-W09,239620
2019-W10,239972
2019-W11,238995
2019-W12,239880
2019-W13,238808
2019-W14,238610.2959504
2019-W15,238101
2019-W16,237844
2019-W17,235732
2019-W18,233086
2019-W19,231461
2019-W20,230836
2019-W21,229670
2019-W22,229673
2019-W23,229551
2019-W24,229247
2019-W25,227893
2019-W26,228815
2019-W27,227993
2019-W28,226874
2019-W29,225814
2019-W30,225450
2019-W31,221942
2019-W32,220955
2019-W33,221150
2019-W34,221733
2019-W35,221293
2019-W36,220325
2019-W37,220854
2019-W38,221277
2019-W39,220899
2019-W40,220685
2019-W41,220732
2019-W42,220768
2019-W43,215692
2019-W44,215136
2019-W45,215442
2019-W46,215949
2019-W47,215629
2019-W48,215278
2019-W49,214679
2019-W50,214667
2019-W51,214818
2019-W52,215086
2020-W01,214834
2020-W02,213726
2020-W03,212052
2020-W04,210913
2020-W05,208374
2020-W06,204488
2020-W07,202470
2020-W08,201356
2020-W09,201344
2020-W10,199801
2020-W11,199812
2020-W12,202239
2020-W13,204679
2020-W14,204706
2020-W15,205629
2020-W16,204924
2020-W17,205614
2020-W18,201958
2020-W19,202689
2020-W20,202399
2020-W21,202369
2020-W22,202727
2020-W23,203261
2020-W24,202999
2020-W25,202672
2020-W26,202680
2020-W27,203479
2020-W28,202751
2020-W29,202727
2020-W30,203182
2020-W31,202848
2020-W32,203171
2020-W33,202050
2020-W34,202410
2020-W35,203079
2020-W36,201759
2020-W37,201072
2020-W38,200815
2020-W39,200757
2020-W40,199848
2020-W41,199715
2020-W42,198660
2020-W43,198349
2020-W44,194007
2020-W45,192559
2020-W46,193232
2020-W47,193235
2020-W48,194083
2020-W49,194443
2020-W50,194459
2020-W51,195623
2020-W52,196004
2020-W53,196274
2021-W01,196309
2021-W02,196494
2021-W03,196446
2021-W04,195346
2021-W05,195347
2021-W06,195509
2021-W07,195864
2021-W08,196004
2021-W09,195050
2021-W10,194316
2021-W11,194143
2021-W12,195280
2021-W13,196118
2021-W14,196546
2021-W15,194764
2021-W16,194389
2021-W17,188052
2021-W18,185951
2021-W19,185790
2021-W20,186269
2021-W21,186372
2021-W22,186578
2021-W23,185820
2021-W24,185806
2021-W25,186003
2021-W26,186223
2021-W27,186227
2021-W28,186557
2021-W29,186445
2021-W30,187074
2021-W31,185785.7812
2021-W32,185817
2021-W33,186607
2021-W34,186070
2021-W35,183225
2021-W36,182389
2021-W37,181638
2021-W38,182284
2021-W39,182263
2021-W40,182144
2021-W41,181778
2021-W42,182308
2021-W43,177427
2021-W44,178198
2021-W45,177846
2021-W46,178023
2021-W47,176063
2021-W48,174990
2021-W49,174977
2021-W50,172161
2021-W51,172775
2021-W52,173007
2022-W01,172954
2022-W02,172814
2022-W03,173174
2022-W04,172332
2022-W05,169796
2022-W06,170654
2022-W07,171474
2022-W08,171625
2022-W09,169227
2022-W10,169509
2022-W11,169714
2022-W12,170384
2022-W13,168157
2022-W14,168592
2022-W15,168643
2022-W16,166817
2022-W17,164825
2022-W18,164961
2022-W19,165305
2022-W20,165299
2022-W21,164442
2022-W22,164982
2022-W23,165271
2022-W24,165937
2022-W25,166976
2022-W26,165629
2022-W27,166094
2022-W28,165390
2022-W29,166614
2022-W30,166769
2022-W31,165691
2022-W32,166386
2022-W33,167163
2022-W34,167608
2022-W35,165886
2022-W36,166256
2022-W37,166703
2022-W38,167067
2022-W39,166500
2022-W40,166228
2022-W41,166930
2022-W42,167320
2022-W43,164186
2022-W44,162052
2022-W45,163194
2022-W46,163691
2022-W47,164724
2022-W48,165461
2022-W49,165872
2022-W50,165437
2022-W51,165257
2022-W52,164995
2023-W01,181454
2023-W02,179619
2023-W03,178497
2023-W04,178254
2023-W05,175989
2023-W06,176304
2023-W07,176477
2023-W08,178153
2023-W09,178345
2023-W10,178915
2023-W11,178548
2023-W12,178154
2023-W13,177885
2023-W14,178413
2023-W15,178743
2023-W16,180999
2023-W17,182775
2023-W18,180379
2023-W19,181236
2023-W20,181583
2023-W21,184653
2023-W22,186209
2023-W23,186721
2023-W24,186176
2023-W25,186679
2023-W26,186227
2023-W27,187656
2023-W28,189914
2023-W29,189757
2023-W30,189835
2023-W31,189353
2023-W32,189432
2023-W33,190510
2023-W34,191558
2023-W35,192370
2023-W36,192732
2023-W37,192898
2023-W38,195295
2023-W39,196595
2023-W40,199827
2023-W41,201179
2023-W42,203032
2023-W43,202002
2023-W44,200719
2023-W45,200458
2023-W46,201056
2023-W47,201933
2023-W48,201746
2023-W49,203104
2023-W50,204270
2023-W51,202705
2023-W52,204621
2024-W01,204218
2024-W02,204382
2024-W03,205964
2024-W04,207495
2024-W05,204896
2024-W06,202255
2024-W07,201965
2024-W08,202664
2024-W09,201994
2024-W10,202540
2024-W11,204927
2024-W12,206237
2024-W13,207552
2024-W14,209930
2024-W15,212802
2024-W16,214858
2024-W17,215880
2024-W18,215211
2024-W19,215605
2024-W20,216047
2024-W21,217354
2024-W22,217699
2024-W23,218297
2024-W24,219080
2024-W25,219100
2024-W26,218708
2024-W27,218096
2024-W28,218578
2024-W29,219315
2024-W30,220036
2024-W31,220460
2024-W32,220342
2024-W33,219249
2024-W34,219822
2024-W35,220679
2024-W36,221049
2024-W37,222279
2024-W38,223771
2024-W39,225571
2024-W40,227292
2024-W41,228236
2024-W42,228909
2024-W43,230892
