# GFS.Q.N.I9.W0.S13.S1._Z.B.B9P._Z._Z._Z.XDC_R_B1GQ_CY._Z.S.V.CY._T UNIT=undefined UNIT_MULT=0 n=45
TIME_PERIOD,OBS_VALUE
2015-Q1,0.1029
2015-Q2,0.1424
2015-Q3,0.3306
2015-Q4,0.3268
2016-Q1,0.4427
2016-Q2,0.5422
2016-Q3,0.494
2016-Q4,0.6596
2017-Q1,0.7828
2017-Q2,0.7446
2017-Q3,0.8484
2017-Q4,0.9506
2018-Q1,1.0992
2018-Q2,1.3982
2018-Q3,1.5218
2018-Q4,1.3928
2019-Q1,1.2738
2019-Q2,1.17
2019-Q3,0.9918
2019-Q4,1.0944
2020-Q1,0.4727
2020-Q2,-2.2672
2020-Q3,-3.6363
2020-Q4,-5.4956
2021-Q1,-6.5
2021-Q2,-5.234
2021-Q3,-4.6085
2021-Q4,-3.6591
2022-Q1,-2.6022
2022-Q2,-1.5079
2022-Q3,-1.4502
2022-Q4,-1.7183
2023-Q1,-1.884
2023-Q2,-2.0847
2023-Q3,-1.9485
2023-Q4,-1.7742
2024-Q1,-1.6615
2024-Q2,-1.572
2024-Q3,-1.3314
2024-Q4,-1.1454
2025-Q1,-1.0666
2025-Q2,-1.0091
2025-Q3,-1.0951
2025-Q4,-1.0509
2026-Q1,-1.1563
