# IRS.M.FR.L.L40.CI.0000.EUR.N.Z UNIT=PC UNIT_MULT=0 n=139
TIME_PERIOD,OBS_VALUE
2015-01,0.67
2015-02,0.6
2015-03,0.51
2015-04,0.44
2015-05,0.89
2015-06,1.2
2015-07,1.11
2015-08,1.01
2015-09,1
2015-10,0.87
2015-11,0.88
2015-12,0.93
2016-01,0.84
2016-02,0.59
2016-03,0.51
2016-04,0.51
2016-05,0.51
2016-06,0.39
2016-07,0.17
2016-08,0.15
2016-09,0.18
2016-10,0.33
2016-11,0.67
2016-12,0.75
2017-01,0.86
2017-02,1.03
2017-03,1.02
2017-04,0.88
2017-05,0.81
2017-06,0.66
2017-07,0.84
2017-08,0.71
2017-09,0.7
2017-10,0.81
2017-11,0.72
2017-12,0.67
2018-01,0.85
2018-02,0.98
2018-03,0.83
2018-04,0.78
2018-05,0.79
2018-06,0.75
2018-07,0.67
2018-08,0.7
2018-09,0.77
2018-10,0.82
2018-11,0.76
2018-12,0.7
2019-01,0.65
2019-02,0.55
2019-03,0.44
2019-04,0.37
2019-05,0.3
2019-06,0.08
2019-07,-0.07
2019-08,-0.34
2019-09,-0.27
2019-10,-0.16
2019-11,-0.02
2019-12,0.04
2020-01,-0.01
2020-02,-0.18
2020-03,-0.05
2020-04,0.06
2020-05,-0.03
2020-06,-0.04
2020-07,-0.15
2020-08,-0.17
2020-09,-0.21
2020-10,-0.3
2020-11,-0.32
2020-12,-0.34
2021-01,-0.31
2021-02,-0.15
2021-03,-0.07
2021-04,-0.01
2021-05,0.21
2021-06,0.15
2021-07,-0.01
2021-08,-0.12
2021-09,0.04
2021-10,0.2
2021-11,0.1
2021-12,0.05
2022-01,0.31
2022-02,0.68
2022-03,0.78
2022-04,1.28
2022-05,1.52
2022-06,2.06
2022-07,1.71
2022-08,1.69
2022-09,2.41
2022-10,2.77
2022-11,2.58
2022-12,2.62
2023-01,2.69
2023-02,2.87
2023-03,2.92
2023-04,2.9
2023-05,2.94
2023-06,2.93
2023-07,3.04
2023-08,3.11
2023-09,3.24
2023-10,3.45
2023-11,3.19
2023-12,2.65
2024-01,2.74
2024-02,2.85
2024-03,2.82
2024-04,2.97
2024-05,3.03
2024-06,3.15
2024-07,3.14
2024-08,2.94
2024-09,2.9
2024-10,2.99
2024-11,3.09
2024-12,3.01
2025-01,3.32
2025-02,3.15
2025-03,3.43
2025-04,3.26
2025-05,3.26
2025-06,3.24
2025-07,3.36
2025-08,3.42
2025-09,3.51
2025-10,3.44
2025-11,3.44
2025-12,3.56
2026-01,3.53
2026-02,3.4
2026-03,3.64
2026-04,3.73
2026-05,3.74
2026-06,3.68
2026-07,3.85
