# BSI.M.U2.Y.V.M30.X.I.U2.2300.Z01.A UNIT=PCCH UNIT_MULT=0 n=139
TIME_PERIOD,OBS_VALUE
2015-01,3.7037822019731603
2015-02,3.9998097896100315
2015-03,4.310922932712691
2015-04,5.213736746514663
2015-05,4.704387582717295
2015-06,4.6357136197861415
2015-07,4.927629094069785
2015-08,4.804226073295181
2015-09,4.626195960626722
2015-10,5.153899852428845
2015-11,4.9652232102625815
2015-12,4.723221460468441
2016-01,5.071725630967006
2016-02,5.135375686654564
2016-03,5.090736140170149
2016-04,4.767924599945594
2016-05,5.028048729323764
2016-06,5.0676713611232715
2016-07,5.00748886722977
2016-08,4.914511455151693
2016-09,5.06598076916136
2016-10,4.499821918860314
2016-11,4.683251632072127
2016-12,4.968436046063385
2017-01,4.8826814108230865
2017-02,4.673218910310406
2017-03,5.30536278661522
2017-04,4.848421102598488
2017-05,4.885432789629451
2017-06,5.012993524365994
2017-07,4.64704577462538
2017-08,5.0982022900136315
2017-09,5.040616786537533
2017-10,5.04759394764196
2017-11,4.904356809750388
2017-12,4.6414589945098506
2018-01,4.636506703898857
2018-02,4.220819420129773
2018-03,3.6498554299876806
2018-04,4.016749712403445
2018-05,4.15567023417549
2018-06,4.384029840137593
2018-07,4.052898558135132
2018-08,3.6035863931113576
2018-09,3.559581095546971
2018-10,3.871252695871963
2018-11,3.7533240513378585
2018-12,4.200884491639556
2019-01,3.87995593639896
2019-02,4.308868362215645
2019-03,4.64523561595056
2019-04,4.852900033800833
2019-05,4.864550340283147
2019-06,4.575025625739526
2019-07,5.222883539117773
2019-08,5.869418169793539
2019-09,5.810145669524336
2019-10,5.74042345539465
2019-11,5.58257511564324
2019-12,4.832998594473836
2020-01,5.140132911899342
2020-02,5.369948879480502
2020-03,7.539211985816552
2020-04,8.127846652596249
2020-05,8.799454531573247
2020-06,9.274135695359709
2020-07,10.06862668300339
2020-08,9.560835430356596
2020-09,10.183955695162705
2020-10,10.432979167000568
2020-11,11.04254213222864
2020-12,12.272744333503717
2021-01,12.491790179360285
2021-02,12.3850731760474
2021-03,10.117178046869025
2021-04,9.373407875511752
2021-05,8.859714232159476
2021-06,8.502293466836996
2021-07,8.036173651294787
2021-08,8.312009275695488
2021-09,7.816295002973939
2021-10,7.831604564127059
2021-11,7.406484520415613
2021-12,6.917796611812621
2022-01,6.828887010034457
2022-02,6.6712022109060465
2022-03,6.469684816446253
2022-04,6.330763723266086
2022-05,6.0124744358558635
2022-06,5.966327903998403
2022-07,5.770508879453473
2022-08,6.180987749187294
2022-09,5.923198864131751
2022-10,4.988132174667448
2022-11,4.655809508641129
2022-12,3.761312542888584
2023-01,2.9626539614397096
2023-02,2.4305161967888456
2023-03,1.9168347289926002
2023-04,1.3115651543952556
2023-05,0.9584613868246938
2023-06,0.4547855140288215
2023-07,-0.22402205936019604
2023-08,-1.274452714833496
2023-09,-1.1909168110716961
2023-10,-1.048090790825218
2023-11,-0.9148124107943079
2023-12,0.04862340757196826
2024-01,0.1322285994433514
2024-02,0.41177370316198836
2024-03,0.8432938688908376
2024-04,1.376280458878587
2024-05,1.4876805378401192
2024-06,2.2237568117512208
2024-07,2.341760707363827
2024-08,2.891147110573433
2024-09,3.221025518526055
2024-10,3.4141639631712684
2024-11,3.7819584744013035
2024-12,3.611836759702025
2025-01,3.6519491000376103
2025-02,3.866309885021346
2025-03,3.6789842732503963
2025-04,3.8883886064697393
2025-05,3.937445280227614
2025-06,3.4300463378739154
2025-07,3.3241723305033055
2025-08,2.9360752842134907
2025-09,2.7842235088226586
2025-10,2.8428097919833695
2025-11,2.8414274866526146
2025-12,2.843859245280167
2026-01,3.051977888262636
2026-02,2.8209187272400627
2026-03,3.239312096542002
2026-04,2.793791353577113
2026-05,2.9957979913168176
2026-06,3.3194296232141873
2026-07,3.383965449329329
