# ILM.D.U2.C.L020100.U2.EUR UNIT=EUR UNIT_MULT=6 n=1220
TIME_PERIOD,OBS_VALUE
2022-01-03,3741830
2022-01-04,3814279
2022-01-05,3839329
2022-01-06,3852052
2022-01-07,3894046
2022-01-10,3897278
2022-01-11,3912353
2022-01-12,3871850
2022-01-13,3862487
2022-01-14,3891532
2022-01-17,3898321
2022-01-18,3844879
2022-01-19,3831692
2022-01-20,3836294
2022-01-21,3838750
2022-01-24,3840638
2022-01-25,3845381
2022-01-26,3814068
2022-01-27,3817075
2022-01-28,3818999
2022-01-31,3814505
2022-02-01,3858663
2022-02-02,3859138
2022-02-03,3878302
2022-02-04,3897674
2022-02-07,3869948
2022-02-08,3874860
2022-02-09,4074789
2022-02-10,4081958
2022-02-11,4069312
2022-02-14,4069609
2022-02-15,3996447
2022-02-16,3939312
2022-02-17,3947185
2022-02-18,3876589
2022-02-21,3868779
2022-02-22,3859561
2022-02-23,3863413
2022-02-24,3861182
2022-02-25,3875460
2022-02-28,3850711
2022-03-01,3891516
2022-03-02,3847780
2022-03-03,3847839
2022-03-04,3855863
2022-03-07,3826593
2022-03-08,3817714
2022-03-09,3833569
2022-03-10,3837052
2022-03-11,3836616
2022-03-14,3838221
2022-03-15,3832283
2022-03-16,4016935
2022-03-17,3997291
2022-03-18,3992393
2022-03-21,3958344
2022-03-22,3913797
2022-03-23,3898883
2022-03-24,3828299
2022-03-25,3839574
2022-03-28,3834365
2022-03-29,3826312
2022-03-30,3816522
2022-03-31,3746802
2022-04-01,3886259
2022-04-04,3917385
2022-04-05,3938216
2022-04-06,3964840
2022-04-07,3952215
2022-04-08,3987100
2022-04-11,3971020
2022-04-12,3971224
2022-04-13,3971822
2022-04-14,3967074
2022-04-15,3967074
2022-04-18,3967134
2022-04-19,3980250
2022-04-20,4139876
2022-04-21,4144844
2022-04-22,4155823
2022-04-25,4170695
2022-04-26,4150919
2022-04-27,4145140
2022-04-28,4108840
2022-04-29,4022387
2022-05-02,4028199
2022-05-03,4027895
2022-05-04,4018036
2022-05-05,3998568
2022-05-06,4012588
2022-05-09,4037448
2022-05-10,4050155
2022-05-11,4063908
2022-05-12,4093280
2022-05-13,4079570
2022-05-16,4034248
2022-05-17,4006243
2022-05-18,3989498
2022-05-19,3983447
2022-05-20,3997812
2022-05-23,4000292
2022-05-24,4001165
2022-05-25,4004947
2022-05-26,3998093
2022-05-27,3987128
2022-05-30,3999885
2022-05-31,3913698
2022-06-01,4057741
2022-06-02,4065847
2022-06-03,4060117
2022-06-06,4072585
2022-06-07,4065759
2022-06-08,4076038
2022-06-09,4065943
2022-06-10,4026709
2022-06-13,4013522
2022-06-14,4028054
2022-06-15,4176550
2022-06-16,4170235
2022-06-17,4139000
2022-06-20,4101611
2022-06-21,4048392
2022-06-22,4032591
2022-06-23,3999163
2022-06-24,3986688
2022-06-27,3917550
2022-06-28,3903011
2022-06-29,3823456
2022-06-30,3696656
2022-07-01,3853327
2022-07-04,3843752
2022-07-05,3883296
2022-07-06,3889523
2022-07-07,3896482
2022-07-08,3914718
2022-07-11,3918082
2022-07-12,3924286
2022-07-13,3920511
2022-07-14,3916302
2022-07-15,3910299
2022-07-18,3899710
2022-07-19,3902060
2022-07-20,3932115
2022-07-21,3892998
2022-07-22,3904414
2022-07-25,3910332
2022-07-26,3895398
2022-07-27,4004648
2022-07-28,3924543
2022-07-29,3855252
2022-08-01,3982973
2022-08-02,3982052
2022-08-03,3990425
2022-08-04,3995798
2022-08-05,3959694
2022-08-08,3956674
2022-08-09,3975864
2022-08-10,3973813
2022-08-11,3982011
2022-08-12,3975011
2022-08-15,4028378
2022-08-16,3978988
2022-08-17,3961443
2022-08-18,3935982
2022-08-19,3941043
2022-08-22,3929077
2022-08-23,3954317
2022-08-24,3947068
2022-08-25,3926775
2022-08-26,3922325
2022-08-29,3905538
2022-08-30,3911617
2022-08-31,3864143
2022-09-01,4008501
2022-09-02,4035157
2022-09-05,4032054
2022-09-06,4034993
2022-09-07,4055858
2022-09-08,3945961
2022-09-09,3806845
2022-09-12,3667490
2022-09-13,3525641
2022-09-14,1043377
2022-09-15,758178
2022-09-16,548080
2022-09-19,531509
2022-09-20,479711
2022-09-21,480329
2022-09-22,462325
2022-09-23,403389
2022-09-26,416082
2022-09-27,366130
2022-09-28,307574
2022-09-29,293285
2022-09-30,318251
2022-10-03,345408
2022-10-04,272594
2022-10-05,259551
2022-10-06,254498
2022-10-07,251387
2022-10-10,296762
2022-10-11,244334
2022-10-12,257372
2022-10-13,235895
2022-10-14,232174
2022-10-17,235012
2022-10-18,226657
2022-10-19,224358
2022-10-20,215943
2022-10-21,215642
2022-10-24,215466
2022-10-25,218359
2022-10-26,214774
2022-10-27,221366
2022-10-28,231016
2022-10-31,279055
2022-11-01,312081
2022-11-02,431317
2022-11-03,280290
2022-11-04,240197
2022-11-07,220045
2022-11-08,211547
