# ICP.M.U2.N.000000.4.ANR UNIT=PCCH UNIT_MULT=0 n=132
TIME_PERIOD,OBS_VALUE
2015-01,-0.6
2015-02,-0.3
2015-03,-0.1
2015-04,0.2
2015-05,0.6
2015-06,0.5
2015-07,0.5
2015-08,0.4
2015-09,0.2
2015-10,0.4
2015-11,0.1
2015-12,0.3
2016-01,0.3
2016-02,-0.1
2016-03,0
2016-04,-0.3
2016-05,-0.1
2016-06,0
2016-07,0.2
2016-08,0.2
2016-09,0.4
2016-10,0.5
2016-11,0.6
2016-12,1.1
2017-01,1.7
2017-02,2
2017-03,1.5
2017-04,1.9
2017-05,1.4
2017-06,1.3
2017-07,1.3
2017-08,1.5
2017-09,1.6
2017-10,1.4
2017-11,1.5
2017-12,1.3
2018-01,1.3
2018-02,1.1
2018-03,1.4
2018-04,1.2
2018-05,2
2018-06,2
2018-07,2.2
2018-08,2.1
2018-09,2.1
2018-10,2.3
2018-11,1.9
2018-12,1.5
2019-01,1.4
2019-02,1.5
2019-03,1.4
2019-04,1.7
2019-05,1.2
2019-06,1.3
2019-07,1
2019-08,1
2019-09,0.8
2019-10,0.7
2019-11,1
2019-12,1.3
2020-01,1.4
2020-02,1.2
2020-03,0.7
2020-04,0.3
2020-05,0.1
2020-06,0.3
2020-07,0.4
2020-08,-0.2
2020-09,-0.3
2020-10,-0.3
2020-11,-0.3
2020-12,-0.3
2021-01,0.9
2021-02,0.9
2021-03,1.3
2021-04,1.6
2021-05,2
2021-06,1.9
2021-07,2.2
2021-08,3
2021-09,3.4
2021-10,4.1
2021-11,4.9
2021-12,5
2022-01,5.1
2022-02,5.9
2022-03,7.4
2022-04,7.4
2022-05,8.1
2022-06,8.6
2022-07,8.9
2022-08,9.1
2022-09,9.9
2022-10,10.6
2022-11,10.1
2022-12,9.2
2023-01,8.6
2023-02,8.5
2023-03,6.9
2023-04,7
2023-05,6.1
2023-06,5.5
2023-07,5.3
2023-08,5.2
2023-09,4.3
2023-10,2.9
2023-11,2.4
2023-12,2.9
2024-01,2.8
2024-02,2.6
2024-03,2.4
2024-04,2.4
2024-05,2.6
2024-06,2.5
2024-07,2.6
2024-08,2.2
2024-09,1.7
2024-10,2
2024-11,2.2
2024-12,2.4
2025-01,2.5
2025-02,2.3
2025-03,2.2
2025-04,2.2
2025-05,1.9
2025-06,2
2025-07,2
2025-08,2
2025-09,2.2
2025-10,2.1
2025-11,2.1
2025-12,1.9
