# IRS.M.ES.L.L40.CI.0000.EUR.N.Z UNIT=PC UNIT_MULT=0 n=139
TIME_PERIOD,OBS_VALUE
2015-01,1.543
2015-02,1.518
2015-03,1.229
2015-04,1.31
2015-05,1.784
2015-06,2.223
2015-07,2.1
2015-08,1.957
2015-09,2.025
2015-10,1.725
2015-11,1.719
2015-12,1.685
2016-01,1.719
2016-02,1.724
2016-03,1.542
2016-04,1.526
2016-05,1.57
2016-06,1.48
2016-07,1.173
2016-08,1.008
2016-09,1.041
2016-10,1.072
2016-11,1.426
2016-12,1.44
2017-01,1.458
2017-02,1.703
2017-03,1.717
2017-04,1.613
2017-05,1.571
2017-06,1.453
2017-07,1.599
2017-08,1.483
2017-09,1.537
2017-10,1.605
2017-11,1.486
2017-12,1.443
2018-01,1.473
2018-02,1.509
2018-03,1.334
2018-04,1.206
2018-05,1.389
2018-06,1.371
2018-07,1.325
2018-08,1.396
2018-09,1.459
2018-10,1.595
2018-11,1.587
2018-12,1.423
2019-01,1.376
2019-02,1.306
2019-03,1.134
2019-04,1.049
2019-05,0.873
2019-06,0.496
2019-07,0.354
2019-08,0.141
2019-09,0.18
2019-10,0.203
2019-11,0.386
2019-12,0.435
2020-01,0.42
2020-02,0.272
2020-03,0.523
2020-04,0.824
2020-05,0.742
2020-06,0.511
2020-07,0.371
2020-08,0.293
2020-09,0.272
2020-10,0.167
2020-11,0.093
2020-12,0.039
2021-01,0.075
2021-02,0.225
2021-03,0.308
2021-04,0.369
2021-05,0.519
2021-06,0.448
2021-07,0.331
2021-08,0.214
2021-09,0.327
2021-10,0.468
2021-11,0.473
2021-12,0.412
2022-01,0.663
2022-02,1.106
2022-03,1.218
2022-04,1.685
2022-05,2.041
2022-06,2.63
2022-07,2.314
2022-08,2.146
2022-09,2.917
2022-10,3.293
2022-11,3.065
2022-12,3.088
2023-01,3.204
2023-02,3.385
2023-03,3.433
2023-04,3.398
2023-05,3.413
2023-06,3.398
2023-07,3.49
2023-08,3.571
2023-09,3.713
2023-10,3.946
2023-11,3.646
2023-12,3.117
2024-01,3.175
2024-02,3.268
2024-03,3.189
2024-04,3.271
2024-05,3.299
2024-06,3.349
2024-07,3.275
2024-08,3.069
2024-09,2.986
2024-10,2.963
2024-11,3.053
2024-12,2.886
2025-01,3.173
2025-02,3.1
2025-03,3.391
2025-04,3.229
2025-05,3.204
2025-06,3.164
2025-07,3.241
2025-08,3.256
2025-09,3.262
2025-10,3.147
2025-11,3.173
2025-12,3.271
2026-01,3.268
2026-02,3.174
2026-03,3.385
2026-04,3.448
2026-05,3.488
2026-06,3.413
2026-07,3.53
