# ILM.W.U2.C.A050000.U2.EUR UNIT=EUR UNIT_MULT=6 n=609
TIME_PERIOD,OBS_VALUE
2015-W02,585645
2015-W03,573823
2015-W04,572145
2015-W05,579646
2015-W06,557099
2015-W07,500152
2015-W08,502548
2015-W09,488659
2015-W10,470860
2015-W11,465292
2015-W12,465609
2015-W13,538300
2015-W14,521246
2015-W15,525898
2015-W16,514142
2015-W17,513326
2015-W18,517274
2015-W19,504035
2015-W20,499450
2015-W21,497228
2015-W22,495548
2015-W23,487989
2015-W24,485819
2015-W25,485446
2015-W26,555596
2015-W27,544104
2015-W28,541777
2015-W29,542744
2015-W30,542575
2015-W31,543636
2015-W32,534736
2015-W33,534015
2015-W34,533190
2015-W35,528468
2015-W36,527355
2015-W37,527197
2015-W38,526955
2015-W39,527329
2015-W40,539538
2015-W41,536914
2015-W42,535923
2015-W43,532321
2015-W44,531213
2015-W45,524210
2015-W46,525286
2015-W47,523266
2015-W48,525212
2015-W49,521394
2015-W50,520617
2015-W51,538174
2015-W52,542488
2015-W53,558989
2016-W01,540177
2016-W02,535352
2016-W03,534762
2016-W04,534037
2016-W05,526227
2016-W06,525104
2016-W07,526731
2016-W08,522610
2016-W09,518038
2016-W10,517576
2016-W11,516443
2016-W12,517369
2016-W13,525054
2016-W14,519057
2016-W15,518966
2016-W16,516764
2016-W17,514930
2016-W18,512369
2016-W19,510072
2016-W20,508590
2016-W21,511671
2016-W22,503218
2016-W23,502124
2016-W24,500395
2016-W25,501186
2016-W26,540033
2016-W27,531224
2016-W28,529283
2016-W29,530560
2016-W30,533619
2016-W31,527084
2016-W32,525603
2016-W33,525660
2016-W34,526795
2016-W35,526527
2016-W36,524503
2016-W37,524352
2016-W38,525976
2016-W39,552557
2016-W40,548247
2016-W41,546771
2016-W42,547263
2016-W43,548298
2016-W44,545147
2016-W45,543748
2016-W46,544890
2016-W47,546105
2016-W48,546587
2016-W49,546451
2016-W50,547437
2016-W51,589801
2016-W52,595873
2017-W01,590825
2017-W02,589065
2017-W03,588996
2017-W04,588671
2017-W05,586310
2017-W06,584683
2017-W07,583124
2017-W08,584742
2017-W09,579294
2017-W10,578139
2017-W11,580501
2017-W12,586816
2017-W13,784224
2017-W14,782487
2017-W15,783134
2017-W16,784153
2017-W17,782075
2017-W18,782030
2017-W19,781232
2017-W20,781497
2017-W21,783458
2017-W22,780105
2017-W23,779998
2017-W24,779122
2017-W25,779630
2017-W26,779252
2017-W27,775712
2017-W28,774610
2017-W29,774338
2017-W30,776261
2017-W31,773145
2017-W32,773484
2017-W33,773671
2017-W34,776282
2017-W35,774663
2017-W36,772833
2017-W37,772476
2017-W38,773563
2017-W39,768453
2017-W40,767519
2017-W41,785537
2017-W42,768212
2017-W43,769353
2017-W44,766877
2017-W45,766535
2017-W46,766772
2017-W47,767109
2017-W48,768934
2017-W49,766089
2017-W50,765741
2017-W51,764286
2017-W52,764310
2018-W01,763603
2018-W02,763744
2018-W03,763294
2018-W04,762848
2018-W05,762604
2018-W06,762215
2018-W07,762079
2018-W08,762239
2018-W09,762037
2018-W10,761415
2018-W11,761289
2018-W12,761911
2018-W13,761932
2018-W14,761622
2018-W15,761549
2018-W16,761043
2018-W17,761915
2018-W18,761653
2018-W19,761139
2018-W20,758731
2018-W21,758955
2018-W22,758309
2018-W23,757822
2018-W24,757815
2018-W25,758203
2018-W26,744762
2018-W27,744299
2018-W28,744009
2018-W29,743988
2018-W30,742569
2018-W31,743315
2018-W32,743259
2018-W33,743348
2018-W34,743322
2018-W35,741618
2018-W36,742700
2018-W37,743345
2018-W38,744032
2018-W39,732054
2018-W40,732801
2018-W41,732842
2018-W42,733374
2018-W43,733422
2018-W44,734316
2018-W45,732765
2018-W46,733004
2018-W47,732915
2018-W48,733467
2018-W49,733315
2018-W50,733827
2018-W51,733450
2018-W52,733460
2019-W01,732106
2019-W02,731202
2019-W03,730207
2019-W04,730450
2019-W05,729975
2019-W06,728772
2019-W07,729274
2019-W08,729283
2019-W09,729109
2019-W10,728490
2019-W11,728715
2019-W12,728242
2019-W13,725324
2019-W14,724073.16
2019-W15,724082
2019-W16,727802
2019-W17,724703
2019-W18,724345
2019-W19,723996
2019-W20,724001
2019-W21,723543
2019-W22,724931
2019-W23,723958
2019-W24,724657
2019-W25,724901
2019-W26,699067
2019-W27,697708
2019-W28,695564
2019-W29,695529
2019-W30,695559
2019-W31,696196
2019-W32,695951
2019-W33,695576
2019-W34,695556
2019-W35,695654
2019-W36,694672
2019-W37,694673
2019-W38,694327
2019-W39,666583
2019-W40,665578
2019-W41,666052
2019-W42,665711
2019-W43,664872
2019-W44,665812
2019-W45,665154
2019-W46,665116
2019-W47,665456
2019-W48,666419
2019-W49,665250
2019-W50,665256
2019-W51,618953
2019-W52,624147
2020-W01,617657
2020-W02,617314
2020-W03,617002
