# TGB.M.FR.N.A094T.U2.EUR.E UNIT=EUR UNIT_MULT=6 n=139
TIME_PERIOD,OBS_VALUE
2015-01,-53584.08
2015-02,-55131.02
2015-03,-16365.2
2015-04,-58764.17
2015-05,-72757.66
2015-06,-26205.88
2015-07,-47986.4
2015-08,-57261.55
2015-09,-35235.52
2015-10,-64101.63
2015-11,-73457.24
2015-12,-29241.5
2016-01,-42048.5
2016-02,-68080.97
2016-03,-24619.95
2016-04,-68523.89
2016-05,-44690.26
2016-06,-16901.44
2016-07,-33487.64
2016-08,-10578.22
2016-09,-36961.7
2016-10,-36064.08
2016-11,-38655.08
2016-12,-13803.13
2017-01,-12442.47
2017-02,-24668.25
2017-03,-611.3
2017-04,-28018.7
2017-05,-8554.54
2017-06,5130.64
2017-07,-12234.54
2017-08,9278.5
2017-09,-7085.87
2017-10,-28167.16
2017-11,-26988.24
2017-12,30039.94
2018-01,-8893.37
2018-02,-39814.44
2018-03,-65776.23
2018-04,-103424.87
2018-05,-83012.26
2018-06,-65339.87
2018-07,-48777.85
2018-08,-29874.81
2018-09,-67105.04
2018-10,-25813.45
2018-11,-46219.89
2018-12,-2296.65
2019-01,13521.96
2019-02,19821.19
2019-03,-26740.26
2019-04,-21188
2019-05,-22914.58
2019-06,2847.73
2019-07,35785.51
2019-08,-4023.37
2019-09,-36707.73
2019-10,-17677.67
2019-11,-29317.75
2019-12,28457.87
2020-01,-20904.46
2020-02,-44328.86
2020-03,-109383.55
2020-04,-68512.29
2020-05,-19998.9
2020-06,48263.5
2020-07,34399.61
2020-08,11346.74
2020-09,19868.36
2020-10,61811.91
2020-11,40412.13
2020-12,58296.47
2021-01,40493.4
2021-02,35259.38
2021-03,19512.38
2021-04,17998.52
2021-05,-16560.49
2021-06,-20026.56
2021-07,39499.45
2021-08,26795.89
2021-09,-18912.18
2021-10,43112.47
2021-11,20317.88
2021-12,25847.19
2022-01,-22963.37
2022-02,-49046.03
2022-03,-20979.69
2022-04,-39544.72
2022-05,-28276.56
2022-06,-104623.29
2022-07,-44186.32
2022-08,-91900.55
2022-09,-83816
2022-10,-78176.68
2022-11,-74972.44
2022-12,-14530.51
2023-01,-17746.81
2023-02,-18077.77
2023-03,-30819.59
2023-04,-21883.14
2023-05,-71572.36
2023-06,-73247.71
2023-07,-113756.07
2023-08,-76513.5
2023-09,-114485.54
2023-10,-125282.37
2023-11,-138293.92
2023-12,-27495.22
2024-01,-121615.14
2024-02,-170222.51
2024-03,-129614.06
2024-04,-135779.51
2024-05,-145293.24
2024-06,-111451.8
2024-07,-150355.07
2024-08,-140932.65
2024-09,-175281.31
2024-10,-209592.75
2024-11,-176851.64
2024-12,-108133.91
2025-01,-212424.68
2025-02,-208371.34
2025-03,-173646.51
2025-04,-209291.33
2025-05,-177852.1
2025-06,-194473.38
2025-07,-191618.96
2025-08,-191435.6
2025-09,-201481.73
2025-10,-240108.41
2025-11,-216717.8
2025-12,-158659.15
2026-01,-205219.45
2026-02,-167882.94
2026-03,-151528.15
2026-04,-187355.32
2026-05,-190430.87
2026-06,-196843.08
2026-07,-182480.77
