date,key,value
2026-09-07,on_col_same_avg,0.93
2026-09-07,on_unc_same_avg,0.977
2026-09-07,on_unc_same_max,0.978
2026-09-07,on_unc_same_min,0.95
2026-09-07,1w_unc_fwd_avg,1.005
2026-09-07,2w_unc_fwd_avg,1.117
2026-09-07,3w_unc_fwd_avg,1.167
2026-09-07,1m_unc_fwd_avg,1.3
2026-09-07,3m_unc_same_avg,1.39
2026-09-07,call_outstanding_total,129231
2026-09-07,call_outstanding_collateralized,24091
2026-09-07,call_outstanding_uncollateralized,105140
2026-09-07,tona_volume_fcall,40943
