date,key,value
2026-09-01,btc_10y,3.286
2026-09-01,hy_10y,3.011
2026-09-01,avgy_10y,2.995
2026-09-01,tail_10y,1.6
2026-09-03,btc_30y,3.788
2026-09-03,hy_30y,4.1
2026-09-03,avgy_30y,4.079
2026-09-03,tail_30y,2.1
