date,FXERD01
2020-03-23,110.4
2020-03-24,110.81
2020-03-25,111.12
2020-03-26,110.85
2020-03-27,109.15
2020-03-30,107.46
2020-03-31,108.08
2020-04-01,107.52
2020-04-02,107.29
2020-04-03,108.03
2020-04-06,108.72
2020-04-07,109.13
2020-04-08,108.68
2020-04-09,108.94
2020-04-10,108.55
2020-04-13,108.34
2020-04-14,107.64
2020-04-15,107.12
2020-04-16,107.63
2020-04-17,107.94
2020-04-20,107.7
2020-04-21,107.68
2020-04-22,107.72
2020-04-23,107.83
2020-04-24,107.67
2020-04-27,107.51
2020-04-28,107.3
2020-04-30,106.62
2020-05-01,107.28
2020-05-07,106.22
2020-05-08,106.38
2020-05-11,106.93
2020-05-12,107.6
2020-05-13,107.18
2020-05-14,106.93
2020-05-15,107.36
2020-05-18,107.22
2020-05-19,107.39
2020-05-20,107.82
2020-05-21,107.6
2020-05-22,107.65
2020-05-25,107.76
2020-05-26,107.69
2020-05-27,107.5
2020-05-28,107.81
2020-05-29,107.65
2020-06-01,107.72
2020-06-02,107.56
2020-06-03,108.83
2020-06-04,109
2020-06-05,109.15
2020-06-08,109.62
2020-06-09,108.41
2020-06-10,107.8
2020-06-11,107
2020-06-12,106.81
2020-06-15,107.32
2020-06-16,107.49
2020-06-17,107.4
2020-06-18,106.88
2020-06-19,107.01
2020-06-22,106.84
2020-06-23,106.9
2020-06-24,106.42
2020-06-25,107.03
2020-06-26,107.16
2020-06-29,107.23
2020-06-30,107.59
2020-07-01,107.99
2020-07-02,107.37
2020-07-03,107.5
2020-07-06,107.6
2020-07-07,107.36
2020-07-08,107.58
2020-07-09,107.29
2020-07-10,107.24
2020-07-13,106.92
2020-07-14,107.29
2020-07-15,107.25
2020-07-16,106.91
2020-07-17,107.29
2020-07-20,107.11
2020-07-21,107.19
2020-07-22,106.83
2020-07-27,106.01
2020-07-28,105.29
2020-07-29,105.12
2020-07-30,105.05
2020-07-31,104.7
2020-08-03,105.86
2020-08-04,106.03
2020-08-05,105.63
2020-08-06,105.56
2020-08-07,105.58
2020-08-11,106
2020-08-12,106.49
2020-08-13,106.84
2020-08-14,106.99
2020-08-17,106.57
2020-08-18,106.01
2020-08-19,105.25
2020-08-20,106.08
2020-08-21,105.68
2020-08-24,105.88
2020-08-25,106.01
2020-08-26,106.4
2020-08-27,105.87
2020-08-28,106.66
2020-08-31,105.53
2020-09-01,106
2020-09-02,105.9
2020-09-03,106.21
2020-09-04,106.09
2020-09-07,106.32
2020-09-08,106.31
2020-09-09,105.97
2020-09-10,106.24
2020-09-11,106.16
2020-09-14,106.15
2020-09-15,105.73
2020-09-16,105.41
2020-09-17,105.06
2020-09-18,104.71
2020-09-23,105.06
2020-09-24,105.32
2020-09-25,105.44
2020-09-28,105.59
2020-09-29,105.45
2020-09-30,105.68
2020-10-01,105.46
2020-10-02,105.56
2020-10-05,105.52
2020-10-06,105.72
2020-10-07,105.64
2020-10-08,105.98
2020-10-09,106.03
2020-10-12,105.63
2020-10-13,105.35
2020-10-14,105.47
2020-10-15,105.14
2020-10-16,105.37
2020-10-19,105.44
2020-10-20,105.46
2020-10-21,105.48
2020-10-22,104.68
2020-10-23,104.91
2020-10-26,104.7
2020-10-27,104.83
2020-10-28,104.55
2020-10-29,104.32
2020-10-30,104.56
2020-11-02,104.58
2020-11-04,104.55
2020-11-05,104.44
2020-11-06,103.61
2020-11-09,103.26
2020-11-10,105.14
2020-11-11,105.26
2020-11-12,105.42
2020-11-13,105.1
2020-11-16,104.67
2020-11-17,104.53
2020-11-18,104.18
2020-11-19,103.9
2020-11-20,103.81
2020-11-24,104.53
2020-11-25,104.51
2020-11-26,104.4
2020-11-27,104.26
2020-11-30,104.09
2020-12-01,104.3
2020-12-02,104.3
2020-12-03,104.45
2020-12-04,103.84
2020-12-07,104.21
2020-12-08,104.01
2020-12-09,104.14
2020-12-10,104.29
2020-12-11,104.18
2020-12-14,103.98
2020-12-15,104.02
2020-12-16,103.65
2020-12-17,103.48
2020-12-18,103.16
2020-12-21,103.49
2020-12-22,103.35
2020-12-23,103.52
2020-12-24,103.53
2020-12-25,103.64
2020-12-28,103.52
2020-12-29,103.7
2020-12-30,103.56
2021-01-04,103.25
2021-01-05,103.14
2021-01-06,102.69
2021-01-07,103.03
2021-01-08,103.81
2021-01-12,104.14
2021-01-13,103.75
2021-01-14,103.84
2021-01-15,103.84
2021-01-18,103.92
2021-01-19,103.71
2021-01-20,103.91
2021-01-21,103.56
2021-01-22,103.51
2021-01-25,103.79
2021-01-26,103.76
2021-01-27,103.6
2021-01-28,104.15
2021-01-29,104.31
2021-02-01,104.71
2021-02-02,104.89
2021-02-03,105.03
2021-02-04,105
2021-02-05,105.58
2021-02-08,105.4
2021-02-09,105.21
2021-02-10,104.58
2021-02-12,104.76
2021-02-15,105.07
2021-02-16,105.39
2021-02-17,106.12
2021-02-18,105.86
2021-02-19,105.66
2021-02-22,105.54
2021-02-24,105.3
2021-02-25,105.96
2021-02-26,106.39
2021-03-01,106.48
2021-03-02,106.85
2021-03-03,106.76
2021-03-04,107.08
2021-03-05,107.95
2021-03-08,108.4
2021-03-09,108.93
2021-03-10,108.58
2021-03-11,108.45
2021-03-12,108.58
2021-03-15,109.12
2021-03-16,109.13
2021-03-17,109.03
2021-03-18,108.9
2021-03-19,108.94
2021-03-22,108.88
2021-03-23,108.78
2021-03-24,108.53
2021-03-25,108.8
2021-03-26,109.18
2021-03-29,109.8
2021-03-30,109.84
2021-03-31,110.31
2021-04-01,110.76
2021-04-02,110.62
2021-04-05,110.69
2021-04-06,110.2
2021-04-07,109.8
2021-04-08,109.86
2021-04-09,109.34
2021-04-12,109.73
2021-04-13,109.39
2021-04-14,108.93
2021-04-15,108.9
2021-04-16,108.69
2021-04-19,108.73
2021-04-20,108.12
2021-04-21,108.14
2021-04-22,108.05
2021-04-23,108
2021-04-26,107.89
2021-04-27,108.2
2021-04-28,108.76
2021-04-30,108.91
2021-05-06,109.23
2021-05-07,109.05
2021-05-10,108.58
2021-05-11,108.85
2021-05-12,108.72
2021-05-13,109.67
2021-05-14,109.52
2021-05-17,109.43
2021-05-18,109.25
2021-05-19,108.87
2021-05-20,109.27
2021-05-21,108.86
2021-05-24,108.92
2021-05-25,108.85
2021-05-26,108.8
2021-05-27,109.18
2021-05-28,109.82
2021-05-31,109.91
2021-06-01,109.5
2021-06-02,109.5
2021-06-03,109.59
2021-06-04,110.29
2021-06-07,109.62
2021-06-08,109.28
2021-06-09,109.48
2021-06-10,109.62
2021-06-11,109.39
2021-06-14,109.72
2021-06-15,110.04
2021-06-16,110.09
2021-06-17,110.78
2021-06-18,110.33
2021-06-21,110.21
2021-06-22,110.39
2021-06-23,110.65
2021-06-24,111.02
2021-06-25,110.93
2021-06-28,110.81
2021-06-29,110.61
2021-06-30,110.54
2021-07-01,111.14
2021-07-02,111.57
2021-07-05,111.14
2021-07-06,110.92
2021-07-07,110.6
2021-07-08,110.63
2021-07-09,109.81
2021-07-12,110.23
2021-07-13,110.33
2021-07-14,110.59
2021-07-15,110
2021-07-16,109.78
2021-07-19,109.89
2021-07-20,109.53
2021-07-21,109.92
2021-07-26,110.55
2021-07-27,110.31
2021-07-28,109.81
2021-07-29,109.89
2021-07-30,109.42
2021-08-02,109.72
2021-08-03,109.28
2021-08-04,108.99
2021-08-05,109.54
2021-08-06,109.76
2021-08-10,110.32
2021-08-11,110.6
2021-08-12,110.38
2021-08-13,110.41
2021-08-16,109.63
2021-08-17,109.3
2021-08-18,109.54
2021-08-19,109.85
2021-08-20,109.78
2021-08-23,109.84
2021-08-24,109.69
2021-08-25,109.73
2021-08-26,109.99
2021-08-27,110.05
2021-08-30,109.86
2021-08-31,109.95
2021-09-01,110.06
2021-09-02,110.1
2021-09-03,109.96
2021-09-06,109.77
2021-09-07,109.83
2021-09-08,110.3
2021-09-09,110.22
2021-09-10,109.77
2021-09-13,109.93
2021-09-14,110
2021-09-15,109.72
2021-09-16,109.39
2021-09-17,109.7
2021-09-21,109.44
2021-09-22,109.16
2021-09-24,110.33
2021-09-27,110.77
2021-09-28,110.97
2021-09-29,111.53
2021-09-30,111.94
2021-10-01,111.47
2021-10-04,110.96
2021-10-05,110.96
2021-10-06,111.49
2021-10-07,111.41
2021-10-08,111.67
2021-10-11,112.27
2021-10-12,113.39
2021-10-13,113.54
2021-10-14,113.3
2021-10-15,113.84
2021-10-18,114.34
2021-10-19,114.29
2021-10-20,114.54
2021-10-21,114.39
2021-10-22,113.85
2021-10-25,113.66
2021-10-26,113.77
2021-10-27,114.18
2021-10-28,113.78
2021-10-29,113.62
2021-11-01,114.24
2021-11-02,114.1
2021-11-04,114.06
2021-11-05,113.83
2021-11-08,113.48
2021-11-09,113.26
2021-11-10,112.92
2021-11-11,113.91
2021-11-12,114.05
2021-11-15,113.99
2021-11-16,114.13
2021-11-17,114.91
2021-11-18,114.2
2021-11-19,114.29
2021-11-22,114.15
2021-11-24,115.15
2021-11-25,115.42
2021-11-26,115.07
2021-11-29,113.72
2021-11-30,113.81
2021-12-01,113.3
2021-12-02,112.88
2021-12-03,113.03
2021-12-06,113.05
2021-12-07,113.47
2021-12-08,113.52
2021-12-09,113.7
2021-12-10,113.44
2021-12-13,113.52
2021-12-14,113.58
2021-12-15,113.75
2021-12-16,114.15
2021-12-17,113.67
2021-12-20,113.52
2021-12-21,113.67
2021-12-22,114
2021-12-23,114.14
2021-12-24,114.47
2021-12-27,114.35
2021-12-28,114.79
2021-12-29,114.77
2021-12-30,114.95
2022-01-04,115.34
2022-01-05,116.17
2022-01-06,116.13
2022-01-07,115.87
2022-01-11,115.28
2022-01-12,115.34
2022-01-13,114.68
2022-01-14,114.12
2022-01-17,114.31
2022-01-18,114.57
2022-01-19,114.56
2022-01-20,114.35
2022-01-21,113.99
2022-01-24,113.79
2022-01-25,114.01
2022-01-26,113.9
2022-01-27,114.73
2022-01-28,115.35
2022-01-31,115.27
2022-02-01,115.13
2022-02-02,114.74
2022-02-03,114.39
2022-02-04,114.97
2022-02-07,115.23
2022-02-08,115.07
2022-02-09,115.54
2022-02-10,115.6
2022-02-14,115.59
2022-02-15,115.54
2022-02-16,115.65
2022-02-17,115.4
2022-02-18,114.86
2022-02-21,114.96
2022-02-22,114.61
2022-02-24,114.9
2022-02-25,115.55
2022-02-28,115.59
2022-03-01,115.09
2022-03-02,114.85
2022-03-03,115.52
2022-03-04,115.49
2022-03-07,114.95
2022-03-08,115.37
2022-03-09,115.73
2022-03-10,115.92
2022-03-11,116.19
2022-03-14,117.55
2022-03-15,118.22
2022-03-16,118.32
2022-03-17,118.87
2022-03-18,118.5
2022-03-22,119.59
2022-03-23,121.35
2022-03-24,121.13
2022-03-25,122.35
2022-03-28,122.27
2022-03-29,123.6
2022-03-30,123.12
2022-03-31,122.03
2022-04-01,121.75
2022-04-04,122.63
2022-04-05,122.8
2022-04-06,123.66
2022-04-07,123.73
2022-04-08,124.1
2022-04-11,124.4
2022-04-12,125.49
2022-04-13,125.42
2022-04-14,125.37
2022-04-15,126.19
2022-04-18,126.62
2022-04-19,127.15
2022-04-20,129.31
2022-04-21,128
2022-04-22,128.43
2022-04-25,128.61
2022-04-26,127.78
2022-04-27,127.26
2022-04-28,128.44
2022-05-02,130
2022-05-06,130.34
2022-05-09,130.73
2022-05-10,130.38
2022-05-11,130.37
2022-05-12,129.85
2022-05-13,128.6
2022-05-16,129.41
2022-05-17,128.93
2022-05-18,129.43
2022-05-19,127.93
2022-05-20,127.85
2022-05-23,127.9
2022-05-24,127.81
2022-05-25,126.74
2022-05-26,127.14
2022-05-27,127.1
2022-05-30,127.27
2022-05-31,127.79
2022-06-01,128.75
2022-06-02,130.14
2022-06-03,129.95
2022-06-06,130.74
2022-06-07,132.19
2022-06-08,132.81
2022-06-09,134.44
2022-06-10,134.37
2022-06-13,134.78
2022-06-14,134.22
2022-06-15,135.27
2022-06-16,134.06
2022-06-17,132.41
2022-06-20,135.29
2022-06-21,135.1
2022-06-22,136.33
2022-06-23,135.99
2022-06-24,134.82
2022-06-27,135.05
2022-06-28,135.44
2022-06-29,136.06
2022-06-30,136.61
2022-07-01,135.8
2022-07-04,135.02
2022-07-05,135.86
2022-07-06,135.55
2022-07-07,135.95
2022-07-08,135.92
2022-07-11,136.31
2022-07-12,137.42
2022-07-13,136.75
2022-07-14,137.64
2022-07-15,138.98
2022-07-19,138.27
2022-07-20,138.18
2022-07-21,138.43
2022-07-22,137.09
2022-07-25,136.35
2022-07-26,136.41
2022-07-27,136.97
2022-07-28,136.12
2022-07-29,134.39
2022-08-01,133.37
2022-08-02,131.4
2022-08-03,133.33
2022-08-04,133.94
2022-08-05,132.62
2022-08-08,135.07
2022-08-09,134.85
2022-08-10,135.2
2022-08-12,133.02
2022-08-15,133.32
2022-08-16,133.13
2022-08-17,134.3
2022-08-18,134.97
2022-08-19,135.83
2022-08-22,137.02
2022-08-23,137.57
2022-08-24,136.77
2022-08-25,137.1
2022-08-26,136.57
2022-08-29,138.17
2022-08-30,138.65
2022-08-31,138.77
2022-09-01,139.33
2022-09-02,140.09
2022-09-05,140.55
2022-09-06,140.43
2022-09-07,143.16
2022-09-08,144.1
2022-09-09,143.88
2022-09-12,142.57
2022-09-13,142.59
2022-09-14,144.43
2022-09-15,142.92
2022-09-16,143.34
2022-09-20,143.19
2022-09-21,143.58
2022-09-22,144.24
2022-09-26,143.53
2022-09-27,144.47
2022-09-28,144.71
2022-09-29,144.4
2022-09-30,144.42
2022-10-03,144.81
2022-10-04,144.51
2022-10-05,143.86
2022-10-06,144.43
2022-10-07,145.05
2022-10-11,145.68
2022-10-12,145.89
2022-10-13,146.78
2022-10-14,147.31
2022-10-17,148.64
2022-10-18,148.97
2022-10-19,149.21
2022-10-20,149.82
2022-10-21,150.17
2022-10-24,147.93
2022-10-25,148.89
2022-10-26,147.97
2022-10-27,146.09
2022-10-28,146.28
2022-10-31,147.81
2022-11-01,148.74
2022-11-02,147.9
2022-11-04,148.38
2022-11-07,146.84
2022-11-08,146.62
2022-11-09,145.3
2022-11-10,146.2
2022-11-11,141.74
2022-11-14,139.61
2022-11-15,140.08
2022-11-16,138.96
2022-11-17,139.33
2022-11-18,140.43
2022-11-21,140.28
2022-11-22,142.09
2022-11-24,139.23
2022-11-25,138.61
2022-11-28,139.37
2022-11-29,138.73
2022-11-30,138.76
2022-12-01,137.36
2022-12-02,135.16
2022-12-05,134.49
2022-12-06,136.56
2022-12-07,136.89
2022-12-08,136.38
2022-12-09,136.63
2022-12-12,136.73
2022-12-13,137.49
2022-12-14,135.56
2022-12-15,135.35
2022-12-16,137.76
2022-12-19,136.58
2022-12-20,136.98
2022-12-21,131.89
2022-12-22,132.4
2022-12-23,132.38
2022-12-26,132.85
2022-12-27,132.76
2022-12-28,133.49
2022-12-29,134.03
2022-12-30,132.92
2023-01-04,131.3
2023-01-05,132.25
2023-01-06,133.33
2023-01-10,131.73
2023-01-11,132.1
2023-01-12,131.91
2023-01-13,129.22
2023-01-16,128.07
2023-01-17,128.34
2023-01-18,128.28
2023-01-19,128.54
2023-01-20,128.37
2023-01-23,129.39
2023-01-24,130.58
2023-01-25,130.22
2023-01-26,129.25
2023-01-27,129.81
2023-01-30,129.85
2023-01-31,130.48
2023-02-01,130.12
2023-02-02,128.61
2023-02-03,128.77
2023-02-06,132.07
2023-02-07,132.61
2023-02-08,131.06
2023-02-09,131.39
2023-02-10,131.53
2023-02-13,131.56
2023-02-14,132.35
2023-02-15,132.98
2023-02-16,133.91
2023-02-17,134.07
2023-02-20,134.31
2023-02-21,134.35
2023-02-22,135
2023-02-24,134.63
2023-02-27,136.43
2023-02-28,136.33
2023-03-01,136.36
2023-03-02,136.19
2023-03-03,136.72
2023-03-06,136.02
2023-03-07,136
2023-03-08,137.39
2023-03-09,137.22
2023-03-10,136.38
2023-03-13,134.97
2023-03-14,133.09
2023-03-15,134.44
2023-03-16,132.91
2023-03-17,133.37
2023-03-20,132.28
2023-03-22,132.4
2023-03-23,131.17
2023-03-24,130.88
2023-03-27,130.85
2023-03-28,131.23
2023-03-29,131.05
2023-03-30,132.55
2023-03-31,133.19
2023-04-03,133.36
2023-04-04,132.32
2023-04-05,131.44
2023-04-06,130.93
2023-04-07,131.68
2023-04-10,132.09
2023-04-11,133.47
2023-04-12,133.6
2023-04-13,133.09
2023-04-14,132.5
2023-04-17,133.99
2023-04-18,134.45
2023-04-19,134.04
2023-04-20,134.71
2023-04-21,134
2023-04-24,133.96
2023-04-25,134.09
2023-04-26,133.71
2023-04-27,133.45
2023-04-28,133.81
2023-05-01,136.39
2023-05-02,137.53
2023-05-08,135.19
2023-05-09,135.09
2023-05-10,135.29
2023-05-11,134.1
2023-05-12,134.48
2023-05-15,135.82
2023-05-16,136.04
2023-05-17,136.43
2023-05-18,137.61
2023-05-19,138.62
2023-05-22,137.7
2023-05-23,138.67
2023-05-24,138.61
2023-05-25,139.31
2023-05-26,140.02
2023-05-29,140.89
2023-05-30,140.47
2023-05-31,139.79
2023-06-01,139.14
2023-06-02,138.74
2023-06-05,140.21
2023-06-06,139.42
2023-06-07,139.53
2023-06-08,139.89
2023-06-09,138.89
2023-06-12,139.37
2023-06-13,139.46
2023-06-14,140.15
2023-06-15,139.96
2023-06-16,140.27
2023-06-19,141.86
2023-06-20,141.9
2023-06-21,141.34
2023-06-22,141.68
2023-06-23,143.03
2023-06-26,143.54
2023-06-27,143.48
2023-06-28,143.88
2023-06-29,144.4
2023-06-30,144.8
2023-07-03,144.4
2023-07-04,144.6
2023-07-05,144.41
2023-07-06,144.5
2023-07-07,143.97
2023-07-10,142.21
2023-07-11,141.32
2023-07-12,140.11
2023-07-13,138.31
2023-07-14,138.03
2023-07-18,138.71
2023-07-19,139.03
2023-07-20,139.61
2023-07-21,139.83
2023-07-24,141.73
2023-07-25,141.54
2023-07-26,140.91
2023-07-27,140.38
2023-07-28,138.89
2023-07-31,140.75
2023-08-01,142.32
2023-08-02,142.96
2023-08-03,143.34
2023-08-04,142.58
2023-08-07,141.87
2023-08-08,142.54
2023-08-09,143.26
2023-08-10,143.71
2023-08-14,144.87
2023-08-15,145.44
2023-08-16,145.61
2023-08-17,146.33
2023-08-18,145.69
2023-08-21,145.33
2023-08-22,146.24
2023-08-23,145.78
2023-08-24,144.69
2023-08-25,146.05
2023-08-28,146.54
2023-08-29,146.47
2023-08-30,145.98
2023-08-31,146.08
2023-09-01,145.49
2023-09-04,146.06
2023-09-05,146.54
2023-09-06,147.46
2023-09-07,147.72
2023-09-08,147.33
2023-09-11,147.13
2023-09-12,146.68
2023-09-13,147.16
2023-09-14,147.33
2023-09-15,147.46
2023-09-19,147.61
2023-09-20,147.76
2023-09-21,148.32
2023-09-22,147.66
2023-09-25,148.44
2023-09-26,148.81
2023-09-27,149.04
2023-09-28,149.5
2023-09-29,149.34
2023-10-02,149.53
2023-10-03,149.86
2023-10-04,149.18
2023-10-05,148.99
2023-10-06,148.48
2023-10-10,148.34
2023-10-11,148.62
2023-10-12,149.04
2023-10-13,149.79
2023-10-16,149.56
2023-10-17,149.58
2023-10-18,149.75
2023-10-19,149.77
2023-10-20,149.8
2023-10-23,149.87
2023-10-24,149.78
2023-10-25,149.86
2023-10-26,150.1
2023-10-27,150.37
2023-10-30,149.73
2023-10-31,149.11
2023-11-01,151.31
2023-11-02,150.58
2023-11-06,149.46
2023-11-07,149.99
2023-11-08,150.39
2023-11-09,150.86
2023-11-10,151.34
2023-11-13,151.47
2023-11-14,151.63
2023-11-15,150.49
2023-11-16,151.22
2023-11-17,150.71
2023-11-20,149.96
2023-11-21,148.39
2023-11-22,148.14
2023-11-24,149.63
2023-11-27,149.58
2023-11-28,148.41
2023-11-29,147.07
2023-11-30,147.06
2023-12-01,148
2023-12-04,146.37
2023-12-05,147.29
2023-12-06,147.18
2023-12-07,147.18
2023-12-08,144.25
2023-12-11,144.99
2023-12-12,146.06
2023-12-13,145.27
2023-12-14,142.79
2023-12-15,142.29
2023-12-18,142.32
2023-12-19,142.67
2023-12-20,143.92
2023-12-21,143.53
2023-12-22,142.07
2023-12-25,142.52
2023-12-26,142.24
2023-12-27,142.48
2023-12-28,141.44
2023-12-29,141.44
2024-01-04,142.98
2024-01-05,144.77
2024-01-09,144.22
2024-01-10,144.43
2024-01-11,145.73
2024-01-12,145.1
2024-01-15,145.16
2024-01-16,145.8
2024-01-17,147.24
2024-01-18,148.14
2024-01-19,148.13
2024-01-22,148.13
2024-01-23,148.13
2024-01-24,148.25
2024-01-25,147.59
2024-01-26,147.72
2024-01-29,148.18
2024-01-30,147.49
2024-01-31,147.34
2024-02-01,147.01
2024-02-02,146.47
2024-02-05,148.51
2024-02-06,148.66
2024-02-07,147.83
2024-02-08,148.09
2024-02-09,149.27
2024-02-13,149.41
2024-02-14,150.73
2024-02-15,150.56
2024-02-16,149.95
2024-02-19,150.15
2024-02-20,150.27
2024-02-21,149.97
2024-02-22,150.35
2024-02-26,150.5
2024-02-27,150.55
2024-02-28,150.51
2024-02-29,150.64
2024-03-01,150.07
2024-03-04,150.13
2024-03-05,150.46
2024-03-06,150.03
2024-03-07,149.26
2024-03-08,147.87
2024-03-11,146.78
2024-03-12,146.74
2024-03-13,147.63
2024-03-14,147.6
2024-03-15,148.31
2024-03-18,148.96
2024-03-19,149.14
2024-03-21,150.73
2024-03-22,151.62
2024-03-25,151.31
2024-03-26,151.38
2024-03-27,151.53
2024-03-28,151.28
2024-03-29,151.45
2024-04-01,151.41
2024-04-02,151.59
2024-04-03,151.55
2024-04-04,151.59
2024-04-05,151.3
2024-04-08,151.68
2024-04-09,151.84
2024-04-10,151.78
2024-04-11,152.95
2024-04-12,153.2
2024-04-15,153.31
2024-04-16,154.22
2024-04-17,154.7
2024-04-18,154.34
2024-04-19,154.61
2024-04-22,154.63
2024-04-23,154.82
2024-04-24,154.75
2024-04-25,155.27
2024-04-26,155.62
2024-04-30,156.33
2024-05-01,157.75
2024-05-02,155.71
2024-05-07,154.25
2024-05-08,154.78
2024-05-09,155.38
2024-05-10,155.4
2024-05-13,155.84
2024-05-14,156.24
2024-05-15,156.53
2024-05-16,154.3
2024-05-17,155.4
2024-05-20,155.77
2024-05-21,156.39
2024-05-22,156.28
2024-05-23,156.74
2024-05-24,157
2024-05-27,156.86
2024-05-28,156.84
2024-05-29,157.27
2024-05-30,157.63
2024-05-31,156.99
2024-06-03,157.19
2024-06-04,156.1
2024-06-05,155.11
2024-06-06,155.91
2024-06-07,155.68
2024-06-10,156.83
2024-06-11,157.04
2024-06-12,157.11
2024-06-13,156.8
2024-06-14,157.12
2024-06-17,157.56
2024-06-18,157.7
2024-06-19,157.88
2024-06-20,157.97
2024-06-21,158.94
2024-06-24,159.9
2024-06-25,159.7
2024-06-26,159.71
2024-06-27,160.64
2024-06-28,160.7
2024-07-01,160.93
2024-07-02,161.51
2024-07-03,161.5
2024-07-04,161.59
2024-07-05,161.36
2024-07-08,160.65
2024-07-09,160.86
2024-07-10,161.33
2024-07-11,161.58
2024-07-12,158.27
2024-07-16,158.16
2024-07-17,158.36
2024-07-18,155.68
2024-07-19,157.19
2024-07-22,157.41
2024-07-23,156.91
2024-07-24,155.77
2024-07-25,153.93
2024-07-26,153.71
2024-07-29,154.16
2024-07-30,153.83
2024-07-31,152.65
2024-08-01,149.79
2024-08-02,149.2
2024-08-05,145.59
2024-08-06,145.81
2024-08-07,144.76
2024-08-08,146.29
2024-08-09,147.7
2024-08-13,147.04
2024-08-14,146.96
2024-08-15,147.28
2024-08-16,149.24
2024-08-19,147.97
2024-08-20,146.72
2024-08-21,145.33
2024-08-22,145.13
2024-08-23,146.22
2024-08-26,143.94
2024-08-27,144.51
2024-08-28,143.96
2024-08-29,144.45
2024-08-30,144.9
2024-09-02,146.41
2024-09-03,146.76
2024-09-04,145.39
2024-09-05,143.33
2024-09-06,143.36
2024-09-09,142.49
2024-09-10,143.19
2024-09-11,142.25
2024-09-12,142.66
2024-09-13,141.52
2024-09-17,140.79
2024-09-18,142.01
2024-09-19,142.73
2024-09-20,142.86
2024-09-24,143.62
2024-09-25,142.96
2024-09-26,144.72
2024-09-27,145.06
2024-09-30,142.79
2024-10-01,143.71
2024-10-02,143.73
2024-10-03,146.55
2024-10-04,146.86
2024-10-07,148.79
2024-10-08,148.15
2024-10-09,148.15
2024-10-10,149.16
2024-10-11,148.72
2024-10-15,149.74
2024-10-16,149.1
2024-10-17,149.56
2024-10-18,150.11
2024-10-21,149.62
2024-10-22,150.62
2024-10-23,151.16
2024-10-24,152.76
2024-10-25,151.78
2024-10-28,152.96
2024-10-29,153.15
2024-10-30,153.27
2024-10-31,153.24
2024-11-01,151.99
2024-11-05,152.27
2024-11-06,151.44
2024-11-07,154.32
2024-11-08,153.17
2024-11-11,152.93
2024-11-12,153.53
2024-11-13,154.67
2024-11-14,155.42
2024-11-15,156.49
2024-11-18,154.65
2024-11-19,154.61
2024-11-20,154.73
2024-11-21,155.28
2024-11-22,154.17
2024-11-25,154.15
2024-11-26,154.39
2024-11-27,152.94
2024-11-28,151.34
2024-11-29,151.18
2024-12-02,149.87
2024-12-03,149.53
2024-12-04,149.62
2024-12-05,150.53
2024-12-06,150.12
2024-12-09,149.89
2024-12-10,151.38
2024-12-11,151.85
2024-12-12,152.25
2024-12-13,152.6
2024-12-16,153.47
2024-12-17,154.1
2024-12-18,153.58
2024-12-19,154.68
2024-12-20,157.66
2024-12-23,156.59
2024-12-24,157.18
2024-12-25,157.1
2024-12-26,157.12
2024-12-27,157.77
2024-12-30,157.9
2025-01-06,157.52
2025-01-07,157.74
2025-01-08,158.23
2025-01-09,158.21
2025-01-10,158.04
2025-01-14,157.33
2025-01-15,158.06
2025-01-16,156.2
2025-01-17,155.36
2025-01-20,156.32
2025-01-21,155.29
2025-01-22,155.77
2025-01-23,156.44
2025-01-24,156.16
2025-01-27,155.74
2025-01-28,154.91
2025-01-29,155.58
2025-01-30,155.19
2025-01-31,154.1
2025-02-03,155.37
2025-02-04,155.27
2025-02-05,154.14
2025-02-06,152.65
2025-02-07,151.17
2025-02-10,151.88
2025-02-12,152.75
2025-02-13,154.23
2025-02-14,153.01
2025-02-17,152.02
2025-02-18,151.44
2025-02-19,151.92
2025-02-20,151.21
2025-02-21,149.47
2025-02-25,149.92
2025-02-26,149.06
2025-02-27,148.89
2025-02-28,150.09
2025-03-03,150.83
2025-03-04,149.33
2025-03-05,149.83
2025-03-06,148.88
2025-03-07,148.15
2025-03-10,147.58
2025-03-11,147.07
2025-03-12,148.06
2025-03-13,148.29
2025-03-14,147.94
2025-03-17,148.6
2025-03-18,149.39
2025-03-19,149.44
2025-03-21,148.63
2025-03-24,149.67
2025-03-25,150.8
2025-03-26,149.95
2025-03-27,150.47
2025-03-28,150.87
2025-03-31,149.62
2025-04-01,149.94
2025-04-02,149.76
2025-04-03,147.9
2025-04-04,146.26
2025-04-07,145.44
2025-04-08,147.77
2025-04-09,145.86
2025-04-10,147.38
2025-04-11,143.76
2025-04-14,143.72
2025-04-15,143.23
2025-04-16,143.17
2025-04-17,141.92
2025-04-18,142.37
2025-04-21,141.59
2025-04-22,140.88
2025-04-23,142.71
2025-04-24,143.19
2025-04-25,142.87
2025-04-28,143.85
2025-04-30,142.24
2025-05-01,143.02
2025-05-02,145.41
2025-05-07,143.09
2025-05-08,143.87
2025-05-09,145.95
2025-05-12,145.84
2025-05-13,148.26
2025-05-14,147.53
2025-05-15,146.64
2025-05-16,145.59
2025-05-19,145.24
2025-05-20,144.99
2025-05-21,144.31
2025-05-22,143.69
2025-05-23,143.86
2025-05-26,142.82
2025-05-27,142.62
2025-05-28,144.14
2025-05-29,145.75
2025-05-30,143.76
2025-06-02,143.8
2025-06-03,142.43
2025-06-04,143.82
2025-06-05,142.72
