date,D9:BTO.WAF.N3105
2023-12-15,736.0
2023-12-22,376.0
2023-12-29,214.0
2024-01-05,372.0
2024-01-12,649.0
2024-01-19,705.0
2024-01-26,536.0
2024-02-02,417.0
2024-02-09,1189.0
2024-02-16,1459.0
2024-02-23,667.0
2024-03-01,968.0
2024-03-08,599.0
2024-03-15,870.0
2024-03-22,1015.0
2024-03-29,863.0
2024-04-05,511.0
2024-04-12,601.0
2024-04-19,621.0
2024-04-26,846.0
2024-05-03,1025.0
2024-05-10,1618.0
2024-05-17,1737.0
2024-05-24,2199.0
2024-05-31,2019.0
2024-06-07,1247.0
2024-06-14,1596.0
2024-06-21,1588.0
2024-06-28,2528.0
2024-07-05,1927.0
2024-07-12,2423.0
2024-07-19,1264.0
2024-07-26,2755.0
2024-08-02,2295.0
2024-08-09,2639.0
2024-08-16,2721.0
2024-08-23,1962.0
2024-08-30,2171.0
2024-09-06,1416.0
2024-09-13,2152.0
2024-09-20,1826.0
2024-09-27,2803.0
2024-10-04,1730.0
2024-10-11,1964.0
2024-10-18,1947.0
2024-10-25,3420.0
2024-11-01,2476.0
2024-11-08,4926.0
2024-11-15,1987.0
2024-11-22,2063.0
2024-11-29,1738.0
2024-12-06,4932.0
2024-12-13,2089.0
2024-12-20,2673.0
2024-12-27,1026.0
2025-01-03,1339.0
2025-01-10,2823.0
2025-01-17,1695.0
2025-01-24,3135.0
2025-01-31,4265.0
2025-02-07,4226.0
2025-02-14,3761.0
2025-02-21,6725.0
2025-02-28,5323.0
2025-03-07,4721.0
2025-03-14,3588.0
2025-03-21,3958.0
2025-03-28,2993.0
2025-04-04,2007.0
2025-04-11,5564.0
2025-04-18,2883.0
2025-04-25,2628.0
2025-05-02,5463.0
2025-05-09,4597.0
2025-05-16,5225.0
2025-05-23,6295.0
2025-05-30,4081.0
2025-06-06,4584.0
2025-06-13,3051.0
2025-06-20,4043.0
2025-06-27,5577.0
2025-07-04,6111.0
2025-07-11,24013.0
2025-07-18,10456.0
2025-07-25,9639.0
2025-08-01,9769.0
2025-08-08,11431.0
2025-08-15,8745.0
2025-08-22,9743.0
2025-08-29,9248.0
2025-09-05,8002.0
2025-09-12,9212.0
2025-09-19,7792.0
2025-09-26,10011.0
2025-10-03,10274.0
2025-10-10,7772.0
2025-10-17,8396.0
2025-10-24,8326.0
2025-10-31,8360.0
2025-11-07,12280.0
2025-11-14,10461.0
2025-11-21,10058.0
2025-11-28,14318.0
2025-12-05,15984.0
2025-12-12,12552.0
2025-12-19,8295.0
2025-12-26,2312.0
2026-01-02,1308.0
2026-01-09,8961.0
2026-01-16,8786.0
2026-01-23,13866.0
2026-01-30,10925.0
2026-02-06,12997.0
2026-02-13,12521.0
2026-02-20,12864.0
2026-02-27,10276.0
2026-03-06,10776.0
2026-03-13,10629.0
2026-03-20,10431.0
2026-03-27,8022.0
2026-04-03,7254.0
2026-04-10,8385.0
2026-04-17,10046.0
2026-04-24,8991.0
2026-05-01,10337.0
2026-05-08,10423.0
2026-05-15,8631.0
2026-05-22,8248.0
2026-05-29,11681.0
2026-06-05,11062.0
2026-06-12,13995.0
2026-06-19,12307.0
2026-06-26,17279.0
2026-07-03,16530.0
2026-07-10,10793.0
2026-07-17,10793.0
2026-07-24,8682.0
2026-07-31,6515.0
2026-08-07,7100.0
2026-08-14,9575.0
2026-08-21,10542.0
2026-08-28,9371.0
2026-09-04,12170.0
