date,D9:BTO.WAF.N3605
2024-08-30,17472.0
2024-09-06,3944.0
2024-09-13,2241.0
2024-09-20,1550.0
2024-09-27,1551.0
2024-10-04,1820.0
2024-10-11,1859.0
2024-10-18,1297.0
2024-10-25,1693.0
2024-11-01,1858.0
2024-11-08,1734.0
2024-11-15,2729.0
2024-11-22,3271.0
2024-11-29,5412.0
2024-12-06,2994.0
2024-12-13,2797.0
2024-12-20,2760.0
2024-12-27,1143.0
2025-01-03,647.0
2025-01-10,2983.0
2025-01-17,3185.0
2025-01-24,2335.0
2025-01-31,4444.0
2025-02-07,3072.0
2025-02-14,3880.0
2025-02-21,3415.0
2025-02-28,2212.0
2025-03-07,3037.0
2025-03-14,4098.0
2025-03-21,1897.0
2025-03-28,2499.0
2025-04-04,2313.0
2025-04-11,2755.0
2025-04-18,2038.0
2025-04-25,2273.0
2025-05-02,2361.0
2025-05-09,2073.0
2025-05-16,1755.0
2025-05-23,3426.0
2025-05-30,3620.0
2025-06-06,3004.0
2025-06-13,1983.0
2025-06-20,1328.0
2025-06-27,2129.0
2025-07-04,1818.0
2025-07-11,1797.0
2025-07-18,1509.0
2025-07-25,3479.0
2025-08-01,1102.0
2025-08-08,2188.0
2025-08-15,2129.0
2025-08-22,1945.0
2025-08-29,2896.0
2025-09-05,1942.0
2025-09-12,1996.0
2025-09-19,3574.0
2025-09-26,2793.0
2025-10-03,2871.0
2025-10-10,2599.0
2025-10-17,2750.0
2025-10-24,4593.0
2025-10-31,3947.0
2025-11-07,4045.0
2025-11-14,3139.0
2025-11-21,5406.0
2025-11-28,27007.0
2025-12-05,6201.0
2025-12-12,2778.0
2025-12-19,1641.0
2025-12-26,666.0
2026-01-02,959.0
2026-01-09,2874.0
2026-01-16,6559.0
2026-01-23,4537.0
2026-01-30,4484.0
2026-02-06,4610.0
2026-02-13,4835.0
2026-02-20,3753.0
2026-02-27,3406.0
2026-03-06,8462.0
2026-03-13,8537.0
2026-03-20,10166.0
2026-03-27,13790.0
2026-04-03,11946.0
2026-04-10,11684.0
2026-04-17,13756.0
2026-04-24,11445.0
2026-05-01,8868.0
2026-05-08,13017.0
2026-05-15,11033.0
2026-05-22,11773.0
2026-05-29,9232.0
2026-06-05,9224.0
2026-06-12,7364.0
2026-06-19,11056.0
2026-06-26,7480.0
2026-07-03,5748.0
2026-07-10,6012.0
2026-07-17,8969.0
2026-07-24,9284.0
2026-07-31,7647.0
2026-08-07,9397.0
2026-08-14,7698.0
2026-08-21,7912.0
2026-08-28,5130.0
2026-09-04,5139.0
