date,R3:UGEN.MR7007
2019-01-31,525.0
2019-02-28,912.0
2019-03-31,478.0
2019-04-30,1729.0
2019-05-31,715.0
2019-06-30,747.0
2019-07-31,564.0
2019-08-31,991.0
2019-09-30,863.0
2019-10-31,924.0
2019-11-30,639.0
2019-12-31,470.0
2020-01-31,1051.0
2020-02-29,1053.0
2020-03-31,1855.0
2020-04-30,1808.0
2020-05-31,1231.0
2020-06-30,770.0
2020-07-31,653.0
2020-08-31,579.0
2020-09-30,723.0
2020-10-31,1474.0
2020-11-30,1499.0
2020-12-31,966.0
2021-01-31,759.0
2021-02-28,1256.0
2021-03-31,886.0
2021-04-30,1203.0
2021-05-31,938.0
2021-06-30,1470.0
2021-07-31,751.0
2021-08-31,1122.0
2021-09-30,548.0
2021-10-31,1222.0
2021-11-30,426.0
2021-12-31,635.0
2022-01-31,643.0
2022-02-28,438.0
2022-03-31,572.0
2022-04-30,806.0
2022-05-31,640.0
2022-06-30,1041.0
2022-07-31,867.0
2022-08-31,1078.0
2022-09-30,1811.0
2022-10-31,1725.0
2022-11-30,3029.0
2022-12-31,1998.0
2023-01-31,2708.0
2023-02-28,5248.0
2023-03-31,5897.0
2023-04-30,6200.0
2023-05-31,6720.0
2023-06-30,6487.0
2023-07-31,6343.0
2023-08-31,7917.0
2023-09-30,8307.0
2023-10-31,8342.0
2023-11-30,6786.0
2023-12-31,5704.0
2024-01-31,4932.0
2024-02-29,4440.0
2024-03-31,3044.0
2024-04-30,2395.0
2024-05-31,2394.0
2024-06-30,1625.0
2024-07-31,4346.0
2024-08-31,1307.0
2024-09-30,2400.0
2024-10-31,3354.0
2024-11-30,1600.0
2024-12-31,4904.0
2025-01-31,6454.0
2025-02-28,6280.0
2025-03-31,1785.0
2025-04-30,3095.0
2025-05-31,2130.0
2025-06-30,1165.0
2025-07-31,1469.0
2025-08-31,2557.0
2025-09-30,2403.0
2025-10-31,2372.0
2025-11-30,3191.0
2025-12-31,1278.0
2026-01-31,2090.0
2026-02-28,928.0
2026-03-31,3240.0
2026-04-30,1948.0
2026-05-31,2342.0
2026-06-30,1582.0
2026-07-31,1108.0
