date,D9:BTO.WAF.N5105
2023-12-15,1842.0
2023-12-22,1476.0
2023-12-29,81.0
2024-01-05,260.0
2024-01-12,619.0
2024-01-19,1070.0
2024-01-26,925.0
2024-02-02,1102.0
2024-02-09,1334.0
2024-02-16,1185.0
2024-02-23,1816.0
2024-03-01,2112.0
2024-03-08,2870.0
2024-03-15,2382.0
2024-03-22,2488.0
2024-03-29,2051.0
2024-04-05,1282.0
2024-04-12,1289.0
2024-04-19,1332.0
2024-04-26,492.0
2024-05-03,762.0
2024-05-10,907.0
2024-05-17,880.0
2024-05-24,1519.0
2024-05-31,1306.0
2024-06-07,423.0
2024-06-14,1132.0
2024-06-21,949.0
2024-06-28,651.0
2024-07-05,910.0
2024-07-12,888.0
2024-07-19,467.0
2024-07-26,269.0
2024-08-02,783.0
2024-08-09,641.0
2024-08-16,922.0
2024-08-23,396.0
2024-08-30,413.0
2024-09-06,503.0
2024-09-13,302.0
2024-09-20,305.0
2024-09-27,394.0
2024-10-04,757.0
2024-10-11,566.0
2024-10-18,935.0
2024-10-25,705.0
2024-11-01,1129.0
2024-11-08,795.0
2024-11-15,744.0
2024-11-22,521.0
2024-11-29,785.0
2024-12-06,1176.0
2024-12-13,1040.0
2024-12-20,1590.0
2024-12-27,1186.0
2025-01-03,623.0
2025-01-10,1452.0
2025-01-17,1873.0
2025-01-24,1305.0
2025-01-31,1263.0
2025-02-07,1242.0
2025-02-14,899.0
2025-02-21,1202.0
2025-02-28,1037.0
2025-03-07,839.0
2025-03-14,243.0
2025-03-21,350.0
2025-03-28,710.0
2025-04-04,412.0
2025-04-11,814.0
2025-04-18,1088.0
2025-04-25,233.0
2025-05-02,291.0
2025-05-09,921.0
2025-05-16,864.0
2025-05-23,862.0
2025-05-30,854.0
2025-06-06,631.0
2025-06-13,303.0
2025-06-20,558.0
2025-06-27,685.0
2025-07-04,612.0
2025-07-11,1307.0
2025-07-18,1238.0
2025-07-25,1551.0
2025-08-01,1624.0
2025-08-08,674.0
2025-08-15,1381.0
2025-08-22,983.0
2025-08-29,1303.0
2025-09-05,1414.0
2025-09-12,1431.0
2025-09-19,1679.0
2025-09-26,2106.0
2025-10-03,3080.0
2025-10-10,1131.0
2025-10-17,2034.0
2025-10-24,1942.0
2025-10-31,1362.0
2025-11-07,1186.0
2025-11-14,821.0
2025-11-21,1620.0
2025-11-28,1602.0
2025-12-05,1778.0
2025-12-12,1817.0
2025-12-19,1404.0
2025-12-26,772.0
2026-01-02,709.0
2026-01-09,1388.0
2026-01-16,1436.0
2026-01-23,1034.0
2026-01-30,1260.0
2026-02-06,1617.0
2026-02-13,1176.0
2026-02-20,987.0
2026-02-27,1008.0
2026-03-06,1208.0
2026-03-13,1245.0
2026-03-20,993.0
2026-03-27,1305.0
2026-04-03,1020.0
2026-04-10,978.0
2026-04-17,955.0
2026-04-24,1121.0
2026-05-01,839.0
2026-05-08,1207.0
2026-05-15,1030.0
2026-05-22,1309.0
2026-05-29,858.0
2026-06-05,839.0
2026-06-12,759.0
2026-06-19,938.0
2026-06-26,1641.0
2026-07-03,1268.0
2026-07-10,896.0
2026-07-17,987.0
2026-07-24,956.0
2026-07-31,1475.0
2026-08-07,928.0
2026-08-14,1057.0
2026-08-21,1031.0
2026-08-28,1013.0
2026-09-04,769.0
