date,R3:UGEN.MR7011
2019-01-31,16294.0
2019-02-28,17748.0
2019-03-31,7752.0
2019-04-30,5670.0
2019-05-31,9317.0
2019-06-30,7997.0
2019-07-31,4657.0
2019-08-31,7414.0
2019-09-30,6987.0
2019-10-31,6457.0
2019-11-30,5943.0
2019-12-31,4741.0
2020-01-31,10601.0
2020-02-29,10457.0
2020-03-31,5311.0
2020-04-30,3957.0
2020-05-31,11873.0
2020-06-30,20070.0
2020-07-31,22063.0
2020-08-31,26832.0
2020-09-30,31318.0
2020-10-31,31564.0
2020-11-30,33784.0
2020-12-31,29873.0
2021-01-31,38273.0
2021-02-28,40237.0
2021-03-31,43817.0
2021-04-30,41793.0
2021-05-31,38180.0
2021-06-30,40657.0
2021-07-31,39177.0
2021-08-31,41817.0
2021-09-30,42545.0
2021-10-31,38875.0
2021-11-30,37356.0
2021-12-31,31029.0
2022-01-31,37097.0
2022-02-28,36781.0
2022-03-31,32566.0
2022-04-30,28085.0
2022-05-31,34804.0
2022-06-30,34553.0
2022-07-31,31057.0
2022-08-31,33573.0
2022-09-30,33245.0
2022-10-31,31690.0
2022-11-30,31213.0
2022-12-31,24706.0
2023-01-31,32490.0
2023-02-28,33520.0
2023-03-31,37208.0
2023-04-30,17356.0
2023-05-31,22696.0
2023-06-30,21603.0
2023-07-31,21120.0
2023-08-31,24909.0
2023-09-30,24941.0
2023-10-31,24284.0
2023-11-30,24802.0
2023-12-31,19687.0
2024-01-31,27032.0
2024-02-29,30692.0
2024-03-31,31596.0
2024-04-30,35043.0
2024-05-31,23754.0
2024-06-30,30933.0
2024-07-31,29507.0
2024-08-31,35926.0
2024-09-30,32061.0
2024-10-31,34689.0
2024-11-30,32439.0
2024-12-31,29475.0
2025-01-31,36386.0
2025-02-28,40429.0
2025-03-31,38383.0
2025-04-30,23569.0
2025-05-31,26034.0
2025-06-30,24261.0
2025-07-31,25774.0
2025-08-31,27409.0
2025-09-30,26922.0
2025-10-31,23553.0
2025-11-30,28596.0
2025-12-31,20499.0
2026-01-31,29131.0
2026-02-28,26971.0
2026-03-31,30609.0
2026-04-30,29650.0
2026-05-31,27171.0
2026-06-30,28862.0
2026-07-31,29080.0
