date,R3:UGEN.MR7021
2019-01-31,7028.0
2019-02-28,7275.0
2019-03-31,7357.0
2019-04-30,7347.0
2019-05-31,6859.0
2019-06-30,7230.0
2019-07-31,8449.0
2019-08-31,7849.0
2019-09-30,7979.0
2019-10-31,6801.0
2019-11-30,7373.0
2019-12-31,7453.0
2020-01-31,7423.0
2020-02-29,7411.0
2020-03-31,21880.0
2020-04-30,28690.0
2020-05-31,26002.0
2020-06-30,23388.0
2020-07-31,23870.0
2020-08-31,19371.0
2020-09-30,18731.0
2020-10-31,21722.0
2020-11-30,22648.0
2020-12-31,29574.0
2021-01-31,23735.0
2021-02-28,24669.0
2021-03-31,25913.0
2021-04-30,30492.0
2021-05-31,29802.0
2021-06-30,30046.0
2021-07-31,32412.0
2021-08-31,33800.0
2021-09-30,33449.0
2021-10-31,36646.0
2021-11-30,36933.0
2021-12-31,44462.0
2022-01-31,40137.0
2022-02-28,40654.0
2022-03-31,46294.0
2022-04-30,47303.0
2022-05-31,45218.0
2022-06-30,44888.0
2022-07-31,47723.0
2022-08-31,44576.0
2022-09-30,46964.0
2022-10-31,49046.0
2022-11-30,52410.0
2022-12-31,56446.0
2023-01-31,48011.0
2023-02-28,49024.0
2023-03-31,45767.0
2023-04-30,54699.0
2023-05-31,50315.0
2023-06-30,45374.0
2023-07-31,51972.0
2023-08-31,49226.0
2023-09-30,48185.0
2023-10-31,49191.0
2023-11-30,48846.0
2023-12-31,50347.0
2024-01-31,44913.0
2024-02-29,41645.0
2024-03-31,43652.0
2024-04-30,42995.0
2024-05-31,43820.0
2024-06-30,37600.0
2024-07-31,40845.0
2024-08-31,31278.0
2024-09-30,32887.0
2024-10-31,36489.0
2024-11-30,38452.0
2024-12-31,38292.0
2025-01-31,36129.0
2025-02-28,32001.0
2025-03-31,32852.0
2025-04-30,35506.0
2025-05-31,33957.0
2025-06-30,32545.0
2025-07-31,32802.0
2025-08-31,28244.0
2025-09-30,30662.0
2025-10-31,28648.0
2025-11-30,28699.0
2025-12-31,33485.0
2026-01-31,25956.0
2026-02-28,27870.0
2026-03-31,28311.0
2026-04-30,24230.0
2026-05-31,25531.0
2026-06-30,24965.0
2026-07-31,25819.0
