date,R3:UGEN.MR7032
2019-01-31,-48.0
2019-02-28,-51.0
2019-03-31,-51.0
2019-04-30,-48.0
2019-05-31,-49.0
2019-06-30,-48.0
2019-07-31,-61.0
2019-08-31,-62.0
2019-09-30,-62.0
2019-10-31,-59.0
2019-11-30,-61.0
2019-12-31,-60.0
2020-01-31,-61.0
2020-02-29,-62.0
2020-03-31,-52.0
2020-04-30,-57.0
2020-05-31,-55.0
2020-06-30,-53.0
2020-07-31,-54.0
2020-08-31,-55.0
2020-09-30,-51.0
2020-10-31,-51.0
2020-11-30,-53.0
2020-12-31,-53.0
2021-01-31,-53.0
2021-02-28,-18.0
2021-03-31,-52.0
2021-04-30,-39.0
2021-05-31,-35.0
2021-06-30,-14.0
2021-07-31,-46.0
2021-08-31,-44.0
2021-09-30,-16.0
2021-10-31,-48.0
2021-11-30,-49.0
2021-12-31,-52.0
2022-01-31,-56.0
2022-02-28,-38.0
2022-03-31,-58.0
2022-04-30,70.0
2022-05-31,-57.0
2022-06-30,-63.0
2022-07-31,-63.0
2022-08-31,-63.0
2022-09-30,-62.0
2022-10-31,-60.0
2022-11-30,-62.0
2022-12-31,-62.0
2023-01-31,272.0
2023-02-28,-62.0
2023-03-31,-64.0
2023-04-30,114.0
2023-05-31,-61.0
2023-06-30,-47.0
2023-07-31,-59.0
2023-08-31,-59.0
2023-09-30,-52.0
2023-10-31,-55.0
2023-11-30,-57.0
2023-12-31,-17.0
2024-01-31,-51.0
2024-02-29,-53.0
2024-03-31,22.0
2024-04-30,-49.0
2024-05-31,-52.0
2024-06-30,-49.0
2024-07-31,-48.0
2024-08-31,-46.0
2024-09-30,-45.0
2024-10-31,-47.0
2024-11-30,-46.0
2024-12-31,-44.0
2025-01-31,-44.0
2025-02-28,-45.0
2025-03-31,-44.0
2025-04-30,-42.0
2025-05-31,-36.0
2025-06-30,-28.0
2025-07-31,-29.0
2025-08-31,-35.0
2025-09-30,-35.0
2025-10-31,-44.0
2025-11-30,-39.0
2025-12-31,-41.0
2026-01-31,-32.0
2026-02-28,-32.0
2026-03-31,-29.0
2026-04-30,-30.0
2026-05-31,-29.0
2026-06-30,-27.0
2026-07-31,-23.0
