date,R1:RBNZ.MRL121
2019-01-31,21374.0
2019-02-28,23071.0
2019-03-31,13569.0
2019-04-30,11463.0
2019-05-31,14625.0
2019-06-30,13478.0
2019-07-31,11360.0
2019-08-31,13521.0
2019-09-30,13420.0
2019-10-31,11706.0
2019-11-30,11768.0
2019-12-31,10547.0
2020-01-31,16475.0
2020-02-29,16317.0
2020-03-31,25655.0
2020-04-30,30212.0
2020-05-31,35711.0
2020-06-30,41603.0
2020-07-31,43844.0
2020-08-31,43177.0
2020-09-30,47328.0
2020-10-31,50552.0
2020-11-30,54466.0
2020-12-31,58562.0
2021-01-31,60506.0
2021-02-28,63603.0
2021-03-31,68081.0
2021-04-30,70908.0
2021-05-31,66638.0
2021-06-30,69509.0
2021-07-31,70250.0
2021-08-31,74122.0
2021-09-30,74635.0
2021-10-31,74473.0
2021-11-30,72998.0
2021-12-31,74470.0
2022-01-31,75927.0
2022-02-28,76110.0
2022-03-31,77776.0
2022-04-30,74349.0
2022-05-31,78728.0
2022-06-30,78273.0
2022-07-31,77507.0
2022-08-31,76879.0
2022-09-30,79006.0
2022-10-31,79761.0
2022-11-30,84174.0
2022-12-31,80984.0
2023-01-31,81255.0
2023-02-28,85350.0
2023-03-31,86401.0
2023-04-30,77323.0
2023-05-31,78430.0
2023-06-30,72525.0
2023-07-31,78532.0
2023-08-31,80375.0
2023-09-30,79641.0
2023-10-31,79829.0
2023-11-30,79390.0
2023-12-31,74967.0
2024-01-31,75720.0
2024-02-29,74964.0
2024-03-31,76390.0
2024-04-30,78851.0
2024-05-31,68228.0
2024-06-30,68888.0
2024-07-31,71062.0
2024-08-31,67079.0
2024-09-30,65989.0
2024-10-31,71756.0
2024-11-30,71410.0
2024-12-31,68723.0
2025-01-31,73069.0
2025-02-28,72900.0
2025-03-31,71561.0
2025-04-30,60582.0
2025-05-31,60771.0
2025-06-30,56796.0
2025-07-31,58600.0
2025-08-31,55732.0
2025-09-30,57597.0
2025-10-31,52720.0
2025-11-30,58111.0
2025-12-31,54558.0
2026-01-31,55607.0
2026-02-28,55169.0
2026-03-31,59450.0
2026-04-30,54309.0
2026-05-31,53733.0
2026-06-30,54553.0
2026-07-31,55428.0
