date,R3:UGEN.MR7005
2019-01-31,721.0
2019-02-28,1155.0
2019-03-31,619.0
2019-04-30,1937.0
2019-05-31,926.0
2019-06-30,935.0
2019-07-31,724.0
2019-08-31,1376.0
2019-09-30,1164.0
2019-10-31,1054.0
2019-11-30,744.0
2019-12-31,573.0
2020-01-31,1331.0
2020-02-29,1681.0
2020-03-31,2566.0
2020-04-30,2025.0
2020-05-31,1402.0
2020-06-30,926.0
2020-07-31,1018.0
2020-08-31,955.0
2020-09-30,812.0
2020-10-31,1519.0
2020-11-30,1566.0
2020-12-31,1094.0
2021-01-31,822.0
2021-02-28,1335.0
2021-03-31,950.0
2021-04-30,1319.0
2021-05-31,1048.0
2021-06-30,1580.0
2021-07-31,805.0
2021-08-31,1168.0
2021-09-30,645.0
2021-10-31,1344.0
2021-11-30,619.0
2021-12-31,837.0
2022-01-31,855.0
2022-02-28,543.0
2022-03-31,716.0
2022-04-30,1007.0
2022-05-31,730.0
2022-06-30,1239.0
2022-07-31,1044.0
2022-08-31,1216.0
2022-09-30,2103.0
2022-10-31,1940.0
2022-11-30,3314.0
2022-12-31,2331.0
2023-01-31,2952.0
2023-02-28,5419.0
2023-03-31,6075.0
2023-04-30,6389.0
2023-05-31,6950.0
2023-06-30,6706.0
2023-07-31,6542.0
2023-08-31,8208.0
2023-09-30,8649.0
2023-10-31,8719.0
2023-11-30,7047.0
2023-12-31,6028.0
2024-01-31,5183.0
2024-02-29,4735.0
2024-03-31,3388.0
2024-04-30,2806.0
2024-05-31,2756.0
2024-06-30,1957.0
2024-07-31,4841.0
2024-08-31,1565.0
2024-09-30,2610.0
2024-10-31,3805.0
2024-11-30,1992.0
2024-12-31,5536.0
2025-01-31,6919.0
2025-02-28,6825.0
2025-03-31,2208.0
2025-04-30,3506.0
2025-05-31,2440.0
2025-06-30,1352.0
2025-07-31,1760.0
2025-08-31,2903.0
2025-09-30,2860.0
2025-10-31,2954.0
2025-11-30,3826.0
2025-12-31,1964.0
2026-01-31,2593.0
2026-02-28,1269.0
2026-03-31,3847.0
2026-04-30,2515.0
2026-05-31,2756.0
2026-06-30,2236.0
2026-07-31,1934.0
