date,R3:UGEN.MR7004
2019-01-31,809.0
2019-02-28,877.0
2019-03-31,1006.0
2019-04-30,1291.0
2019-05-31,1633.0
2019-06-30,1270.0
2019-07-31,1229.0
2019-08-31,1949.0
2019-09-30,2035.0
2019-10-31,1892.0
2019-11-30,1534.0
2019-12-31,1491.0
2020-01-31,2565.0
2020-02-29,2403.0
2020-03-31,2582.0
2020-04-30,2188.0
2020-05-31,1835.0
2020-06-30,1581.0
2020-07-31,1409.0
2020-08-31,1697.0
2020-09-30,2051.0
2020-10-31,1581.0
2020-11-30,1638.0
2020-12-31,1020.0
2021-01-31,1635.0
2021-02-28,1311.0
2021-03-31,1594.0
2021-04-30,1587.0
2021-05-31,1523.0
2021-06-30,1375.0
2021-07-31,1407.0
2021-08-31,952.0
2021-09-30,1359.0
2021-10-31,844.0
2021-11-30,1126.0
2021-12-31,1153.0
2022-01-31,1480.0
2022-02-28,1229.0
2022-03-31,991.0
2022-04-30,1498.0
2022-05-31,1496.0
2022-06-30,2019.0
2022-07-31,2086.0
2022-08-31,3553.0
2022-09-30,4291.0
2022-10-31,3469.0
2022-11-30,3233.0
2022-12-31,2041.0
2023-01-31,1565.0
2023-02-28,2271.0
2023-03-31,2011.0
2023-04-30,2353.0
2023-05-31,2409.0
2023-06-30,3417.0
2023-07-31,3094.0
2023-08-31,2746.0
2023-09-30,2596.0
2023-10-31,3050.0
2023-11-30,2240.0
2023-12-31,2340.0
2024-01-31,2161.0
2024-02-29,2784.0
2024-03-31,2763.0
2024-04-30,2922.0
2024-05-31,2135.0
2024-06-30,2187.0
2024-07-31,3666.0
2024-08-31,1759.0
2024-09-30,2259.0
2024-10-31,3640.0
2024-11-30,2941.0
2024-12-31,7485.0
2025-01-31,10897.0
2025-02-28,10836.0
2025-03-31,6854.0
2025-04-30,6466.0
2025-05-31,6276.0
2025-06-30,5367.0
2025-07-31,4245.0
2025-08-31,4957.0
2025-09-30,4814.0
2025-10-31,4072.0
2025-11-30,4378.0
2025-12-31,4436.0
2026-01-31,2786.0
2026-02-28,2688.0
2026-03-31,5055.0
2026-04-30,3721.0
2026-05-31,5776.0
2026-06-30,6143.0
2026-07-31,4031.0
