date,R3:UGEN.MR7019
2019-01-31,13833.0
2019-02-28,13993.0
2019-03-31,14058.0
2019-04-30,14217.0
2019-05-31,13649.0
2019-06-30,13959.0
2019-07-31,15220.0
2019-08-31,14629.0
2019-09-30,14830.0
2019-10-31,13816.0
2019-11-30,14458.0
2019-12-31,15008.0
2020-01-31,14691.0
2020-02-29,14571.0
2020-03-31,29815.0
2020-04-30,36662.0
2020-05-31,34088.0
2020-06-30,31327.0
2020-07-31,31797.0
2020-08-31,27426.0
2020-09-30,26772.0
2020-10-31,29836.0
2020-11-30,30767.0
2020-12-31,38125.0
2021-01-31,31945.0
2021-02-28,32824.0
2021-03-31,34263.0
2021-04-30,38708.0
2021-05-31,37962.0
2021-06-30,38219.0
2021-07-31,40627.0
2021-08-31,42122.0
2021-09-30,41946.0
2021-10-31,45319.0
2021-11-30,45693.0
2021-12-31,53649.0
2022-01-31,49047.0
2022-02-28,49563.0
2022-03-31,55314.0
2022-04-30,56390.0
2022-05-31,54205.0
2022-06-30,53866.0
2022-07-31,56618.0
2022-08-31,53454.0
2022-09-30,55887.0
2022-10-31,58069.0
2022-11-30,61426.0
2022-12-31,65815.0
2023-01-31,57057.0
2023-02-28,58065.0
2023-03-31,54901.0
2023-04-30,63792.0
2023-05-31,59306.0
2023-06-30,54292.0
2023-07-31,60886.0
2023-08-31,58133.0
2023-09-30,57126.0
2023-10-31,58150.0
2023-11-30,57858.0
2023-12-31,59726.0
2024-01-31,53913.0
2024-02-29,50618.0
2024-03-31,52732.0
2024-04-30,51954.0
2024-05-31,52730.0
2024-06-30,46494.0
2024-07-31,49652.0
2024-08-31,40103.0
2024-09-30,41729.0
2024-10-31,45399.0
2024-11-30,47412.0
2024-12-31,47643.0
2025-01-31,45213.0
2025-02-28,41084.0
2025-03-31,41921.0
2025-04-30,44705.0
2025-05-31,43049.0
2025-06-30,41614.0
2025-07-31,41808.0
2025-08-31,37274.0
2025-09-30,39741.0
2025-10-31,37847.0
2025-11-30,38077.0
2025-12-31,43346.0
2026-01-31,35843.0
2026-02-28,37743.0
2026-03-31,38544.0
2026-04-30,34462.0
2026-05-31,35690.0
2026-06-30,35144.0
2026-07-31,36057.0
