date,D30:ROSN.MAB2.P4ZZR
2019-03-31,30.0
2019-04-30,30.0
2019-05-31,20.0
2019-06-30,20.0
2019-07-31,15.0
2019-08-31,50.0
2019-09-30,50.0
2019-10-31,30.0
2019-11-30,30.0
2020-04-30,37.0
2020-05-31,37.0
2020-06-30,66.0
2020-07-31,69.0
2020-08-31,69.0
2020-09-30,49.0
2020-10-31,21.0
2020-11-30,21.0
2020-12-31,12.0
2021-01-31,12.0
2021-02-28,12.0
2021-03-31,12.0
2021-07-31,6.0
2021-08-31,6.0
2021-09-30,6.0
2021-10-31,6.0
2021-11-30,6.0
2021-12-31,6.0
