date,R3:UGEN.MR70071
2019-01-31,234.0
2019-02-28,376.0
2019-03-31,51.0
2019-04-30,31.0
2019-05-31,49.0
2019-06-30,34.0
2019-07-31,52.0
2019-08-31,73.0
2019-09-30,37.0
2019-10-31,70.0
2019-11-30,35.0
2019-12-31,38.0
2020-01-31,157.0
2020-02-29,246.0
2020-03-31,741.0
2020-04-30,257.0
2020-05-31,41.0
2020-06-30,52.0
2020-07-31,93.0
2020-08-31,38.0
2020-09-30,46.0
2020-10-31,72.0
2020-11-30,425.0
2020-12-31,706.0
2021-01-31,326.0
2021-02-28,474.0
2021-03-31,109.0
2021-04-30,337.0
2021-05-31,356.0
2021-06-30,408.0
2021-07-31,217.0
2021-08-31,51.0
2021-09-30,109.0
2021-10-31,266.0
2021-11-30,49.0
2021-12-31,267.0
2022-01-31,73.0
2022-02-28,49.0
2022-03-31,203.0
2022-04-30,139.0
2022-05-31,43.0
2022-06-30,182.0
2022-07-31,42.0
2022-08-31,81.0
2022-09-30,50.0
2022-10-31,336.0
2022-11-30,2211.0
2022-12-31,1195.0
2023-01-31,2117.0
2023-02-28,4248.0
2023-03-31,4782.0
2023-04-30,5219.0
2023-05-31,5408.0
2023-06-30,5548.0
2023-07-31,5480.0
2023-08-31,6137.0
2023-09-30,6342.0
2023-10-31,6234.0
2023-11-30,5972.0
2023-12-31,5044.0
2024-01-31,3738.0
2024-02-29,2805.0
2024-03-31,1314.0
2024-04-30,708.0
2024-05-31,610.0
2024-06-30,902.0
2024-07-31,1274.0
2024-08-31,451.0
2024-09-30,991.0
2024-10-31,323.0
2024-11-30,649.0
2024-12-31,699.0
2025-01-31,534.0
2025-02-28,607.0
2025-03-31,384.0
2025-04-30,1528.0
2025-05-31,707.0
2025-06-30,507.0
2025-07-31,585.0
2025-08-31,594.0
2025-09-30,537.0
2025-10-31,408.0
2025-11-30,580.0
2025-12-31,322.0
2026-01-31,372.0
2026-02-28,261.0
2026-03-31,486.0
2026-04-30,397.0
2026-05-31,856.0
2026-06-30,529.0
2026-07-31,319.0
