date,D9:BTO.WAF.N2805
2023-12-15,2061.0
2023-12-22,2620.0
2023-12-29,1638.0
2024-01-05,3726.0
2024-01-12,4589.0
2024-01-19,999.0
2024-01-26,1217.0
2024-02-02,1628.0
2024-02-09,468.0
2024-02-16,795.0
2024-02-23,1436.0
2024-03-01,2463.0
2024-03-08,512.0
2024-03-15,667.0
2024-03-22,1860.0
2024-03-29,2469.0
2024-04-05,2690.0
2024-04-12,1451.0
2024-04-19,1498.0
2024-04-26,1450.0
2024-05-03,2652.0
2024-05-10,2564.0
2024-05-17,3573.0
2024-05-24,5032.0
2024-05-31,3996.0
2024-06-07,3156.0
2024-06-14,12613.0
2024-06-21,5483.0
2024-06-28,3831.0
2024-07-05,4354.0
2024-07-12,3333.0
2024-07-19,3263.0
2024-07-26,3771.0
2024-08-02,5026.0
2024-08-09,3082.0
2024-08-16,5196.0
2024-08-23,5621.0
2024-08-30,4264.0
2024-09-06,5238.0
2024-09-13,3615.0
2024-09-20,4242.0
2024-09-27,8234.0
2024-10-04,7994.0
2024-10-11,6626.0
2024-10-18,4498.0
2024-10-25,3679.0
2024-11-01,3337.0
2024-11-08,4263.0
2024-11-15,3455.0
2024-11-22,3804.0
2024-11-29,6442.0
2024-12-06,9222.0
2024-12-13,4636.0
2024-12-20,4468.0
2024-12-27,1967.0
2025-01-03,4073.0
2025-01-10,6071.0
2025-01-17,9426.0
2025-01-24,6405.0
2025-01-31,4305.0
2025-02-07,3704.0
2025-02-14,5173.0
2025-02-21,7213.0
2025-02-28,6096.0
2025-03-07,6921.0
2025-03-14,6791.0
2025-03-21,9399.0
2025-03-28,9471.0
2025-04-04,7272.0
2025-04-11,10678.0
2025-04-18,8580.0
2025-04-25,7182.0
2025-05-02,8987.0
2025-05-09,11198.0
2025-05-16,6524.0
2025-05-23,5277.0
2025-05-30,7619.0
2025-06-06,6056.0
2025-06-13,7277.0
2025-06-20,3381.0
2025-06-27,5866.0
2025-07-04,4531.0
2025-07-11,6535.0
2025-07-18,5206.0
2025-07-25,5506.0
2025-08-01,4463.0
2025-08-08,4004.0
2025-08-15,4624.0
2025-08-22,6156.0
2025-08-29,5947.0
2025-09-05,4289.0
2025-09-12,6267.0
2025-09-19,4423.0
2025-09-26,6741.0
2025-10-03,10141.0
2025-10-10,7204.0
2025-10-17,4120.0
2025-10-24,4551.0
2025-10-31,4766.0
2025-11-07,7381.0
2025-11-14,8168.0
2025-11-21,10579.0
2025-11-28,13746.0
2025-12-05,15422.0
2025-12-12,21489.0
2025-12-19,13834.0
2025-12-26,5752.0
2026-01-02,3077.0
2026-01-09,10607.0
2026-01-16,11483.0
2026-01-23,10127.0
2026-01-30,10326.0
2026-02-06,6947.0
2026-02-13,6652.0
2026-02-20,9375.0
2026-02-27,8856.0
2026-03-06,11084.0
2026-03-13,8936.0
2026-03-20,8745.0
2026-03-27,6734.0
2026-04-03,7109.0
2026-04-10,7015.0
2026-04-17,6133.0
2026-04-24,5754.0
2026-05-01,4687.0
2026-05-08,7330.0
2026-05-15,7402.0
2026-05-22,8508.0
2026-05-29,9686.0
2026-06-05,8027.0
2026-06-12,9461.0
2026-06-19,8693.0
2026-06-26,10479.0
2026-07-03,8805.0
2026-07-10,7449.0
2026-07-17,10409.0
2026-07-24,9981.0
2026-07-31,9898.0
2026-08-07,7603.0
2026-08-14,8020.0
2026-08-21,7569.0
2026-08-28,9055.0
2026-09-04,8277.0
