date,R3:UGEN.MR7003
2019-01-31,25035.0
2019-02-28,24104.0
2019-03-31,21694.0
2019-04-30,20947.0
2019-05-31,22596.0
2019-06-30,21937.0
2019-07-31,19323.0
2019-08-31,21415.0
2019-09-30,21317.0
2019-10-31,18631.0
2019-11-30,19935.0
2019-12-31,18509.0
2020-01-31,22440.0
2020-02-29,23447.0
2020-03-31,31256.0
2020-04-30,27782.0
2020-05-31,25378.0
2020-06-30,25366.0
2020-07-31,21549.0
2020-08-31,15837.0
2020-09-30,12284.0
2020-10-31,12204.0
2020-11-30,11284.0
2020-12-31,11101.0
2021-01-31,10545.0
2021-02-28,11110.0
2021-03-31,11456.0
2021-04-30,12072.0
2021-05-31,11662.0
2021-06-30,13414.0
2021-07-31,11689.0
2021-08-31,14379.0
2021-09-30,13401.0
2021-10-31,14851.0
2021-11-30,13563.0
2021-12-31,14181.0
2022-01-31,14402.0
2022-02-28,13765.0
2022-03-31,13535.0
2022-04-30,12026.0
2022-05-31,15565.0
2022-06-30,13400.0
2022-07-31,13277.0
2022-08-31,13186.0
2022-09-30,14711.0
2022-10-31,13388.0
2022-11-30,16241.0
2022-12-31,16103.0
2023-01-31,16124.0
2023-02-28,20044.0
2023-03-31,17388.0
2023-04-30,18922.0
2023-05-31,19912.0
2023-06-30,14111.0
2023-07-31,21013.0
2023-08-31,23396.0
2023-09-30,23187.0
2023-10-31,24956.0
2023-11-30,24602.0
2023-12-31,19649.0
2024-01-31,25501.0
2024-02-29,24921.0
2024-03-31,23944.0
2024-04-30,26532.0
2024-05-31,23322.0
2024-06-30,23579.0
2024-07-31,28239.0
2024-08-31,25039.0
2024-09-30,24438.0
2024-10-31,30496.0
2024-11-30,30318.0
2024-12-31,28524.0
2025-01-31,32442.0
2025-02-28,33549.0
2025-03-31,33585.0
2025-04-30,31908.0
2025-05-31,32890.0
2025-06-30,31385.0
2025-07-31,35993.0
2025-08-31,35516.0
2025-09-30,36583.0
2025-10-31,36873.0
2025-11-30,42899.0
2025-12-31,38077.0
2026-01-31,39298.0
2026-02-28,38626.0
2026-03-31,42209.0
2026-04-30,42252.0
2026-05-31,39038.0
2026-06-30,40303.0
2026-07-31,41989.0
