date,D9:BTO.WAF.N5405
2024-03-01,12912.0
2024-03-08,3176.0
2024-03-15,2341.0
2024-03-22,2470.0
2024-03-29,1253.0
2024-04-05,1545.0
2024-04-12,1622.0
2024-04-19,1526.0
2024-04-26,1130.0
2024-05-03,1281.0
2024-05-10,1631.0
2024-05-17,2201.0
2024-05-24,1579.0
2024-05-31,1631.0
2024-06-07,1635.0
2024-06-14,1253.0
2024-06-21,1429.0
2024-06-28,869.0
2024-07-05,1020.0
2024-07-12,1578.0
2024-07-19,521.0
2024-07-26,802.0
2024-08-02,1109.0
2024-08-09,453.0
2024-08-16,839.0
2024-08-23,769.0
2024-08-30,1199.0
2024-09-06,1068.0
2024-09-13,404.0
2024-09-20,248.0
2024-09-27,478.0
2024-10-04,716.0
2024-10-11,724.0
2024-10-18,735.0
2024-10-25,1045.0
2024-11-01,1198.0
2024-11-08,949.0
2024-11-15,737.0
2024-11-22,737.0
2024-11-29,1112.0
2024-12-06,813.0
2024-12-13,1192.0
2024-12-20,1408.0
2024-12-27,614.0
2025-01-03,320.0
2025-01-10,1155.0
2025-01-17,1201.0
2025-01-24,1152.0
2025-01-31,487.0
2025-02-07,308.0
2025-02-14,180.0
2025-02-21,287.0
2025-02-28,263.0
2025-03-07,655.0
2025-03-14,356.0
2025-03-21,408.0
2025-03-28,314.0
2025-04-04,686.0
2025-04-11,1122.0
2025-04-18,876.0
2025-04-25,443.0
2025-05-02,1130.0
2025-05-09,1083.0
2025-05-16,735.0
2025-05-23,1075.0
2025-05-30,1248.0
2025-06-06,637.0
2025-06-13,574.0
2025-06-20,641.0
2025-06-27,908.0
2025-07-04,595.0
2025-07-11,577.0
2025-07-18,280.0
2025-07-25,242.0
2025-08-01,278.0
2025-08-08,347.0
2025-08-15,180.0
2025-08-22,242.0
2025-08-29,508.0
2025-09-05,582.0
2025-09-12,432.0
2025-09-19,543.0
2025-09-26,299.0
2025-10-03,418.0
2025-10-10,464.0
2025-10-17,746.0
2025-10-24,1264.0
2025-10-31,707.0
2025-11-07,653.0
2025-11-14,776.0
2025-11-21,647.0
2025-11-28,721.0
2025-12-05,890.0
2025-12-12,1283.0
2025-12-19,760.0
2025-12-26,172.0
2026-01-02,125.0
2026-01-09,517.0
2026-01-16,475.0
2026-01-23,227.0
2026-01-30,342.0
2026-02-06,661.0
2026-02-13,669.0
2026-02-20,317.0
2026-02-27,250.0
2026-03-06,469.0
2026-03-13,861.0
2026-03-20,2509.0
2026-03-27,663.0
2026-04-03,371.0
2026-04-10,414.0
2026-04-17,873.0
2026-04-24,281.0
2026-05-01,541.0
2026-05-08,813.0
2026-05-15,557.0
2026-05-22,1361.0
2026-05-29,516.0
2026-06-05,437.0
2026-06-12,285.0
2026-06-19,317.0
2026-06-26,704.0
2026-07-03,585.0
2026-07-10,162.0
2026-07-17,371.0
2026-07-24,200.0
2026-07-31,517.0
2026-08-07,813.0
2026-08-14,480.0
2026-08-21,418.0
2026-08-28,314.0
2026-09-04,500.0
