date,D9:BTO.WAF.N3304
2023-12-15,916.0
2023-12-22,1329.0
2023-12-29,542.0
2024-01-05,1017.0
2024-01-12,1794.0
2024-01-19,1985.0
2024-01-26,2118.0
2024-02-02,2258.0
2024-02-09,2577.0
2024-02-16,1919.0
2024-02-23,2431.0
2024-03-01,2344.0
2024-03-08,3286.0
2024-03-15,1093.0
2024-03-22,2538.0
2024-03-29,1790.0
2024-04-05,1508.0
2024-04-12,1703.0
2024-04-19,2527.0
2024-04-26,1550.0
2024-05-03,4257.0
2024-05-10,3322.0
2024-05-17,2824.0
2024-05-24,2863.0
2024-05-31,2580.0
2024-06-07,1962.0
2024-06-14,2032.0
2024-06-21,2585.0
2024-06-28,1188.0
2024-07-05,2332.0
2024-07-12,1858.0
2024-07-19,3575.0
2024-07-26,2710.0
2024-08-02,3562.0
2024-08-09,2484.0
2024-08-16,3226.0
2024-08-23,4990.0
2024-08-30,4004.0
2024-09-06,4155.0
2024-09-13,4286.0
2024-09-20,3998.0
2024-09-27,4003.0
2024-10-04,4566.0
2024-10-11,3563.0
2024-10-18,2634.0
2024-10-25,2256.0
2024-11-01,2831.0
2024-11-08,2965.0
2024-11-15,2782.0
2024-11-22,3727.0
2024-11-29,3620.0
2024-12-06,2383.0
2024-12-13,3909.0
2024-12-20,4661.0
2024-12-27,1482.0
2025-01-03,1664.0
2025-01-10,3567.0
2025-01-17,3673.0
2025-01-24,3251.0
2025-01-31,2313.0
2025-02-07,2002.0
2025-02-14,3277.0
2025-02-21,5052.0
2025-02-28,2800.0
2025-03-07,3323.0
2025-03-14,2411.0
2025-03-21,4391.0
2025-03-28,3770.0
2025-04-04,2605.0
2025-04-11,5501.0
2025-04-18,2946.0
2025-04-25,3548.0
2025-05-02,4218.0
2025-05-09,3350.0
2025-05-16,3488.0
2025-05-23,3261.0
2025-05-30,3813.0
2025-06-06,4521.0
2025-06-13,3038.0
2025-06-20,3388.0
2025-06-27,4255.0
2025-07-04,4129.0
2025-07-11,3980.0
2025-07-18,3735.0
2025-07-25,4510.0
2025-08-01,3316.0
2025-08-08,4920.0
2025-08-15,3352.0
2025-08-22,3573.0
2025-08-29,2388.0
2025-09-05,2085.0
2025-09-12,3593.0
2025-09-19,4581.0
2025-09-26,8793.0
2025-10-03,7596.0
2025-10-10,4315.0
2025-10-17,4639.0
2025-10-24,3924.0
2025-10-31,3122.0
2025-11-07,5401.0
2025-11-14,5932.0
2025-11-21,5435.0
2025-11-28,7772.0
2025-12-05,9133.0
2025-12-12,14391.0
2025-12-19,4037.0
2025-12-26,2470.0
2026-01-02,1105.0
2026-01-09,8295.0
2026-01-16,5750.0
2026-01-23,5595.0
2026-01-30,4464.0
2026-02-06,5006.0
2026-02-13,4285.0
2026-02-20,4973.0
2026-02-27,5059.0
2026-03-06,3300.0
2026-03-13,5731.0
2026-03-20,6190.0
2026-03-27,7180.0
2026-04-03,5190.0
2026-04-10,6000.0
2026-04-17,5805.0
2026-04-24,4617.0
2026-05-01,5016.0
2026-05-08,4261.0
2026-05-15,4948.0
2026-05-22,5795.0
2026-05-29,7085.0
2026-06-05,5423.0
2026-06-12,2941.0
2026-06-19,3088.0
2026-06-26,1557.0
2026-07-03,2748.0
2026-07-10,3155.0
2026-07-17,6345.0
2026-07-24,6280.0
2026-07-31,6635.0
2026-08-07,5244.0
2026-08-14,5505.0
2026-08-21,5246.0
2026-08-28,4324.0
2026-09-04,3022.0
