date,D9:BTO.WAF.N3205
2023-12-15,1890.0
2023-12-22,689.0
2023-12-29,739.0
2024-01-05,1028.0
2024-01-12,1326.0
2024-01-19,2573.0
2024-01-26,1847.0
2024-02-02,1499.0
2024-02-09,2156.0
2024-02-16,3031.0
2024-02-23,1402.0
2024-03-01,3796.0
2024-03-08,2471.0
2024-03-15,2230.0
2024-03-22,3004.0
2024-03-29,758.0
2024-04-05,784.0
2024-04-12,1695.0
2024-04-19,1019.0
2024-04-26,871.0
2024-05-03,575.0
2024-05-10,948.0
2024-05-17,2420.0
2024-05-24,1869.0
2024-05-31,1367.0
2024-06-07,1482.0
2024-06-14,1711.0
2024-06-21,2141.0
2024-06-28,1816.0
2024-07-05,1369.0
2024-07-12,1151.0
2024-07-19,1586.0
2024-07-26,2008.0
2024-08-02,2074.0
2024-08-09,1083.0
2024-08-16,754.0
2024-08-23,3092.0
2024-08-30,3387.0
2024-09-06,2112.0
2024-09-13,3138.0
2024-09-20,3796.0
2024-09-27,3245.0
2024-10-04,3587.0
2024-10-11,2020.0
2024-10-18,2853.0
2024-10-25,3701.0
2024-11-01,2956.0
2024-11-08,3734.0
2024-11-15,3275.0
2024-11-22,2561.0
2024-11-29,3573.0
2024-12-06,4618.0
2024-12-13,4139.0
2024-12-20,3180.0
2024-12-27,2436.0
2025-01-03,2163.0
2025-01-10,2395.0
2025-01-17,2643.0
2025-01-24,2154.0
2025-01-31,1754.0
2025-02-07,1998.0
2025-02-14,2958.0
2025-02-21,3926.0
2025-02-28,3865.0
2025-03-07,3930.0
2025-03-14,1500.0
2025-03-21,1280.0
2025-03-28,2408.0
2025-04-04,2772.0
2025-04-11,14298.0
2025-04-18,3130.0
2025-04-25,3270.0
2025-05-02,5245.0
2025-05-09,2980.0
2025-05-16,4736.0
2025-05-23,4758.0
2025-05-30,6678.0
2025-06-06,6006.0
2025-06-13,6197.0
2025-06-20,4673.0
2025-06-27,6280.0
2025-07-04,5022.0
2025-07-11,6380.0
2025-07-18,4700.0
2025-07-25,7468.0
2025-08-01,5778.0
2025-08-08,3351.0
2025-08-15,4897.0
2025-08-22,4739.0
2025-08-29,3746.0
2025-09-05,3384.0
2025-09-12,4034.0
2025-09-19,4457.0
2025-09-26,7528.0
2025-10-03,5955.0
2025-10-10,5139.0
2025-10-17,4609.0
2025-10-24,8248.0
2025-10-31,4661.0
2025-11-07,6775.0
2025-11-14,8375.0
2025-11-21,8212.0
2025-11-28,9145.0
2025-12-05,6732.0
2025-12-12,6889.0
2025-12-19,4766.0
2025-12-26,2245.0
2026-01-02,2793.0
2026-01-09,5789.0
2026-01-16,5638.0
2026-01-23,4849.0
2026-01-30,6976.0
2026-02-06,6646.0
2026-02-13,6784.0
2026-02-20,7846.0
2026-02-27,6066.0
2026-03-06,8407.0
2026-03-13,8285.0
2026-03-20,11028.0
2026-03-27,9325.0
2026-04-03,9517.0
2026-04-10,9407.0
2026-04-17,11343.0
2026-04-24,4774.0
2026-05-01,7957.0
2026-05-08,8925.0
2026-05-15,5315.0
2026-05-22,4770.0
2026-05-29,7481.0
2026-06-05,5393.0
2026-06-12,8135.0
2026-06-19,8233.0
2026-06-26,9912.0
2026-07-03,6677.0
2026-07-10,5159.0
2026-07-17,5813.0
2026-07-24,3883.0
2026-07-31,8089.0
2026-08-07,6656.0
2026-08-14,7838.0
2026-08-21,8527.0
2026-08-28,6396.0
2026-09-04,6535.0
