date,R3:UGEN.MR70101
2019-01-31,7338.0
2019-02-28,8258.0
2019-03-31,3273.0
2019-04-30,3250.0
2019-05-31,3253.0
2019-06-30,3255.0
2019-07-31,3265.0
2019-08-31,3274.0
2019-09-30,3429.0
2019-10-31,3446.0
2019-11-30,3528.0
2019-12-31,3761.0
2020-01-31,4422.0
2020-02-29,4863.0
2020-03-31,6790.0
2020-04-30,15224.0
2020-05-31,22413.0
2020-06-30,28051.0
2020-07-31,34308.0
2020-08-31,40262.0
2020-09-30,47636.0
2020-10-31,52293.0
2020-11-30,56017.0
2020-12-31,58558.0
2021-01-31,60071.0
2021-02-28,62754.0
2021-03-31,65543.0
2021-04-30,66917.0
2021-05-31,63113.0
2021-06-30,64372.0
2021-07-31,65111.0
2021-08-31,65157.0
2021-09-30,65331.0
2021-10-31,64654.0
2021-11-30,64629.0
2021-12-31,64678.0
2022-01-31,64734.0
2022-02-28,64793.0
2022-03-31,64834.0
2022-04-30,63924.0
2022-05-31,63923.0
2022-06-30,63986.0
2022-07-31,63775.0
2022-08-31,63397.0
2022-09-30,63180.0
2022-10-31,62350.0
2022-11-30,62105.0
2022-12-31,61602.0
2023-01-31,61099.0
2023-02-28,60672.0
2023-03-31,61679.0
2023-04-30,50997.0
2023-05-31,50473.0
2023-06-30,50003.0
2023-07-31,49915.0
2023-08-31,49471.0
2023-09-30,50274.0
2023-10-31,49375.0
2023-11-30,49205.0
2023-12-31,48765.0
2024-01-31,48242.0
2024-02-29,48025.0
2024-03-31,47870.0
2024-04-30,47287.0
2024-05-31,40155.0
2024-06-30,39639.0
2024-07-31,39250.0
2024-08-31,39532.0
2024-09-30,39022.0
2024-10-31,38540.0
2024-11-30,38452.0
2024-12-31,38035.0
2025-01-31,37720.0
2025-02-28,37305.0
2025-03-31,36893.0
2025-04-30,27717.0
2025-05-31,27249.0
2025-06-30,26805.0
2025-07-31,26399.0
2025-08-31,25990.0
2025-09-30,24528.0
2025-10-31,23823.0
2025-11-30,23357.0
2025-12-31,23271.0
2026-01-31,23559.0
2026-02-28,23282.0
2026-03-31,22873.0
2026-04-30,22074.0
2026-05-31,19946.0
2026-06-30,19498.0
2026-07-31,19436.0
