date,R3:UGEN.MR7001
2019-01-31,25123.0
2019-02-28,23827.0
2019-03-31,22081.0
2019-04-30,20300.0
2019-05-31,23303.0
2019-06-30,22272.0
2019-07-31,19828.0
2019-08-31,21987.0
2019-09-30,22187.0
2019-10-31,19469.0
2019-11-30,20725.0
2019-12-31,19426.0
2020-01-31,23675.0
2020-02-29,24170.0
2020-03-31,31272.0
2020-04-30,27945.0
2020-05-31,25810.0
2020-06-30,26020.0
2020-07-31,21940.0
2020-08-31,16579.0
2020-09-30,13523.0
2020-10-31,12267.0
2020-11-30,11356.0
2020-12-31,11027.0
2021-01-31,11358.0
2021-02-28,11086.0
2021-03-31,12099.0
2021-04-30,12340.0
2021-05-31,12138.0
2021-06-30,13208.0
2021-07-31,12291.0
2021-08-31,14164.0
2021-09-30,14114.0
2021-10-31,14351.0
2021-11-30,14070.0
2021-12-31,14497.0
2022-01-31,15027.0
2022-02-28,14451.0
2022-03-31,13810.0
2022-04-30,12517.0
2022-05-31,16331.0
2022-06-30,14180.0
2022-07-31,14319.0
2022-08-31,15524.0
2022-09-30,16900.0
2022-10-31,14916.0
2022-11-30,16159.0
2022-12-31,15813.0
2023-01-31,14737.0
2023-02-28,16896.0
2023-03-31,13324.0
2023-04-30,14886.0
2023-05-31,15371.0
2023-06-30,10822.0
2023-07-31,17565.0
2023-08-31,17934.0
2023-09-30,17134.0
2023-10-31,19287.0
2023-11-30,19794.0
2023-12-31,15961.0
2024-01-31,22478.0
2024-02-29,22969.0
2024-03-31,23319.0
2024-04-30,26648.0
2024-05-31,22701.0
2024-06-30,23809.0
2024-07-31,27064.0
2024-08-31,25233.0
2024-09-30,24087.0
2024-10-31,30330.0
2024-11-30,31267.0
2024-12-31,30473.0
2025-01-31,36420.0
2025-02-28,37560.0
2025-03-31,38231.0
2025-04-30,34868.0
2025-05-31,36726.0
2025-06-30,35401.0
2025-07-31,38477.0
2025-08-31,37569.0
2025-09-30,38537.0
2025-10-31,37991.0
2025-11-30,43451.0
2025-12-31,40550.0
2026-01-31,39490.0
2026-02-28,40046.0
2026-03-31,43418.0
2026-04-30,43458.0
2026-05-31,42058.0
2026-06-30,44210.0
2026-07-31,44085.0
