date,D9:BTO.WAF.N3505
2024-04-12,11788.0
2024-04-19,3322.0
2024-04-26,1365.0
2024-05-03,3234.0
2024-05-10,2146.0
2024-05-17,2551.0
2024-05-24,2630.0
2024-05-31,1735.0
2024-06-07,985.0
2024-06-14,710.0
2024-06-21,958.0
2024-06-28,1546.0
2024-07-05,1112.0
2024-07-12,1932.0
2024-07-19,648.0
2024-07-26,885.0
2024-08-02,882.0
2024-08-09,1353.0
2024-08-16,1516.0
2024-08-23,5024.0
2024-08-30,3128.0
2024-09-06,2428.0
2024-09-13,1863.0
2024-09-20,2214.0
2024-09-27,1672.0
2024-10-04,1455.0
2024-10-11,1789.0
2024-10-18,1219.0
2024-10-25,1308.0
2024-11-01,336.0
2024-11-08,1868.0
2024-11-15,1460.0
2024-11-22,1940.0
2024-11-29,1744.0
2024-12-06,1358.0
2024-12-13,1357.0
2024-12-20,1936.0
2024-12-27,1077.0
2025-01-03,988.0
2025-01-10,1915.0
2025-01-17,2543.0
2025-01-24,2910.0
2025-01-31,3078.0
2025-02-07,3495.0
2025-02-14,3116.0
2025-02-21,21524.0
2025-02-28,5021.0
2025-03-07,5158.0
2025-03-14,3731.0
2025-03-21,3051.0
2025-03-28,4546.0
2025-04-04,4256.0
2025-04-11,5280.0
2025-04-18,3558.0
2025-04-25,2278.0
2025-05-02,3253.0
2025-05-09,4205.0
2025-05-16,3023.0
2025-05-23,3546.0
2025-05-30,2517.0
2025-06-06,3216.0
2025-06-13,3837.0
2025-06-20,2903.0
2025-06-27,4079.0
2025-07-04,5827.0
2025-07-11,4152.0
2025-07-18,2697.0
2025-07-25,3876.0
2025-08-01,2968.0
2025-08-08,4720.0
2025-08-15,4012.0
2025-08-22,3988.0
2025-08-29,4836.0
2025-09-05,3446.0
2025-09-12,4469.0
2025-09-19,5269.0
2025-09-26,6125.0
2025-10-03,4870.0
2025-10-10,4072.0
2025-10-17,4852.0
2025-10-24,5707.0
2025-10-31,4071.0
2025-11-07,4882.0
2025-11-14,5567.0
2025-11-21,4733.0
2025-11-28,11324.0
2025-12-05,6507.0
2025-12-12,7321.0
2025-12-19,4300.0
2025-12-26,2173.0
2026-01-02,1390.0
2026-01-09,4449.0
2026-01-16,4663.0
2026-01-23,7488.0
2026-01-30,9177.0
2026-02-06,7503.0
2026-02-13,5245.0
2026-02-20,6143.0
2026-02-27,7989.0
2026-03-06,8894.0
2026-03-13,8103.0
2026-03-20,9243.0
2026-03-27,8706.0
2026-04-03,5944.0
2026-04-10,6232.0
2026-04-17,4383.0
2026-04-24,4601.0
2026-05-01,4556.0
2026-05-08,6870.0
2026-05-15,5307.0
2026-05-22,7128.0
2026-05-29,6618.0
2026-06-05,7474.0
2026-06-12,5566.0
2026-06-19,7571.0
2026-06-26,8034.0
2026-07-03,7935.0
2026-07-10,6266.0
2026-07-17,7582.0
2026-07-24,6292.0
2026-07-31,9232.0
2026-08-07,8114.0
2026-08-14,6415.0
2026-08-21,7342.0
2026-08-28,6562.0
2026-09-04,6576.0
