date,R3:UGEN.MR7002
2019-01-31,25844.0
2019-02-28,24981.0
2019-03-31,22700.0
2019-04-30,22237.0
2019-05-31,24229.0
2019-06-30,23207.0
2019-07-31,20552.0
2019-08-31,23363.0
2019-09-30,23351.0
2019-10-31,20523.0
2019-11-30,21470.0
2019-12-31,20000.0
2020-01-31,25006.0
2020-02-29,25851.0
2020-03-31,33838.0
2020-04-30,29970.0
2020-05-31,27213.0
2020-06-30,26947.0
2020-07-31,22958.0
2020-08-31,17534.0
2020-09-30,14334.0
2020-10-31,13786.0
2020-11-30,12922.0
2020-12-31,12121.0
2021-01-31,12180.0
2021-02-28,12421.0
2021-03-31,13050.0
2021-04-30,13659.0
2021-05-31,13186.0
2021-06-30,14789.0
2021-07-31,13096.0
2021-08-31,15332.0
2021-09-30,14759.0
2021-10-31,15694.0
2021-11-30,14689.0
2021-12-31,15334.0
2022-01-31,15882.0
2022-02-28,14994.0
2022-03-31,14526.0
2022-04-30,13524.0
2022-05-31,17061.0
2022-06-30,15420.0
2022-07-31,15363.0
2022-08-31,16739.0
2022-09-30,19003.0
2022-10-31,16856.0
2022-11-30,19473.0
2022-12-31,18144.0
2023-01-31,17689.0
2023-02-28,22315.0
2023-03-31,19399.0
2023-04-30,21275.0
2023-05-31,22321.0
2023-06-30,17528.0
2023-07-31,24107.0
2023-08-31,26142.0
2023-09-30,25783.0
2023-10-31,28006.0
2023-11-30,26841.0
2023-12-31,21989.0
2024-01-31,27662.0
2024-02-29,27705.0
2024-03-31,26706.0
2024-04-30,29454.0
2024-05-31,25457.0
2024-06-30,25766.0
2024-07-31,31905.0
2024-08-31,26798.0
2024-09-30,26697.0
2024-10-31,34135.0
2024-11-30,33259.0
2024-12-31,36009.0
2025-01-31,43339.0
2025-02-28,44385.0
2025-03-31,40439.0
2025-04-30,38374.0
2025-05-31,39166.0
2025-06-30,36753.0
2025-07-31,40238.0
2025-08-31,40473.0
2025-09-30,41397.0
2025-10-31,40945.0
2025-11-30,47277.0
2025-12-31,42513.0
2026-01-31,42083.0
2026-02-28,41314.0
2026-03-31,47264.0
2026-04-30,45973.0
2026-05-31,44814.0
2026-06-30,46446.0
2026-07-31,46019.0
