date,D9:BTO.WAF.N3405
2023-12-15,870.0
2023-12-22,727.0
2023-12-29,654.0
2024-01-05,413.0
2024-01-12,1046.0
2024-01-19,714.0
2024-01-26,697.0
2024-02-02,1034.0
2024-02-09,1114.0
2024-02-16,2103.0
2024-02-23,2378.0
2024-03-01,1482.0
2024-03-08,2223.0
2024-03-15,1667.0
2024-03-22,2677.0
2024-03-29,2446.0
2024-04-05,2850.0
2024-04-12,3748.0
2024-04-19,3184.0
2024-04-26,1056.0
2024-05-03,2938.0
2024-05-10,2358.0
2024-05-17,2702.0
2024-05-24,3779.0
2024-05-31,1579.0
2024-06-07,3079.0
2024-06-14,3490.0
2024-06-21,2758.0
2024-06-28,2486.0
2024-07-05,2411.0
2024-07-12,3960.0
2024-07-19,3238.0
2024-07-26,3329.0
2024-08-02,2336.0
2024-08-09,2329.0
2024-08-16,2230.0
2024-08-23,3252.0
2024-08-30,2114.0
2024-09-06,3824.0
2024-09-13,2545.0
2024-09-20,2006.0
2024-09-27,2050.0
2024-10-04,2400.0
2024-10-11,3921.0
2024-10-18,3508.0
2024-10-25,4943.0
2024-11-01,2760.0
2024-11-08,3391.0
2024-11-15,2746.0
2024-11-22,2590.0
2024-11-29,2659.0
2024-12-06,2689.0
2024-12-13,3574.0
2024-12-20,2697.0
2024-12-27,1076.0
2025-01-03,1786.0
2025-01-10,2891.0
2025-01-17,1359.0
2025-01-24,1928.0
2025-01-31,2910.0
2025-02-07,2712.0
2025-02-14,3910.0
2025-02-21,5932.0
2025-02-28,3418.0
2025-03-07,3010.0
2025-03-14,2509.0
2025-03-21,2652.0
2025-03-28,1653.0
2025-04-04,2029.0
2025-04-11,3774.0
2025-04-18,3058.0
2025-04-25,1665.0
2025-05-02,2797.0
2025-05-09,1982.0
2025-05-16,2677.0
2025-05-23,1620.0
2025-05-30,2369.0
2025-06-06,1968.0
2025-06-13,2333.0
2025-06-20,2352.0
2025-06-27,2311.0
2025-07-04,2261.0
2025-07-11,2819.0
2025-07-18,1567.0
2025-07-25,1326.0
2025-08-01,1553.0
2025-08-08,2816.0
2025-08-15,1341.0
2025-08-22,2699.0
2025-08-29,2461.0
2025-09-05,2982.0
2025-09-12,3735.0
2025-09-19,3499.0
2025-09-26,2445.0
2025-10-03,3454.0
2025-10-10,2771.0
2025-10-17,4185.0
2025-10-24,1804.0
2025-10-31,2953.0
2025-11-07,2755.0
2025-11-14,1323.0
2025-11-21,2242.0
2025-11-28,2812.0
2025-12-05,4284.0
2025-12-12,3632.0
2025-12-19,2365.0
2025-12-26,1718.0
2026-01-02,565.0
2026-01-09,1050.0
2026-01-16,1923.0
2026-01-23,2202.0
2026-01-30,2601.0
2026-02-06,1982.0
2026-02-13,2860.0
2026-02-20,2776.0
2026-02-27,2192.0
2026-03-06,2995.0
2026-03-13,2327.0
2026-03-20,3568.0
2026-03-27,4161.0
2026-04-03,3733.0
2026-04-10,4334.0
2026-04-17,3933.0
2026-04-24,3525.0
2026-05-01,3302.0
2026-05-08,4768.0
2026-05-15,5212.0
2026-05-22,3065.0
2026-05-29,2283.0
2026-06-05,1666.0
2026-06-12,2697.0
2026-06-19,3182.0
2026-06-26,3380.0
2026-07-03,2236.0
2026-07-10,2356.0
2026-07-17,2394.0
2026-07-24,2533.0
2026-07-31,3145.0
2026-08-07,1649.0
2026-08-14,1971.0
2026-08-21,1180.0
2026-08-28,1208.0
2026-09-04,2385.0
