date,D9:BTO.WAF.N4105
2023-12-15,685.0
2023-12-22,434.0
2023-12-29,136.0
2024-01-05,387.0
2024-01-12,585.0
2024-01-19,504.0
2024-01-26,465.0
2024-02-02,615.0
2024-02-09,427.0
2024-02-16,360.0
2024-02-23,1258.0
2024-03-01,886.0
2024-03-08,1640.0
2024-03-15,586.0
2024-03-22,1245.0
2024-03-29,1125.0
2024-04-05,855.0
2024-04-12,1123.0
2024-04-19,661.0
2024-04-26,767.0
2024-05-03,1858.0
2024-05-10,1135.0
2024-05-17,1424.0
2024-05-24,1378.0
2024-05-31,1750.0
2024-06-07,1297.0
2024-06-14,903.0
2024-06-21,367.0
2024-06-28,1229.0
2024-07-05,538.0
2024-07-12,1271.0
2024-07-19,1060.0
2024-07-26,532.0
2024-08-02,684.0
2024-08-09,1467.0
2024-08-16,1618.0
2024-08-23,1598.0
2024-08-30,1518.0
2024-09-06,1437.0
2024-09-13,793.0
2024-09-20,376.0
2024-09-27,1427.0
2024-10-04,431.0
2024-10-11,1211.0
2024-10-18,601.0
2024-10-25,1240.0
2024-11-01,1086.0
2024-11-08,2026.0
2024-11-15,1488.0
2024-11-22,1316.0
2024-11-29,1942.0
2024-12-06,1458.0
2024-12-13,1265.0
2024-12-20,941.0
2024-12-27,1208.0
2025-01-03,154.0
2025-01-10,1703.0
2025-01-17,1098.0
2025-01-24,1533.0
2025-01-31,981.0
2025-02-07,1659.0
2025-02-14,1520.0
2025-02-21,1979.0
2025-02-28,1773.0
2025-03-07,1528.0
2025-03-14,3536.0
2025-03-21,2355.0
2025-03-28,2993.0
2025-04-04,1518.0
2025-04-11,1249.0
2025-04-18,1241.0
2025-04-25,951.0
2025-05-02,1589.0
2025-05-09,1563.0
2025-05-16,615.0
2025-05-23,660.0
2025-05-30,1084.0
2025-06-06,588.0
2025-06-13,478.0
2025-06-20,386.0
2025-06-27,443.0
2025-07-04,1159.0
2025-07-11,1661.0
2025-07-18,1526.0
2025-07-25,875.0
2025-08-01,646.0
2025-08-08,787.0
2025-08-15,680.0
2025-08-22,625.0
2025-08-29,1193.0
2025-09-05,716.0
2025-09-12,1805.0
2025-09-19,1225.0
2025-09-26,1248.0
2025-10-03,1420.0
2025-10-10,1168.0
2025-10-17,1395.0
2025-10-24,1128.0
2025-10-31,1087.0
2025-11-07,1406.0
2025-11-14,1406.0
2025-11-21,2266.0
2025-11-28,2450.0
2025-12-05,2227.0
2025-12-12,2010.0
2025-12-19,1743.0
2025-12-26,206.0
2026-01-02,286.0
2026-01-09,1052.0
2026-01-16,1828.0
2026-01-23,963.0
2026-01-30,1955.0
2026-02-06,1867.0
2026-02-13,1971.0
2026-02-20,1711.0
2026-02-27,1426.0
2026-03-06,1961.0
2026-03-13,1474.0
2026-03-20,1928.0
2026-03-27,1013.0
2026-04-03,1394.0
2026-04-10,1687.0
2026-04-17,908.0
2026-04-24,1222.0
2026-05-01,1088.0
2026-05-08,1533.0
2026-05-15,1534.0
2026-05-22,1222.0
2026-05-29,866.0
2026-06-05,1254.0
2026-06-12,1191.0
2026-06-19,689.0
2026-06-26,720.0
2026-07-03,1369.0
2026-07-10,1716.0
2026-07-17,830.0
2026-07-24,885.0
2026-07-31,424.0
2026-08-07,464.0
2026-08-14,345.0
2026-08-21,258.0
2026-08-28,223.0
2026-09-04,420.0
