date,R1:RBNZ.MRL2
2019-01-31,2652.0
2019-02-28,2701.0
2019-03-31,2723.0
2019-04-30,2783.0
2019-05-31,2840.0
2019-06-30,2636.0
2019-07-31,2668.0
2019-08-31,2795.0
2019-09-30,2839.0
2019-10-31,2836.0
2019-11-30,2814.0
2019-12-31,2752.0
2020-01-31,2862.0
2020-02-29,2969.0
2020-03-31,3105.0
2020-04-30,3086.0
2020-05-31,3052.0
2020-06-30,3109.0
2020-07-31,3156.0
2020-08-31,3158.0
2020-09-30,3200.0
2020-10-31,3210.0
2020-11-30,3078.0
2020-12-31,3071.0
2021-01-31,3069.0
2021-02-28,2994.0
2021-03-31,3042.0
2021-04-30,2986.0
2021-05-31,2939.0
2021-06-30,2835.0
2021-07-31,2839.0
2021-08-31,2772.0
2021-09-30,2792.0
2021-10-31,2564.0
2021-11-30,2718.0
2021-12-31,2746.0
2022-01-31,2835.0
2022-02-28,2737.0
2022-03-31,2587.0
2022-04-30,2662.0
2022-05-31,2697.0
2022-06-30,2770.0
2022-07-31,2799.0
2022-08-31,2782.0
2022-09-30,2926.0
2022-10-31,2825.0
2022-11-30,2711.0
2022-12-31,2729.0
2023-01-31,2779.0
2023-02-28,2809.0
2023-03-31,2895.0
2023-04-30,2972.0
2023-05-31,3009.0
2023-06-30,2979.0
2023-07-31,3476.0
2023-08-31,3714.0
2023-09-30,4878.0
2023-10-31,5072.0
2023-11-30,4942.0
2023-12-31,5024.0
2024-01-31,5149.0
2024-02-29,5115.0
2024-03-31,5286.0
2024-04-30,5299.0
2024-05-31,5086.0
2024-06-30,4573.0
2024-07-31,4829.0
2024-08-31,4702.0
2024-09-30,4722.0
2024-10-31,4974.0
2024-11-30,5000.0
2024-12-31,5285.0
2025-01-31,5279.0
2025-02-28,5408.0
2025-03-31,5454.0
2025-04-30,5382.0
2025-05-31,5361.0
2025-06-30,4842.0
2025-07-31,4988.0
2025-08-31,5150.0
2025-09-30,5330.0
2025-10-31,5434.0
2025-11-30,5491.0
2025-12-31,5501.0
2026-01-31,5257.0
2026-02-28,5443.0
2026-03-31,5566.0
2026-04-30,5456.0
2026-05-31,5398.0
2026-06-30,5761.0
2026-07-31,5503.0
