date,25Y
2023-01-04,1.497
2023-01-05,1.476
2023-01-06,1.465
2023-01-10,1.505
2023-01-11,1.49
2023-01-12,1.541
2023-01-13,1.525
2023-01-16,1.487
2023-01-17,1.481
2023-01-18,1.469
2023-01-19,1.469
2023-01-20,1.469
2023-01-23,1.456
2023-01-24,1.456
2023-01-25,1.464
2023-01-26,1.47
2023-01-27,1.518
2023-01-30,1.534
2023-01-31,1.534
2023-02-01,1.505
2023-02-02,1.471
2023-02-03,1.455
2023-02-06,1.474
2023-02-07,1.479
2023-02-08,1.463
2023-02-09,1.459
2023-02-10,1.479
2023-02-13,1.443
2023-02-14,1.435
2023-02-15,1.422
2023-02-16,1.435
2023-02-17,1.452
2023-02-20,1.457
2023-02-21,1.449
2023-02-22,1.425
2023-02-24,1.411
2023-02-27,1.396
2023-02-28,1.326
2023-03-01,1.314
2023-03-02,1.339
2023-03-03,1.356
2023-03-06,1.36
2023-03-07,1.372
2023-03-08,1.389
2023-03-09,1.396
2023-03-10,1.347
2023-03-13,1.261
2023-03-14,1.128
2023-03-15,1.229
2023-03-16,1.216
2023-03-17,1.236
2023-03-20,1.185
2023-03-22,1.249
2023-03-23,1.249
2023-03-24,1.249
2023-03-27,1.266
2023-03-28,1.203
2023-03-29,1.148
2023-03-30,1.165
2023-03-31,1.189
2023-04-03,1.244
2023-04-04,1.279
2023-04-05,1.283
2023-04-06,1.267
2023-04-07,1.225
2023-04-10,1.234
2023-04-11,1.231
2023-04-12,1.235
2023-04-13,1.211
2023-04-14,1.221
2023-04-17,1.251
2023-04-18,1.245
2023-04-19,1.239
2023-04-20,1.259
2023-04-21,1.26
2023-04-24,1.272
2023-04-25,1.26
2023-04-26,1.23
2023-04-27,1.239
2023-04-28,1.147
2023-05-01,1.168
2023-05-02,1.185
2023-05-08,1.177
2023-05-09,1.193
2023-05-10,1.182
2023-05-11,1.143
2023-05-12,1.165
2023-05-15,1.178
2023-05-16,1.161
2023-05-17,1.121
2023-05-18,1.139
2023-05-19,1.154
2023-05-22,1.132
2023-05-23,1.153
2023-05-24,1.17
2023-05-25,1.191
2023-05-26,1.171
2023-05-29,1.183
2023-05-30,1.171
2023-05-31,1.171
2023-06-01,1.171
2023-06-02,1.179
2023-06-05,1.188
2023-06-06,1.176
2023-06-07,1.159
2023-06-08,1.176
2023-06-09,1.168
2023-06-12,1.18
2023-06-13,1.164
2023-06-14,1.168
2023-06-15,1.163
2023-06-16,1.152
2023-06-19,1.139
2023-06-20,1.126
2023-06-21,1.133
2023-06-22,1.139
2023-06-23,1.131
2023-06-26,1.106
2023-06-27,1.119
2023-06-28,1.128
2023-06-29,1.123
2023-06-30,1.161
2023-07-03,1.162
2023-07-04,1.149
2023-07-05,1.132
2023-07-06,1.141
2023-07-07,1.176
2023-07-10,1.23
2023-07-11,1.209
2023-07-12,1.239
2023-07-13,1.239
2023-07-14,1.267
2023-07-18,1.293
2023-07-19,1.265
2023-07-20,1.248
2023-07-21,1.256
2023-07-24,1.215
2023-07-25,1.228
2023-07-26,1.21
2023-07-27,1.203
2023-07-28,1.27
2023-07-31,1.37
2023-08-01,1.397
2023-08-02,1.417
2023-08-03,1.448
2023-08-04,1.466
2023-08-07,1.455
2023-08-08,1.419
2023-08-09,1.371
2023-08-10,1.404
2023-08-14,1.439
2023-08-15,1.444
2023-08-16,1.427
2023-08-17,1.484
2023-08-18,1.468
2023-08-21,1.5
2023-08-22,1.516
2023-08-23,1.529
2023-08-24,1.497
2023-08-25,1.502
2023-08-28,1.503
2023-08-29,1.487
2023-08-30,1.503
2023-08-31,1.503
2023-09-01,1.475
2023-09-04,1.492
2023-09-05,1.5
2023-09-06,1.488
