date,offer_20y
2022-01-14,12000.0
2022-02-17,12000.0
2022-03-10,12000.0
2022-04-14,12000.0
2022-05-20,12000.0
2022-06-23,12000.0
2022-07-14,12000.0
2022-08-18,12000.0
2022-09-15,12000.0
2022-10-18,12000.0
2022-11-17,12000.0
2022-12-15,12000.0
2023-01-19,12000.0
2023-02-21,12000.0
2023-03-16,12000.0
2023-04-20,12000.0
2023-05-17,12000.0
2023-06-27,12000.0
2023-07-13,12000.0
2023-08-17,12000.0
2023-09-14,12000.0
2023-10-17,12000.0
2023-11-21,12000.0
2023-12-14,12000.0
2024-01-18,10000.0
2024-02-20,10000.0
2024-03-14,10000.0
2024-04-11,10000.0
2024-05-16,10000.0
2024-06-25,10000.0
2024-07-11,10000.0
2024-08-20,10000.0
2024-09-12,10000.0
2024-10-24,10000.0
2024-11-21,10000.0
2024-12-17,10000.0
2025-01-16,10000.0
2025-02-18,10000.0
2025-03-12,10000.0
2025-04-15,10000.0
2025-05-20,10000.0
2025-06-24,10000.0
2025-07-10,8000.0
2025-08-19,8000.0
2025-09-17,8000.0
2025-10-15,8000.0
2025-11-19,8000.0
2025-12-11,8000.0
2026-01-20,8000.0
2026-02-19,8000.0
2026-03-17,8000.0
2026-04-14,7000.0
2026-05-20,7000.0
2026-06-25,7000.0
2026-07-14,7000.0
